"TSC_NAME"	"PANGAEA sample id"	"Station.label"	"Layer"	"Layer2"	"polar"	"lower.size.fraction"	"upper.size.fraction"	"Event.date"	"Latitude"	"Longitude"	"Depth.nominal"	"Depth.Mixed.Layer"	"Temperature"	"Oxygen"	"ChlorophyllA"	"Salinity"	"Carbon.total"	"NO2"	"NO2NO3"	"NO3"	"PO4"	"Ammonium.5m"	"Iron.5m"	"Alkalinity.total"	"CO3"	"HCO3"	"NP"	"Lyapunov"	"Si"	"Nitracline"	"Brunt.Väisälä"	"Okubo.Weiss"	"Residence.time"	"PAR.PC"	"Gradient.Surface.temp(SST)"	"Fluorescence"	"Density"	"Depth.Min.O2"	"Depth.Max.O2"	"Mean Flux at 150m"	"FluxAttenuation"	"NPP 8d VGPM (mgC/m2/day)"	"Ocean"	"Province"
"TSC089"	"TARA_B000000475"	"TARA_066"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-07-15 12:22"	"-34.9449"	"17.9189"	"5"	"91"	"15.013362"	"239.93725"	"0.221666"	"35.3233"	"0.0302"	"0.3025"	"3.34"	"2.426286"	"0.343"	"0.01938605666"	"0.0003119988614"	"0.0051"	"0.0271"	"0.0244"	"7.073720117"	"0.098545"	"2.7435"	"106"	"100"	"0.143048"	"0"	""	"1.2322"	"1.258125"	"26.2141"	"451"	"14"	"0.443305"	"1.577550232"	"715.14"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC092"	"TARA_B100000497"	"TARA_067"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-09-07 6:19"	"-32.2401"	"17.7103"	"5"	"25"	"13.04322"	"252.63145"	"0.765222"	"34.870735"	"2.1997"	"0.171"	"7.091"	"1.264607"	"1.016"	"0.04337576777"	"0.0004158818265"	"0.0483"	"0.07385"	"0.2919"	"1.244691929"	""	""	"32"	"35"	"0.04459"	"1.111111"	""	"2.6088"	"4.093218"	"26.28407"	"89"	"14"	""	""	"662.87"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC096"	"TARA_B100000482"	"TARA_068"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-09-14 13:30"	"-31.027"	"4.6802"	"50"	"156"	"16.74878"	"231.9774"	"0.325714"	"35.68407"	"0.0183"	"0.285"	"1.08"	"0.904785"	"0.227"	"0.01580798564"	"0.0003682796584"	"0.0038"	"0.0692"	""	"3.985837004"	"0.120437"	"2.436"	""	"353"	"0.069036"	"6.388889"	""	"0.11343"	"2.011787"	"26.101325"	"1320"	"237"	"0.224841"	"1.550646019"	"498.0465"	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC099"	"TARA_B100000470"	"TARA_068"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-09-13 13:02:33"	"-31.0198"	"4.6685"	"700"	"233"	"7.32145"	"194.4342"	""	"34.50494"	"0.0021"	"0.003"	"22.08"	"24.232124"	"1.529"	"0.01580798564"	"0.0003682796584"	""	""	""	"15.84834794"	"0.120437"	"12.08"	""	"3"	"0.069036"	"6.388889"	""	"0.13666"	"2.777603"	"26.992205"	"758"	"21"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC102"	"TARA_B100000475"	"TARA_068"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-09-14 6:55"	"-31.0266"	"4.665"	"5"	"156"	"16.8632"	"234.4763"	"0.309005"	"35.686585"	"0.01515"	"0.201"	"0.939"	"1.103865"	"0.1455"	"0.01580798564"	"0.0003682796584"	"0.00255"	"0.0462"	""	"7.586701031"	"0.120437"	"1.9865"	""	"353"	"0.069036"	"6.388889"	""	"0.11343"	"1.951133"	"26.07437"	"1320"	"237"	"0.224841"	"1.550646019"	"498.0465"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC106"	"TARA_B100000446"	"TARA_070"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-09-21 11:57:54"	"-20.4075"	"-3.1641"	"800"	"146"	"4.188237"	"161.92525"	""	"34.446963"	""	"0.01"	"36.73"	"36.675625"	"2.522"	"0.01528307656"	"0.0007878163597"	""	""	""	"14.54227795"	"0.047133"	"44.86"	""	"156"	"0.009208"	"0"	""	"0.41681"	"3.251941"	"27.333325"	"219"	"15"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC110"	"TARA_B100000459"	"TARA_070"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-09-21 6:55"	"-20.4091"	"-3.1759"	"5"	"149"	"19.77001"	"215.2007"	"0.117466"	"36.35839"	"0.0103"	"0.0465"	"0.8015"	"1.763081"	"0.309"	"0.01528307656"	"0.0007878163597"	"0.0033"	"0.04"	""	"5.705763754"	"0.047133"	"1.1485"	"161"	"159"	"0.009208"	"0"	""	"0.33937"	"2.071928"	"25.859525"	"235"	"13"	"2.095185"	"10.42143722"	"440.215"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC113"	"TARA_B100000427"	"TARA_072"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-10-05 15:35"	"-8.7296"	"-17.9604"	"100"	"88"	"23.630095"	"190.5966"	"0.242586"	"36.588225"	"0.0086"	"0.011"	"0.044"	"1.049606"	"0.143"	"0.01129262382"	"0.001262168555"	"0.0083"	"0.0616"	""	"7.339902098"	"0.087015"	"1.284"	"143"	"98"	"0.006396"	"0"	""	"0.27521"	"2.171779"	"24.96531"	"290"	"16"	"0.762716"	""	"441.915"	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC115"	"TARA_B100000508"	"TARA_072"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-10-06 7:58:54"	"-8.7986"	"-17.9034"	"800"	"81"	"4.641719"	"143.273625"	""	"34.476312"	""	"0.007"	"36.98"	"37.560305"	"2.618"	"0.01129262382"	"0.001262168555"	""	""	""	"14.34694614"	"0.087015"	"34.44"	"970"	"105"	"0.006396"	"0"	""	"0.36544"	"3.226745"	"27.30785"	"270"	"17"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC117"	"TARA_B100000424"	"TARA_072"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-10-05 8:00"	"-8.7789"	"-17.9099"	"5"	"91"	"25.064425"	"199.135"	"0.104143"	"36.41678"	"0.0018"	"0.003"	"0.018"	"0.416799"	"0.104"	"0.01129262382"	"0.001262168555"	""	"0.0038"	""	"4.007682692"	"0.087015"	"0.868"	"144"	"108"	"0.006396"	"0"	""	"0.28465"	"1.77348"	"24.393095"	"300"	"28"	"0.155992"	"9.960455936"	"380.699"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC120"	"TARA_B100000519"	"TARA_076"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-10-16 16:58:37"	"-21.0292"	"-35.3498"	"150"	"51"	"21.16596"	"200.32465"	"0.103558"	"36.61951"	"0.00245"	"0.047654"	""	"0.218613"	"0.051522"	"0.01195919188"	"0.0007768783447"	"0.0006"	"0.01715"	""	"4.243100035"	"0.027592"	"0.712116"	"205"	"202"	"0.084131"	"0"	""	"0.32089"	"1.931379"	"25.68731"	"176"	"28"	"0.160006"	""	"262.556"	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC123"	"TARA_B100000749"	"TARA_076"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-10-17 9:05:05"	"-20.9315"	"-35.1794"	"800"	"52"	"4.664275"	"191.413187"	""	"34.369569"	""	""	""	"33.940795"	""	"0.01195919188"	"0.0007768783447"	""	""	""	""	"0.027592"	""	"900"	"143"	"0.084131"	"0"	""	"0.20289"	"2.821232"	"27.220344"	"581"	"65"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC126"	"TARA_B100000513"	"TARA_076"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-10-16 9:55"	"-20.9354"	"-35.1803"	"5"	"50"	"23.374825"	"206.23185"	"0.055113"	"37.076575"	"0.0019"	"0.001404"	""	"0.185971"	"0.055883"	"0.01195919188"	"0.0007768783447"	""	"0.0016"	""	"3.327863572"	"0.027592"	"0.814172"	"849"	"152"	"0.084131"	"0"	""	"0.59536"	"1.636802"	"25.40018"	"582"	"77"	"0.043286"	"2.163247646"	"237.378"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC130"	"TARA_B100000530"	"TARA_078"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-11-04 18:16:53"	"-30.1484"	"-43.2705"	"120"	"71"	"19.32335"	"216.6547"	"0.16855"	"36.27746"	"0.0064"	"0.053"	"0.104"	"0.085111"	""	"0.0177185568"	"0.0008625623013"	"0.002"	"0.0343"	""	""	"0.14819"	"0.319"	"166"	"4"	"0.053558"	"5.777778"	""	"1.5442"	"1.943116"	"25.920365"	"160"	"42"	"0.070387"	""	"422.487"	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC132"	"TARA_B100000745"	"TARA_078"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-11-05 12:33:27"	"-30.1471"	"-43.2915"	"800"	"11"	"5.823213"	"215.95475"	""	"34.355"	""	""	""	"28.704078"	""	"0.0177185568"	"0.0008625623013"	""	""	""	""	"0.14819"	""	"1115"	"7"	"0.053558"	"5.777778"	""	"1.6142"	"2.597631"	"27.076125"	"1116"	"885"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC135"	"TARA_B100000524"	"TARA_078"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-11-04 10:24"	"-30.1367"	"-43.2899"	"5"	"89"	"20.07775"	"221.13845"	"0.066207"	"36.32553"	"0.0054"	""	"0.026"	"0.025333"	""	"0.0177185568"	"0.0008625623013"	""	"0.0027"	""	""	"0.14819"	"0.749"	"580"	"197"	"0.053558"	"5.777778"	""	"3.7648"	"1.674628"	"25.754115"	"600"	"887"	"0.050285"	"17.8624901"	"422.487"	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B5"
"TSC138"	"TARA_B100000767"	"TARA_082"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-12-06 18:58"	"-47.2007"	"-57.9446"	"40"	"18"	"7.154875"	"306.1555"	"0.507313"	"34.05055"	""	"0.1185"	"18.525"	"18.047311"	"1.356"	"0.1258335039"	"0.000290781228"	""	""	""	"13.3092264"	"0.202122"	"2.661"	"66"	"62"	"0.056052"	"0"	""	"0.82188"	"2.133364"	"26.649733"	"129"	"24"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	""
"TSC140"	"TARA_B100000768"	"TARA_082"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-12-06 10:33"	"-47.1863"	"-58.2902"	"5"	"55"	"7.579417"	"303.147667"	"0.426587"	"34.05025"	""	"0.146"	"18.005"	"18.434187"	"1.302"	"0.1258335039"	"0.000290781228"	""	""	""	"14.15836175"	"0.202122"	"1.945"	"59"	"64"	"0.056052"	"0"	""	"1.211"	"2.128396"	"26.589567"	"952"	"74"	""	""	""	"[SAO] South Atlantic Ocean (MRGID:1914)"	"B8"
"TSC141"	"TARA_B100000780"	"TARA_084"	"SRF"	"EPI"	"polar"	"0.22"	"3"	"2011-01-03 11:05"	"-60.2287"	"-60.6476"	"5"	"254"	"1.9034"	"338.526"	"0.207979"	"33.7198"	""	"0.266"	"25.3"	"24.903191"	"1.723"	"0.09689381222"	"0.00000883"	""	""	""	"14.45339002"	"0.082884"	"16.55"	"75"	"69"	"-0.48219"	"1.972222"	""	"3.3784"	"2.105012"	"26.9578"	"553"	"60"	""	""	""	"[SO] Southern Ocean (MRGID:1907)"	"B8"
"TSC142"	"TARA_B100000795"	"TARA_085"	"DCM"	"EPI"	"polar"	"0.22"	"3"	"2011-01-06 19:34:21"	"-62.2231"	"-49.2139"	"90"	"42"	"-0.792395"	"326.6803"	"0.289537"	"34.36258"	""	"0.06"	"31"	"32.911358"	"2.309"	"0.007686063744"	"0.0004514625713"	""	""	""	"14.25351148"	"0.02576"	"81.82"	"177"	"55"	"-0.012327"	"19.777778"	""	"0.46757"	"2.471241"	"27.6286"	"191"	"17"	""	""	""	"[SO] Southern Ocean (MRGID:1907)"	""
"TSC144"	"TARA_B100000809"	"TARA_085"	"MES"	"MES"	"polar"	"0.22"	"3"	"2011-01-07 10:39:47"	"-61.9689"	"-49.5017"	"790"	"30"	"0.456763"	"203.7715"	""	"34.6802"	""	"0.018"	"36.37"	"38.920763"	"2.614"	"0.007686063744"	"0.0004514625713"	""	""	""	"14.8893508"	"0.02576"	"83.35"	"869"	"33"	"-0.012327"	"19.777778"	""	"0.50692"	"3.420786"	"27.8267"	"869"	"27"	""	""	""	"[SO] Southern Ocean (MRGID:1907)"	""
"TSC145"	"TARA_B100000787"	"TARA_085"	"SRF"	"EPI"	"polar"	"0.22"	"3"	"2011-01-06 10:38"	"-62.0385"	"-49.529"	"5"	"499"	"0.73159"	"344.81235"	"0.276495"	"34.327465"	"0.02675"	"0.1055"	"28.64"	"29.73383"	"2.1055"	"0.007686063744"	"0.0004514625713"	""	"0.00375"	"0.0155"	"14.12198053"	"0.02576"	"80.55"	"28"	"70"	"-0.012327"	"19.777778"	""	"0.27081"	"2.220386"	"27.52175"	"596"	"60"	""	""	""	"[SO] Southern Ocean (MRGID:1907)"	"B8"
"TSC146"	"TARA_B100001059"	"TARA_093"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-03-12 19:36:38"	"-33.9116"	"-73.0537"	"35"	"24"	"15.376875"	"227.7609"	"0.484784"	"34.22887"	"0.7106"	"0.359"	"6.80275"	"2.295011"	"1.08725"	"0.0408711629"	"0.00000397"	""	"0.0898"	"0.0214"	"2.110840193"	""	"0.46"	"80"	"38"	"0.061918"	"3.25"	""	"0.39243"	"3.63327"	"25.294705"	"81"	"14"	""	""	"1463.06"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC147"	"TARA_B100001063"	"TARA_093"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-03-12 11:34"	"-34.0614"	"-73.1066"	"5"	"26"	"18.122955"	"243.0408"	"0.361109"	"34.31598"	"0.0218"	"0.03975"	"0.2115"	""	"0.52125"	"0.0408711629"	"0.00000397"	""	"0.0114"	""	""	""	"0.1445"	"50"	"36"	"0.061918"	"3.25"	""	"2.1058"	"2.590248"	"24.71804"	"156"	"14"	"9.46218"	"15.20077617"	"1326.935"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B6"
"TSC148"	"TARA_B100001057"	"TARA_094"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-03-18 11:57"	"-32.7971"	"-87.0693"	"5"	"48"	"21.121575"	"219.015"	"0.147303"	"34.682538"	"0.0013"	"0.001"	"0.029"	""	"0.2425"	"0.005629629518"	"0.00000454"	"0.00115"	"0.00325"	""	""	"0.05823"	"0.103"	"269"	"58"	"0.023496"	"1.694444"	""	"0.05004"	"1.669572"	"24.219275"	"296"	"54"	"2.600798"	""	"403.725"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B6"
"TSC149"	"TARA_B100000989"	"TARA_096"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-03-24 13:00"	"-29.7238"	"-101.1604"	"5"	"49"	"23.84533"	"204.54175"	"0.070669"	"35.76868"	""	""	"0.02"	"0.149932"	"0.1575"	"0.01018985702"	"0.0001486843106"	""	""	""	"0.9519492063"	"0.056696"	"0.5305"	"330"	"60"	"0.047596"	"0"	""	"0.13056"	"1.521211"	"24.269535"	"927"	"82"	"0.119752"	"0.9321774373"	"78.7293"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B5"
"TSC150"	"TARA_B100001029"	"TARA_098"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-03 21:50:58"	"-25.826"	"-111.7294"	"188"	"60"	"20.2127"	"208.821"	"0.115489"	"35.86191"	""	"0.02"	"0.05"	""	"0.1"	"0.007986359046"	"0.0002331552702"	""	""	""	""	"0.028784"	""	"391"	"71"	"-0.006839"	"0"	""	"0.13514"	"1.795236"	"25.37245"	"392"	"95"	"0.182518"	""	"68.8496"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC151"	"TARA_B100001013"	"TARA_098"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2011-04-04 13:55:02"	"-25.8076"	"-111.6906"	"488"	"64"	"7.96837"	"154.6701"	""	"34.3655"	""	""	"27.2885"	"24.271551"	"2.023"	"0.007986359046"	"0.0002331552702"	""	""	""	"11.99780079"	"0.028784"	"12.05"	"411"	"72"	"-0.006839"	"0"	""	"0.18166"	"2.58324"	"26.78725"	"460"	"98"	""	""	""	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC152"	"TARA_B100001027"	"TARA_098"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-03 13:44"	"-25.8051"	"-111.7202"	"5"	"69"	"25.18103"	"200.40835"	"0.060509"	"36.40163"	""	"0.000563"	"0.05125"	""	"0.1815"	"0.007986359046"	"0.0002331552702"	""	""	""	""	"0.028784"	"0.385875"	"431"	"79"	"-0.006839"	"0"	""	"0.26901"	"1.457396"	"24.346275"	"485"	"109"	"0.168784"	"45.16393677"	"63.5567"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B2"
"TSC153"	"TARA_B100000886"	"TARA_099"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-09 13:56"	"-21.146"	"-104.787"	"5"	"67"	"23.88925"	"203.37975"	"0.091415"	"36.1376"	"0.0003"	"0.006"	"0.0315"	""	"0.2975"	"0.01518224614"	"0.00000458"	""	"0.0006"	""	""	"0.050989"	"0.558"	"386"	"75"	"0.00016"	"8.333333"	""	"0.25653"	"1.490169"	"24.5391"	"385"	"107"	"0.116041"	"6.997860043"	"145.99"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B2"
"TSC154"	"TARA_B100000965"	"TARA_100"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-15 19:38"	"-12.9723"	"-96.0122"	"50"	"44"	"22.596675"	"216.67805"	"0.258187"	"35.64227"	"0.0096"	"0.1635"	"5.6545"	"4.229206"	"0.7785"	"0.01842485368"	"0.00000328"	"0.0061"	"0.0099"	""	"5.432506101"	"0.045278"	"1.8815"	"149"	"53"	"0.013354"	"6"	""	"0.49273"	"2.070398"	"24.5284"	"301"	"52"	"2.396814"	"3.234998627"	"398.559"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC155"	"TARA_B100000959"	"TARA_100"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2011-04-16 13:03:08"	"-12.9794"	"-96.0232"	"177"	"45"	"12.806365"	"3.4942"	"0.019279"	"34.82775"	""	"0.131"	"23.251"	"20.254424"	"2.68675"	"0.01842485368"	"0.00000328"	""	"0.0001"	""	"7.538633665"	"0.045278"	"20.9015"	"148"	"56"	"0.013354"	"6"	""	"0.51034"	"3.186315"	"26.3033"	"226"	"53"	""	""	""	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC156"	"TARA_B100000963"	"TARA_100"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-15 12:45"	"-13.0023"	"-95.9759"	"5"	"44"	"25.349495"	"201.0109"	"0.227673"	"35.82876"	"0.0066"	"0.137"	"6.1625"	"5.005302"	"0.67725"	"0.01842485368"	"0.00000328"	"0.0017"	"0.0049"	""	"7.3906268"	"0.045278"	"1.15025"	"149"	"53"	"0.013354"	"6"	""	"0.49273"	"1.77889"	"23.86109"	"301"	"52"	"2.396814"	"3.234998627"	"398.559"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B3"
"TSC157"	"TARA_B100000902"	"TARA_102"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-22 21:13"	"-5.2669"	"-85.2732"	"40"	"34"	"19.781235"	"104.9968"	"0.365239"	"34.884385"	"0.018"	"1.202"	"24.3645"	"18.72477"	"1.8615"	"0.03430059459"	"0.0000044"	"0.0334"	"0.038"	""	"10.05896857"	"0.012324"	"10.5045"	"48"	"44"	"0.043188"	"0"	""	"1.8132"	"2.896974"	"24.729155"	"238"	"14"	"3.035061"	""	"500.285"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC158"	"TARA_B100000953"	"TARA_102"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2011-04-22 12:08:28"	"-5.261"	"-85.1678"	"480"	"34"	"9.137438"	"5.148"	""	"34.692094"	""	"0.014"	"39.1775"	"40.112735"	"2.853"	"0.03430059459"	"0.0000044"	""	""	""	"14.05984402"	"0.012324"	"40.579"	"43"	"45"	"0.043188"	"0"	""	"1.8056"	"3.478053"	"26.863531"	"445"	"13"	""	""	""	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC159"	"TARA_B100000900"	"TARA_102"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-04-21 20:07"	"-5.2529"	"-85.1545"	"5"	"24"	"24.958885"	"204.421"	"0.264409"	"34.764535"	"0.00655"	"0.3285"	"12.8225"	"13.010708"	"1.02575"	"0.03430059459"	"0.0000044"	"0.0104"	"0.00475"	""	"12.68409262"	"0.012324"	"5.04425"	"32"	"34"	"0.043188"	"0"	""	"0.21865"	"2.076027"	"23.176695"	"419"	"14"	"4.940279"	"2.550097484"	"500.285"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B3"
"TSC160"	"TARA_B100000927"	"TARA_109"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-05-12 22:15"	"2.0299"	"-84.5546"	"30"	"18"	"26.019185"	"199.8303"	"0.329704"	"34.475915"	"0.013"	"0.111"	"4.638"	"4.369042"	"0.50475"	"0.03865746378"	"0.00000499"	"0.0195"	"0.0234"	""	"8.655853393"	"0.005026"	"3.225"	"56"	"57"	"-0.002594"	"2.083333"	""	"2.5036"	"2.048813"	"22.63355"	"420"	"19"	"0.899006"	"33.30738399"	"379.9205"	"[NPO] North Pacific Ocean (MRGID:1908)"	""
"TSC162"	"TARA_B100000929"	"TARA_109"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2011-05-13 16:08:58"	"2.0649"	"-84.5546"	"380"	"12"	"11.142362"	"2.264562"	""	"34.791419"	""	""	""	"33.049074"	""	"0.03865746378"	"0.00000499"	""	""	""	""	"0.005026"	""	"64"	"69"	"-0.002594"	"2.083333"	""	"2.3418"	"3.300821"	"26.595869"	"422"	"14"	""	""	""	"[NPO] North Pacific Ocean (MRGID:1908)"	""
"TSC163"	"TARA_B100000925"	"TARA_109"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-05-12 14:00"	"1.9928"	"-84.5766"	"5"	"15"	"27.497475"	"199.6911"	"0.272009"	"33.472445"	"0.004"	"0.0455"	"0.8935"	"1.673601"	"0.2865"	"0.03865746378"	"0.00000499"	"0.005"	"0.00275"	""	"5.841539267"	"0.005026"	"1.7085"	"63"	"59"	"-0.002594"	"2.083333"	""	"1.716"	"1.900753"	"21.408655"	"395"	"13"	"1.930433"	"15.33408003"	"359.8325"	"[NPO] North Pacific Ocean (MRGID:1908)"	"B3"
"TSC165"	"TARA_B100001113"	"TARA_110"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-05-21 21:00"	"-1.9002"	"-84.6265"	"50"	"21"	"22.039785"	"145.0818"	"0.282031"	"35.112815"	"0.0291"	"0.414"	"10.701"	"10.202445"	"0.9295"	"0.04252704481"	"0.00000549"	"0.005"	"0.0316"	""	"10.97627219"	"0.064745"	"5.407"	"69"	"64"	"0.032297"	"0"	""	"0.8882"	"2.184041"	"24.318245"	"369"	"14"	"4.476136"	"7.475288984"	"439.734"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC166"	"TARA_B100001079"	"TARA_110"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2011-05-22 13:20"	"-1.8902"	"-84.6141"	"380"	"33"	"10.082375"	"2.43975"	"0.007712"	"34.747805"	""	""	""	"26.734022"	""	"0.04252704481"	"0.00000549"	""	""	""	""	"0.064745"	""	"75"	"68"	"0.032297"	"0"	""	"0.96385"	"3.401892"	"26.748625"	"373"	"13"	""	""	""	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC167"	"TARA_B100001109"	"TARA_110"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-05-21 12:27"	"-2.0133"	"-84.589"	"5"	"33"	"23.88816"	"191.91255"	"0.246175"	"35.012435"	"0.0125"	"0.31925"	"8.287"	"8.074076"	"0.77275"	"0.04252704481"	"0.00000549"	""	"0.00855"	""	"10.44849693"	"0.064745"	"3.8635"	"69"	"74"	"0.032297"	"0"	""	"2.3345"	"1.970432"	"23.68419"	"369"	"13"	"4.448197"	"8.674762141"	"381.2175"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B3"
"TSC168"	"TARA_B100000579"	"TARA_111"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-05-31 20:28:10"	"-16.9587"	"-100.6751"	"90"	"67"	"19.783275"	"208.54895"	"0.207911"	"35.69581"	"0.0035"	"0.203"	"1.2215"	"0.85366"	"0.443"	"0.01307556545"	"0.00000301"	"0.0047"	"0.0141"	""	"1.926997743"	"0.018781"	"0.9285"	"230"	"225"	"-0.075767"	"34.305556"	""	"0.51854"	"2.047239"	"25.354365"	"233"	"70"	"1.351496"	""	"386.712"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC169"	"TARA_B100000586"	"TARA_111"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2011-06-01 16:00:59"	"-16.9486"	"-100.6715"	"350"	"75"	"10.69894"	"4.7047"	"0.015423"	"34.7072"	""	""	""	"29.923223"	""	"0.01307556545"	"0.00000301"	""	""	""	""	"0.018781"	"0"	"261"	"85"	"-0.075767"	"34.305556"	""	"0.52069"	"3.306498"	"26.609085"	"327"	"13"	""	""	""	"[SPO] South Pacific Ocean (MRGID:1910)"	""
"TSC170"	"TARA_B100000575"	"TARA_111"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2011-05-31 14:25"	"-16.9601"	"-100.6335"	"5"	"73"	"22.78183"	"209.1003"	"0.154999"	"35.98269"	"0.0027"	"0.0415"	"2.676"	"3.149999"	"0.5"	"0.01307556545"	"0.00000301"	""	"0.0041"	""	"6.299998"	"0.018781"	"1.0325"	"260"	"83"	"-0.075767"	"34.305556"	""	"0.69721"	"1.775215"	"24.742485"	"332"	"30"	"1.461396"	"4.631415608"	"396.755"	"[SPO] South Pacific Ocean (MRGID:1910)"	"B3"
"TSC171"	"TARA_B100000945"	"TARA_112"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2011-06-15 0:55:48"	"-23.2189"	"-129.4997"	"155"	"131"	"21.94937"	"206.4346"	"0.145434"	"35.90434"	"0.0011"	"0.014"	"0.04175"	"0.423501"	"0.1145"	"0.006236870385"	"0.0001575009167"	""	"0.0104"	""	"3.69869869"	"0.040113"	"0.6935"	"306"	"140"	"-0.120564"	"11.083333"	""	"0.2814"	"1.745449"	"24.927695"	"302"	"146"	""	""	"109.912"	"[SPO] South Pacific Ocean (MRGID:1910)"	""
