	NmlR	ZntR	LtbR	PaaR	FixJ	DasR	PhnR	FadP	NnrR	NtrC	FadR	FruR	CueR	MerR	AcnR	NifA	GntR	HrcA	PurR	BioQ	LiuR	RbsR	PdxR	FnrN_FixK	GlcC	FabR	QorR	RutR	VanR	HcpR	MetJ	NorR	CadR-PbrR	GguR	CsoR	TtrR	BirA	XylR	IscR	MetR	RbkR	NrtR	Zur	NsrR	ArgR	Phr	SahR_SamR	ThiR	KdgR	MntR	FUR	NagC	AgaR	GulR	HutC	PhnF	HypR	TyrR	AraR	CzrA	ModE	NiaR	PhrR	PsrA	NadQ	Rex	CcpA	HisR	SdaR	SoxR	AmtR	NagQ	PhsR	NikR	PdhR	Irr	SiaR	NarP	HexR	TrpR	LexA	CblR	PrpR	NagR	NrdR	LiuQ	ExuR_UxuR	LldR
Zur	-0.5121099947117927	-0.313590692755156	-0.4896351136964569	-0.5227921734531994	-0.6266525647805394	-0.7344262295081967	-0.5753569539925966	-0.811369645690111	-0.8335801163405605	-0.7607086197778953	-0.7308831306187202	-0.8557377049180328	-0.7847170809095717	-0.7282390269698572	-0.7503437334743522	-0.7359598096245373	-0.6138551031200423	-0.5355896351136965	-0.6647805393971443	-0.706292966684294	-0.6848757271285034	-0.6371760973030143	-0.5178212585933368	-0.5719196192490745	-0.7041248016922264	-0.3270227392913802	-0.19693283976731887	-0.4735060814383924	-0.3885245901639344	-0.22559492332099418	-0.3695928080380751	-0.3639344262295082	-0.22781597038603912	-0.2331041776837652	-0.1755156002115283	-0.03860391327340032	0.8502379693283977	0.8075621364357483	0.8822845055526176	0.901427815970386	0.9009518773135907	0.9585404547858276	1.0	0.9033844526705447	0.9373876255949233	0.9303014278159704	0.892702273929138	0.9189317821258594	0.9175039661554732	0.9431517715494447	0.9414595452141724	0.9312004230565838	0.6446853516657853	0.7492332099418297	0.5878371232152301	0.5829190904283448	0.5230565838180856	0.5372818614489688	0.8046536224219989	0.7391856160761502	0.7246959280803807	0.6424114225277631	0.7347964040190376	0.558011634056055	0.6551560021152829	0.6000528820729772	0.6699101004759387	0.6288736118455843	0.04621893178212586	0.088841882601798	-0.0550502379693284	-0.012956107879428873	0.03569539925965098	0.03712321523003702	0.05838180856689582	0.37747223691168696	0.5132734003172924	0.433474352194606	0.366525647805394	0.3532522474881015	0.2753569539925965	0.12316234796404019	0.03987308302485457	0.2387625594923321	0.22305658381808566	0.365520888418826	0.3268112109994712	0.2207297726070862
NsrR	-0.5139608672659969	-0.35954521417239554	-0.5592808038075092	-0.5431517715494447	-0.6655208884188261	-0.7144368059227921	-0.5892120571126388	-0.8483870967741935	-0.7522474881015336	-0.7351136964569011	-0.811369645690111	-0.8280803807509254	-0.8267054468535167	-0.7076150185087255	-0.6592808038075093	-0.7185616076150185	-0.6111052353252248	-0.5838709677419355	-0.6169751454257006	-0.6610787942887362	-0.6997355896351137	-0.6610259122157589	-0.5996298254891592	-0.5526705446853517	-0.6216816499206769	-0.32808038075092544	-0.2241142252776309	-0.465309360126917	-0.3427815970386039	-0.3731887890005288	-0.3411951348492861	-0.3850872554204125	-0.2078265468006346	-0.18164992067689054	-0.22004230565838181	-0.05700687466948704	0.8896879957694341	0.8257006874669487	0.8713379164463247	0.8304071919619249	0.8839238498149128	0.9512427287149656	0.9033844526705447	1.0	0.9383923849814912	0.9514542570068747	0.9345319936541513	0.9294024325753569	0.8924378635642517	0.8892649391856161	0.9126916975145426	0.92374405076679	0.6661554732945532	0.7451612903225806	0.5778952934955051	0.6513484928609201	0.5245901639344263	0.5619249074563722	0.7794817556848228	0.7909571655208885	0.7883130618720254	0.6151771549444738	0.599576943416182	0.5849286092014807	0.6987308302485458	0.6422527763088313	0.6450555261766261	0.6654151242728715	0.0881544156530936	0.028767847699629825	-0.0662083553675304	0.10021152829190905	0.04632469592808038	0.13104177683765203	0.02554204124801692	0.4063987308302485	0.4593865679534638	0.4488101533580116	0.3257006874669487	0.34986779481755687	0.22258064516129034	0.05906927551560021	0.030037017451084082	0.18894764674775252	0.09132734003172924	0.26240084611316766	0.24648334214701217	0.2832892649391856
ArgR	-0.4747223691168694	-0.3629825489159175	-0.5314119513484928	-0.535483870967742	-0.7086197778952935	-0.7329455314648334	-0.6593336858804865	-0.8311475409836065	-0.794923320994183	-0.6980433632998414	-0.7471708090957165	-0.8543098889476467	-0.7903225806451613	-0.7617133791644632	-0.7356425171866737	-0.7322051824431518	-0.538551031200423	-0.5069804336329984	-0.6032786885245902	-0.6638815441565309	-0.6351136964569011	-0.6299841353781068	-0.5483342147012162	-0.5931782125859334	-0.6675304071919619	-0.26779481755684825	-0.2204653622421999	-0.4764145954521417	-0.38921205711263884	-0.3514013749338974	-0.36372289793759915	-0.43707033315705973	-0.2301427815970386	-0.3182971972501322	-0.28106821787414066	-0.1324167107350608	0.912374405076679	0.8636700158646219	0.8790058170280275	0.8499735589635113	0.9019566367001587	0.9632998413537811	0.9373876255949233	0.9383923849814912	1.0	0.9565309360126917	0.9342147012162877	0.940772078265468	0.8923320994182972	0.9384981491274458	0.9411951348492861	0.928397673188789	0.6292437863564252	0.749286092014807	0.5655737704918032	0.6241671073506081	0.5810153358011634	0.5436805922792174	0.7954521417239556	0.8214172395557906	0.7855631940772079	0.624748810153358	0.696562665256478	0.6014806980433633	0.7118984664198836	0.6923320994182972	0.6373347435219461	0.6597567424643046	0.1557377049180328	0.12876784769962982	-0.07324167107350608	0.025647805393971445	0.029772607086197778	0.1919090428344791	0.11644632469592808	0.3719196192490746	0.45156002115282917	0.4145425700687467	0.3441036488630354	0.3513484928609201	0.2110523532522475	0.08651507139079852	0.023638286620835537	0.18471708090957165	0.0923320994182972	0.32120571126388153	0.2813855103120042	0.22295081967213115
Phr	-0.48001057641459544	-0.36668429402432573	-0.5647805393971443	-0.541195134849286	-0.6562136435748281	-0.7246959280803807	-0.650502379693284	-0.8444738233738762	-0.7932310946589106	-0.7259122157588578	-0.7657324167107351	-0.8039132734003173	-0.8216287678476997	-0.7488630354309889	-0.7209413008989952	-0.7319407720782655	-0.524537281861449	-0.5356953992596509	-0.6048122686409307	-0.6928080380750925	-0.6939714436805923	-0.6777895293495505	-0.5349550502379693	-0.5277102062400846	-0.6452141723955579	-0.2832892649391856	-0.19375991538868323	-0.4650978318350079	-0.3368059227921735	-0.3410364886303543	-0.3590692755156002	-0.3966155473294553	-0.22654680063458488	-0.26790058170280273	-0.2856160761501851	-0.13384452670544686	0.9277630883130619	0.8631411951348493	0.8700687466948704	0.8454785827604442	0.866948704389212	0.9583289264939185	0.9303014278159704	0.9514542570068747	0.9565309360126917	1.0	0.9294553146483342	0.9189846641988366	0.8918561607615019	0.9199365415124273	0.9262295081967213	0.9377049180327869	0.612585933368588	0.7144368059227921	0.5722369116869381	0.6470121628767848	0.5371760973030143	0.5374933897408778	0.794130089899524	0.8141195134849286	0.7952406134320466	0.6315705975674246	0.6939714436805923	0.639344262295082	0.7070333157059757	0.6787414066631412	0.6810153358011634	0.6548387096774193	0.10898995240613432	0.10195663670015864	-0.12136435748281332	0.007879428873611845	-0.0026441036488630354	0.10185087255420412	0.0723955579058699	0.36774193548387096	0.47228979375991537	0.43659439450026444	0.37355896351136963	0.3233738762559492	0.22950819672131148	0.09814912744579588	0.022686409307244845	0.1927551560021153	0.13410893707033317	0.31560021152829193	0.277683765203596	0.25383395029085143
SahR_SamR	-0.5227392913802221	-0.3931782125859334	-0.4970386039132734	-0.5635113696456902	-0.6258064516129033	-0.6157059756742465	-0.5496562665256478	-0.8673188789000529	-0.8167107350608144	-0.7639873083024855	-0.7796404019037546	-0.8198836594394501	-0.7580645161290323	-0.7333157059756742	-0.6947117927022739	-0.7029085140137493	-0.6027498677948175	-0.6469063987308302	-0.6289264939185616	-0.6437863564251719	-0.7027498677948175	-0.6137493389740878	-0.5817028027498677	-0.5740877842411423	-0.6509783183500794	-0.3996827075621364	-0.29968270756213644	-0.35081967213114756	-0.26816499206768907	-0.24161819143310417	-0.32363828662083555	-0.3898995240613432	-0.22734003172924377	-0.20883130618720253	-0.22279217345319938	-0.041089370703331574	0.8809624537281862	0.8596509783183501	0.915600211528292	0.8902168164992068	0.8450555261766262	0.9237969328397673	0.892702273929138	0.9345319936541513	0.9342147012162877	0.9294553146483342	1.0	0.9308831306187203	0.9189317821258594	0.9168693812797462	0.9351136964569011	0.9254362771020624	0.7347964040190376	0.790058170280275	0.5156530936012692	0.6062400846113167	0.4802221047065045	0.48397673188789003	0.8021152829190904	0.7586991010047593	0.7148598625066103	0.5782125859333686	0.618455843469064	0.5686938127974617	0.6744050766790058	0.5867265996827076	0.626758328926494	0.5791644632469592	0.06372289793759915	0.11766261237440508	-0.07223691168693813	-0.027234267583289264	0.024907456372289794	0.14124801692226335	0.09254362771020624	0.42205182443151773	0.5115282919090428	0.41607615018508726	0.2632469592808038	0.22390269698572185	0.27932310946589106	0.18228450555261766	0.10507667900581703	0.22903225806451613	0.0965097831835008	0.33130618720253835	0.3349021681649921	0.2767318878900053
ThiR	-0.4838709677419355	-0.3450555261766261	-0.5846641988365944	-0.5121099947117927	-0.6641988365943945	-0.633051295610788	-0.5563194077207827	-0.8047065044949762	-0.7796932839767319	-0.7143310417768377	-0.7677419354838709	-0.8607086197778953	-0.7686938127974616	-0.7335801163405605	-0.6478582760444209	-0.6837123215230037	-0.6213114754098361	-0.5544156530936013	-0.6449497620306716	-0.6070861977789529	-0.6459545214172395	-0.6253833950290851	-0.55637228979376	-0.5525647805393972	-0.6229508196721312	-0.36255949233209944	-0.17916446324695928	-0.4422527763088313	-0.3502379693283977	-0.3282919090428345	-0.38011634056055	-0.4572184029613961	-0.2658381808566896	-0.307297726070862	-0.23828662083553676	-0.0935483870967742	0.8901110523532523	0.8175039661554733	0.8852987837123215	0.8757800105764146	0.8971972501322052	0.9523532522474881	0.9189317821258594	0.9294024325753569	0.940772078265468	0.9189846641988366	0.9308831306187203	1.0	0.9475938656795346	0.9447911158117398	0.9487572712850344	0.9451612903225807	0.683553675304072	0.732469592808038	0.47704918032786886	0.5127974616604971	0.47995769434161817	0.49360126916975144	0.7528291909042835	0.7352723426758329	0.6710206240084612	0.6073506081438392	0.5928609201480698	0.6029613960867266	0.6872554204124802	0.6717609730301428	0.6215758857747223	0.649286092014807	0.09672131147540984	0.15616076150185088	-0.11047065044949762	-0.02384981491274458	0.015970386039132735	0.11893178212585934	0.054574299312533055	0.31824431517715496	0.43447911158117397	0.4219460602855632	0.24775251189846642	0.21242728714965628	0.185193019566367	0.10608143839238499	0.06308831306187203	0.1943416181914331	0.07213114754098361	0.39323109465891065	0.3416181914331042	0.25790586991010045
KdgR	-0.5460602855631941	-0.37461660497091487	-0.5565838180856689	-0.49915388683236384	-0.5997884717080909	-0.6156002115282919	-0.47228979375991537	-0.8440507667900582	-0.8102591221575886	-0.7686938127974616	-0.7382337387625595	-0.838339502908514	-0.6915388683236383	-0.7233738762559493	-0.6755684822845055	-0.6703331570597567	-0.6874669487043892	-0.5855631940772078	-0.6735589635113697	-0.596562665256478	-0.6931253305129561	-0.6056583818085669	-0.5481755684822845	-0.4975145425700688	-0.6455843469063988	-0.46578529878371233	-0.23670015864621893	-0.3502379693283977	-0.31988365943945	-0.2180327868852459	-0.35452141723955577	-0.36493918561607613	-0.24246430460074034	-0.26382866208355366	-0.13595980962453727	-0.013008989952406135	0.8460602855631941	0.8112109994711793	0.8799048122686409	0.9334743521946061	0.8877313590692755	0.9438392384981491	0.9175039661554732	0.8924378635642517	0.8923320994182972	0.8918561607615019	0.9189317821258594	0.9475938656795346	1.0	0.9520888418826018	0.9613960867265997	0.9651507139079852	0.720888418826018	0.7751983077736647	0.47154944473823374	0.4692755156002115	0.4384981491274458	0.5047065044949762	0.7608672659968271	0.626176626123744	0.6309360126916975	0.5595452141723956	0.5812797461660497	0.5551560021152829	0.5970386039132733	0.5603913273400317	0.6832892649391856	0.6121099947117927	-0.0033315705975674246	0.14399788471708092	-0.13172924378635642	-0.047329455314648335	0.03960867265996827	-0.030883130618720254	0.06441036488630354	0.33358011634056056	0.5026969857218403	0.43157059756742466	0.24177683765203595	0.2232681121099947	0.2838709677419355	0.1594923320994183	0.14056054997355896	0.24019037546271813	0.14680063458487572	0.4604970914859863	0.42453728186144896	0.2732945531464833
MntR	-0.5173453199365415	-0.35716552088841885	-0.5606028556319408	-0.4832892649391856	-0.6558434690639873	-0.6773664727657324	-0.5692755156002115	-0.8300898995240613	-0.8305129561078795	-0.7296668429402433	-0.7120042305658382	-0.8774193548387097	-0.7112638815441565	-0.7551031200423056	-0.7609201480698043	-0.6931253305129561	-0.5774722369116869	-0.4977260708619778	-0.6661554732945532	-0.6334214701216287	-0.6286620835536753	-0.5906398730830249	-0.549497620306716	-0.5129032258064516	-0.6732945531464833	-0.39021681649920675	-0.18757271285034374	-0.3596509783183501	-0.381544156530936	-0.23368588048651506	-0.34029613960867267	-0.38387096774193546	-0.2417239555790587	-0.3210470650449498	-0.2178741406663141	-0.08439978847170809	0.8785827604442095	0.8394500264410365	0.8979904812268641	0.9083553675304072	0.8999471179270228	0.9579587519830778	0.9431517715494447	0.8892649391856161	0.9384981491274458	0.9199365415124273	0.9168693812797462	0.9447911158117398	0.9520888418826018	1.0	0.9552088841882602	0.9538868323638287	0.6782654680063458	0.7703331570597567	0.5154415653093601	0.4907985193019566	0.4711792702273929	0.5250661025912216	0.7830777366472765	0.6737176097303015	0.6766261237440507	0.555367530407192	0.6665785298783712	0.5810153358011634	0.6419354838709678	0.6477525118984664	0.6960867265996827	0.6155473294553147	0.07117927022739291	0.15457429931253305	-0.08455843469063987	-0.041089370703331574	0.024325753569539928	0.04986779481755685	0.08445267054468535	0.33358011634056056	0.4696985721840296	0.475251189846642	0.2905869910100476	0.2627710206240085	0.2499206768905341	0.15859333685880486	0.10851401374933897	0.24859862506610259	0.1528820729772607	0.3945002644103649	0.35473294553146484	0.25214172395557904
FUR	-0.5068746694870438	-0.3685880486515071	-0.5275515600211528	-0.5127974616604971	-0.639344262295082	-0.6709148598625067	-0.5453728186144897	-0.8525647805393971	-0.8577472236911687	-0.7360655737704918	-0.7491274457958752	-0.8450026441036489	-0.7449497620306716	-0.7323638286620836	-0.6889476467477526	-0.6925436277102063	-0.6396086726599682	-0.5577472236911687	-0.6708090957165521	-0.6399259650978318	-0.6966684294024326	-0.6462189317821259	-0.5606028556319408	-0.5483870967741935	-0.6601269169751455	-0.4678476996298255	-0.23855103120042306	-0.4156530936012692	-0.348281332628239	-0.27377049180327867	-0.2994711792702274	-0.3622950819672131	-0.24267583289264938	-0.2293495505023797	-0.23717609730301428	-0.017451084082496033	0.8744579587519831	0.8315705975674247	0.9020624008461132	0.9229508196721311	0.900423056583818	0.9564780539397144	0.9414595452141724	0.9126916975145426	0.9411951348492861	0.9262295081967213	0.9351136964569011	0.9487572712850344	0.9613960867265997	0.9552088841882602	1.0	0.9741406663141196	0.7128503437334743	0.8021681649920677	0.5229508196721312	0.5331041776837652	0.5016393442622951	0.4861448968799577	0.7821787414066631	0.6895293495505024	0.6833950290851402	0.5858276044420941	0.6140666314119514	0.5436805922792174	0.6706504494976203	0.6220518244315177	0.6764674775251189	0.584399788471708	0.0508725542041248	0.18381808566895821	-0.15230037017451084	-0.05668958223162348	0.014383923849814913	0.03738762559492332	0.0857218402961396	0.39063987308302484	0.5399788471708091	0.4512956107879429	0.29048122686409306	0.23601269169751454	0.27990481226864095	0.11750396615547329	0.11142252776308831	0.2251718667371761	0.16012691697514542	0.4318878900052882	0.38445267054468535	0.27281861448968797
NagC	-0.5120042305658382	-0.36790058170280276	-0.5509783183500794	-0.4509254362771021	-0.651718667371761	-0.665732416710735	-0.5501322051824431	-0.8500793231094659	-0.8163934426229508	-0.7392384981491275	-0.742993125330513	-0.8220518244315177	-0.7670015864621893	-0.7272871496562665	-0.674246430460074	-0.6551031200423056	-0.6450026441036488	-0.5600740349021681	-0.6754627181385511	-0.6043892120571126	-0.6880486515071391	-0.6317821258593337	-0.5536224219989424	-0.5114754098360655	-0.6197778952934955	-0.4529878371232152	-0.26382866208355366	-0.3862506610259122	-0.3265996827075621	-0.2817556848228451	-0.3208355367530407	-0.4169751454257007	-0.263088313061872	-0.26171337916446324	-0.24288736118455845	-0.040137493389740875	0.8838180856689583	0.8183500793231094	0.8930724484399788	0.9213643574828133	0.8848757271285035	0.9638286620835537	0.9312004230565838	0.92374405076679	0.928397673188789	0.9377049180327869	0.9254362771020624	0.9451612903225807	0.9651507139079852	0.9538868323638287	0.9741406663141196	1.0	0.720888418826018	0.7988894764674775	0.5035959809624537	0.5142252776308831	0.46456901110523535	0.4974616604970915	0.7361713379164463	0.6779481755684823	0.6728714965626652	0.5435219460602856	0.6141195134849287	0.5803807509254363	0.665732416710735	0.6399259650978318	0.6817028027498678	0.5983077736647276	0.0662083553675304	0.16525647805393973	-0.1303014278159704	-0.05748281332628239	0.013008989952406135	-0.0019566367001586462	0.026546800634584877	0.37392913802221045	0.5139079851930196	0.45230037017451086	0.2884188260179799	0.2257006874669487	0.29698572184029615	0.09746166049709148	0.11041776837652036	0.18635642517186674	0.1446853516657853	0.4063458487572713	0.3537281861448969	0.27477525118984664
AgaR	-0.4460602855631941	-0.39460602855631943	-0.24859862506610259	-0.2637757800105764	-0.5470121628767848	-0.34473823373876256	-0.28514013749338973	-0.5691168693812797	-0.598783712321523	-0.6607615018508726	-0.6176097303014279	-0.6380222104706504	-0.6017979904812268	-0.433262823902697	-0.4274457958751983	-0.48551031200423056	-0.6106292966684294	-0.5346906398730831	-0.47921734531993654	-0.5297197250132205	-0.5538868323638286	-0.41972501322051825	-0.4589635113696457	-0.5267583289264939	-0.4748281332628239	-0.44579587519830777	-0.3988894764674775	-0.2658381808566896	-0.18455843469063987	-0.08625066102591221	-0.22929666842940244	-0.26879957694341616	-0.2686409307244844	0.001797990481226864	-0.07810682178741407	0.17292437863564253	0.5084611316763618	0.543416181914331	0.7213643574828134	0.7510840824960339	0.5991010047593865	0.6461660497091486	0.6446853516657853	0.6661554732945532	0.6292437863564252	0.612585933368588	0.7347964040190376	0.683553675304072	0.720888418826018	0.6782654680063458	0.7128503437334743	0.720888418826018	1.0	0.713379164463247	0.27514542570068745	0.2786885245901639	0.34500264410364884	0.32231623479640403	0.49777895293495505	0.38244315177154947	0.3830248545742993	0.3121099947117927	0.4254362771020624	0.4140137493389741	0.541776837652036	0.393707033315706	0.42088841882601796	0.3444738233738763	-0.0765732416710735	0.007350608143839239	-0.05621364357482813	-0.17096774193548386	0.13744050766790059	-0.005446853516657853	-0.04769962982548916	0.3838180856689582	0.5694870438921206	0.23537810682178742	0.13347435219460602	-0.028767847699629825	0.388841882601798	0.12078265468006345	0.28894764674775253	0.19740877842411422	0.06615547329455315	0.3166578529878371	0.36425171866737177	0.3182971972501322
GulR	-0.3682707562136436	-0.2556319407720783	-0.35351665785298786	-0.2962453728186145	-0.5164463246959281	-0.5639873083024854	-0.4501850872554204	-0.6916975145425701	-0.7464304600740349	-0.7186673717609731	-0.6227392913802221	-0.6870438921205712	-0.6009518773135907	-0.5212585933368588	-0.5203067160232682	-0.5675832892649392	-0.5867265996827076	-0.6010047593865679	-0.5679005817028028	-0.6045478582760444	-0.5821258593336859	-0.505076679005817	-0.45959809624537284	-0.4769434161819143	-0.5826017979904812	-0.4626123744050767	-0.3514013749338974	-0.27398202009518774	-0.21258593336858805	-0.11353781068217875	-0.28968799576943416	-0.36414595452141724	-0.15780010576414596	-0.03114754098360656	-0.1698572184029614	0.10581702802749868	0.649074563722898	0.6175568482284506	0.7509254362771021	0.7802221047065045	0.7070333157059757	0.7693812797461661	0.7492332099418297	0.7451612903225806	0.749286092014807	0.7144368059227921	0.790058170280275	0.732469592808038	0.7751983077736647	0.7703331570597567	0.8021681649920677	0.7988894764674775	0.713379164463247	1.0	0.383765203595981	0.4093072448439979	0.3351136964569011	0.3084611316763617	0.6508196721311476	0.5139079851930196	0.5325224748810153	0.3971972501322052	0.4151771549444738	0.38905341089370704	0.5187202538339503	0.46250661025912215	0.5163934426229508	0.48455843469063986	-0.0896351136964569	0.18096245372818615	-0.13839238498149128	-0.1600211528291909	0.04177683765203596	0.07800105764145955	-0.05795875198307774	0.5010576414595452	0.5191961924907457	0.3103648863035431	0.21760973030142783	0.09101004759386568	0.37028027498677946	0.14918032786885246	0.002009518773135907	0.31084082496033844	0.055420412480169226	0.2729243786356425	0.2846641988365944	0.13352723426758328
HutC	-0.27530407191961925	-0.278900052882073	-0.2843997884717081	-0.5003701745108409	-0.2904283447911158	-0.6142252776308831	-0.43934426229508194	-0.5662083553675304	-0.5274457958751984	-0.5409307244843998	-0.509941829719725	-0.5530936012691697	-0.45621364357482813	-0.3898995240613432	-0.5573241671073506	-0.42585933368588047	-0.43024854574299315	-0.30481226864093075	-0.5906398730830249	-0.6130618720253834	-0.5389212057112639	-0.5561078794288736	-0.3925965097831835	-0.38498149127445797	-0.4330512956107879	-0.16911686938127973	-0.0698572184029614	-0.30412480169222633	-0.23363299841353782	-0.1775251189846642	-0.08402961396086726	-0.35822316234796403	0.05177154944473823	0.0834479111581174	0.060602855631940775	0.23453199365415126	0.4510312004230566	0.4180327868852459	0.5143839238498149	0.5015864621893178	0.5267583289264939	0.581544156530936	0.5878371232152301	0.5778952934955051	0.5655737704918032	0.5722369116869381	0.5156530936012692	0.47704918032786886	0.47154944473823374	0.5154415653093601	0.5229508196721312	0.5035959809624537	0.27514542570068745	0.383765203595981	1.0	0.7078794288736119	0.3342675832892649	0.47408778424114223	0.6607615018508726	0.6056054997355896	0.592490745637229	0.5439978847170809	0.5641988365943945	0.2209941829719725	0.27419354838709675	0.2994182971972501	0.341988365943945	0.31792702273929135	-0.12400846113167636	-0.16187202538339504	0.002326811210999471	0.19793759915388684	0.11396086726599683	0.25764145954521417	0.1823902696985722	0.3443151771549445	0.3720782654680063	0.2790586991010048	0.34436805922792174	0.6087255420412481	0.01782125859333686	-0.1504494976203067	-0.04516129032258064	0.154362771020624	0.44680063458487573	-0.05076679005817028	0.0775251189846642	0.15589635113696457
PhnF	-0.21686938127974617	-0.1547858276044421	-0.2582760444209413	-0.5846113167636171	-0.2696456901110523	-0.5734531993654152	-0.4986250661025912	-0.5974087784241142	-0.5289793759915389	-0.5457429931253305	-0.6351665785298783	-0.5361184558434691	-0.5858804865150714	-0.4685351665785299	-0.490058170280275	-0.4177683765203596	-0.4293495505023797	-0.4175039661554733	-0.4934426229508197	-0.6410893707033316	-0.6039132734003173	-0.5086197778952934	-0.4846641988365944	-0.48244315177154945	-0.4313061872025383	-0.19862506610259123	-0.1617662612374405	-0.3453728186144897	-0.19365415124272872	-0.2375462718138551	-0.1397144368059228	-0.24822845055526177	0.02464304600740349	0.027445795875198308	-0.12088841882601797	0.018878900052882074	0.5372289793759916	0.5315705975674246	0.5478582760444209	0.4909571655208884	0.5571655208884189	0.6043892120571126	0.5829190904283448	0.6513484928609201	0.6241671073506081	0.6470121628767848	0.6062400846113167	0.5127974616604971	0.4692755156002115	0.4907985193019566	0.5331041776837652	0.5142252776308831	0.2786885245901639	0.4093072448439979	0.7078794288736119	1.0	0.41512427287149656	0.33183500793231097	0.5942887361184559	0.7409307244843998	0.7144896879957694	0.5630354309888947	0.47519830777366473	0.29524061343204655	0.3962453728186145	0.359227921734532	0.3084082496033845	0.34093072448439976	-0.04262295081967213	-0.15166578529878372	-0.019725013220518246	0.1627181385510312	-0.0950290851401375	0.23252247488101532	0.1600211528291909	0.3586462189317821	0.3527234267583289	0.27281861448968797	0.369381279746166	0.4300370174510841	0.1528820729772607	0.013061872025383395	0.010259122157588578	0.314806980433633	0.2725013220518244	0.024907456372289794	0.0718667371760973	0.23786356425171867
HypR	-0.3794288736118456	-0.29645690111052353	-0.3464304600740349	-0.41285034373347435	-0.4557377049180328	-0.5043892120571126	-0.41322051824431516	-0.4453199365415124	-0.4808566895822316	-0.32289793759915386	-0.44743521946060283	-0.443204653622422	-0.5046007403490217	-0.4340031729243786	-0.3581173982020095	-0.610946589106293	-0.23564251718667373	-0.36895822316234794	-0.198783712321523	-0.4598625066102591	-0.39613960867265996	-0.3528820729772607	-0.23479640401903754	-0.4430460074034902	-0.5243786356425172	0.015441565309360127	-0.18799576943416182	-0.31078794288736117	-0.18635642517186674	-0.24182971972501321	-0.1380750925436277	-0.06388154415653094	-0.0511369645690111	-0.24283447911158118	0.0033844526705446853	-0.2180327868852459	0.4872025383395029	0.5100475938656795	0.4221575885774722	0.39095716552088844	0.47937599153886834	0.5277102062400846	0.5230565838180856	0.5245901639344263	0.5810153358011634	0.5371760973030143	0.4802221047065045	0.47995769434161817	0.4384981491274458	0.4711792702273929	0.5016393442622951	0.46456901110523535	0.34500264410364884	0.3351136964569011	0.3342675832892649	0.41512427287149656	1.0	0.5002115282919091	0.515018508725542	0.5310417768376521	0.6126916975145426	0.4565309360126917	0.5678476996298255	0.46388154415653093	0.4883130618720254	0.35986250661025915	0.32173453199365415	0.43051295610787943	0.011422527763088313	-0.16277102062400847	-0.07842411422527763	0.041406663141195135	0.12755156002115284	0.21025912215758857	0.035959809624537285	0.31930195663670013	0.4636700158646219	0.20624008461131677	0.331041776837652	0.369169751454257	0.03786356425171867	0.08133262823902697	0.04288736118455844	0.05790586991010047	0.1769962982548916	0.10671602326811211	0.1177683765203596	0.016763617133791646
TyrR	-0.629402432575357	-0.4837123215230037	-0.33574828133262824	-0.4051295610787943	-0.3653622421998942	-0.5976731887890006	-0.3331041776837652	-0.5034902168164992	-0.40317292437863567	-0.4781597038603913	-0.436911686938128	-0.5246430460074035	-0.5901110523532522	-0.5645161290322581	-0.4553146483342147	-0.5452141723955579	-0.21417239555790588	-0.3017451084082496	-0.2712321523003702	-0.27990481226864095	-0.33188789000528823	-0.36790058170280276	-0.4121099947117927	-0.244420941300899	-0.4386039132734003	0.023691168693812797	-0.1491274457958752	-0.32326811210999473	-0.3416181914331042	-0.08149127445795876	-0.10518244315177155	-0.0790058170280275	-0.1941829719725013	-0.23151771549444738	0.07890005288207298	-0.14457958751983077	0.4969328397673189	0.5498677948175569	0.4551560021152829	0.4976731887890005	0.5386567953463776	0.5889476467477525	0.5372818614489688	0.5619249074563722	0.5436805922792174	0.5374933897408778	0.48397673188789003	0.49360126916975144	0.5047065044949762	0.5250661025912216	0.4861448968799577	0.4974616604970915	0.32231623479640403	0.3084611316763617	0.47408778424114223	0.33183500793231097	0.5002115282919091	1.0	0.523532522474881	0.4835007932310947	0.5875727128503437	0.48265468006345846	0.49169751454257005	0.3134320465362242	0.3130089899524061	0.3952934955050238	0.5537810682178741	0.5526705446853517	0.02622950819672131	-0.17815970386039132	0.2763617133791645	0.22136435748281333	0.2453728186144897	0.03204653622421999	0.12147012162876784	0.16631411951348493	0.1941829719725013	0.34034902168164993	0.3452141723955579	0.47636171337916444	0.08767847699629826	0.0760444209413009	0.011792702273929138	0.04034902168164992	0.04484399788471708	0.21930195663670016	0.014436805922792173	0.1314648334214701
