	NiaR	HutC	PhnF	CcpA	Rex	AgaR	GulR	Irr	SiaR	MetR	FUR	SahR_SamR	IscR	KdgR	NagC	BirA	AraR	XylR	RbkR	NsrR	Zur	NrtR	ArgR	Phr	MntR	ThiR	ModE	PhrR	CzrA	NadQ	NarP	PsrA	HypR	HexR	HisR	TyrR	CblR	VanR	LldR	NagR	ExuR_UxuR	NrdR	PdhR	NmlR	NnrR	NtrC	GntR	HrcA	LiuR	PurR	FruR	CueR	FadP	MerR	AcnR	NifA	BioQ	PaaR	RbsR	PhnR	FnrN_FixK	DasR	FadR	FixJ	GlcC	PdxR	GguR	TtrR	CadR-PbrR	HcpR	CsoR	ZntR	MetJ	NorR	LtbR	RutR	TrpR	NagQ	PhsR	LiuQ	PrpR	AmtR	NikR	FabR	QorR	SdaR	LexA	SoxR
PdhR	0.22104445657193234	0.2280130976869149	0.20950002098988288	0.10287141597749884	0.18790143151001218	0.14506108055917047	0.14101003316401495	0.19470215356198312	0.19749380798455143	0.2134671088535326	0.22377314134587128	0.2572100247680618	0.2305948532807187	0.20450442886528694	0.17167625204651357	0.19667520255236975	0.27610091935687	0.24413332773603122	0.2498845556441795	0.20738004281936107	0.21298434154737417	0.17887578187313716	0.22501154443558205	0.1616430880315688	0.20091515889341338	0.16107636119390453	0.2663616137021955	0.20089416901053692	0.2870786281012552	0.3191721590193527	0.026992989379119266	0.00046177742328197807	-0.013349565509424458	0.2585953570379077	-0.026069434532555308	0.11840392930607448	0.11722849586499308	0.16048864447336383	0.39880777465261746	0.17715461147726796	0.03421350908861929	0.21455858276310819	1.0	-0.21535619831241343	-0.20127198690231307	-0.14802065404475043	-0.27076948910625076	-0.154989295159733	-0.262772343730322	-0.2860291339574325	-0.14596364552285798	-0.11219092397464422	-0.29251500776625666	-0.27349817388018977	-0.3363208933294152	-0.3113429327064355	-0.16061458377062257	-0.29446706687376684	-0.30552873514965784	-0.2686285210528525	0.04815079131858444	-0.06989630997859032	0.0626338105033374	-0.08043323118257	-0.008878720456739852	0.05020779984047689	-0.0984635405734436	-0.1079089878678477	-0.06601318164644641	-0.1871248058435834	-0.10952520884933462	-0.2044204693337811	0.0313169052516687	0.049179295579530664	-0.00644389404307124	0.11762730363964569	0.07084085470803073	0.03081314806263381	0.03282817681877335	0.05386003946097981	0.13469207841820244	0.04074136266319634	0.07764157676000168	-0.16636581167877082	-0.08698207464002351	-0.0328071869358969	-0.26718021913437723	-0.04036354477142018
NmlR	-0.5077452667814114	-0.3997313294991814	-0.3609630158263717	-0.6317954745812518	-0.28279669199445867	-0.568678896771756	-0.5534192519205743	-0.46463204735317576	-0.4017253683724445	-0.6302632131312708	-0.6428991226228957	-0.6479576843961211	-0.6142269426136602	-0.6554300827001386	-0.6282481843751312	-0.561458377062256	-0.5793417572729944	-0.6639099953822257	-0.6592292515007766	-0.623609420259435	-0.6481465933420092	-0.635090886192855	-0.5840644809201965	-0.5820914319298098	-0.6281222450778725	-0.5796985852818941	-0.6385332269845935	-0.5218924478401411	-0.4794089248981991	-0.5216825490113766	-0.23712270685529574	-0.11433189202804249	-0.3800218294781915	-0.20937408169262414	-0.32183787414466225	-0.48295621510431974	-0.2637588682255153	-0.17547542084715168	-0.3046261701859704	-0.369400948742706	-0.30985265102220727	-0.24362957054699635	-0.21535619831241343	1.0	0.6299903446538768	0.5586877125225641	0.45953150581419755	0.5346333067461484	0.6013811342932707	0.5232987699928634	0.457285588346417	0.568678896771756	0.6823181226648756	0.708303597665925	0.6071113723185425	0.6290038201586835	0.40115864153478026	0.5999118424919189	0.5922715251248898	0.1487133201796734	0.17190714075815458	0.18731371478947148	0.24889803114898618	0.4952562864699215	0.4252550270769489	0.3164854540111666	0.02856723059485328	0.004617774232819781	0.11452080097393057	-0.02401242601066286	0.07195331850048277	0.504533814701314	0.00039880777465261743	-0.07846018219218337	0.15652155660971412	0.078628101255195	-0.09930313588850175	-0.07755761722849587	-0.18758658326686536	-0.17245287771294235	-0.1623987238151211	-0.12148944208891314	0.3234540951261492	0.4838587800680072	0.36618949666260864	0.2155031274925486	0.18895092565383484	0.15354099324125772
NnrR	-0.5745770538600394	-0.6014441039419	-0.6125267621006675	-0.6159481130095295	-0.4259896729776248	-0.7272574619033626	-0.8311993619075606	-0.6723689181814365	-0.722555728139037	-0.8937492128793921	-0.9054405776415767	-0.8789513454514923	-0.8835481298014357	-0.8601863901599429	-0.8605432181688426	-0.7421182989798917	-0.8146803240837917	-0.8142185466605096	-0.8373703874732379	-0.8351664497712102	-0.8857520675034634	-0.8488098736409051	-0.8383569119684312	-0.8302758070609966	-0.8653499013475505	-0.8107762058687713	-0.7067923260988204	-0.6903362579236808	-0.72685865412871	-0.7127114730699803	-0.21348809873640906	-0.1670164980479409	-0.4145291969270811	-0.33932244658074806	-0.2630452122077159	-0.28424499391293395	-0.3182486041727887	-0.1188866966122329	-0.34876789387515217	-0.5663700096553461	-0.3521892447840141	-0.39269971873556947	-0.20127198690231307	0.6299903446538768	1.0	0.872318542462533	0.751059989085261	0.7485621930229629	0.7986650434490575	0.7578607111372319	0.7155870870240544	0.7257881701020108	0.826266739431594	0.7512279081482726	0.7435875907812435	0.7552159858947987	0.7506821711934848	0.6532471348809874	0.7505352420133495	0.4657445111456278	0.4139624700894169	0.42225347382561607	0.4236807858612149	0.4682003274421729	0.6889509256538349	0.47539985726879647	-0.14107300281264432	-0.07312875194156417	0.139624700894169	0.210570505016582	0.29148650350531047	0.33075857436715506	0.03996473699676756	0.12056588724234919	0.14096805339826204	0.16456068175139582	-0.04221065446454809	0.22249275849040762	0.09924016623987238	-0.1514629948364888	-0.04034255488854372	0.15509424457411528	-0.009865244951933168	0.6217413206834306	0.45130347172662777	0.39630997859031947	0.11750136434238696	0.08236430040720373
NtrC	-0.5035053104403677	-0.6049704042651441	-0.6200831199361908	-0.528693169892112	-0.3880819445027497	-0.7789135636623148	-0.8331934007808236	-0.6532051551152345	-0.7289996221821082	-0.8623693379790941	-0.8482431468032409	-0.8474455312539356	-0.8369086100499559	-0.8360480248520213	-0.8177658368666303	-0.6730196045506066	-0.7967339742244238	-0.7386969480710298	-0.7732462952856723	-0.8181016749926535	-0.8392804668149951	-0.802946979555854	-0.7825867931656941	-0.7825658032828177	-0.8030309390873599	-0.774526678141136	-0.6386381763989757	-0.6682339112547752	-0.7426220561689266	-0.6326140800134336	-0.09695226900633895	-0.09315310020570085	-0.3077746526174384	-0.2830275807060997	-0.19048318710381595	-0.298686033331934	-0.3089500860585198	-0.20141891608244825	-0.3679106670584778	-0.583812602325679	-0.23573737458544983	-0.3694849082742118	-0.14802065404475043	0.5586877125225641	0.872318542462533	1.0	0.8014986776373788	0.8207883800008396	0.7870156584526259	0.7173712270685529	0.6815414969984468	0.7620376978296461	0.7651022207296083	0.6209227152512489	0.6990890390831619	0.7220099911842492	0.7405230678812812	0.6307879602031821	0.7023844506947651	0.43824776457747366	0.4200495361235884	0.39328743545611017	0.42216951429411026	0.39156626506024095	0.6010872759330003	0.5383904957810336	-0.23382729524369253	-0.1806179421518828	0.20924814239536543	0.22194702153561982	0.3100625498509718	0.30571764409554597	0.1061038579404727	0.16575710507535368	0.0972461273666093	0.09628059275429243	-0.020863943579194827	0.23689181814365476	0.05448973594727342	-0.09149489945846102	0.02033919650728349	0.10362705176105118	-0.0075353679526468246	0.5770328701565846	0.5283363418832123	0.4773309264934302	0.12936064816758322	0.23468788044162714
GntR	-0.4383946937576088	-0.4853700516351119	-0.5115444355820494	-0.36482515427563916	-0.29646110574702994	-0.7800470173376433	-0.7602325679022711	-0.6095671886150875	-0.6987112211913857	-0.8132320221653163	-0.7876663448217959	-0.7675160572604005	-0.7554468746064397	-0.7876033751731666	-0.7594559422358423	-0.5247050921455858	-0.6364132488140716	-0.6122538936232735	-0.7253683724444817	-0.7471138911044877	-0.7450149028168422	-0.6935057302380253	-0.6580538180596952	-0.6379035304982998	-0.6945762142647244	-0.6908610049955921	-0.5053314302506192	-0.4607489190210319	-0.5781033541832836	-0.5746610133915453	-0.04099324125771378	0.010285042609462239	-0.14629948364888123	-0.15677343520423156	-0.08183955333529239	-0.11790017211703958	-0.2874354561101549	-0.2213802946979556	-0.3979261995718064	-0.474455312539356	-0.26875446035011125	-0.3625372570421057	-0.27076948910625076	0.45953150581419755	0.751059989085261	0.8014986776373788	1.0	0.7392426850258176	0.7463582553209354	0.7377943831073422	0.5299735527475756	0.6038159607069392	0.6774274799546619	0.5642290416019479	0.5723941060408883	0.5981696822131732	0.6447042525502708	0.557155451072583	0.6596910289240586	0.425213047311196	0.20981486923302967	0.2702027622685865	0.31363082993996894	0.33033877670962597	0.4675286511901264	0.5072624994752529	-0.2721128416103438	-0.1911548633558625	0.21514629948364888	0.17581125897317493	0.3187733512447001	0.2851895386423744	0.11863481801771546	0.25762982242559085	-0.005751227908148272	0.023340749758616348	0.07052600646488393	0.30643130011334535	0.1691364762184627	-0.05549725032534319	-0.07688594097644935	0.1702699298937912	0.0055203391965072835	0.6193694639183913	0.488707443012468	0.47164266823391127	0.08683514545988834	0.24245413710591496
HrcA	-0.485097183157718	-0.4374081692624155	-0.5336048024852021	-0.4039922757231015	-0.28945048486629443	-0.7296083287855254	-0.7856723059485328	-0.5501448301918476	-0.7394735737374586	-0.7685655514042231	-0.7575878426598379	-0.7847067713362159	-0.7121027664665631	-0.7306368330464716	-0.7033080055413291	-0.5565677343520423	-0.6799042861340834	-0.6162629612526762	-0.6227068552957474	-0.7146005625288611	-0.7008731791276605	-0.6529952562864699	-0.6495948952604844	-0.6479366945132446	-0.6443264346584946	-0.6514839847193653	-0.5266781411359724	-0.5349901347550481	-0.6629654506527853	-0.548360690147349	0.017820410562109062	-0.07447210444565719	-0.30802653121195583	-0.16684857898492927	-0.12161538138617187	-0.19417740649007179	-0.3039335040510474	-0.30743881449141514	-0.34335250409302714	-0.5390831619159565	-0.2744007388438773	-0.2892825658032828	-0.154989295159733	0.5346333067461484	0.7485621930229629	0.8207883800008396	0.7392426850258176	1.0	0.7753033038075647	0.6955627387599177	0.4811720750598212	0.6423743755509844	0.6826119810251459	0.5430712396624827	0.5792368078586122	0.621111624197137	0.6302212333655178	0.5773477183997313	0.6928340539859787	0.33890264892321903	0.23309264934301666	0.21245959447546284	0.23674488896351958	0.2834683682465052	0.41723689181814366	0.41832836572771925	-0.20738004281936107	-0.07571050753536795	0.22242978884177828	0.10805591704798287	0.25691616640779147	0.3010788799798497	0.030708198648251542	0.14333991016330128	0.04422568322068763	0.02938583602703497	0.09204063641324882	0.2681037739809412	0.12700978128542043	-0.012153142185466604	-0.04836069014734898	0.011691364762184627	-0.024852021325721004	0.607090382435666	0.528000503757189	0.4720414760085639	0.18361949540321565	0.24602241719491205
LiuR	-0.5036732295033793	-0.5634104361697662	-0.601674992653541	-0.5445615213467109	-0.3160026867050082	-0.7622266067755342	-0.7895764241635531	-0.6645187019856429	-0.712606523655598	-0.858339280466815	-0.842323999832081	-0.8456404013265606	-0.7786616850677973	-0.8213341169556274	-0.7956634901977246	-0.6227698249443768	-0.7472188405188699	-0.652071701439906	-0.7426220561689266	-0.8001553251332858	-0.7902061206498467	-0.7419713697997565	-0.7158389656185719	-0.7355484656395618	-0.7431887830065909	-0.7303429746862012	-0.6546534570337098	-0.547017337643256	-0.6788967717560136	-0.65364594265564	-0.014399059653247136	-0.043742915914529196	-0.2791654422568322	-0.18024012426010663	-0.06219302296293187	-0.14701313966668067	-0.32355904454053147	-0.2811594811300953	-0.5134755048066831	-0.6040048696528273	-0.33579614625750387	-0.40617522354225266	-0.262772343730322	0.6013811342932707	0.7986650434490575	0.7870156584526259	0.7463582553209354	0.7753033038075647	1.0	0.7950547835943076	0.5570714915410772	0.6538768313672809	0.787393476344402	0.6444733638386297	0.7088283447378364	0.6654422568322069	0.6809118005121532	0.7080097393056547	0.7755132026363293	0.41597749884555646	0.21042357583644683	0.27635279795138745	0.32952017127744426	0.34475882624574955	0.38822887368288483	0.3526090424415432	-0.22284958649930733	-0.0629906385122371	0.20622559926115613	0.1363712690483187	0.2791234624910793	0.3250703161076361	-0.012258091599848872	0.10482347508500903	0.08908106292766886	0.04027958523991436	0.039523949456362034	0.1856765039251081	0.14172368918181436	-0.08746484194618194	-0.012153142185466604	0.1310398387976995	0.020738004281936107	0.6357625624449016	0.46414928004701733	0.3907686495109357	0.2353385668107972	0.2719029427815793
PurR	-0.39255278955543427	-0.5941186348180177	-0.528924058603753	-0.4173838209982788	-0.3182486041727887	-0.7288317031190966	-0.7673481381973889	-0.6611813106082868	-0.7083875571974309	-0.8355442676629864	-0.8072708954284035	-0.7788505940136854	-0.7409848453045632	-0.763884807522774	-0.7301330758574367	-0.5378237689433693	-0.6942193862558247	-0.598946307879602	-0.7118718777549221	-0.711955837286428	-0.7305738633978422	-0.66447672221989	-0.6525964485118173	-0.6316905251668695	-0.7115360396288989	-0.6784349943327316	-0.49452164056924564	-0.4224633726543806	-0.6073842407959363	-0.5837706225599261	-0.0452331975987574	0.1185718483690861	-0.1728936652533479	-0.08568070190168339	-0.02164056924562361	-0.06643297930397549	-0.24226522816002688	-0.2297342680827841	-0.48054237857352755	-0.5351370639351832	-0.2521094832290836	-0.35162251794634986	-0.2860291339574325	0.5232987699928634	0.7578607111372319	0.7173712270685529	0.7377943831073422	0.6955627387599177	0.7950547835943076	1.0	0.5376558498803576	0.5579950463876412	0.6900004197976576	0.6163469207841821	0.6382393686243231	0.5561269468116368	0.6244070358087402	0.5373619915200873	0.657025313798749	0.4099953822257672	0.15433860879056294	0.21579698585281895	0.2173922169514294	0.3404349103732001	0.3591159061332438	0.26657151253096006	-0.2783258469417741	-0.02040216615591285	0.12386129885395239	0.15645858696108475	0.2636749086940095	0.33304647160068845	-0.05453171571302632	0.22005793207673902	-0.015469543679946266	-0.05404894840686789	0.042378573527559714	0.25477519835439316	0.2179799336719701	-0.059212459594475464	-0.0007136560177994207	0.02323580034423408	0.05050165820074724	0.7081566684857898	0.4158095797825448	0.4090088577305739	0.24994752529280886	0.21353007850216196
FruR	-0.558729692288317	-0.5536711305150918	-0.5051845010704841	-0.607321271147307	-0.5646698291423534	-0.503841148566391	-0.5753536795264682	-0.3604172788715839	-0.41089794718945466	-0.665631165778095	-0.7293564501910079	-0.7292305108937492	-0.7735821334116956	-0.733197598757399	-0.7428949246463205	-0.7625204651358045	-0.7509130599051257	-0.6842282020066328	-0.7715041350069267	-0.7816212585533773	-0.8049410184291171	-0.8390495781033542	-0.831409260736325	-0.7952856723059485	-0.8271902942781579	-0.8212291675412451	-0.6920994080853029	-0.679799336719701	-0.6940304773099366	-0.6285420427354015	-0.4514713907896394	-0.33355022878972335	-0.39011796314176567	-0.3982410478149532	-0.49777507241509594	-0.4878048780487805	-0.05186600058771672	0.1883002392846648	-0.30857226816674366	-0.3514336090004618	-0.2540615423365938	-0.3764535493891944	-0.14596364552285798	0.457285588346417	0.7155870870240544	0.6815414969984468	0.5299735527475756	0.4811720750598212	0.5570714915410772	0.5376558498803576	1.0	0.6944712648503422	0.7202258511397507	0.6619999160404685	0.6684647999664162	0.6256874186642039	0.7232483942739599	0.5861424793249653	0.5567356534150539	0.41182150203601864	0.5612064984677385	0.6166827589102053	0.6393098526510222	0.5596322572520045	0.6359304815079132	0.5265731917215902	0.08885017421602788	0.007304479241005835	0.24646320473531758	0.3397212543554007	0.12831115402376056	0.26732714831451243	0.09682632970908023	0.1735233617396415	0.3724444817597918	0.33504051047395156	-0.3180806851097771	-0.10601989840896688	-0.15610175895218506	-0.18687292724906596	-0.06288568909785483	0.0751018009319508	-0.16187397674320977	0.26012761848788885	0.14986776373787833	0.09554594685361656	-0.043029259896729774	0.11122538936232736
CueR	-0.5535661811007094	-0.4892741698501322	-0.6024726082028462	-0.5299105830989463	-0.602136770076823	-0.6776583686663028	-0.7033919650728349	-0.5700012593929726	-0.540447504302926	-0.7648923219008438	-0.8030939087359893	-0.814932202678309	-0.7856932958314092	-0.7579236807858613	-0.8241047814953193	-0.8056336845640402	-0.7163637126904832	-0.7550060870660342	-0.7829856009403467	-0.872318542462533	-0.8416523235800344	-0.8496914487217161	-0.8453255530834138	-0.8573527559716216	-0.7886318794341127	-0.8159816968221317	-0.7217371227068553	-0.6933797909407665	-0.8223206414508207	-0.7694051467192813	-0.1818353553587171	-0.27694051467192815	-0.37280130976869147	-0.3610049955921246	-0.3979681793375593	-0.4387305318836321	-0.2617648293522522	-0.022144326434658496	-0.3413584652197641	-0.42292515007766257	-0.11515049746022417	-0.17707065194576213	-0.11219092397464422	0.568678896771756	0.7257881701020108	0.7620376978296461	0.6038159607069392	0.6423743755509844	0.6538768313672809	0.5579950463876412	0.6944712648503422	1.0	0.7036228537844759	0.7221569203643844	0.663133369715797	0.7002224927584904	0.6913017925359977	0.5773267285168548	0.6898954703832753	0.554237857352756	0.390411821502036	0.5952730783762227	0.5662860501238403	0.5749338818689391	0.5519499601192225	0.5756895176524915	-0.04235758364468326	0.13263506989630997	0.4454892741698501	0.3736828848495025	0.36952688803996475	0.4261575920406364	0.13236220141891608	0.22112841610343814	0.18840518869904707	0.40735065698333406	-0.029826623567440494	0.13857520675034635	0.06790227110532723	-0.04191679610427774	0.02844129129759456	0.0003358381260232568	0.0027076948910625077	0.37296922883170314	0.37122706855295745	0.1291927291045716	0.04691238822887368	0.2574828932454557
FadP	-0.6193484740355149	-0.5854708030729189	-0.5960916838084044	-0.7523823517064775	-0.553964988875362	-0.6528903068720876	-0.7305528735149658	-0.5711347130683011	-0.6134503169472314	-0.8141765668947567	-0.8745224801645607	-0.8846186138281349	-0.8253221947021535	-0.8800638092439445	-0.877964820956299	-0.8449267453087612	-0.8523151840812728	-0.8076277234373033	-0.8681415557701188	-0.8836320893329416	-0.8745644599303136	-0.8822047772973427	-0.8711011292556987	-0.8724025019940389	-0.875970782083036	-0.8567230594853281	-0.769992863439822	-0.6920994080853029	-0.7647244028378322	-0.7509340497880022	-0.3545820914319298	-0.243335712186726	-0.3723395323454095	-0.3288904747911507	-0.4110238864867134	-0.3862348348096218	-0.1727467360732127	-0.15018261198102514	-0.5071155702951178	-0.4854330212837412	-0.36165568196129466	-0.3954493933923849	-0.29251500776625666	0.6823181226648756	0.826266739431594	0.7651022207296083	0.6774274799546619	0.6826119810251459	0.787393476344402	0.6900004197976576	0.7202258511397507	0.7036228537844759	1.0	0.7974056504764704	0.7935854917929558	0.7374165652155661	0.7104865454850762	0.7679988245665589	0.7774862516267159	0.41196843121615384	0.3097057218420721	0.43843667352336174	0.48205365014063223	0.5549095336048024	0.5851979345955249	0.46205029175937196	0.07252004533814702	-0.01295075773477184	0.20954200075563578	0.2961672473867596	0.2819361067965241	0.4059233449477352	0.12335754166491751	0.11046975357877503	0.3304857058897611	0.16365811678770834	-0.12216111834095966	-0.017064774778556734	0.050480668317870785	-0.13062004114017045	-0.0052474707191133875	0.09147390957558457	-0.006171025565677344	0.5197304899038664	0.34950253977582807	0.20175475420847153	0.1292347088703245	0.06867889677175601
MerR	-0.6390579740565048	-0.4887914025439738	-0.5164140884093866	-0.6279963057806137	-0.5776415767600017	-0.5712186725998069	-0.6439905965324714	-0.5190588136518198	-0.4712858402250115	-0.7620586877125226	-0.7992317702867218	-0.8055287351496578	-0.7631081818563452	-0.7911506653792871	-0.7990428613408337	-0.8127912346249108	-0.7550690567146635	-0.8319759875739894	-0.8416943033457873	-0.8117417404810882	-0.8209562990638513	-0.831409260736325	-0.8309264934301667	-0.8211661978926158	-0.831640149447966	-0.8014986776373788	-0.7623315561899164	-0.6336425842743797	-0.7249065950211998	-0.6983124134167331	-0.29604130808950085	-0.24085890600730447	-0.3660635573653499	-0.3118047101297175	-0.43566600898366986	-0.43016665967003903	-0.28393014566978714	-0.05104739515553503	-0.3699256958146174	-0.37097518995844003	-0.24654716426682338	-0.17331346291087696	-0.27349817388018977	0.708303597665925	0.7512279081482726	0.6209227152512489	0.5642290416019479	0.5430712396624827	0.6444733638386297	0.6163469207841821	0.6619999160404685	0.7221569203643844	0.7974056504764704	1.0	0.758511397506402	0.6939884975441837	0.6084967045883884	0.6254145501868099	0.6826119810251459	0.5114814659334201	0.31002057008521894	0.45176524914990973	0.39616304941018426	0.61162419713698	0.5588556315855757	0.4343016665967004	0.10513832332815583	0.14793669451324462	0.29627219680114186	0.33772721548213763	0.26487133201796736	0.45333949036564375	0.0836866630284203	0.18343058645732757	0.26573191721590195	0.23875991771965913	-0.1324881407161748	0.04254649259057135	0.08188153310104529	-0.12768145753746693	-0.07818731371478947	-0.01616220981486923	0.022186306200411402	0.4004449855169808	0.3210192687124806	0.15645858696108475	0.12018806935057302	0.07224717686075312
AcnR	-0.5122371017169725	-0.6037320011754335	-0.539565929222115	-0.6496788547919903	-0.49827882960413084	-0.6205448973594727	-0.6862012509970195	-0.5475840644809202	-0.5884513664413753	-0.7814533394903657	-0.7997775072415096	-0.8005961126736912	-0.7724696696192436	-0.7785777255362915	-0.7698249443768104	-0.7344779816128626	-0.7902271105327232	-0.7510809789681373	-0.8043533017085764	-0.7800260274547668	-0.8321019268712481	-0.7963981360984006	-0.7985600940346753	-0.7732882750514252	-0.8288275051425213	-0.7468200327442173	-0.7156710465555602	-0.6948280928592419	-0.7081146887200369	-0.7130892909617564	-0.2557617228495865	-0.19866924142563286	-0.323538054657655	-0.30047017337643256	-0.29929473993535116	-0.3117417404810881	-0.2971747617648294	-0.1579278787624365	-0.4235968263297091	-0.4630368162545653	-0.3587800680072205	-0.3569329583140926	-0.3363208933294152	0.6071113723185425	0.7435875907812435	0.6990890390831619	0.5723941060408883	0.5792368078586122	0.7088283447378364	0.6382393686243231	0.6684647999664162	0.663133369715797	0.7935854917929558	0.758511397506402	1.0	0.7588472356324252	0.6884471684647999	0.7057638218378741	0.7370597372066664	0.5359766592502414	0.274295789429495	0.4745602619537383	0.29337559296419125	0.5054993493136308	0.46599638974014523	0.381386171865161	0.06792326098820368	0.0624029217916964	0.21380294697955585	0.23214810461357627	0.27041266109735107	0.366252466311238	0.1272406699970614	0.13993954913731582	0.10897947189454683	0.12980143570798874	-0.2087233953234541	0.05805801603627052	-0.005079551656101759	-0.02827337223458293	-0.002287897233533437	-0.013412535158053818	0.00520549095336048	0.4719575164770581	0.3472986020738004	0.20055833088451366	0.24136266319633937	0.1319004239956341
NifA	-0.5773267285168548	-0.5242852944880567	-0.48014357079887493	-0.6336425842743797	-0.4957180638932035	-0.6074262205616893	-0.6733554426766298	-0.5649846773855002	-0.5829520171277445	-0.734540951261492	-0.7653121195583729	-0.7584064480920196	-0.7575248730112086	-0.735191637630662	-0.7335964065320516	-0.743104823475085	-0.7584904076235255	-0.7569371562906679	-0.7889887074430124	-0.7734981738801897	-0.7992737500524747	-0.7581545694975022	-0.763234121153604	-0.7535787750304354	-0.7606943453255531	-0.7200369421938626	-0.6969480710297636	-0.7016288149112128	-0.71306830107888	-0.7549221275345284	-0.17914865035053104	-0.3777129423617816	-0.5093614877628982	-0.4200495361235884	-0.43828974434322654	-0.39834599722933545	-0.3000083959531506	-0.1451030603249234	-0.31665337307417823	-0.3873472986020738	-0.31100709458041226	-0.22551530162461694	-0.3113429327064355	0.6290038201586835	0.7552159858947987	0.7220099911842492	0.5981696822131732	0.621111624197137	0.6654422568322069	0.5561269468116368	0.6256874186642039	0.7002224927584904	0.7374165652155661	0.6939884975441837	0.7588472356324252	1.0	0.6130724990554552	0.6367490869400949	0.6822761428991226	0.44078754040552454	0.35831829058393855	0.45552243818479493	0.33468368246505187	0.532534318458503	0.6011712354645061	0.30500398807774654	0.08937492128793921	0.05860375299105831	0.22893665253347886	0.2251794634985937	0.27530330380756474	0.4515343604382688	0.08838839679274589	0.05585407833424289	0.20083119936190755	0.2565593383988917	-0.21627975315897738	-0.0056042987280130975	0.006380924394441879	-0.1294655975819655	-0.023676587884639604	0.010662860501238403	-0.04124511985223123	0.35374249611687164	0.33218588640275387	0.2315393980101591	0.2612610721632173	0.1456907770454641
BioQ	-0.5755425884723563	-0.6742789975231939	-0.6725998068930775	-0.4701313966668066	-0.4840476890138953	-0.605285252508291	-0.675769279207422	-0.5297636539188111	-0.6077620586877125	-0.6795054783594308	-0.7350447084505268	-0.7499265354099324	-0.6848998782586793	-0.6835985055203392	-0.6988581503715209	-0.6389740145249989	-0.7899122622895765	-0.6216783510348012	-0.7076948910625078	-0.7670962596028714	-0.789198606271777	-0.752634230300995	-0.7710633474665212	-0.7666974518282188	-0.729776247848537	-0.7079677595399018	-0.7310776205868771	-0.6828428697367869	-0.7579026909029848	-0.6627975315897737	-0.1775953990176735	-0.11727047563074598	-0.39387515217665087	-0.41064606859493724	-0.3170941606145838	-0.23076277234373033	-0.1412199319927795	-0.025817555938037865	-0.3902858822047773	-0.5207380042819361	-0.2634020402166156	-0.46305780613744174	-0.16061458377062257	0.40115864153478026	0.7506821711934848	0.7405230678812812	0.6447042525502708	0.6302212333655178	0.6809118005121532	0.6244070358087402	0.7232483942739599	0.6913017925359977	0.7104865454850762	0.6084967045883884	0.6884471684647999	0.6130724990554552	1.0	0.6426682339112548	0.688636077410688	0.4747911506653793	0.3693169892112002	0.5124050207799841	0.46908190252298393	0.4488476554300827	0.5663280298895932	0.457747365769699	-0.1996347760379497	-0.09357289786322992	0.1468662104865455	0.27204987196171443	0.23666092943201378	0.2723017505562319	0.16812896184039294	0.15983795810419377	0.14168170941606145	0.25744091347970277	-0.1594601402124176	0.0431551991939885	0.08568070190168339	0.0016162209814869232	-0.001637210864363377	0.1351958356072373	-0.18981151085176945	0.3526510222072961	0.3064522899962218	0.33596406532051554	0.12831115402376056	0.28523151840812727
PaaR	-0.5188489148230553	-0.5520968892993577	-0.5698123504470846	-0.5554342806767139	-0.3622224087989589	-0.4934091767767936	-0.5174845724360858	-0.5187439654086731	-0.4681163679106671	-0.6230636833046471	-0.6755593803786575	-0.7022795012803829	-0.6253096007724277	-0.6813945678183115	-0.6410310230468914	-0.6286889719155367	-0.7543344108139877	-0.6475588766214685	-0.6540027706645397	-0.6913227824188741	-0.6798203266025775	-0.6659250241383653	-0.6798623063683304	-0.6636581167877084	-0.6630284203014147	-0.689139834599723	-0.6905671466353218	-0.6109945006506864	-0.7030561269468116	-0.6120859745602619	-0.17232693841568364	-0.12098568489987827	-0.3470887032450359	-0.32399983208093697	-0.28407707484992234	-0.33035976659250244	-0.24398639855589604	-0.235422526342303	-0.5034843205574913	-0.5221443264346585	-0.20106208807354856	-0.4536963183745435	-0.29446706687376684	0.5999118424919189	0.6532471348809874	0.6307879602031821	0.557155451072583	0.5773477183997313	0.7080097393056547	0.5373619915200873	0.5861424793249653	0.5773267285168548	0.7679988245665589	0.6254145501868099	0.7057638218378741	0.6367490869400949	0.6426682339112548	1.0	0.6846899794299148	0.2430628437093321	0.19843835271399185	0.3024852021325721	0.3895932160698543	0.3489358129381638	0.376621468452206	0.3909995382225767	0.0071575500608706604	-0.07390537760799294	0.0952101087275933	0.2258091599848873	0.1520507115570295	0.3160026867050082	0.032387389278367824	-0.010893749212879392	0.24199235968263297	0.10127618487888837	-0.12360942025943496	-0.07543763905797406	-0.021682549011376517	-0.08469417740649007	0.061815205071155704	0.15108517694471266	-0.10180093195079971	0.36553881029343854	0.33021283741236723	0.21243860459258637	0.3546660509634356	0.2691952478905168
