	ModE	PhrR	NiaR	HutC	PhnF	CcpA	Rex	AgaR	Irr	SiaR	GulR	IscR	MetR	BirA	XylR	MntR	ThiR	Phr	ArgR	NrtR	RbkR	NsrR	Zur	FUR	SahR_SamR	KdgR	NagC	NadQ	AraR	CzrA	HexR	HypR	TyrR	HisR	PsrA	NarP	TrpR	LldR	NagR	CblR	VanR	NrdR	ExuR_UxuR	PdhR	FabR	QorR	NmlR	LiuR	PurR	GntR	HrcA	BioQ	NnrR	NtrC	FruR	PaaR	CueR	RbsR	MerR	FadP	AcnR	NifA	PdxR	PhnR	DasR	FadR	FnrN_FixK	FixJ	GlcC	HcpR	CsoR	ZntR	LtbR	RutR	GguR	TtrR	CadR-PbrR	PrpR	MetJ	NorR	SdaR	SoxR	AmtR	LexA	LiuQ	NikR	NagQ	PhsR
ExuR_UxuR	0.12960011970224067	0.11489669447249966	0.2214067507076148	0.1320290776692976	0.0957293731842043	0.28528784648187633	-0.013533834586466165	0.2303694559782541	0.05948453222608761	0.17844860908490132	0.19298744373371238	0.22625469145500568	0.24585593336575268	0.17632888190625817	0.15623885584608288	0.20846394593448797	0.17608947742490555	0.1453210139777304	0.15891220588785396	0.19601990049751244	0.2682452399655856	0.13953540567837505	0.18981533435578998	0.2257359817454083	0.20290776692976223	0.224499058591753	0.1799199491265477	0.17978029651242533	0.1537550343520493	0.08146984376363794	0.08877666803825485	0.14474245314779485	0.05215276998466315	0.10531054003167122	0.12124091322834449	0.13053778725420517	-0.04733974239080288	0.2646990610855497	0.20586540979313955	0.08445242459382286	0.12850284916270777	0.150069202857891	1.0	0.21189042257384755	-0.2578760333669996	-0.07253706405316775	-0.3162209005099814	-0.25785608299355356	-0.180398758089253	-0.19664334966770158	-0.19485280365091834	-0.2105138468060699	-0.26162670357485757	-0.1927679896258058	-0.18586017282010997	-0.19059339892018604	-0.05900572326338234	-0.26465417274529607	-0.22281823962892305	-0.31041534183718	-0.3145251187670669	-0.249182658137882	0.07480641903265627	0.03688075911170962	0.15418895497450094	-0.007483883838950611	0.00930435541590294	-0.10750009351737552	-0.14186461177820173	0.2206436489233033	0.07746480629434283	-0.10845771144278607	-0.04758912205887854	-0.05465155425878128	-0.13936083991072207	-0.06459681542163867	0.04106534994201923	0.19164578111946534	-0.02461127944238706	0.1202234441825958	-0.03586329006596092	0.07300091023578847	0.10562475841344655	-0.015937854586715546	0.19805483858900985	-0.13009389144503047	0.2007930273444806	0.04523996558560581
PdhR	0.30349256225139964	0.14738587762939687	0.23232459257596727	0.260095512412873	0.22092794174490954	0.22500779311462737	0.17419419194753052	0.18111198393994937	0.22952156510679683	0.2064738961832442	0.21993541066596842	0.3206648461950897	0.26611553760021944	0.1695507425279617	0.26459432162495794	0.23145176373770246	0.20220950385915037	0.17401463858651603	0.23574109402860385	0.20226436738612702	0.289113330590157	0.22707764435965536	0.258978291499894	0.2508385391339044	0.28009576179254103	0.21592039800995025	0.18860833676230376	0.28695869025798326	0.29893390191897656	0.2606391600892779	0.27371662988316564	0.06430254741330939	0.14031845783613262	0.02922979089514832	0.07162433446801082	0.12526590107108568	0.07603336699958853	0.4587463684085836	0.1896806693350291	0.19360590531054003	0.16544096559807478	0.19541640170076935	0.21189042257384755	1.0	-0.22537188743001782	-0.05192334069003354	-0.3468297609695882	-0.31234554046808566	-0.26405067394855297	-0.26351201386550954	-0.14605419020187285	-0.18490754248806096	-0.28778164316263294	-0.1787528522799536	-0.175131859499495	-0.2901607251960748	-0.1931470467212808	-0.3192832828339505	-0.32783700544894573	-0.37751343532961756	-0.3725208543747428	-0.35398196984999813	-0.036267285128243495	-0.13689696879013455	-0.0051546777391239295	0.0670207857953341	0.07921046397087246	-0.11184428733525356	-0.05123505280614472	-0.10331051509370441	-0.12520604995074752	-0.1709023803289318	-0.06792852778712952	0.03375852566740234	-0.13372984700557364	-0.07630768463447175	0.0695844087831519	0.07408321799523684	-0.006301824212271974	0.05666155438347112	0.008835521639920697	-0.06844723749672689	0.04886594595942593	-0.2785994837840871	0.15021384306537489	0.09442761131684933	0.13607900347884638	0.08562450903377848
FabR	-0.2816169777678026	-0.1862841182558386	-0.20530679933665008	-0.20906744473123107	-0.2927642489307847	-0.3078018429157471	-0.19009962717739623	-0.690824075113156	-0.6364243943191311	-0.6357111684684348	-0.6734273494681978	-0.6373121859374805	-0.7139166323769623	-0.3288395117146099	-0.39062581827703585	-0.5087569670444768	-0.46777889998628414	-0.4017032631329568	-0.4273694185713039	-0.4538635145076622	-0.5018691006122271	-0.5138393246798588	-0.5120587538497986	-0.6442698786767915	-0.5947181386301574	-0.5919001483809025	-0.5582488559707727	-0.45727502836693723	-0.4661579321437923	-0.3623361887305328	-0.013708400354119129	-0.05545455678998491	0.17282759136647588	0.19512213369244005	0.14525617526403073	0.06700582301524957	0.3173331338295989	-0.3996184491078442	-0.4775795209416576	-0.38998740632676215	-0.4578585767902343	-0.1806331749772441	-0.2578760333669996	-0.22537188743001782	1.0	0.4681479818950361	0.48994875247821046	0.6673973490941284	0.6773575730370703	0.6494819137395728	0.5644733724859412	0.3822765869898627	0.5962493297921421	0.5949575431115102	0.275168019551366	0.34306412798164565	0.41027693612139804	0.5080237908203344	0.4026558934650058	0.49819324430479184	0.4486963677851345	0.3965510791905136	0.2671579446127757	0.2032419356849836	-0.03985835234853302	0.040247384630731055	0.02585817778276537	0.23370116834374494	0.18009451489420067	0.05240214965273881	0.31374206660930937	0.22341176323894313	-0.08909587401339168	-0.15181984812778215	-0.19339143879599496	-0.12144041696280503	0.013359268818813202	0.031364480853875984	0.061419718450354745	0.05053678973553286	0.40753375977256573	0.12314118629908104	-0.07731019090013591	0.14005910298133392	-0.07807329268444743	0.22602027456701454	0.2460803750670208	0.13784959912218356
QorR	-0.3206947717552588	-0.31495405179615704	-0.2232870734049053	-0.26189104602301777	-0.3766056933378222	-0.10757989501115973	-0.09894138330901882	-0.6310826818289504	-0.589805359169067	-0.6128829536527887	-0.5910871706629759	-0.4606516290726817	-0.5493061010735795	-0.29393633337074027	-0.3433833339567825	-0.39277048342248655	-0.3676180501003753	-0.3639172558261325	-0.3928153717627402	-0.3930049003104777	-0.3687502337934388	-0.45542463122981586	-0.41315976508435265	-0.5174104415267023	-0.5211960248880909	-0.45105549944513024	-0.46727016546340977	-0.3865559420940411	-0.45648698861581816	-0.42632701155874764	-0.15280739161336176	-0.24342697539869573	-0.024506539981795285	0.1688774174241574	0.17051833564009528	0.209232035312161	0.14048304841706255	-0.219970323819499	-0.38374293943814763	-0.18876295215651068	-0.45362411002630953	-0.20968091871469718	-0.07253706405316775	-0.05192334069003354	0.4681479818950361	1.0	0.31155750071696653	0.518253344804798	0.506552450778688	0.5720046384618263	0.5714360528186136	0.4241324704796818	0.49598872803900296	0.5838701230688662	0.2581453634085213	0.3239017942867118	0.4204815521390541	0.36348333520368087	0.33725358171548275	0.32221598773052035	0.3859674060773825	0.37962318732153766	0.2583099539894512	0.29240514220875574	0.030970460978316437	0.05022257135375753	0.18312697165800074	0.17500218207209567	0.1574907417798227	0.14269255227621291	0.30263469619321937	0.19662838688761705	-0.06266661679073306	-0.15168019551365977	-0.27814062519482785	-0.08106086110799386	0.052766243968129276	0.0029850746268656717	0.05295577251586678	-0.003010012593673238	0.4182720482799037	0.25748201349144006	-0.01346400827940498	0.09386401326699834	0.05455678998491253	0.14608910335540343	0.14577987256698963	0.1088467437249841
NmlR	-0.6767839998004963	-0.5602688312821855	-0.5440491776705445	-0.49759972069477176	-0.45402810508859215	-0.6298856594221873	-0.3762316238357087	-0.5384830234790957	-0.48576914924126235	-0.42746917043853416	-0.6036658811207122	-0.6638461826207309	-0.6471975959799997	-0.5765583112008877	-0.6599907729522811	-0.6619508971433559	-0.6402199528672428	-0.6066783875110662	-0.6339655107919051	-0.6586790358982032	-0.6903801793039813	-0.645402062369855	-0.701193281711742	-0.6770333794685719	-0.6817965311288171	-0.6434918141123954	-0.6327585131984189	-0.5558049352236312	-0.6241748650232547	-0.5610319330664971	-0.3370441027942992	-0.40756368533273485	-0.37671043279841393	-0.31763737702465117	-0.17178518435391962	-0.23934712402897793	-0.1791269217820671	-0.35079988528535266	-0.4044713774485966	-0.279317697228145	-0.1933315876756568	-0.21767104327984138	-0.3162209005099814	-0.3468297609695882	0.48994875247821046	0.31155750071696653	1.0	0.6586042219977806	0.5402985074626866	0.5030361974588212	0.5040187533510393	0.4686317784511029	0.672514619883041	0.5885285352685196	0.5065275128118805	0.6011670968465941	0.5953765009538773	0.6517911694659534	0.7077070786418783	0.7405104801805509	0.6164590580929937	0.6891482437436875	0.33947306076135614	0.20756617912941558	0.24030474195438845	0.21456876020898016	0.17288744248681406	0.46858190251748777	0.402910260726443	-0.01702514993952543	0.1487923789573436	0.5025374381226698	0.2434469257721418	0.193595930123817	0.12042793551041783	0.051678948615319395	0.05694584720507737	0.03082083317747104	0.042691305377872545	-0.010416588735520394	0.16440853377224154	0.17572538310951508	-0.052008129777179266	0.24049427050212596	-0.1339393259267572	0.12046284866394842	-0.20965598074788963	-0.12441801019962842
LiuR	-0.7085799074801431	-0.5795059788775421	-0.5315353059265078	-0.6272272721605008	-0.6546291100886544	-0.49187895110911606	-0.37267048217558824	-0.7603910273195427	-0.7279716704697066	-0.7327647476901208	-0.8215189715582488	-0.8246112794423871	-0.8770059477050836	-0.6313170987169416	-0.6682252895921396	-0.7604708288133268	-0.7604857915934113	-0.7323258394743076	-0.7553086696841607	-0.7603311761992044	-0.7659472063242684	-0.8298183269118069	-0.8169204104789336	-0.8644870883676854	-0.8655045574134341	-0.8007007568672926	-0.7876182994800434	-0.7186348956969538	-0.7852841057868551	-0.7536976770283919	-0.3118018927916807	-0.3950398384019751	-0.12428334517886756	-0.03514507662190302	-0.047215052556765044	-0.05986857691492413	-0.0403022481577077	-0.5128218556341102	-0.60059352361002	-0.3384306537487999	-0.38161323707278144	-0.39726430504120996	-0.25785608299355356	-0.31234554046808566	0.6673973490941284	0.518253344804798	0.6586042219977806	1.0	0.8323121235925635	0.7934088953727603	0.7338121422960386	0.6847142732453023	0.8246860933428097	0.818945373383708	0.5938453097918927	0.6791880198007456	0.6864748937019165	0.819713462761381	0.6882355141585307	0.8022219728425541	0.726420528934276	0.7328944251175201	0.44419755857304954	0.4350104116011422	0.25446950710108607	0.29542762378583276	0.23264878614446563	0.3537924413022606	0.35915909175924887	0.16591478696741854	0.3341263606778139	0.3684858913452786	0.1243332211124827	0.07352959513210888	-0.08043741193780471	0.027543984338956846	0.10444269878676792	0.13261761368595618	0.050277434880734176	0.11338545368396115	0.3753288694372748	0.3080661853639073	0.0934699933914388	0.266120525193581	-0.016990236785994837	0.009404107283133206	-0.0034738587762939686	0.08713574982231699
PurR	-0.6104689584658163	-0.514657289991147	-0.4840185039713712	-0.6517063803788077	-0.6113866756443347	-0.38367311313108643	-0.3577825159914712	-0.7509694634596441	-0.6902056135363284	-0.7455030611354256	-0.7963864886095836	-0.7670744024239704	-0.8215588723051409	-0.564927243481839	-0.6239903240688787	-0.706993852791182	-0.7011334305914039	-0.6594720632426838	-0.6971433559021933	-0.6888539757353583	-0.7075275252808638	-0.7518273295178244	-0.7587451215102433	-0.8152745046696342	-0.8060574321375579	-0.7320166086858938	-0.7245900821706006	-0.655546827267173	-0.7444806044963154	-0.720949139016696	-0.24497312934076484	-0.3361812491427574	-0.06996845347198843	-0.011713363009513835	0.0740632676217908	-0.06267659197745608	-0.0629060212720857	-0.4358632900659609	-0.5507275651816107	-0.2570480928689884	-0.3428197359069315	-0.3923415503933964	-0.180398758089253	-0.26405067394855297	0.6773575730370703	0.506552450778688	0.5402985074626866	0.8323121235925635	1.0	0.787488622052644	0.7220563847429519	0.6629583910023816	0.7931944288582152	0.7733687452462	0.5913116123642439	0.5740046633997931	0.6178954849811095	0.7425304554919637	0.6436813426601329	0.7071135550318582	0.6975822641180065	0.6432474220376813	0.37947854711405377	0.43149914587463684	0.2223444182595793	0.23148667689123306	0.2373820122445417	0.3125699821693537	0.31910871706629756	0.20333171236549083	0.3095075998453846	0.34265514532600155	-0.022920485292834074	0.021324455417149838	-0.18158081771593163	0.003852915871768975	0.041519220937916934	0.105230738537887	-0.02162869861220215	0.1674759036895722	0.39489021060112967	0.2828189877679273	0.06914550056733874	0.2674472250277435	0.07004326737241112	-0.01266100574820135	0.07050212596167034	0.1603935211162234
GntR	-0.5871968478409956	-0.530847018042619	-0.49734036583997304	-0.5443933216124889	-0.5989476178007207	-0.3418022668611828	-0.36680507238244864	-0.7976084489831544	-0.712495168268931	-0.7710594895198194	-0.8036234865771393	-0.7804860409730795	-0.8329255975760296	-0.5717153580468585	-0.606015037593985	-0.7146996845347199	-0.7100811730819586	-0.6828688637015424	-0.7104003790570955	-0.7235027868177908	-0.738665070636791	-0.786351450766219	-0.769538273544558	-0.820062594296687	-0.799927679896258	-0.7747702589807853	-0.7731891918851856	-0.6528435516652328	-0.7133530343271113	-0.6863701542413247	-0.32577214179727926	-0.29746754947069165	-0.11317098716941608	-0.026277135625132484	-0.0425616279504732	-0.030536540355864786	0.006705819274554546	-0.4081222957892243	-0.5048965697826656	-0.2574919886781631	-0.35566777640618963	-0.3782067108068679	-0.19664334966770158	-0.26351201386550954	0.6494819137395728	0.5720046384618263	0.5030361974588212	0.7934088953727603	0.787488622052644	1.0	0.7435928128779661	0.6963303781842667	0.7913490193144553	0.8423671118093742	0.5908377909949002	0.5743089065948453	0.6634571503385329	0.7152084190575942	0.5891070960984551	0.6806443970623075	0.6314916644845946	0.6611229566453447	0.5534308407835509	0.4657838626416788	0.2694472499657103	0.3507200837915685	0.3045599072307635	0.3581067095599696	0.43466626765919775	0.23381089539769823	0.3596279255352311	0.31117345602813	0.029404356662801282	0.1124278357585506	-0.21608000099751867	-0.082996047332261	0.1261786306562426	0.08484644446938241	0.15266275140587787	0.16709185900073567	0.4487412561253881	0.29711841793538574	0.1402785570892405	0.08854723874362523	0.036930635045324754	-0.024965398571054502	0.1209067444731231	0.14952056758812454
HrcA	-0.5763388570929812	-0.5871120587538498	-0.538418184765396	-0.4869561964613025	-0.5705432736069028	-0.38326911806880387	-0.30994152046783624	-0.7564957169042008	-0.6191174453546803	-0.730590156984501	-0.7710395391463734	-0.6694173244055412	-0.7296026134989214	-0.5637451838551603	-0.5699547375902443	-0.6393022356887244	-0.6358408458958341	-0.6582999788027282	-0.6656317410441527	-0.6606291849025548	-0.6287035997955087	-0.7198369056970785	-0.6930734797191985	-0.7449544258656592	-0.7643811020087532	-0.6906744473123106	-0.7070786418783277	-0.5921595032357012	-0.6907791867729024	-0.7079115699697004	-0.31012107382885074	-0.3702814249554234	-0.19625930497886507	-0.07778401226947967	-0.035454307410316833	0.009793139565331238	-0.0260576815172259	-0.30104864150425814	-0.5595456302447661	-0.19518697240613972	-0.3227745981870098	-0.32764747690120827	-0.19485280365091834	-0.14605419020187285	0.5644733724859412	0.5714360528186136	0.5040187533510393	0.7338121422960386	0.7220563847429519	0.7435928128779661	1.0	0.650873452287435	0.7518273295178244	0.8065861170338783	0.5021234678736642	0.6087133256025636	0.62920235913166	0.6939413209641018	0.5538946869661716	0.6385341463110512	0.614907916557563	0.6113717128642502	0.48419306973902415	0.3966657938378284	0.22131697402710757	0.2948839761094278	0.29478921183555906	0.31547276150575443	0.4031845783613262	0.20788538510455243	0.31698898988765445	0.3192932580206736	0.011374206660930935	0.09108592376463547	-0.16983503534956795	-0.041504258157832395	0.14326612551278695	0.08202845422012743	0.021578822678587014	0.09383408770682926	0.41366351201386553	0.35896956321151136	0.10799386526016534	0.16718662327460443	0.13128592625843216	-0.05633237322161124	0.1266374892455018	0.11363982094539832
BioQ	-0.721143655157795	-0.6859910971458497	-0.5945635232359505	-0.6590780433671243	-0.6969687901345404	-0.4325714784473622	-0.49108093617127396	-0.638025411788177	-0.5987730520330677	-0.6691928827042731	-0.7090836544096559	-0.7018067556952081	-0.7046646466913552	-0.641815982742927	-0.6245539221187296	-0.7227346974401178	-0.7141809748251225	-0.7355328620057606	-0.7741567849973192	-0.7420067581890049	-0.728879412461502	-0.7750844773625606	-0.7934438085262908	-0.7541914487711817	-0.7743712515118643	-0.6881257871045774	-0.7104203294305416	-0.6839162583074602	-0.7893140812229579	-0.784436214915398	-0.5007967680395018	-0.45323507774411154	-0.22609508846743726	-0.24899312959014452	-0.1498148355964538	-0.12291674459781295	-0.18107208319305726	-0.3817429145001808	-0.5306026259679049	-0.13811892916370527	-0.1581291537300964	-0.41634683724235966	-0.2105138468060699	-0.18490754248806096	0.3822765869898627	0.4241324704796818	0.4686317784511029	0.6847142732453023	0.6629583910023816	0.6963303781842667	0.650873452287435	1.0	0.7682963627975411	0.7661716480255365	0.7197720669833788	0.6400902754398434	0.7145899574807666	0.7091484931233557	0.6299654609159715	0.6934176236611429	0.7085499819199741	0.6654272497163306	0.5054352298657091	0.5065724011521341	0.4727864437212434	0.42023716006434	0.43282584570879934	0.429284654422125	0.5174902430204865	0.31578199229416826	0.2752976969787653	0.3012331824586342	0.1280240402000025	0.29832541552887193	-0.13588448733774736	-0.023129964214017633	0.09492138305963915	0.18667813813139814	0.19971071958503223	0.10701629696130874	0.3085848950735047	0.2961358620431676	0.11720096260551877	0.1462237683761643	0.09597875285227996	-0.2163593062257634	-0.10654247559196499	0.08941009239516702
NnrR	-0.7683661891046023	-0.7276125637476777	-0.630893153281213	-0.684963652913378	-0.7260464594321625	-0.5759597999975062	-0.47776904948939514	-0.7257073030835796	-0.7109839274803925	-0.7422910510106111	-0.8371451015598699	-0.8827616304442699	-0.8718088754223868	-0.7238319679796507	-0.7888252970735296	-0.847379643137695	-0.8195438845870896	-0.8229952991932568	-0.8431352011870472	-0.8421177321412985	-0.8323420491527326	-0.8560680307734511	-0.8988915073754037	-0.9012606142221224	-0.8839636404443946	-0.8194191947530518	-0.8398134640082794	-0.7383009763214006	-0.8533896931383185	-0.8052344792329081	-0.4974002169603112	-0.5012057506951458	-0.2779510966470904	-0.2534320876818913	-0.197182009750745	-0.2276562051895909	-0.16897716929138767	-0.36624646192595917	-0.5708824299554858	-0.28271923590069703	-0.24440454369755235	-0.40303495056048083	-0.26162670357485757	-0.28778164316263294	0.5962493297921421	0.49598872803900296	0.672514619883041	0.8246860933428097	0.7931944288582152	0.7913490193144553	0.7518273295178244	0.7682963627975411	1.0	0.8900784299056098	0.7404207035000436	0.6833576478509708	0.7743463135450567	0.8168904849187646	0.7652289928802105	0.8397985012281949	0.7762765121759623	0.817224653673986	0.5558847367174155	0.46070150500629686	0.40617713437823416	0.3852491926333246	0.44050673948552976	0.47215301936433124	0.5937904462649161	0.2575518397985012	0.33012132320851884	0.36620157358570554	0.20100250626566415	0.24941208743251161	-0.03390316587488622	-0.0014389206847965686	0.034646317285751696	0.1262883577101959	0.05023254654048055	0.09197870297634633	0.33748799860347384	0.17752091671965983	0.1455853564258906	0.20182545917031383	-0.027364430977942368	-0.07081135675008417	-0.03322485317772042	0.06987867679148119
NtrC	-0.692145787353957	-0.7021309492637066	-0.5542887068417311	-0.6516365540717465	-0.7141011733313383	-0.4632052768737765	-0.3995835359543136	-0.7689746754947069	-0.7079913714634846	-0.7677626903078592	-0.8385316525143705	-0.831374456040599	-0.8545218768313819	-0.6707390366463423	-0.6909637277272784	-0.7852442050399631	-0.7687502337934389	-0.7766256437112682	-0.7924413022606267	-0.7943365877380018	-0.7931595157046846	-0.8410404119752116	-0.8527612563747677	-0.8551553011882941	-0.856806194590955	-0.7909150986920036	-0.8077133131335802	-0.6835870771456003	-0.8137732390678188	-0.8032893178219179	-0.4122370603124727	-0.4291549769947256	-0.24251923340690035	-0.10685669397374033	-0.0921931694908914	-0.09838277285252933	-0.09672689185650694	-0.3935385728001596	-0.6044239953116622	-0.2923253407149715	-0.3373084452424594	-0.3970498385266649	-0.1927679896258058	-0.1787528522799536	0.5949575431115102	0.5838701230688662	0.5885285352685196	0.818945373383708	0.7733687452462	0.8423671118093742	0.8065861170338783	0.7661716480255365	0.8900784299056098	1.0	0.6911682190551004	0.6460255115400442	0.7707352959513211	0.7595630868215314	0.6361401014975249	0.7560817466551952	0.7147944488085887	0.7590743026721032	0.5905784361401015	0.4764872379954862	0.3550343520492774	0.39216199703238197	0.46716542600281796	0.40414718388009824	0.522926719784536	0.2373421114976496	0.3113430342024215	0.3525754685220514	0.1153655282484819	0.1684235464282597	-0.1514358034389456	-0.0874000922704772	0.11626329505355429	0.14867267671666728	0.15012905397822915	0.09619820696018654	0.45441713737079015	0.307392860260103	0.06486614546316039	0.1459644135213656	0.04499058591753014	-0.07571914861781319	0.032122595044825994	0.046013042556640356
FruR	-0.7315178493497425	-0.7345752440803501	-0.610553747552962	-0.6345889599620943	-0.5954114141074078	-0.5676903702041173	-0.6027731019090014	-0.4814748313569995	-0.46400827940498013	-0.4552550530555244	-0.5785333981720471	-0.7418970311350516	-0.6666043217496478	-0.7516278257833638	-0.695916407935261	-0.7930049003104777	-0.7930946769909849	-0.7901270589408845	-0.8105313033828352	-0.8148455716405442	-0.7625107544981857	-0.7819523934213644	-0.7900173318869312	-0.7236574022119977	-0.735283482337685	-0.7098916445342212	-0.7315677252833577	-0.6534670008354219	-0.7600568585643213	-0.7284504794324119	-0.5312011371712865	-0.43429219815708425	-0.4970810109851744	-0.47242733699921446	-0.3888252970735296	-0.4103417748350977	-0.3718924176111922	-0.2958216436613923	-0.3458671554508161	-0.030536540355864786	0.042162620481552136	-0.34498435142582823	-0.18586017282010997	-0.175131859499495	0.275168019551366	0.2581453634085213	0.5065275128118805	0.5938453097918927	0.5913116123642439	0.5908377909949002	0.5021234678736642	0.7197720669833788	0.7404207035000436	0.6911682190551004	1.0	0.607132258506964	0.7327348221299518	0.6430828314567514	0.6863801294280477	0.7032880709235776	0.7003204528734772	0.6769136772278956	0.5430267210314343	0.4757640369580668	0.5771568224042694	0.587949974438584	0.5586229254728862	0.533500417710944	0.6198107208319306	0.33484457412187185	0.20224441701268095	0.3228244741206249	0.35024626242222473	0.4324767141734934	0.12758014439082782	0.09847254953303657	0.18670806369156723	0.09005349193880223	0.11904637214927867	0.10851257496976272	0.08526041471838801	0.14676741605256924	0.08451227571416102	0.0491951271212858	-0.0622326961682814	-0.20442898290502376	-0.24407536253569245	-0.11160987044726244
PaaR	-0.6865247696355317	-0.654080474818888	-0.501624708537513	-0.5524632476714173	-0.5502038678786518	-0.5802790558485766	-0.4267659197745608	-0.5383134453048043	-0.5757602962630457	-0.5035349567949725	-0.59377049589147	-0.6137108941507999	-0.6509482661878577	-0.6990685669397374	-0.6832229828302099	-0.7225401812990186	-0.7338919437898228	-0.6997718176037108	-0.7398920186037232	-0.7250888415067519	-0.7242609010087407	-0.725846955697702	-0.7354929612588685	-0.7292534819636155	-0.7484457412187184	-0.7457773787703088	-0.7072282696791731	-0.6423197296724398	-0.7595630868215314	-0.7348695120886795	-0.3935485479868826	-0.37822666118031395	-0.399139640145139	-0.3025798326662427	-0.2181997281761618	-0.17068791381438672	-0.17359069315078743	-0.4668312572475966	-0.5125425504058654	-0.09183905036222396	-0.2038803476352573	-0.38326413047544233	-0.19059339892018604	-0.2901607251960748	0.34306412798164565	0.3239017942867118	0.6011670968465941	0.6791880198007456	0.5740046633997931	0.5743089065948453	0.6087133256025636	0.6400902754398434	0.6833576478509708	0.6460255115400442	0.607132258506964	1.0	0.5831519096248083	0.6870085661915984	0.6727540243643936	0.7670843776106934	0.6989438771056996	0.6532674971009613	0.408197109689647	0.3532238556590481	0.35364281350141524	0.4334044065387349	0.2868539507973915	0.44679609471439796	0.45229242259878555	0.3466202820484046	0.29015573760271324	0.38661080562101774	0.2722403022481577	0.22180575817653586	0.12839312210875448	0.06598336637613936	0.15505180862604273	0.19002481327697354	0.06076634371999651	0.03600294268008329	0.13418371800147133	0.23305776880010973	0.20303744435716156	0.38590256736368284	-0.015618648611578698	-0.059265078118181026	-0.11717602463871121	-0.002571104377860073
CueR	-0.7724211025075126	-0.7149789897629646	-0.5707627277148094	-0.5604733226100076	-0.6822853152782453	-0.5635706180875073	-0.6043940697514931	-0.6628985398820434	-0.6543099041135176	-0.5941445653935835	-0.7324305789348995	-0.7928901856631628	-0.7903165874886221	-0.7893390191897655	-0.7673636828389382	-0.8112844299804237	-0.8250651504382848	-0.8519432910634795	-0.8539333408147234	-0.8534495442586566	-0.7967356201448896	-0.8787915061285053	-0.8473846307310565	-0.8220975323881844	-0.8378683025972893	-0.7671990922580082	-0.8302023716006434	-0.7683113255776256	-0.7721168593124602	-0.8450703874113143	-0.4780633174977244	-0.4401775583236699	-0.42606266911058743	-0.37992743051659	-0.3532637564059402	-0.17453833588947493	-0.11556004438958092	-0.3258718936645095	-0.395573510891657	-0.17153081709248244	-0.13984962406015036	-0.14293195675756556	-0.05900572326338234	-0.1931470467212808	0.41027693612139804	0.4204815521390541	0.5953765009538773	0.6864748937019165	0.6178954849811095	0.6634571503385329	0.62920235913166	0.7145899574807666	0.7743463135450567	0.7707352959513211	0.7327348221299518	0.5831519096248083	1.0	0.7197720669833788	0.7680818962829961	0.714954051796157	0.7183755408421552	0.7538173792690682	0.6352223843190065	0.5720146136485492	0.5693761767603087	0.509011334305914	0.41725457923415504	0.5891320340652627	0.5826082619484033	0.38210202122220976	0.43406276886245465	0.4360378558336139	0.2312771979700495	0.431948029277173	-0.0033441813488946245	0.19910223319492762	0.3195276749086647	0.16552575468522052	0.13761019464083094	0.1994713151036796	0.12076210426563923	0.2252122844424494	0.006546216286986122	0.10595892716866794	0.03237696230626317	-0.03930472948540505	-0.006556191473709149	0.053279966084365145
RbsR	-0.8036334617638624	-0.6831032805895335	-0.7012980211723339	-0.6930635045324754	-0.6773675482237933	-0.49774436090225566	-0.4828065187845235	-0.6129727303332959	-0.63727727278395	-0.655546827267173	-0.7248394618386763	-0.7749947006820533	-0.7600169578174292	-0.6943453160263844	-0.7072532076459807	-0.7558523173605656	-0.7652639060337411	-0.7723063878601978	-0.7852491926333246	-0.7846057930896894	-0.7872591927580145	-0.8225264654172745	-0.8216835621391788	-0.8074439830920586	-0.8059826182371351	-0.7443958154091697	-0.7596129627551466	-0.7328644995573511	-0.7911794411401638	-0.8110300627189865	-0.4425765907305577	-0.4459980797765558	-0.29049988154465767	-0.285731742291051	-0.19300739410715845	-0.23759647875908677	-0.18531652514370503	-0.42209753238818437	-0.5229765957181511	-0.24757166548211323	-0.2818314442823477	-0.41408246985623265	-0.26465417274529607	-0.3192832828339505	0.5080237908203344	0.36348333520368087	0.6517911694659534	0.819713462761381	0.7425304554919637	0.7152084190575942	0.6939413209641018	0.7091484931233557	0.8168904849187646	0.7595630868215314	0.6430828314567514	0.6870085661915984	0.7197720669833788	1.0	0.7317871793912643	0.821005249442013	0.784261649147745	0.7606703325477874	0.40969837529146247	0.412725844461901	0.34310402872853774	0.32234067756455814	0.28859960847392113	0.4160326188605843	0.41025199815459046	0.3208992630830808	0.320220950385915	0.398586017282011	0.2039950622825721	0.2708886644471876	0.0715794461277572	0.01938428159952119	0.07564433471739049	0.06959438396987494	0.07927031509121062	0.07203830471701642	0.2806743226224766	0.22976096958814948	0.1255352311126074	0.3635381987306575	0.0777989750495642	-0.05466152944550431	-0.12376463546927019	0.016057556827391864
