	NagQ	NtrC	RbsR	ZntR	PhrR	LiuR	RbkR	NikR	NagR	HrcA	RutR	FnrN_FixK	HcpR	SiaR	GntR	LtbR	CueR	NarP	FruR	LiuQ	FabR	PhnF	SdaR	PhsR	AmtR	QorR	PhnR	HexR	TyrR	CcpA	PaaR	AraR	BirA	Zur	MntR	PurR	ThiR	NadQ	KdgR	NagC	NiaR	MerR	Rex	HisR	ModE	CzrA	IscR	LldR	NsrR	Phr	CadR-PbrR	FUR	NrtR	MetR	ArgR	LexA	SoxR	NrdR	XylR	NnrR	CsoR	PdhR	AgaR	CblR	Irr	PrpR	PsrA	PdxR	TrpR	HutC	VanR	GlcC	SahR_SamR	DasR	MetJ	ExuR_UxuR	HypR	FadR	AcnR	BioQ	GulR	TtrR	FadP	FixJ	NorR	GguR	NifA	NmlR
HisR	0.14511575381140598	0.21739130434782608	0.43195934500282324	0.27498588368153587	0.3675889328063241	0.4059853190287973	0.4782608695652174	0.33258046301524563	0.30321852060982496	0.4771315640880858	0.3958215697346132	0.2761151891586674	0.5290796160361377	0.1293054771315641	0.435347261434218	0.29983060417843027	0.15753811405985318	0.09542631281761717	0.22868435911914173	0.29983060417843027	0.4138904573687182	0.3890457368718238	0.2941840767927724	0.5923207227555054	0.47600225861095424	0.6758893280632411	0.4432523997741389	0.41953698475437606	0.4127611518915867	0.5053642010163749	0.6126482213438735	0.33483907396950874	0.49181253529079616	0.453416149068323	0.6996047430830039	0.6216826651609261	0.6996047430830039	0.45454545454545453	0.49181253529079616	0.48842461885940147	0.5686053077357425	0.5550536420101637	0.48955392433653305	1.0	0.7492941840767928	0.4025974025974026	0.32580463015245625	0.5076228119706381	0.3845285149632976	0.35403726708074534	0.5719932241671372	0.23997741389045738	0.36307171089779783	0.4997176736307171	0.7233201581027668	0.42857142857142855	0.611518915866742	0.6679841897233202	0.4839073969508752	0.15189158667419536	0.27498588368153587	0.277244494635799	0.32919254658385094	0.6171654432523997	0.313382269904009	0.2761151891586674	0.13721061547148503	0.18351214003387917	0.4025974025974026	0.032185206098249576	-0.055900621118012424	-0.05928853754940711	-0.15866741953698477	-0.024280067758328628	0.14624505928853754	0.10220214568040654	-0.07848673066064371	-0.053642010163749296	-0.27837380011293056	-0.07622811970638058	-0.14511575381140598	0.07058159232072275	-0.10333145115753811	-0.21852060982495766	0.028797289666854884	0.04686617730095991	-0.16205533596837945	-0.2546583850931677
ModE	0.36984754376058726	0.4647092038396386	0.44664031620553357	0.453416149068323	0.4658385093167702	0.5900621118012422	0.46696781479390176	0.4184076792772445	0.4624505928853755	0.4184076792772445	0.5200451722190853	0.4409937888198758	0.525691699604743	0.010728402032749858	0.49520045172219085	0.2523997741389046	0.4082439299830604	0.22529644268774704	0.549407114624506	0.48955392433653305	0.3337097684923772	0.33032185206098247	0.18012422360248448	0.36984754376058726	0.24675324675324675	0.5911914172783738	0.6804065499717674	0.4624505928853755	0.5143986448334275	0.41953698475437606	0.5437605872388481	0.409373235460192	0.5900621118012422	0.5324675324675324	0.6070016939582157	0.7741389045736872	0.577639751552795	0.5369847543760587	0.47939017504234893	0.5290796160361377	0.47035573122529645	0.6770186335403726	0.6431394692264257	0.7492941840767928	1.0	0.3190287972896669	0.383399209486166	0.5844155844155844	0.3845285149632976	0.365330321852061	0.7018633540372671	0.43195934500282324	0.4601919819311124	0.44551101072840205	0.5189158667419537	0.5302089215132694	0.48842461885940147	0.4647092038396386	0.3867871259175607	0.31225296442687744	0.5042348955392434	0.5550536420101637	0.07509881422924901	0.233201581027668	0.14285714285714285	0.2862789384528515	0.14398644833427443	0.3619424054206663	0.35968379446640314	0.17334839073969507	0.03670242800677583	0.01637492941840768	0.0502540937323546	0.11462450592885376	0.14624505928853754	0.07171089779785432	0.007340485601355167	0.04121964991530209	-0.13946922642574816	-0.08865047995482778	-0.28063241106719367	-0.20948616600790515	-0.3845285149632976	-0.22077922077922077	-0.019762845849802372	0.14737436476566912	0.011857707509881422	-0.13382269904009034
CzrA	-0.055900621118012424	-0.017504234895539244	0.05815923207227555	0.07961603613777526	0.08300395256916997	0.1789949181253529	0.3438735177865613	0.29079616036137773	0.13721061547148503	0.2230378317334839	0.20835686053077357	0.3156408808582722	0.28289102202145683	0.3450028232636928	0.2885375494071146	0.47035573122529645	0.2546583850931677	0.19932241671372106	0.295313382269904	-0.028797289666854884	-0.042348955392433656	0.07622811970638058	0.23433088650479955	0.2648221343873518	0.07396950875211744	0.19367588932806323	0.25804630152456237	0.3495200451722191	0.06380575945793338	0.21964991530208922	0.3924336533032185	0.44551101072840205	0.5663466967814794	0.4647092038396386	0.5550536420101637	0.42970073404856013	0.3608130999435347	0.4184076792772445	0.46357989836250707	0.4906832298136646	0.5629587803500847	0.4647092038396386	0.4590626764539808	0.4025974025974026	0.3190287972896669	1.0	0.7199322416713722	0.49858836815358554	0.5866741953698476	0.5505364201016375	0.5031055900621118	0.7221908526256352	0.5900621118012422	0.4556747600225861	0.6386222473178995	0.41953698475437606	0.2648221343873518	0.4364765669113495	0.5031055900621118	0.11123658949745906	0.16544325239977414	0.25804630152456237	0.5143986448334275	0.44664031620553357	0.4748729531338227	0.5132693393562959	0.4082439299830604	0.4647092038396386	0.3190287972896669	0.36645962732919257	0.09994353472614342	0.16092603049124787	0.20835686053077357	-0.5076228119706381	0.031055900621118012	-0.2106154714850367	0.17786561264822134	-0.16092603049124787	0.2896668548842462	0.08413325804630152	0.38114059853190285	0.1383399209486166	-0.3111236589497459	-0.15640880858272163	0.03670242800677583	-0.1789949181253529	0.18690005646527386	-0.05138339920948617
IscR	0.014116318464144552	0.009599096555618294	0.21852060982495766	0.21513269339356295	0.17334839073969507	0.313382269904009	0.3020892151326934	0.10446075663466968	0.3020892151326934	0.14059853190287974	0.25352907961603616	0.14398644833427443	0.25352907961603616	0.11123658949745906	0.08413325804630152	0.25352907961603616	0.39920948616600793	0.000564652738565782	0.47600225861095424	0.16431394692264256	0.03896103896103896	0.13946922642574816	0.10220214568040654	0.1541501976284585	0.12365894974590627	-0.005081874647092038	0.4500282326369283	0.44212309429700736	0.21626199887069453	0.11123658949745906	0.30999435347261434	0.525691699604743	0.49407114624505927	0.4150197628458498	0.42066629023150764	0.47035573122529645	0.3416149068322981	0.4364765669113495	0.3551665725578769	0.22755505364201017	0.46696781479390176	0.4432523997741389	0.2727272727272727	0.32580463015245625	0.383399209486166	0.7199322416713722	1.0	0.7086391869000565	0.5968379446640316	0.5539243365330322	0.5460191981931113	0.585544889892716	0.5177865612648221	0.2388481084133258	0.6160361377752682	0.42405420666290233	0.12478825522303783	0.45115753811405984	0.33145115753811405	-0.04912478825522304	0.3427442123094297	0.09655561829474874	0.24449463579898362	0.30547713156408807	0.25917560700169395	0.49407114624505927	0.2015810276679842	0.2738565782044043	0.22981366459627328	0.23771880293619424	0.09655561829474874	0.38114059853190285	0.11236589497459062	-0.18464144551101072	-0.014116318464144552	-0.28740824392998304	0.025409373235460192	-0.14737436476566912	0.30886504799548276	0.06945228684359118	0.30547713156408807	-0.13043478260869565	-0.3156408808582722	-0.3427442123094297	0.043478260869565216	-0.17786561264822134	0.09994353472614342	-0.13382269904009034
LldR	-0.13608130999435347	0.031055900621118012	0.15866741953698477	0.08526256352343309	0.1665725578769057	0.29079616036137773	0.06380575945793338	0.25352907961603616	0.26143421795595706	0.20609824957651043	0.2727272727272727	0.2478825522303783	0.34726143421795597	0.05251270468661773	0.10446075663466968	0.023150762281197064	0.34839073969508755	-0.10333145115753811	0.3337097684923772	0.3359683794466403	0.163184641445511	0.08074534161490683	-0.042348955392433656	0.1259175607001694	0.11236589497459062	0.2388481084133258	0.44438170525127046	0.27498588368153587	0.2523997741389046	0.22529644268774704	0.2015810276679842	0.3958215697346132	0.46696781479390176	0.3551665725578769	0.339356295878035	0.4827780914737436	0.26595143986448333	0.453416149068323	0.2896668548842462	0.2715979672501412	0.6228119706380576	0.6250705815923208	0.5324675324675324	0.5076228119706381	0.5844155844155844	0.49858836815358554	0.7086391869000565	1.0	0.4590626764539808	0.4138904573687182	0.4647092038396386	0.3427442123094297	0.4184076792772445	0.43873517786561267	0.5990965556182948	0.5527950310559007	0.23771880293619424	0.4342179559570864	0.4364765669113495	0.05251270468661773	0.33032185206098247	0.3337097684923772	0.3450028232636928	0.391304347826087	0.33258046301524563	0.4782608695652174	-0.057029926595143984	0.25352907961603616	0.34726143421795597	-0.1101072840203275	0.09881422924901186	0.2354601919819311	0.03670242800677583	0.009599096555618294	-0.19593450028232637	-0.16996047430830039	0.00846979107848673	-0.057029926595143984	0.0220214568040655	-0.012987012987012988	0.14511575381140598	0.031055900621118012	-0.277244494635799	-0.1507622811970638	0.019762845849802372	-0.04799548277809147	0.01637492941840768	-0.32241671372106157
NsrR	0.27498588368153587	0.17221908526256352	0.30547713156408807	0.22416713721061546	0.16996047430830039	0.3800112930547713	0.3178994918125353	0.339356295878035	0.19480519480519481	0.3856578204404291	0.3935629587803501	0.313382269904009	0.5844155844155844	0.5268210050818747	0.35968379446640314	0.32241671372106157	0.46357989836250707	0.5042348955392434	0.18690005646527386	0.29079616036137773	0.014116318464144552	0.1981931112365895	0.36307171089779783	0.2230378317334839	0.07509881422924901	0.19706380575945792	0.6837944664031621	0.5652173913043478	0.3416149068322981	0.2682100508187465	0.25917560700169395	0.5189158667419537	0.5900621118012422	0.6182947487295314	0.4342179559570864	0.525691699604743	0.4771315640880858	0.39469226425748166	0.6860530773574252	0.5719932241671372	0.4432523997741389	0.3427442123094297	0.42405420666290233	0.3845285149632976	0.3845285149632976	0.5866741953698476	0.5968379446640316	0.4590626764539808	1.0	0.7617165443252399	0.5923207227555054	0.5990965556182948	0.639751552795031	0.2456239412761152	0.32241671372106157	0.36984754376058726	0.21287408243929984	0.5607001693958216	0.43873517786561267	-0.1293054771315641	0.23433088650479955	0.14737436476566912	0.42179559570863917	0.22416713721061546	0.1259175607001694	0.19141727837380013	0.5019762845849802	0.365330321852061	0.5584415584415584	0.1981931112365895	0.2885375494071146	0.4624505928853755	0.3845285149632976	-0.2761151891586674	-0.03557312252964427	-0.1767363071710898	0.005081874647092038	-0.029926595143986448	0.09655561829474874	-0.05251270468661773	0.20835686053077357	0.19367588932806323	-0.339356295878035	-0.3020892151326934	-0.27837380011293056	-0.26143421795595706	-0.045736871823828344	-0.269339356295878
Phr	0.2761151891586674	0.12365894974590627	0.24110671936758893	0.22190852625635235	0.25691699604743085	0.30886504799548276	0.30999435347261434	0.23771880293619424	0.09316770186335403	0.08752117447769622	0.30547713156408807	0.13382269904009034	0.251270468661773	0.2456239412761152	0.21513269339356295	0.06493506493506493	0.3337097684923772	0.3416149068322981	0.14963297571993225	0.3190287972896669	0.1067193675889328	-0.08413325804630152	0.3800112930547713	0.10107284020327499	0.08639186900056466	0.1880293619424054	0.44438170525127046	0.5505364201016375	0.3935629587803501	0.269339356295878	0.30095990965556185	0.5471485036702428	0.5561829474872954	0.4613212874082439	0.5392433653303218	0.611518915866742	0.3337097684923772	0.5460191981931113	0.5584415584415584	0.5324675324675324	0.39469226425748166	0.4308300395256917	0.37549407114624506	0.35403726708074534	0.365330321852061	0.5505364201016375	0.5539243365330322	0.4138904573687182	0.7617165443252399	1.0	0.35064935064935066	0.5121400338791643	0.5437605872388481	0.37549407114624506	0.391304347826087	0.567476002258611	0.4556747600225861	0.4127611518915867	0.35742518351214003	-0.1101072840203275	0.19254658385093168	0.05251270468661773	0.4522868435911914	0.3608130999435347	0.2715979672501412	0.14963297571993225	0.4827780914737436	0.4522868435911914	0.6307171089779785	0.2964426877470356	0.11801242236024845	0.49858836815358554	0.22755505364201017	-0.3246753246753247	-0.1225296442687747	-0.20722755505364202	0.06945228684359118	-0.06041784302653868	0.003952569169960474	0.015245623941276116	0.28176171654432525	0.15527950310559005	-0.4116318464144551	-0.3246753246753247	-0.06493506493506493	-0.3619424054206663	0.08639186900056466	-0.3901750423489554
CadR-PbrR	0.35177865612648224	0.31225296442687744	0.41953698475437606	0.4184076792772445	0.18690005646527386	0.3619424054206663	0.295313382269904	0.2478825522303783	0.4025974025974026	0.42857142857142855	0.4432523997741389	0.37210615471485037	0.5053642010163749	0.33145115753811405	0.35177865612648224	0.33258046301524563	0.42970073404856013	0.3337097684923772	0.39469226425748166	0.39920948616600793	0.11688311688311688	0.525691699604743	0.23771880293619424	0.2885375494071146	0.2015810276679842	0.40711462450592883	0.6386222473178995	0.4997176736307171	0.4613212874082439	0.2896668548842462	0.46357989836250707	0.44889892715979673	0.5369847543760587	0.6860530773574252	0.4748729531338227	0.5505364201016375	0.6781479390175043	0.4150197628458498	0.4782608695652174	0.6126482213438735	0.5731225296442688	0.5042348955392434	0.5697346132128741	0.5719932241671372	0.7018633540372671	0.5031055900621118	0.5460191981931113	0.4647092038396386	0.5923207227555054	0.35064935064935066	1.0	0.6702428006775832	0.7763975155279503	0.2862789384528515	0.5787690570299266	0.35742518351214003	0.2704686617730096	0.6058723884810842	0.36645962732919257	0.17447769621682666	0.4872953133822699	0.4116318464144551	0.1767363071710898	0.3551665725578769	0.06041784302653868	0.49181253529079616	0.30321852060982496	0.4624505928853755	0.47939017504234893	0.44889892715979673	0.3269339356295878	0.28514963297571994	0.40372670807453415	-0.08752117447769622	0.033314511575381144	0.017504234895539244	0.12027103331451157	0.09994353472614342	0.23433088650479955	0.1857707509881423	-0.14059853190287974	0.009599096555618294	-0.42857142857142855	-0.25352907961603616	-0.05928853754940711	-0.11123658949745906	-0.10333145115753811	0.05138339920948617
FUR	0.21852060982495766	0.16544325239977414	0.16770186335403728	0.2738565782044043	0.006211180124223602	0.14850367024280067	0.24675324675324675	0.3190287972896669	0.2704686617730096	0.3551665725578769	0.35177865612648224	0.49745906267645396	0.36645962732919257	0.40711462450592883	0.16092603049124787	0.29079616036137773	0.30095990965556185	0.19367588932806323	0.28402032749858835	0.20609824957651043	0.04009034443817053	0.11462450592885376	0.16205533596837945	0.2140033879164314	0.11462450592885376	0.28740824392998304	0.5087521174477696	0.4342179559570864	0.28289102202145683	0.4161490683229814	0.5629587803500847	0.5143986448334275	0.655561829474873	0.655561829474873	0.5223037831733484	0.52343308865048	0.5008469791078487	0.3924336533032185	0.6239412761151891	0.7165443252399775	0.4568040654997177	0.3608130999435347	0.5844155844155844	0.23997741389045738	0.43195934500282324	0.7221908526256352	0.585544889892716	0.3427442123094297	0.5990965556182948	0.5121400338791643	0.6702428006775832	1.0	0.7481648785996612	0.5652173913043478	0.48842461885940147	0.49858836815358554	0.13382269904009034	0.3879164313946923	0.4624505928853755	0.2456239412761152	0.1789949181253529	0.36984754376058726	0.4105025409373235	0.27498588368153587	0.16996047430830039	0.3495200451722191	0.37210615471485037	0.709768492377188	0.27498588368153587	0.4330886504799548	0.28063241106719367	0.31225296442687744	0.5042348955392434	-0.28176171654432525	-0.024280067758328628	0.04686617730095991	0.13946922642574816	0.06154714850367024	0.3551665725578769	0.23207227555053642	0.20609824957651043	0.13156408808582723	-0.3687182382834557	-0.3450028232636928	-0.000564652738565782	-0.3743647656691135	0.1383399209486166	0.1293054771315641
NrtR	0.30547713156408807	0.11801242236024845	0.1101072840203275	0.10784867306606437	0.017504234895539244	0.15866741953698477	0.06945228684359118	0.08526256352343309	0.1981931112365895	0.14963297571993225	0.30095990965556185	0.18690005646527386	0.2896668548842462	0.4127611518915867	0.28176171654432525	0.2648221343873518	0.3178994918125353	0.21626199887069453	0.07396950875211744	0.33483907396950874	-0.08526256352343309	0.1259175607001694	0.1101072840203275	0.1756070016939582	0.0016939582156973462	0.3145115753811406	0.4500282326369283	0.35177865612648224	0.26595143986448333	0.233201581027668	0.269339356295878	0.4048560135516657	0.4409937888198758	0.7007340485601355	0.48616600790513836	0.5166572557876906	0.6250705815923208	0.49858836815358554	0.6103896103896104	0.769621682665161	0.6612083568605308	0.5064935064935064	0.6374929418407679	0.36307171089779783	0.4601919819311124	0.5900621118012422	0.5177865612648221	0.4184076792772445	0.639751552795031	0.5437605872388481	0.7763975155279503	0.7481648785996612	1.0	0.4771315640880858	0.6013551665725578	0.6329757199322417	0.3416149068322981	0.5923207227555054	0.4624505928853755	0.1880293619424054	0.3020892151326934	0.37323546019198195	0.5268210050818747	0.4138904573687182	0.2015810276679842	0.5087521174477696	0.409373235460192	0.6318464144551101	0.6442687747035574	0.34839073969508755	0.3585544889892716	0.3246753246753247	0.6013551665725578	-0.2490118577075099	-0.19706380575945792	-0.15189158667419536	-0.000564652738565782	0.053642010163749296	0.21964991530208922	0.21852060982495766	0.024280067758328628	0.1417278373800113	-0.45115753811405984	-0.17447769621682666	0.08752117447769622	-0.23771880293619424	-0.057029926595143984	0.17221908526256352
MetR	0.000564652738565782	-0.1281761716544325	-0.15640880858272163	-0.09203839638622248	0.0220214568040655	-0.01637492941840768	-0.000564652738565782	0.20383963862224733	-0.09994353472614342	0.14624505928853754	0.1417278373800113	0.2365894974590627	0.2490118577075099	0.04799548277809147	-0.009599096555618294	-0.054771315640880856	-0.0660643704121965	-0.28063241106719367	-0.09994353472614342	0.14398644833427443	0.17334839073969507	-0.1293054771315641	0.014116318464144552	0.4522868435911914	0.14737436476566912	0.5505364201016375	0.21287408243929984	0.08639186900056466	0.07284020327498589	0.435347261434218	0.5042348955392434	0.2388481084133258	0.365330321852061	0.30999435347261434	0.45454545454545453	0.42292490118577075	0.549407114624506	0.35403726708074534	0.5166572557876906	0.6623376623376623	0.4522868435911914	0.42857142857142855	0.541501976284585	0.4997176736307171	0.44551101072840205	0.4556747600225861	0.2388481084133258	0.43873517786561267	0.2456239412761152	0.37549407114624506	0.2862789384528515	0.5652173913043478	0.4771315640880858	1.0	0.6623376623376623	0.6725014116318464	0.3416149068322981	0.4409937888198758	0.5121400338791643	0.5324675324675324	0.11349520045172219	0.4500282326369283	0.577639751552795	0.5957086391869001	0.2670807453416149	0.09542631281761717	-0.033314511575381144	0.4161490683229814	0.26595143986448333	-0.05928853754940711	-0.03557312252964427	0.034443817052512704	0.14511575381140598	-0.24336533032185206	-0.1880293619424054	0.11914172783738002	-0.1981931112365895	0.005081874647092038	-0.1293054771315641	0.12140033879164314	0.2365894974590627	0.37323546019198195	-0.14850367024280067	0.024280067758328628	0.3370976849237719	-0.34726143421795597	0.10107284020327499	-0.06493506493506493
ArgR	-0.042348955392433656	-0.018633540372670808	0.04686617730095991	-0.010728402032749858	0.026538678712591756	0.07622811970638058	0.20722755505364202	-0.05815923207227555	0.11801242236024845	0.12140033879164314	0.19141727837380013	0.08526256352343309	0.20609824957651043	-0.032185206098249576	0.14737436476566912	0.2264257481648786	0.11349520045172219	-0.22077922077922077	0.22190852625635235	0.15866741953698477	0.14624505928853754	0.14511575381140598	0.09994353472614342	0.5200451722190853	0.28063241106719367	0.4059853190287973	0.26030491247882553	0.21174477696216826	0.163184641445511	0.28176171654432525	0.49407114624505927	0.26143421795595706	0.30773574251835123	0.4048560135516657	0.5505364201016375	0.4308300395256917	0.6453980801806889	0.4906832298136646	0.4432523997741389	0.4805194805194805	0.5697346132128741	0.5313382269904009	0.4872953133822699	0.7233201581027668	0.5189158667419537	0.6386222473178995	0.6160361377752682	0.5990965556182948	0.32241671372106157	0.391304347826087	0.5787690570299266	0.48842461885940147	0.6013551665725578	0.6623376623376623	1.0	0.6804065499717674	0.5313382269904009	0.6645962732919255	0.5573122529644269	0.2896668548842462	0.26595143986448333	0.22077922077922077	0.47939017504234893	0.779785431959345	0.515527950310559	0.4590626764539808	0.11688311688311688	0.33145115753811405	0.4048560135516657	0.12704686617730096	-0.023150762281197064	0.13269339356295878	0.044607566346696784	-0.2919254658385093	-0.1789949181253529	0.003952569169960474	-0.16883116883116883	-0.09655561829474874	0.07735742518351214	0.19141727837380013	0.17221908526256352	0.22755505364201017	-0.16544325239977414	-0.07284020327498589	0.37549407114624506	-0.23433088650479955	-0.0660643704121965	-0.018633540372670808
LexA	0.11914172783738002	0.05815923207227555	-0.023150762281197064	-0.10559006211180125	-0.04686617730095991	0.20722755505364202	0.13043478260869565	-0.01637492941840768	0.11349520045172219	0.04799548277809147	0.3246753246753247	0.1417278373800113	0.14963297571993225	-0.025409373235460192	0.1665725578769057	0.12365894974590627	0.13382269904009034	-0.11575381140598531	0.163184641445511	0.23094297007340486	0.07961603613777526	-0.22416713721061546	-0.000564652738565782	0.3709768492377188	-0.010728402032749858	0.32128740824393	0.435347261434218	0.25691699604743085	0.18464144551101072	0.3867871259175607	0.35177865612648224	0.2490118577075099	0.26595143986448333	0.47939017504234893	0.49520045172219085	0.6182947487295314	0.52343308865048	0.6702428006775832	0.5629587803500847	0.5731225296442688	0.39808018068887635	0.45454545454545453	0.5945793337097685	0.42857142857142855	0.5302089215132694	0.41953698475437606	0.42405420666290233	0.5527950310559007	0.36984754376058726	0.567476002258611	0.35742518351214003	0.49858836815358554	0.6329757199322417	0.6725014116318464	0.6804065499717674	1.0	0.453416149068323	0.49181253529079616	0.4432523997741389	0.33032185206098247	0.20609824957651043	0.3416149068322981	0.49181253529079616	0.40146809712027104	0.35403726708074534	0.26256352343308864	0.189158667419537	0.4105025409373235	0.541501976284585	-0.10333145115753811	0.042348955392433656	0.053642010163749296	0.25917560700169395	-0.10559006211180125	-0.15979672501411632	0.010728402032749858	-0.3145115753811406	0.09768492377188029	0.053642010163749296	0.023150762281197064	0.06267645398080181	0.09542631281761717	-0.2354601919819311	-0.20271033314511575	0.3935629587803501	-0.3856578204404291	0.034443817052512704	-0.05928853754940711
SoxR	0.3178994918125353	0.47035573122529645	0.29757199322416716	0.18351214003387917	0.3958215697346132	0.18351214003387917	0.42292490118577075	0.08300395256916997	0.11575381140598531	-0.0818746470920384	0.32241671372106157	0.11462450592885376	0.15866741953698477	-0.1101072840203275	0.5223037831733484	0.14963297571993225	0.15753811405985318	0.07171089779785432	0.15866741953698477	0.25917560700169395	0.3619424054206663	0.1417278373800113	0.36307171089779783	0.25578769057029926	0.3856578204404291	0.39920948616600793	0.11349520045172219	0.2422360248447205	0.3743647656691135	0.19028797289666854	0.2885375494071146	0.35290796160361376	0.30547713156408807	0.30321852060982496	0.5945793337097685	0.46357989836250707	0.3438735177865613	0.4342179559570864	0.435347261434218	0.4500282326369283	0.453416149068323	0.5584415584415584	0.4647092038396386	0.611518915866742	0.48842461885940147	0.2648221343873518	0.12478825522303783	0.23771880293619424	0.21287408243929984	0.4556747600225861	0.2704686617730096	0.13382269904009034	0.3416149068322981	0.3416149068322981	0.5313382269904009	0.453416149068323	1.0	0.5245623941276115	0.5923207227555054	0.20045172219085264	-0.09316770186335403	0.05815923207227555	0.22416713721061546	0.5369847543760587	0.6871823828345568	0.3235460191981931	0.37888198757763975	0.4872953133822699	0.44776962168266515	0.25014116318464147	-0.19367588932806323	0.1225296442687747	-0.14059853190287974	-0.3461321287408244	-0.27837380011293056	-0.08865047995482778	0.003952569169960474	-0.19367588932806323	-0.4184076792772445	-0.08413325804630152	-0.06380575945793338	0.19480519480519481	-0.05251270468661773	-0.02766798418972332	0.10897797854319594	0.15189158667419536	-0.19028797289666854	-0.053642010163749296
NrdR	0.15640880858272163	0.10897797854319594	0.3145115753811406	0.05138339920948617	0.163184641445511	0.2795031055900621	0.4116318464144551	0.014116318464144552	0.11123658949745906	0.3190287972896669	0.4376058723884811	0.17108977978543197	0.49745906267645396	0.2478825522303783	0.339356295878035	0.20835686053077357	0.1383399209486166	-0.012987012987012988	0.12365894974590627	0.13495200451722192	0.41727837380011296	0.391304347826087	0.26595143986448333	0.5031055900621118	0.3450028232636928	0.36645962732919257	0.4364765669113495	0.4082439299830604	0.2140033879164314	0.3382269904009034	0.42292490118577075	0.5810276679841897	0.3642010163749294	0.52343308865048	0.5618294748729531	0.5753811405985318	0.7007340485601355	0.47261434217955955	0.6679841897233202	0.5539243365330322	0.5866741953698476	0.42066629023150764	0.37210615471485037	0.6679841897233202	0.4647092038396386	0.4364765669113495	0.45115753811405984	0.4342179559570864	0.5607001693958216	0.4127611518915867	0.6058723884810842	0.3879164313946923	0.5923207227555054	0.4409937888198758	0.6645962732919255	0.49181253529079616	0.5245623941276115	1.0	0.5844155844155844	0.2682100508187465	0.0378317334839074	0.05138339920948617	0.37210615471485037	0.5279503105590062	0.2140033879164314	0.4601919819311124	0.20609824957651043	0.2490118577075099	0.3935629587803501	-0.032185206098249576	-0.13608130999435347	0.06380575945793338	0.07171089779785432	-0.269339356295878	-0.06154714850367024	-0.020892151326933936	-0.1067193675889328	0.17447769621682666	-0.14963297571993225	-0.08865047995482778	0.08526256352343309	0.25352907961603616	0.019762845849802372	-0.32806324110671936	0.18464144551101072	-0.27837380011293056	-0.4048560135516657	-0.23997741389045738
XylR	0.11349520045172219	0.38114059853190285	0.17221908526256352	0.032185206098249576	0.10784867306606437	0.13269339356295878	0.3190287972896669	0.19932241671372106	0.2015810276679842	0.28063241106719367	0.23771880293619424	0.40033879164313946	0.2704686617730096	0.1756070016939582	0.37323546019198195	0.11123658949745906	0.26256352343308864	-0.09090909090909091	0.17221908526256352	0.09090909090909091	0.23207227555053642	0.0660643704121965	0.05928853754940711	0.4579333709768492	0.2761151891586674	0.22416713721061546	0.3958215697346132	0.2885375494071146	0.3359683794466403	0.3167701863354037	0.42405420666290233	0.3890457368718238	0.4997176736307171	0.5821569734613213	0.525691699604743	0.4082439299830604	0.3427442123094297	0.5505364201016375	0.7526821005081875	0.6747600225861096	0.42292490118577075	0.549407114624506	0.5471485036702428	0.4839073969508752	0.3867871259175607	0.5031055900621118	0.33145115753811405	0.4364765669113495	0.43873517786561267	0.35742518351214003	0.36645962732919257	0.4624505928853755	0.4624505928853755	0.5121400338791643	0.5573122529644269	0.4432523997741389	0.5923207227555054	0.5844155844155844	1.0	0.16205533596837945	0.0378317334839074	0.25804630152456237	0.3156408808582722	0.38226990400903443	0.5324675324675324	0.4150197628458498	0.28514963297571994	0.5844155844155844	0.3901750423489554	-0.031055900621118012	-0.27498588368153587	0.25352907961603616	0.18012422360248448	-0.391304347826087	-0.2365894974590627	-0.03670242800677583	0.14737436476566912	-0.2015810276679842	-0.27498588368153587	-0.23207227555053642	-0.053642010163749296	0.4138904573687182	0.012987012987012988	-0.16205533596837945	-0.032185206098249576	-0.11349520045172219	-0.189158667419537	-0.1880293619424054
