	HutC	ModE	NadQ	AraR	RbkR	MetR	SahR_SamR	CzrA	FUR	Phr	NrtR	NsrR	ArgR	MntR	ThiR	Zur	KdgR	BirA	NagC	Rex	IscR	XylR	AgaR	GulR	Irr	SiaR	PhnF	PhrR	LldR	NagR	NrdR	SoxR	FadR	FixJ	PhnR	PurR	DasR	FadP	HcpR	AcnR	LiuR	MerR	NnrR	RbsR	GntR	CueR	NtrC	NifA	PdxR	ZntR	FnrN_FixK	HrcA	GlcC	LiuQ	NmlR	PaaR	BioQ	FruR	VanR	CblR	RutR	AmtR	SdaR	CsoR	QorR	PhsR	PsrA	ExuR_UxuR	PrpR	LtbR	NorR	GguR	TtrR	TyrR	NagQ	TrpR	MetJ	NikR	PdhR	CcpA	LexA	NiaR	HisR	HexR	NarP	HypR	CadR-PbrR	FabR
NagQ	0.12478825522303783	0.13721061547148503	0.043478260869565216	0.23433088650479955	0.10784867306606437	-0.13382269904009034	-0.04686617730095991	-0.009599096555618294	-0.033314511575381144	0.0378317334839074	0.019762845849802372	-0.045736871823828344	0.015245623941276116	0.06041784302653868	0.10220214568040654	-0.034443817052512704	0.13043478260869565	0.11801242236024845	0.08977978543195934	0.0942970073404856	-0.10559006211180125	0.007340485601355167	-0.0016939582156973462	-0.11462450592885376	-0.054771315640880856	0.17221908526256352	0.28514963297571994	0.14511575381140598	0.16883116883116883	-0.16996047430830039	0.14059853190287974	0.10784867306606437	-0.08413325804630152	0.22755505364201017	0.04121964991530209	0.13946922642574816	-0.15866741953698477	-0.09203839638622248	0.13269339356295878	-0.07058159232072275	-0.031055900621118012	0.07171089779785432	0.25917560700169395	0.2106154714850367	0.03557312252964427	0.11236589497459062	-0.0016939582156973462	-0.3178994918125353	-0.25804630152456237	-0.06267645398080181	-0.08865047995482778	-0.043478260869565216	-0.5019762845849802	-0.1857707509881423	-0.16205533596837945	-0.18012422360248448	-0.14737436476566912	-0.47148503670242803	-0.3111236589497459	-0.33032185206098247	-0.14850367024280067	-0.5189158667419537	-0.1259175607001694	0.24110671936758893	0.4805194805194805	0.5945793337097685	0.44212309429700736	0.05928853754940711	0.06267645398080181	0.1789949181253529	0.35629587803500845	0.13043478260869565	-0.2885375494071146	-0.1383399209486166	1.0	0.5471485036702428	0.14398644833427443	-0.055900621118012424	0.32919254658385094	-0.1293054771315641	0.003952569169960474	0.15753811405985318	0.25691699604743085	0.18351214003387917	0.21852060982495766	-0.20383963862224733	0.453416149068323	0.08639186900056466
TrpR	0.36984754376058726	0.20496894409937888	0.2456239412761152	0.1541501976284585	0.32241671372106157	0.13495200451722192	0.17334839073969507	0.13495200451722192	0.19706380575945792	0.16431394692264256	0.17447769621682666	0.14850367024280067	0.17108977978543197	0.233201581027668	0.24675324675324675	0.3020892151326934	0.1665725578769057	0.2885375494071146	0.30547713156408807	0.17334839073969507	-0.08865047995482778	0.03557312252964427	0.24449463579898362	0.2738565782044043	0.14511575381140598	0.3867871259175607	0.5200451722190853	0.30547713156408807	-0.06493506493506493	-0.00846979107848673	0.06493506493506493	-0.20496894409937888	-0.2388481084133258	0.12365894974590627	-0.15866741953698477	0.09994353472614342	-0.55957086391869	-0.0942970073404856	0.05928853754940711	-0.2478825522303783	-0.16544325239977414	-0.21964991530208922	0.08639186900056466	-0.10897797854319594	-0.30547713156408807	-0.25352907961603616	-0.2704686617730096	-0.5098814229249012	-0.4590626764539808	-0.1767363071710898	-0.043478260869565216	-0.13382269904009034	-0.36984754376058726	-0.2365894974590627	-0.6092603049124788	-0.06945228684359118	-0.3235460191981931	-0.3156408808582722	-0.23771880293619424	-0.2795031055900621	-0.23433088650479955	-0.435347261434218	-0.1789949181253529	0.29079616036137773	0.22981366459627328	0.47600225861095424	0.37210615471485037	0.09994353472614342	0.23094297007340486	0.1101072840203275	0.22416713721061546	0.07171089779785432	-0.15640880858272163	-0.15640880858272163	0.5471485036702428	1.0	0.30095990965556185	0.08074534161490683	0.16205533596837945	0.16544325239977414	-0.08752117447769622	0.09542631281761717	0.35290796160361376	0.25691699604743085	0.3901750423489554	-0.21287408243929984	0.24675324675324675	0.18351214003387917
MetJ	0.10220214568040654	0.0942970073404856	0.16770186335403728	0.2862789384528515	0.2015810276679842	0.24675324675324675	0.30660643704121965	0.12365894974590627	0.19028797289666854	0.07622811970638058	0.15866741953698477	0.12478825522303783	0.09768492377188029	0.1789949181253529	0.2941840767927724	0.23997741389045738	0.1281761716544325	0.11688311688311688	0.23771880293619424	-0.054771315640880856	0.2106154714850367	-0.07396950875211744	0.11914172783738002	0.1857707509881423	0.023150762281197064	0.20496894409937888	0.38114059853190285	0.19593450028232637	0.23207227555053642	0.30547713156408807	0.2422360248447205	0.054771315640880856	-0.08300395256916997	0.006211180124223602	-0.233201581027668	0.05251270468661773	-0.2546583850931677	0.007340485601355167	-0.11801242236024845	-0.3845285149632976	-0.3382269904009034	-0.2490118577075099	-0.000564652738565782	0.029926595143986448	0.045736871823828344	-0.19593450028232637	-0.0660643704121965	-0.10107284020327499	-0.23771880293619424	-0.34726143421795597	-0.25804630152456237	-0.37775268210050816	-0.08752117447769622	0.07622811970638058	-0.37775268210050816	0.0660643704121965	-0.25917560700169395	-0.28063241106719367	-0.40711462450592883	-0.2264257481648786	-0.233201581027668	0.023150762281197064	0.057029926595143984	-0.07509881422924901	0.005081874647092038	0.2478825522303783	0.3020892151326934	0.08526256352343309	0.13269339356295878	0.2230378317334839	0.012987012987012988	-0.054771315640880856	-0.4647092038396386	-0.3178994918125353	0.14398644833427443	0.30095990965556185	1.0	0.20609824957651043	0.16092603049124787	0.21513269339356295	-0.10784867306606437	0.07622811970638058	0.24675324675324675	-0.04686617730095991	-0.1756070016939582	-0.27498588368153587	-0.12140033879164314	0.11236589497459062
NikR	0.32241671372106157	-0.08865047995482778	-0.017504234895539244	0.3675889328063241	0.15866741953698477	0.2727272727272727	0.28740824392998304	0.25014116318464147	0.20383963862224733	0.13269339356295878	0.21287408243929984	0.23771880293619424	0.26143421795595706	0.295313382269904	0.3020892151326934	0.2106154714850367	0.18690005646527386	0.277244494635799	0.27498588368153587	0.07735742518351214	0.18690005646527386	0.277244494635799	0.057029926595143984	-0.006211180124223602	-0.03557312252964427	0.043478260869565216	0.4590626764539808	0.07735742518351214	0.47939017504234893	0.40711462450592883	0.4906832298136646	0.034443817052512704	0.003952569169960474	0.2230378317334839	-0.4568040654997177	-0.05815923207227555	-0.24675324675324675	-0.36645962732919257	-0.33258046301524563	-0.2738565782044043	-0.3404856013551666	-0.15866741953698477	-0.1507622811970638	-0.16544325239977414	-0.19932241671372106	-0.16883116883116883	-0.1541501976284585	-0.20722755505364202	-0.1225296442687747	-0.32806324110671936	-0.18690005646527386	0.007340485601355167	0.189158667419537	-0.38114059853190285	-0.13608130999435347	-0.20496894409937888	-0.1767363071710898	-0.16092603049124787	-0.435347261434218	-0.22190852625635235	0.0220214568040655	-0.163184641445511	-0.0378317334839074	-0.25917560700169395	-0.3461321287408244	-0.031055900621118012	0.3190287972896669	-0.09542631281761717	-0.033314511575381144	-0.25917560700169395	0.019762845849802372	-0.2636928289102202	-0.11349520045172219	-0.08865047995482778	-0.055900621118012424	0.08074534161490683	0.20609824957651043	1.0	0.339356295878035	0.045736871823828344	0.10107284020327499	0.13946922642574816	0.36645962732919257	-0.055900621118012424	0.11575381140598531	-0.045736871823828344	0.00846979107848673	0.08413325804630152
PdhR	0.1789949181253529	0.29079616036137773	0.2964426877470356	0.31225296442687744	0.43195934500282324	0.25804630152456237	0.2715979672501412	0.30321852060982496	0.23207227555053642	0.2388481084133258	0.36307171089779783	0.29983060417843027	0.2636928289102202	0.33145115753811405	0.20496894409937888	0.21174477696216826	0.41727837380011296	0.37210615471485037	0.3709768492377188	0.16092603049124787	0.10107284020327499	0.23433088650479955	0.07509881422924901	-0.09768492377188029	0.24449463579898362	0.4082439299830604	0.18351214003387917	0.00282326369282891	0.3269339356295878	0.21287408243929984	0.189158667419537	-0.15979672501411632	0.032185206098249576	0.13608130999435347	-0.6216826651609261	-0.1259175607001694	-0.19367588932806323	-0.24675324675324675	-0.2682100508187465	-0.365330321852061	-0.30434782608695654	-0.2230378317334839	-0.054771315640880856	-0.0818746470920384	-0.3145115753811406	-0.1857707509881423	-0.1756070016939582	-0.3020892151326934	-0.22416713721061546	-0.2230378317334839	-0.2264257481648786	0.007340485601355167	-0.25014116318464147	-0.3856578204404291	0.04009034443817053	-0.2795031055900621	-0.14059853190287974	-0.33483907396950874	-0.5403726708074534	-0.020892151326933936	0.07735742518351214	-0.13946922642574816	0.365330321852061	-0.020892151326933936	-0.19028797289666854	0.15753811405985318	0.053642010163749296	-0.045736871823828344	-0.4432523997741389	0.08865047995482778	0.0942970073404856	-0.00282326369282891	0.10784867306606437	0.14511575381140598	0.32919254658385094	0.16205533596837945	0.16092603049124787	0.339356295878035	1.0	-0.03670242800677583	-0.003952569169960474	0.29757199322416716	0.1541501976284585	-0.10446075663466968	-0.22190852625635235	-0.251270468661773	-0.08977978543195934	-0.12027103331451157
CcpA	0.1067193675889328	0.2354601919819311	0.383399209486166	0.09994353472614342	0.2264257481648786	0.18012422360248448	0.19593450028232637	0.10107284020327499	0.09542631281761717	0.13608130999435347	0.19028797289666854	0.17108977978543197	0.18464144551101072	0.1665725578769057	0.1541501976284585	0.22190852625635235	0.1383399209486166	0.16205533596837945	0.15527950310559005	-0.032185206098249576	0.08977978543195934	-0.024280067758328628	0.017504234895539244	0.15979672501411632	-0.15302089215132694	-0.055900621118012424	-0.03557312252964427	0.20835686053077357	-0.017504234895539244	0.42518351214003386	0.33032185206098247	0.003952569169960474	-0.026538678712591756	-0.042348955392433656	0.018633540372670808	0.2919254658385093	-0.2941840767927724	-0.25917560700169395	-0.30547713156408807	-0.15640880858272163	-0.011857707509881422	-0.09542631281761717	-0.0942970073404856	0.0016939582156973462	-0.22190852625635235	-0.14963297571993225	-0.0660643704121965	0.04912478825522304	-0.13382269904009034	-0.14624505928853754	-0.08977978543195934	-0.07058159232072275	0.13156408808582723	0.08639186900056466	-0.4432523997741389	-0.25804630152456237	-0.2648221343873518	-0.251270468661773	0.28063241106719367	-0.014116318464144552	-0.44551101072840205	-0.1259175607001694	0.15189158667419536	-0.044607566346696784	-0.20722755505364202	0.3156408808582722	0.10333145115753811	0.11236589497459062	0.19593450028232637	-0.010728402032749858	0.28402032749858835	-0.313382269904009	0.018633540372670808	0.22981366459627328	-0.1293054771315641	0.16544325239977414	0.21513269339356295	0.045736871823828344	-0.03670242800677583	1.0	0.427442123094297	-0.11349520045172219	-0.19028797289666854	0.30999435347261434	-0.08865047995482778	0.1259175607001694	-0.11349520045172219	0.33258046301524563
LexA	-0.031055900621118012	-0.06267645398080181	0.19367588932806323	0.21739130434782608	0.05138339920948617	0.17334839073969507	0.028797289666854884	0.03670242800677583	-0.029926595143986448	0.21964991530208922	0.08526256352343309	0.19028797289666854	0.15979672501411632	0.07735742518351214	0.033314511575381144	0.06719367588932806	0.11123658949745906	0.15189158667419536	0.10559006211180125	0.28176171654432525	0.21287408243929984	0.14737436476566912	-0.08300395256916997	-0.2546583850931677	-0.15866741953698477	-0.07961603613777526	-0.05928853754940711	0.36984754376058726	0.30095990965556185	0.1507622811970638	0.06154714850367024	-0.05138339920948617	-0.35403726708074534	-0.07848673066064371	0.2354601919819311	0.22981366459627328	-0.08865047995482778	-0.24449463579898362	-0.21174477696216826	-0.009599096555618294	0.028797289666854884	0.08865047995482778	-0.09316770186335403	0.03557312252964427	-0.044607566346696784	-0.04799548277809147	0.019762845849802372	-0.19254658385093168	-0.09655561829474874	-0.25804630152456237	-0.2264257481648786	-0.1101072840203275	0.044607566346696784	0.0220214568040655	-0.10559006211180125	-0.22868435911914173	-0.16544325239977414	-0.17221908526256352	0.04009034443817053	-0.08526256352343309	-0.3145115753811406	-0.24336533032185206	0.03670242800677583	-0.15527950310559005	-0.14850367024280067	0.2715979672501412	-0.06267645398080181	0.020892151326933936	0.1293054771315641	-0.3404856013551666	-0.12140033879164314	-0.18125352907961603	0.045736871823828344	-0.17334839073969507	0.003952569169960474	-0.08752117447769622	-0.10784867306606437	0.10107284020327499	-0.003952569169960474	0.427442123094297	1.0	0.22077922077922077	0.4658385093167702	0.4624505928853755	0.15640880858272163	0.08300395256916997	0.04799548277809147	0.47261434217955955
NiaR	0.05815923207227555	0.08074534161490683	0.18125352907961603	0.2987012987012987	0.16544325239977414	0.2704686617730096	0.17221908526256352	0.21174477696216826	0.23771880293619424	0.28176171654432525	0.2727272727272727	0.2919254658385093	0.2365894974590627	0.2523997741389046	0.19141727837380013	0.1789949181253529	0.2388481084133258	0.35177865612648224	0.3156408808582722	0.4398644833427442	0.35064935064935066	0.48616600790513836	0.3020892151326934	0.08865047995482778	0.5369847543760587	0.2388481084133258	0.08752117447769622	0.5008469791078487	0.40146809712027104	0.189158667419537	0.3190287972896669	0.055900621118012424	-0.1417278373800113	-0.2885375494071146	-0.20835686053077357	0.043478260869565216	-0.08413325804630152	-0.19254658385093168	-0.08752117447769622	-0.3201581027667984	-0.1880293619424054	-0.19593450028232637	-0.23771880293619424	-0.3427442123094297	-0.20496894409937888	-0.10333145115753811	-0.2523997741389046	-0.5426312817617166	-0.09090909090909091	-0.31225296442687744	-0.3958215697346132	-0.3867871259175607	-0.13608130999435347	0.10107284020327499	-0.043478260869565216	-0.14285714285714285	-0.25691699604743085	-0.19254658385093168	-0.5132693393562959	0.08639186900056466	-0.33258046301524563	-0.1259175607001694	-0.06832298136645963	-0.3856578204404291	-0.18464144551101072	0.17786561264822134	0.10559006211180125	-0.20835686053077357	-0.3156408808582722	-0.30999435347261434	0.045736871823828344	-0.20496894409937888	0.07961603613777526	-0.003952569169960474	0.15753811405985318	0.09542631281761717	0.07622811970638058	0.13946922642574816	0.29757199322416716	-0.11349520045172219	0.22077922077922077	1.0	0.46357989836250707	0.4116318464144551	0.15979672501411632	-0.2987012987012987	-0.21513269339356295	-0.23771880293619424
HisR	0.16544325239977414	-0.09316770186335403	0.11801242236024845	0.36984754376058726	0.19367588932806323	0.23771880293619424	0.13608130999435347	0.14737436476566912	0.11688311688311688	0.2478825522303783	0.21964991530208922	0.24675324675324675	0.17786561264822134	0.21174477696216826	0.20835686053077357	0.19367588932806323	0.15640880858272163	0.2896668548842462	0.2456239412761152	0.4105025409373235	0.25578769057029926	0.25578769057029926	0.029926595143986448	-0.1281761716544325	0.163184641445511	0.17786561264822134	0.55957086391869	0.5369847543760587	0.5200451722190853	0.08074534161490683	0.0942970073404856	-0.13495200451722192	-0.5132693393562959	-0.12478825522303783	-0.07622811970638058	0.026538678712591756	-0.27837380011293056	-0.18690005646527386	-0.055900621118012424	-0.14850367024280067	-0.27498588368153587	-0.14059853190287974	-0.17334839073969507	-0.17447769621682666	-0.11914172783738002	-0.20045172219085264	-0.12478825522303783	-0.6239412761151891	-0.33258046301524563	-0.3924336533032185	-0.3337097684923772	-0.3111236589497459	-0.09203839638622248	-0.1293054771315641	-0.28063241106719367	-0.06945228684359118	-0.3901750423489554	-0.19367588932806323	-0.47600225861095424	-0.24449463579898362	-0.163184641445511	-0.3608130999435347	-0.3111236589497459	0.031055900621118012	0.020892151326933936	0.277244494635799	0.2264257481648786	-0.07735742518351214	0.07509881422924901	-0.22529644268774704	-0.16431394692264256	-0.012987012987012988	-0.2738565782044043	-0.34726143421795597	0.25691699604743085	0.35290796160361376	0.24675324675324675	0.36645962732919257	0.1541501976284585	-0.19028797289666854	0.4658385093167702	0.46357989836250707	1.0	0.37323546019198195	0.427442123094297	-0.14285714285714285	0.11462450592885376	0.42631281761716544
HexR	0.04686617730095991	0.1756070016939582	0.33032185206098247	0.21513269339356295	0.20271033314511575	0.20722755505364202	0.16205533596837945	0.2140033879164314	0.13608130999435347	0.3608130999435347	0.23094297007340486	0.2704686617730096	0.2919254658385093	0.25804630152456237	0.2885375494071146	0.3416149068322981	0.2354601919819311	0.28402032749858835	0.2523997741389046	0.391304347826087	0.21739130434782608	0.19593450028232637	0.10559006211180125	0.1067193675889328	0.32241671372106157	0.11236589497459062	0.1281761716544325	0.48616600790513836	0.3145115753811406	0.16770186335403728	0.24675324675324675	-0.034443817052512704	-0.40033879164313946	-0.37323546019198195	0.2230378317334839	0.15527950310559005	-0.2682100508187465	-0.3551665725578769	-0.20271033314511575	-0.277244494635799	-0.0942970073404856	-0.22868435911914173	-0.22416713721061546	-0.277244494635799	-0.3337097684923772	-0.17447769621682666	-0.16092603049124787	-0.44438170525127046	-0.4127611518915867	-0.06832298136645963	-0.4048560135516657	-0.25352907961603616	-0.14850367024280067	-0.07171089779785432	-0.30434782608695654	-0.15189158667419536	-0.4184076792772445	-0.2795031055900621	0.09090909090909091	0.044607566346696784	-0.3935629587803501	-0.4500282326369283	-0.19593450028232637	-0.011857707509881422	0.029926595143986448	0.3608130999435347	0.05138339920948617	-0.29983060417843027	0.017504234895539244	-0.3020892151326934	0.14285714285714285	-0.09881422924901186	0.023150762281197064	-0.09090909090909091	0.18351214003387917	0.25691699604743085	-0.04686617730095991	-0.055900621118012424	-0.10446075663466968	0.30999435347261434	0.4624505928853755	0.4116318464144551	0.37323546019198195	1.0	0.45115753811405984	-0.005081874647092038	0.2456239412761152	0.2478825522303783
NarP	0.14398644833427443	0.10559006211180125	-0.07961603613777526	0.11236589497459062	0.14398644833427443	0.06832298136645963	-0.0016939582156973462	0.08752117447769622	0.07961603613777526	0.21174477696216826	0.14737436476566912	0.08526256352343309	0.16431394692264256	0.18464144551101072	0.2670807453416149	0.15302089215132694	0.10107284020327499	0.2422360248447205	0.15189158667419536	0.26256352343308864	0.04121964991530209	0.18690005646527386	0.054771315640880856	0.21964991530208922	0.15640880858272163	0.22190852625635235	0.23997741389045738	0.37888198757763975	0.11123658949745906	-0.08977978543195934	0.16544325239977414	-0.026538678712591756	-0.4568040654997177	-0.30321852060982496	0.00282326369282891	-0.015245623941276116	-0.2456239412761152	-0.2354601919819311	-0.07396950875211744	-0.22077922077922077	-0.07622811970638058	-0.17221908526256352	-0.08752117447769622	-0.2795031055900621	-0.15979672501411632	-0.053642010163749296	-0.1281761716544325	-0.5110107284020328	-0.42970073404856013	0.09768492377188029	-0.2670807453416149	-0.15189158667419536	-0.005081874647092038	-0.28176171654432525	-0.14398644833427443	0.05138339920948617	-0.34839073969508755	-0.1981931112365895	0.17447769621682666	-0.10446075663466968	-0.09203839638622248	-0.5663466967814794	-0.5064935064935064	0.17447769621682666	0.14737436476566912	0.32806324110671936	0.13269339356295878	-0.2523997741389046	0.12365894974590627	-0.21287408243929984	0.21739130434782608	0.028797289666854884	0.14963297571993225	-0.053642010163749296	0.21852060982495766	0.3901750423489554	-0.1756070016939582	0.11575381140598531	-0.22190852625635235	-0.08865047995482778	0.15640880858272163	0.15979672501411632	0.427442123094297	0.45115753811405984	1.0	-0.1857707509881423	0.033314511575381144	0.1507622811970638
HypR	0.4579333709768492	0.019762845849802372	0.13495200451722192	0.18125352907961603	0.13382269904009034	0.04121964991530209	0.20948616600790515	0.20045172219085264	0.1981931112365895	0.13382269904009034	0.233201581027668	0.16544325239977414	0.21852060982495766	0.20722755505364202	0.13721061547148503	0.19141727837380013	0.16431394692264256	0.11349520045172219	0.053642010163749296	0.2919254658385093	0.16431394692264256	0.1541501976284585	0.0220214568040655	0.054771315640880856	0.003952569169960474	0.06832298136645963	-0.017504234895539244	0.029926595143986448	0.20609824957651043	0.09090909090909091	0.16092603049124787	0.1225296442687747	-0.005081874647092038	0.00846979107848673	0.034443817052512704	-0.3359683794466403	-0.06267645398080181	-0.32806324110671936	-0.18464144551101072	0.1767363071710898	-0.07509881422924901	-0.1665725578769057	-0.21964991530208922	-0.011857707509881422	-0.07509881422924901	-0.22077922077922077	-0.11688311688311688	0.20948616600790515	0.03896103896103896	-0.04686617730095991	-0.07284020327498589	-0.009599096555618294	-0.1281761716544325	-0.031055900621118012	-0.08300395256916997	-0.38226990400903443	-0.35968379446640314	-0.04009034443817053	0.40711462450592883	-0.4048560135516657	-0.29983060417843027	0.4658385093167702	0.1665725578769057	0.08977978543195934	0.012987012987012988	-0.4556747600225861	-0.24675324675324675	-0.010728402032749858	0.003952569169960474	-0.30660643704121965	-0.22190852625635235	-0.21852060982495766	-0.2456239412761152	0.0378317334839074	-0.20383963862224733	-0.21287408243929984	-0.27498588368153587	-0.045736871823828344	-0.251270468661773	0.1259175607001694	0.08300395256916997	-0.2987012987012987	-0.14285714285714285	-0.005081874647092038	-0.1857707509881423	1.0	0.453416149068323	0.17447769621682666
CadR-PbrR	0.3178994918125353	-0.04121964991530209	0.034443817052512704	0.09316770186335403	-0.08865047995482778	-0.14059853190287974	0.029926595143986448	0.012987012987012988	-0.06832298136645963	-0.044607566346696784	-0.06041784302653868	-0.03670242800677583	0.034443817052512704	0.0220214568040655	0.057029926595143984	0.03670242800677583	0.06945228684359118	0.025409373235460192	-0.00846979107848673	0.22868435911914173	-0.20271033314511575	-0.2140033879164314	-0.045736871823828344	-0.1857707509881423	-0.08865047995482778	0.09655561829474874	0.28514963297571994	-0.04121964991530209	0.29757199322416716	-0.06945228684359118	0.03670242800677583	0.1101072840203275	-0.13043478260869565	0.20045172219085264	0.19367588932806323	-0.07961603613777526	-0.09881422924901186	-0.1383399209486166	0.10446075663466968	0.19028797289666854	0.010728402032749858	0.09542631281761717	0.23433088650479955	0.22529644268774704	-0.05251270468661773	-0.07284020327498589	-0.054771315640880856	0.06945228684359118	-0.1789949181253529	-0.12478825522303783	0.042348955392433656	0.11349520045172219	-0.5019762845849802	-0.30547713156408807	-0.14511575381140598	-0.30886504799548276	-0.09542631281761717	-0.045736871823828344	0.11575381140598531	-0.17334839073969507	-0.20271033314511575	-0.21626199887069453	0.18464144551101072	0.3901750423489554	0.30773574251835123	0.006211180124223602	0.00846979107848673	-0.14398644833427443	0.07284020327498589	-0.17334839073969507	-0.18351214003387917	-0.08865047995482778	-0.339356295878035	-0.3404856013551666	0.453416149068323	0.24675324675324675	-0.12140033879164314	0.00846979107848673	-0.08977978543195934	-0.11349520045172219	0.04799548277809147	-0.21513269339356295	0.11462450592885376	0.2456239412761152	0.033314511575381144	0.453416149068323	1.0	0.3246753246753247
FabR	-0.044607566346696784	-0.20045172219085264	0.04121964991530209	-0.06041784302653868	-0.005081874647092038	-0.11575381140598531	-0.14737436476566912	-0.17447769621682666	-0.2885375494071146	-0.05251270468661773	-0.08074534161490683	-0.08413325804630152	-0.10107284020327499	-0.1101072840203275	-0.08865047995482778	-0.07848673066064371	-0.06719367588932806	-0.05138339920948617	-0.14511575381140598	0.09881422924901186	-0.08074534161490683	-0.2354601919819311	-0.5211744776962168	-0.39695087521174477	-0.21174477696216826	-0.14737436476566912	0.22981366459627328	-0.026538678712591756	0.2264257481648786	-0.06945228684359118	-0.05251270468661773	0.1541501976284585	-0.2546583850931677	-0.0016939582156973462	0.21852060982495766	0.2761151891586674	-0.025409373235460192	0.06041784302653868	0.07509881422924901	0.2546583850931677	0.17108977978543197	0.21513269339356295	0.18238283455674761	0.32241671372106157	0.10107284020327499	0.07509881422924901	0.22190852625635235	0.08413325804630152	-0.15979672501411632	-0.07961603613777526	-0.04799548277809147	0.042348955392433656	0.04121964991530209	0.009599096555618294	-0.277244494635799	-0.13156408808582723	-0.14398644833427443	0.03896103896103896	0.13043478260869565	-0.1067193675889328	-0.2422360248447205	-0.2388481084133258	-0.23207227555053642	0.5629587803500847	0.17108977978543197	0.28514963297571994	0.055900621118012424	-0.1541501976284585	0.029926595143986448	0.03670242800677583	-0.30321852060982496	-0.40033879164313946	-0.37323546019198195	-0.15527950310559005	0.08639186900056466	0.18351214003387917	0.11236589497459062	0.08413325804630152	-0.12027103331451157	0.33258046301524563	0.47261434217955955	-0.23771880293619424	0.42631281761716544	0.2478825522303783	0.1507622811970638	0.17447769621682666	0.3246753246753247	1.0
