	CueR	FruR	MerR	FadP	AcnR	NifA	FadR	GntR	BioQ	NnrR	NtrC	PurR	LiuR	RbsR	LtbR	ZntR	NmlR	PaaR	RutR	FixJ	GlcC	DasR	PhnR	PdxR	FnrN_FixK	HrcA	FabR	QorR	PrpR	CadR-PbrR	GguR	TtrR	CsoR	HcpR	MetJ	NorR	TyrR	CcpA	HisR	PsrA	NiaR	HutC	PhnF	HexR	HypR	XylR	IscR	MetR	BirA	RbkR	MntR	ThiR	KdgR	NagC	FUR	SahR_SamR	Zur	NsrR	NrtR	ArgR	Phr	NadQ	Rex	PhrR	AraR	CzrA	ModE	Irr	SiaR	AgaR	GulR	AmtR	VanR	CblR	PhsR	LexA	SdaR	SoxR	NarP	TrpR	NrdR	NagQ	NikR	NagR	LiuQ	ExuR_UxuR	LldR	PdhR
NrtR	-0.8409621658910609	-0.8306710168446885	-0.830331748194808	-0.8456893090793945	-0.7921187892632782	-0.7680307151217691	-0.7809455417272166	-0.6983675523463254	-0.6673131619272721	-0.8178466618792091	-0.7715817269905174	-0.6931767420031552	-0.747109148379144	-0.7343752650536327	-0.6178364838197127	-0.5132060321965949	-0.6232647822177991	-0.6623711485940141	-0.5526742851326824	-0.7058088447337024	-0.6866401660154593	-0.7704960673109001	-0.654703677106717	-0.584836953141345	-0.6026372483050704	-0.5803472980079276	-0.39799039869720837	-0.28614483378663397	-0.23745978252879543	-0.31678079287083477	-0.31534455558634106	-0.24459573313128	-0.38233880498272554	-0.3834697004823269	-0.34204499833192914	-0.37557604989510945	0.5979892678017088	0.6981979180213852	0.6578588755506047	0.6731033468852311	0.589846820204579	0.5827561054220785	0.6110624197771005	0.49255588037387404	0.508320563638317	0.8397294897964953	0.8693250250210629	0.9017930348146179	0.931807001374038	0.9191635896884949	0.9662993141118795	0.960882324668789	0.9466669682387999	0.9682783812361818	0.9590728918694268	0.9355502654777186	0.9506929562173807	0.9602716410990042	1.0	0.9677807872163573	0.9699973423955759	0.7631226286534992	0.7315593352596254	0.7293314711254106	0.8088221157923902	0.8271200049759402	0.8034051263492997	0.5703162549264635	0.5755296831796258	0.6800583542077794	0.8046604203538572	-0.12493568031846017	-0.20544413093508093	-0.02277058088447337	0.043680838672102505	0.05688969810744638	0.04696043562094645	0.08516208559748037	0.35951733380077017	0.37314462457096653	0.04549027147146468	0.10738418216464708	0.017127412341462585	0.2526703269984337	0.21945592617514179	0.21892440529032914	0.29404979332884745	0.12675642207281837
ArgR	-0.8421269882556502	-0.8240892050370086	-0.8364046570276673	-0.8529948940068193	-0.7875725893548806	-0.7882058908346574	-0.7678950076618171	-0.6548167666566771	-0.6928487823082708	-0.8115023381264455	-0.7457633827346184	-0.6731598916602112	-0.7177171743445047	-0.7253167921018259	-0.5925609694036222	-0.4989228220366297	-0.5921086112037817	-0.6603920814697118	-0.5463299613799187	-0.7298856099202153	-0.69886514636615	-0.754561749721517	-0.6976890150465647	-0.5849839695562932	-0.6207541942086842	-0.5676134146824162	-0.3356667477141775	-0.2610163357854917	-0.2649518521241045	-0.3091472482485256	-0.33191217465550094	-0.2638322655794991	-0.4190589818547817	-0.4049793328847448	-0.34561862811066946	-0.38181859305290894	0.5661093236679464	0.6650061351080854	0.6504854368932039	0.6673018529722761	0.5901069261694873	0.5949358499527851	0.6480200847040729	0.4985043907017772	0.5493381434088583	0.8625283430684587	0.8610129430989929	0.8728986547998032	0.9292059417249549	0.9174107016641128	0.9387959355615745	0.9491775562479149	0.9046655093836055	0.9358442983076148	0.9444164861945932	0.947639538368457	0.9473681234485527	0.9576818904049171	0.9677807872163573	1.0	0.9594347784292993	0.7808437611322526	0.7532272930319874	0.7511803721777089	0.8009510831151647	0.8817309486516899	0.8300490243199077	0.5734714533703513	0.5753939757196737	0.6736801035900277	0.7951382802472138	-0.10272489270628947	-0.18725933130149108	-0.022725345064489314	0.0341926254304471	0.02044093615529457	0.10165054198166819	0.0894255616309775	0.33864100287812904	0.39656547036771067	0.03688415671949834	0.11067508806848703	0.09911733606256114	0.2640697536344154	0.16227784971529705	0.18930625215576954	0.26739458640324343	0.17307790173649004
Phr	-0.8474535060587727	-0.7942674907125207	-0.8114344843964694	-0.8261474348462831	-0.7792152716128267	-0.7824496327416866	-0.7822573805067543	-0.6632645560386993	-0.6845819362061849	-0.8042646069289967	-0.7619691152439059	-0.6776947826136126	-0.7427438917506828	-0.7334253128339676	-0.6124873481065982	-0.4818802268576372	-0.5763552368943348	-0.6466403921945593	-0.5504803478634557	-0.7066909432233914	-0.6801262079377555	-0.753724887051812	-0.6756252438493421	-0.5553318895567455	-0.6167847510050833	-0.6028973542699787	-0.34491747290091657	-0.27864699662427694	-0.23657768403910637	-0.3193592346099259	-0.30029233648664694	-0.2580760074865282	-0.4262627861872424	-0.41850484305997704	-0.3401111670276108	-0.3808799497882398	0.5731434936754669	0.6782602303634133	0.6395836042770467	0.6831683168316832	0.5828465770620466	0.5664599012728229	0.637287886412856	0.5057081950342378	0.5303277900605594	0.8315304974243855	0.855200140231042	0.8740974040293806	0.9381173982618136	0.8806226710620805	0.942640980260219	0.9424487280252868	0.9128984286207033	0.9552278471707821	0.9347699475829936	0.9325307744937829	0.9327117177737191	0.9621941634483265	0.9699973423955759	0.9594347784292993	1.0	0.7875047356249045	0.7292070726204545	0.7431283962205473	0.7882285087446494	0.8546686193462293	0.8077025292477849	0.5680092281072767	0.5837852203267158	0.6573386636207881	0.7833656580963636	-0.17174344504696043	-0.16626991082888987	-0.011359845293495655	0.022001571944744447	0.030879101616615116	0.036375253744677725	0.06799509191353173	0.3382564984082646	0.38016748562349095	0.03989233874843795	0.0720436978021046	0.05453743546827555	0.23933706905813368	0.1895098133456978	0.1735415688913266	0.28907385313060147	0.12709569072269877
NadQ	-0.7035244358245076	-0.6283425030110092	-0.6393234983121384	-0.6992157239710265	-0.6702647991812316	-0.730371894985044	-0.6895126405844468	-0.5250238901674291	-0.5482411747742449	-0.6439827877704961	-0.5755523010896179	-0.5468614822647313	-0.6268157940865474	-0.6279919254061328	-0.4622365720295616	-0.40637033434925446	-0.4743484628302922	-0.5362197556134826	-0.3956946808330176	-0.6667816410424595	-0.49270289678882223	-0.5729060056205506	-0.5736637056052836	-0.3438318132212993	-0.5819644785723576	-0.4580748765910286	-0.3246405165930642	-0.2080791174491521	-0.22157070075939633	-0.23800261236860407	-0.3038207304454032	-0.3079711169289402	-0.35812633233626046	-0.39087706600471583	-0.3004958976765752	-0.29269271872932584	0.455078003517085	0.5594596581302904	0.49806334145693265	0.5880826232252009	0.4105433387427835	0.434280835279416	0.5118602665520693	0.4695082300919983	0.4794488015334943	0.6749919423695654	0.7003805463356159	0.7085569207977337	0.7583050138251974	0.7547992377764333	0.7267304114763276	0.759515072009771	0.6948843942075532	0.749597118478267	0.7408779141763405	0.7417034678910496	0.7282458114457934	0.7887261027644741	0.7631226286534992	0.7808437611322526	0.7875047356249045	1.0	0.742947452940611	0.5684050415321372	0.6177347032247485	0.7194135175939067	0.6771632617287999	0.5468614822647313	0.49232970127395376	0.5645826147434846	0.6376950087927125	-0.134774471164992	-0.019547528710609496	0.04644022369112982	0.030528524011738695	-0.06270250097539737	0.08915414671107316	0.05684446228746233	0.2629727849998021	0.2421869257171291	0.013678181067678442	0.13479708907498403	0.0759565962307253	0.19415779384905937	0.16457356757948782	0.2099111681585063	0.3795228751887182	0.21918451125523747
Rex	-0.6920571554585498	-0.6709659543909845	-0.6800696631627754	-0.6285913000209216	-0.6211386986785487	-0.6202226733238715	-0.5605113909449198	-0.42854719509643713	-0.5168814425702993	-0.5601381954300513	-0.4454427738604814	-0.4989454399466217	-0.4879305177805045	-0.5641076386336521	-0.5042832667047401	-0.4528049035628863	-0.4525221796879859	-0.43405465617949573	-0.403452623960283	-0.6697445872514151	-0.43532125913904923	-0.6258092970919023	-0.6085744496779775	-0.3745243170804802	-0.4546482632272365	-0.3256470135877094	-0.2737841459759911	-0.17856274490955662	-0.18054181203385902	-0.3048046095300564	-0.3888188361954414	-0.3212139032292721	-0.4310917099705402	-0.4674726181927159	-0.3126417153422938	-0.34914702206942566	0.4402745814273032	0.5963494693272868	0.5734714533703513	0.6325155074045383	0.46069855415010375	0.41617519833079825	0.44920865587415393	0.5133530486115431	0.3571085263866192	0.6371634879078999	0.6366772028430713	0.6117296481218653	0.7378018784174248	0.7044178432691927	0.725407263741794	0.7377566425974408	0.6550655636665894	0.7066457074034074	0.7005727985705481	0.6765865050240033	0.6869907436203357	0.7119382983415418	0.7315593352596254	0.7532272930319874	0.7292070726204545	0.742947452940611	1.0	0.5389339048125258	0.6277657463062126	0.6723230289905061	0.6574856800357363	0.43942640980260217	0.3594607890257901	0.48615501184613036	0.5443169673906283	-0.06267988306540534	-0.11344578204251037	-0.045003986406636096	0.001894249961832277	-0.1243023788386834	0.1341072428202272	0.05968300999146174	0.3455847012456814	0.23503966615964852	-0.03523304929008035	0.16608896754895364	0.12496960718344821	0.23523191839458074	0.16667703320874636	0.07925881108956127	0.22703292602247088	0.2733996415061266
PhrR	-0.6935951733380077	-0.6911750569688608	-0.5933865231183313	-0.6567166710960074	-0.6727188424153666	-0.7232246354275633	-0.5531831881075029	-0.5123917874368819	-0.6448875041701772	-0.7081837252828652	-0.7106264595620042	-0.5519278941029454	-0.5878112083052965	-0.6489474190137461	-0.3996075792616383	-0.3497690145942064	-0.49731695042719576	-0.5705198161163918	-0.4881680058354208	-0.4706391255915997	-0.5852893113411856	-0.5901069261694873	-0.5694793922567585	-0.4585837795658492	-0.5760725130194344	-0.5571526313111037	-0.11448620590214362	-0.2914148068147763	-0.15710965728211884	-0.21658345160615433	-0.2812593652283561	-0.11458798649710773	-0.20361208022572674	-0.2546493941227361	-0.20196097279630876	-0.18920447156080542	0.5313795228751887	0.4893441371550062	0.5668104788776993	0.5411843868567325	0.6256848985869461	0.6350487133236453	0.6157782540104382	0.6124873481065982	0.5521993090228497	0.67219863048555	0.6223487568631221	0.6024449960701381	0.7082289611028493	0.6518877473127096	0.7010025388603967	0.6643954515383006	0.6237849941476158	0.6701856364962596	0.6756591707143301	0.6986389672662298	0.7703151240309639	0.7094616371974147	0.7293314711254106	0.7511803721777089	0.7431283962205473	0.5684050415321372	0.5389339048125258	1.0	0.7274654935510684	0.7594698361897869	0.7335270934289317	0.4438595201610395	0.507540245743592	0.4763727657745786	0.52743269758158	-0.04027684321830241	-0.12701652803772667	-0.06878671876325268	0.108978744819085	-0.05306727131879379	-0.045433726696484614	-0.1376130188689914	0.27493765938558445	0.498357374286829	0.23263085874549763	0.22233970969912525	0.15545854985270086	0.22582286783789743	-0.0954306167338607	0.09017195266071439	0.051450090754363846	0.052841092218873516
AraR	-0.7159642863201225	-0.7645927928029811	-0.7375191545425245	-0.7663343718723671	-0.728754714420614	-0.7571741183255961	-0.6335898581291596	-0.6078732944682247	-0.7088848804926181	-0.8006231234202803	-0.7342621755036726	-0.6821165840170539	-0.7051868522089216	-0.7181469146343532	-0.5113739814872407	-0.4464718887651187	-0.53741850484306	-0.631429847724921	-0.4174757281553398	-0.5796687607081668	-0.6091512063827742	-0.6184245494795053	-0.5374976675280321	-0.5017500607856331	-0.5694567743467664	-0.5455270255752017	-0.310323379568111	-0.32476491509802036	-0.19103652227015963	-0.14442100977659159	-0.202141916076245	-0.11130838954826379	-0.2348700318347083	-0.297838293252512	-0.236272342254214	-0.29305460528919824	0.5403135973220394	0.5414784196866289	0.5605792446748958	0.5176278336000362	0.7128882505612069	0.7317855143595456	0.6612628710044048	0.5165082470554309	0.5577406969708965	0.7236091398974278	0.7551271974713176	0.7343752650536327	0.7559188243210386	0.7561110765559709	0.7880814923297013	0.7758904388439987	0.7607025122843524	0.7573437526505363	0.8094214904071789	0.8254575885915262	0.824405855776897	0.8096137426421112	0.8088221157923902	0.8009510831151647	0.7882285087446494	0.6177347032247485	0.6277657463062126	0.7274654935510684	1.0	0.7700437091110596	0.7509881199427767	0.5409242808918242	0.5889307948499019	0.5692984489768222	0.7058766984636785	-0.14356152919689455	-0.07721189023528281	0.024048492799022905	0.16067197810586312	-0.04513969386658826	-0.007232076719950693	-0.04646284160112185	0.32998965230617866	0.44895985886424167	0.16103386466573558	0.21001294875347043	0.10103985841188345	0.2299619453664384	0.10659255531492612	0.14745180971552324	0.15747154384199127	0.23562773181944122
CzrA	-0.81696456338952	-0.7224103906678503	-0.7327807023991948	-0.7780504492482372	-0.7014548970602371	-0.7662778270973871	-0.6732051274801952	-0.559029917840442	-0.680544639272608	-0.723778774222368	-0.7245817100270849	-0.6559702800662705	-0.6737818841849919	-0.7542450989816286	-0.519131924614506	-0.4773566448592318	-0.47437108074028417	-0.6862217346806069	-0.4824230566974459	-0.5976952349718124	-0.5363780809834268	-0.6545566606917688	-0.6300162283504193	-0.48214033282254554	-0.5894283888697265	-0.5787414263984937	-0.15863636620658067	-0.2415875511023404	-0.26926056397758563	-0.21725067995091912	-0.3070550915742631	-0.2517203747787686	-0.3970291375225472	-0.4322791502451216	-0.2683897744428926	-0.3653979903986972	0.4959033310526941	0.5233501648280191	0.5778932547737926	0.5588942103804898	0.6895239495394428	0.6857354496157783	0.7615054480890693	0.5496434851937507	0.5746588936449327	0.7760600731689388	0.7158398878151664	0.6922946435134661	0.8342107197584407	0.7655314360676502	0.7582371600952214	0.8113327038015052	0.7244912383871168	0.7703038150759679	0.7925937653731107	0.8588076968747703	0.8297776094000034	0.8648466788426415	0.8271200049759402	0.8817309486516899	0.8546686193462293	0.7194135175939067	0.6723230289905061	0.7594698361897869	0.7700437091110596	1.0	0.8480981164935454	0.5370340003731955	0.48055707912310364	0.5351567138438572	0.6657185992728342	-0.07186275452216838	-0.03048328819175464	0.010251567703886322	0.054955866803128056	-0.11761878643603937	0.05742121899225902	-0.04550158042646069	0.2658904953887736	0.43904190533273774	0.1079835567794358	0.19248406850964936	0.22040587839480694	0.3065574975544385	0.011823512448332211	0.05972824581144579	0.21437820538193167	0.18307501795296605
ModE	-0.7575133869754765	-0.7344996635585889	-0.7270018263962319	-0.7879231669597571	-0.7088509536276301	-0.7480477916438132	-0.6675280320721964	-0.5219591633635094	-0.6682970410119253	-0.7268095741612997	-0.6668381858174396	-0.6010087587856444	-0.7275785831010285	-0.7659385584475067	-0.5093496785429542	-0.4644757451187723	-0.6250855239721573	-0.6718932887006576	-0.4455784813204336	-0.5624791491142261	-0.540788573431872	-0.6537876517520399	-0.5279189826464086	-0.4860984670711503	-0.5230222051331347	-0.5102770128526274	-0.1756902703405692	-0.20983200547353423	-0.18832237307111635	-0.13771479946395554	-0.2775500279896636	-0.13632379799944586	-0.2528173434133819	-0.3342644372946718	-0.20145206982148814	-0.1677966197533517	0.5509892508382763	0.5839774725616479	0.6302084805853515	0.528292178161277	0.6699481484413433	0.6849098959010692	0.7478442304538849	0.537441122753052	0.6319952954747217	0.7627833600036189	0.6849098959010692	0.647228457854352	0.7599561212546154	0.7563598735658832	0.7251358488218896	0.7566199795307914	0.6712373693108888	0.7158172699051744	0.7472561647940922	0.7865774013152315	0.7939734578826244	0.834391663038377	0.8034051263492997	0.8300490243199077	0.8077025292477849	0.6771632617287999	0.6574856800357363	0.7335270934289317	0.7509881199427767	0.8480981164935454	1.0	0.512516185941838	0.4680833017625006	0.4643174197488281	0.6342910133389125	-0.10772345081452749	-0.11393206710733894	0.06152636965581196	0.08276458713832548	-0.1330328920956059	0.03752876715427111	-0.07430548880130732	0.3889319257454015	0.5161124336305704	0.18903483723586523	0.29495450972852855	0.16010653035606245	0.29164098591469656	0.03847871937393625	0.04279874018241345	0.2055685294400371	0.17069171223233118
Irr	-0.5609411312347683	-0.45459171845225643	-0.4903280162396594	-0.521574658893645	-0.46899932711717773	-0.5090895725780459	-0.5611333834697004	-0.5127989098167384	-0.4652221361485092	-0.6041526482745362	-0.5622303521043138	-0.5097454919678147	-0.5724197205557221	-0.5294909273908545	-0.36145116510508846	-0.35736863235152755	-0.3823274960277296	-0.4935058325935392	-0.2168887933910467	-0.491673781884185	-0.4496610140739945	-0.4318381010002771	-0.37090545148175585	-0.2999869947017546	-0.5034577129900312	-0.4175435818853159	-0.44838310215944494	-0.44015018292234703	-0.19007526109549847	-0.015736410876952916	0.06677372477396226	-0.14819820074526013	-0.32929980605142184	-0.38697547653109116	-0.23767465267371968	-0.0448456610366919	0.30883059750863723	0.3471679549451233	0.2766453115899825	0.3746034797654523	0.2821640816280372	0.3789235005739295	0.41948872214463023	0.3945524763784202	0.3256357046327134	0.48292065071727047	0.5954221350176137	0.6324024178545782	0.5169832231652635	0.5472459867345958	0.5478114344843965	0.524888182707477	0.5695133191217465	0.6018795483203374	0.6008617423706962	0.609784507862551	0.57412737276012	0.6101463944224234	0.5703162549264635	0.5734714533703513	0.5680092281072767	0.5468614822647313	0.43942640980260217	0.4438595201610395	0.5409242808918242	0.5370340003731955	0.512516185941838	1.0	0.5830049024319908	0.5357221615936579	0.6046502422943608	-0.1371041158941708	0.15854589456661258	-0.017534534721319075	0.031161825491515457	-0.08008436480427027	-0.1827018224380976	-0.033514088130686286	0.10541642399534071	0.15418063793815132	0.08022007226422243	0.028866107627324698	-0.06598209792424131	0.3355084223442333	0.04414450582693906	0.05381366234853068	0.29487534704355645	0.13389237267530293
SiaR	-0.49571107881776183	-0.45393579906248765	-0.40622331793430627	-0.5317979542100412	-0.5070087248587795	-0.5200818768341712	-0.5301920826006072	-0.6409293699215723	-0.5912491306240847	-0.6462106519047107	-0.6302650253603316	-0.5570056148961555	-0.5510797224782444	-0.5670932027525997	-0.3029160140457221	-0.25371075085806694	-0.2967526335728947	-0.37740810060446367	-0.30719079903421526	-0.4248039309927566	-0.4849223357515649	-0.4265568190171387	-0.3877784123358081	-0.3587370159060452	-0.5834459516768353	-0.5821341128972978	-0.40591797614941394	-0.44288695003138234	-0.13242220852582118	0.002176973836732617	0.04813656694053186	0.03897631339376085	-0.21417464419200344	-0.24224347049210918	-0.18824321038614428	-0.08096646329395932	0.25236498521354134	0.2599759119258585	0.2580646985315322	0.3888301451504374	0.3363452850139383	0.4381145710230646	0.4648263227236487	0.3326020209102578	0.5172772559951597	0.5320467512199535	0.6227219523779906	0.6562643128961668	0.4788041910987215	0.5351114780238732	0.5605340088549118	0.5591656253003942	0.6021735811502338	0.6178364838197127	0.6403299953067837	0.6089250272828539	0.6199173315389791	0.5935222305782835	0.5755296831796258	0.5753939757196737	0.5837852203267158	0.49232970127395376	0.3594607890257901	0.507540245743592	0.5889307948499019	0.48055707912310364	0.4680833017625006	0.5830049024319908	1.0	0.6122498600516819	0.6554387591814579	-0.2073101085094232	0.14754228135549136	0.0005937201372907137	-0.05761347122719125	0.027904846452663543	-0.15842149606165642	0.04599917444628529	0.11726820883116296	0.17384691067621896	0.17899248519940514	-0.0812831140338477	-0.036160383599753466	0.15498357374286828	0.11911156849551317	0.18006683592402645	0.21645905310119817	0.12735579668760708
AgaR	-0.6367789834380354	-0.5767510503191953	-0.5487500777490656	-0.5919842126988256	-0.5096776382378386	-0.5380970421428208	-0.6050347467642253	-0.6766769766639714	-0.577452205528948	-0.6235135792277114	-0.643066762415819	-0.5576162984659403	-0.5859113038659662	-0.49061074011455974	-0.3079032631989641	-0.44728613352483165	-0.4593188616405901	-0.41058857456276754	-0.3376118879734918	-0.5240400110827759	-0.4969098280473393	-0.4089035402683615	-0.3782449632741687	-0.4994882697864304	-0.48349740742206715	-0.6136860973361756	-0.44561240818542164	-0.464204330198868	-0.029420246422129363	-0.2771768324747952	-0.036296091059705625	-0.03587765972485313	-0.2692379460675936	-0.19152280733498822	-0.2548303374026723	-0.3254886882177652	0.29848290368728475	0.42841148763648496	0.3251041837479008	0.41799594008515645	0.4279252025716564	0.33593816263408177	0.38176204827792887	0.2783642727493766	0.33290736269515014	0.5905027395943477	0.697180112071744	0.7419183380359737	0.5839435456966598	0.606448366138727	0.6899763077392833	0.6894334778994747	0.7271375338561841	0.7456502931846583	0.7317742054045496	0.7315480263046293	0.6702082544062515	0.6832361705616592	0.6800583542077794	0.6736801035900277	0.6573386636207881	0.5645826147434846	0.48615501184613036	0.4763727657745786	0.5692984489768222	0.5351567138438572	0.4643174197488281	0.5357221615936579	0.6122498600516819	1.0	0.7214943653131732	-0.12513924150838843	-0.09635795104353383	-0.04602179235627732	0.06556366658938881	0.2214689201644322	-0.07990342152433405	-0.027825683767691445	0.09388128989940685	0.04662116697106604	0.03608122091478137	-0.06210312636060865	-0.084856743812588	0.2956782828482734	0.1435049844219145	0.2920933441145371	0.24246964959202943	0.05011563406483424
GulR	-0.69880860159117	-0.6528942443073548	-0.643066762415819	-0.7233490339325195	-0.6535614726521196	-0.6729224036052949	-0.6591254785101582	-0.7069736670982918	-0.6558232636513223	-0.7748047791643813	-0.7436599171053598	-0.6485516055888856	-0.6816416079072213	-0.6345058834838366	-0.44448151268582026	-0.3778830767142962	-0.4953378833028934	-0.4826266178873741	-0.39754934945236386	-0.5941216051930721	-0.5810597621726764	-0.6019700199603055	-0.4852955312664333	-0.5059683009991461	-0.5693776116617943	-0.6147039032858169	-0.46941775845203026	-0.3842160915120638	-0.26043957908069504	-0.21225212184268114	-0.09107666906039548	-0.08762743778661133	-0.36243504418974165	-0.242107763032157	-0.2938575410939152	-0.3225483599188017	0.36777287094786004	0.5131042516016308	0.4283662518165009	0.49166247292918897	0.46868267637728933	0.4744163165602682	0.5122786978869217	0.39534410322814123	0.40606499256436207	0.6811213959774047	0.8039705740991003	0.8218839588127859	0.7130691938411431	0.749540573703287	0.7907164788437725	0.7923675862731904	0.808629863557458	0.837716495807205	0.8547138551662133	0.8251861736716218	0.8054633561585741	0.8014939129549734	0.8046604203538572	0.7951382802472138	0.7833656580963636	0.6376950087927125	0.5443169673906283	0.52743269758158	0.7058766984636785	0.6657185992728342	0.6342910133389125	0.6046502422943608	0.6554387591814579	0.7214943653131732	1.0	-0.20487868318528027	-0.0736269515015465	0.06776891281361146	-0.027531650937795093	0.1166349073513862	-0.07078840379754708	0.11536830439183267	0.22898937523678126	0.2391674347331935	-0.022974142074401616	-0.024195509213971084	-0.03925903726866119	0.2954181768833651	0.18639985072179405	0.19005264318550644	0.22702161706747487	0.08861131687126451
AmtR	0.02163968538487201	0.07040389932768262	0.038026361174095705	0.07709880068532267	0.029827368801985853	0.05754561749721517	0.11920204013548127	0.2247824439782642	0.16277544373512165	0.19877184748743293	0.06851530384334835	0.15819531696173614	0.15185099320897252	0.16719724513856296	0.009539103539137466	-0.07775472007509146	-0.09606391821363747	0.12366907735890666	0.030438052371770587	-0.010817015453687002	0.18462434478741993	0.1456763037811491	0.08947079745096155	0.0243764524939073	0.05009301615484221	0.1668919033536706	-0.028221497192551924	0.08014090957925032	0.015103109397176155	0.07636371861058179	-0.12155430277465211	-0.13881176809856885	0.15567341999762513	0.19519821770869264	-0.08448354829771955	0.05967170103646573	0.03730258805435084	-0.03340099858072615	-0.10247609569637718	-0.14669410973079033	-0.08992315565080208	-0.08098908120395135	-0.023358646544266077	-0.056901007062442395	-0.1320942488309368	-0.08897320343113695	-0.05018348779481032	-0.06867362921329255	-0.11894193417057297	0.010093242333942131	-0.13380190103533482	-0.1407682173128792	-0.15105936635925157	-0.16004998558108238	-0.1682263600432002	-0.11014356718367439	-0.09669721969341423	-0.10329034045609016	-0.12493568031846017	-0.10272489270628947	-0.17174344504696043	-0.134774471164992	-0.06267988306540534	-0.04027684321830241	-0.14356152919689455	-0.07186275452216838	-0.10772345081452749	-0.1371041158941708	-0.2073101085094232	-0.12513924150838843	-0.20487868318528027	1.0	0.20521795183516067	0.09206054814504866	0.09936613307247344	0.1710535987922036	-0.005614896155520749	-0.0036245200762223566	0.014831694477271827	-0.0701437933627743	-0.06908075159314904	0.1502451215995386	-0.009493867719153412	-0.01251335870308904	-0.06654754567404199	0.08104562597893142	0.1220518967944767	0.06169600398075216
VanR	0.1067395717298743	0.238760312353337	0.14345974860193045	0.09500087644401219	0.05287501908386156	0.040842290968103094	0.12927831903692938	-0.038919768618780784	0.11770925807600749	0.0996714748573658	-0.024455615178879394	0.04762766396571125	-0.015193581037144263	-0.033796812005586624	0.016708981006610085	0.1147350029120559	0.09877806741268073	0.04326240733725	0.34213546997189725	0.07180620974718831	0.1914210267400241	0.36091964422027584	0.10334688523107022	0.23705266014893894	0.04437068492685933	-0.01877851977088057	-0.16251533777021335	-0.20721963686945508	-0.00986706323402186	0.2162328740012779	0.005038139450724056	0.06344889200513426	-0.0031608529213857993	-0.004721488710835675	-0.025360331578560484	0.09740968385816309	-0.2089046711638611	-0.2668856834284228	-0.2419946734821969	-0.158896472171489	-0.19709812214802291	-0.06919384114310917	-0.017025631746498463	-0.06378816065501468	-0.03895369548376882	-0.16226654076030103	-0.11899847894555303	-0.05614330707770948	-0.18499754030228838	-0.14177471430752442	-0.20956059055362988	-0.1845112552374598	-0.16310340343000604	-0.15946191992128966	-0.16161062137053225	-0.08492459754256408	-0.16842992123312844	-0.1292896279919254	-0.20544413093508093	-0.18725933130149108	-0.16626991082888987	-0.019547528710609496	-0.11344578204251037	-0.12701652803772667	-0.07721189023528281	-0.03048328819175464	-0.11393206710733894	0.15854589456661258	0.14754228135549136	-0.09635795104353383	-0.0736269515015465	0.20521795183516067	1.0	0.1510028215842715	0.1539996946582151	-0.21851728291047265	-0.173869528586211	0.021978954034752418	-0.209651062193598	-0.19844388779254854	0.13325907119552619	-0.057862268237103553	-0.11307258652764192	0.048294892310476054	-0.023912785339070743	0.06529225166948448	0.024602631593827574	0.04098930738305127
CblR	-0.040751819328134986	-0.039372126818621324	-0.028854798672328683	-0.00319477978637384	-0.06565413822935692	-0.13195854137098462	0.030980882211579238	0.013938287032586753	0.01673159891660211	-0.10444385386568354	-0.09838225398782026	0.06237454128051297	-0.10089284199693527	-0.08248186326342515	0.10514500907543639	-0.010342039343854432	-0.13598452934956545	0.017534534721319075	0.1407682173128792	0.10925015973898931	0.09375689139445069	0.026751333043070154	0.17489864349084822	0.12848669218720843	0.005490497650564599	0.0918456780001244	-0.08892796761115289	0.07173835601721223	0.06790462027356362	0.08405380800787103	-0.038433483553952194	0.06643445612408186	0.17917342847934137	0.2713527206518482	-0.060960921906011274	0.01279608257798938	-0.14046287552798684	-0.09898162860260898	-0.16328434670994227	-0.05206077432414858	0.006395214050245687	-0.017364900396378873	0.0637316158800346	-0.08524124828245246	0.09820131070788404	0.06047463684118269	0.12785339070743168	0.11171551192812028	-0.07746068724519511	0.00930161548422118	0.012366342288140864	0.014718604927311692	-0.010613454263758757	-0.037166880594398675	0.025609128588472783	0.06205789054062459	0.05962646521648167	0.0039524797711067506	-0.02277058088447337	-0.022725345064489314	-0.011359845293495655	0.04644022369112982	-0.045003986406636096	-0.06878671876325268	0.024048492799022905	0.010251567703886322	0.06152636965581196	-0.017534534721319075	0.0005937201372907137	-0.04602179235627732	0.06776891281361146	0.09206054814504866	0.1510028215842715	1.0	0.03387597469055872	0.032258794126128774	-0.09104274219540744	-0.11712119241621478	0.005354790190612436	-0.15904348858643716	0.08338657966310623	0.03973401337849376	0.05760216227219524	0.14929516937987344	0.32348700318347084	0.04480042521670785	0.032473664271053033	0.08204081401858061
