	LiuR	NtrC	GntR	NnrR	FadR	GlcC	CueR	NifA	FadP	MerR	FixJ	AcnR	FruR	NmlR	PaaR	PdxR	RbsR	BioQ	PhnR	ZntR	HrcA	QorR	PurR	CsoR	LexA	FabR	PrpR	RutR	DasR	FnrN_FixK	HcpR	AmtR	TtrR	PhsR	MetJ	NorR	CblR	ExuR_UxuR	LtbR	NagR	VanR	NiaR	CadR-PbrR	NarP	NrdR	HypR	TyrR	NikR	NagQ	HisR	PsrA	LldR	PdhR	SdaR	LiuQ	SoxR	BirA	Phr	MetR	SahR_SamR	RbkR	CzrA	NsrR	KdgR	FUR	NagC	NrtR	ArgR	MntR	ThiR	Zur	IscR	SiaR	Irr	XylR	ModE	NadQ	AgaR	GulR	AraR	PhnF	GguR	HutC	PhrR	CcpA	Rex	HexR	TrpR
XylR	-0.6406102970829413	-0.6140216287877032	-0.6423161251744071	-0.68627828174903	-0.4453231107258577	-0.43223968738846064	-0.5848626298492103	-0.6770051592028962	-0.6416718042376849	-0.661126588204755	-0.5444002021035457	-0.49096791837983417	-0.47171709211935237	-0.4765541345471907	-0.5696492390986924	-0.5650972739198353	-0.4681524676564796	-0.32441559163958816	-0.4685511122648113	-0.3904700761596618	-0.48632788055495035	-0.4160459090255921	-0.44647732592905054	-0.5229892783141968	-0.45005353889797944	-0.37788727628389057	-0.4465607631726548	-0.24164816368533035	-0.2520337828128549	-0.2258437591259485	-0.26195817939934457	-0.08471893237411406	-0.2258275352174699	-0.3382615386754801	-0.11805906429766701	-0.1404411048945214	-0.09856951481242844	0.054403400531217116	-0.05116788964033912	0.0988916752807895	0.13215532306437183	0.0865893172515772	-0.04236294273887387	0.03844370999068284	0.2443436501939916	0.1792811417923247	0.19170865568694345	0.15689446579304783	0.04655102882756767	0.12202233336887142	0.13136266925013096	0.0029434805382629295	0.08197477414001697	0.012631471601207058	0.01646726710579379	0.07130639546472227	0.6587509444632436	0.7033643750782225	0.7536098196364918	0.780562367021893	0.7086000621143924	0.7353718288053177	0.7530118527239942	0.8062633557532297	0.7819947063704336	0.7874181272047133	0.7531717741075692	0.7536376320510265	0.7618353412351493	0.7500312889663516	0.7041408049839847	0.5626219690262411	0.5199484543250622	0.6793970268528863	1.0	0.6487013920113475	0.6614232539597925	0.6791559859269183	0.52679957910546	0.6028062726265581	0.5680592960677882	0.41316500642003234	0.3640158345346751	0.49221020622905376	0.4303716202122087	0.3900853377585975	0.2600483936012905	0.1545257751551701
ModE	-0.6081439385160222	-0.6056269150006258	-0.6690183608289954	-0.6631128581427796	-0.539922403363448	-0.43465936745298545	-0.6383343144935127	-0.6201728078023093	-0.7189277387116363	-0.6680588325275458	-0.6395951439524222	-0.6153890725023293	-0.5204629839939554	-0.5093194765703585	-0.5119153019269368	-0.5600979924072108	-0.549297504762876	-0.4667618469297412	-0.3530786025188777	-0.4122634206488636	-0.4591087975302576	-0.34736083363077164	-0.48841149394384675	-0.42015055787068156	-0.34282972776281573	-0.3047684384719859	-0.30356555154335724	-0.12494031919381081	-0.3704034190728268	-0.15982404012404336	-0.24033402709856255	-0.09640478188113902	-0.05799583740862463	-0.19570900797752758	-0.1905915237031303	-0.041822918356657135	-0.0674520583504457	0.06820531124409565	0.0686016381512161	0.12184155267439543	0.09121081346677112	0.196346375810616	0.08774816785719253	0.09547306599422428	0.2753915756196374	0.1221498069354891	0.2054642123755974	0.12099095632987378	0.2669481901071242	0.22735258261445968	0.10809758449179765	0.03441090988314151	0.0033374897441721405	-0.011822593878487562	-0.08297602106326861	0.08491825467827989	0.6922370915631041	0.717639096838192	0.7044652831535569	0.7363638049237244	0.7066485576945363	0.7645192392377544	0.7563817902851236	0.734982455001831	0.7224784569672416	0.7478109312059926	0.7797534892991735	0.7616429720346172	0.7677617032322661	0.7262563099415476	0.7070495200040792	0.4690216056106911	0.5666060974083466	0.6070407127394765	0.6487013920113475	1.0	0.6448887735188731	0.5639569649239099	0.5851546602018254	0.5545355095002573	0.5458835308787332	0.3550324246399451	0.45312449300286006	0.5010499186486875	0.44699880870157743	0.39734669565338315	0.36983558227607527	0.33387876568504293
NadQ	-0.5627610310989148	-0.580598059620546	-0.6312212894762459	-0.6522822403826988	-0.43754954086339004	-0.4461412592534221	-0.5751954980971673	-0.6258349518613459	-0.6279626015732556	-0.7270860469751681	-0.6132591050892083	-0.5686271328645396	-0.5575554741784908	-0.49179997311466594	-0.5678553383611998	-0.4732769050345106	-0.532526618798411	-0.3670357992129087	-0.41703788514399875	-0.4064529437123084	-0.383408040569042	-0.3837719196592052	-0.48601499089143424	-0.49456730836087537	-0.36261826070430303	-0.33077304606199387	-0.33397610913591463	-0.16662649317900532	-0.31048620736009197	-0.27183853966282084	-0.22292577330100913	-0.2148323606713917	-0.28698239937700193	-0.1766041968933533	-0.10967593901664573	-0.07155207179311272	0.09696798327546806	0.0779095262155184	0.049900107077795956	0.11289986140146757	0.12278717476857753	0.13299433090283733	0.08268630841186478	0.017693331046534803	0.316234106363944	0.15538564230453666	0.15452113975274764	0.1498532895133291	0.20589530480088628	0.22001705828091467	0.1276079932879373	0.06662232131682512	0.055752302636153356	0.036747152704062	0.0641400633195971	0.06517144035859473	0.7167560526767132	0.7383686164714389	0.6983117864377396	0.7198246890803826	0.7034130468036582	0.6970579100824638	0.7427212593461301	0.7295914819845085	0.7614088842122829	0.7460471605842461	0.7523930265005957	0.736389299637048	0.7263397471851519	0.7308499937422067	0.6867001033694741	0.5020534832731504	0.4963635267995791	0.6076572212616639	0.6614232539597925	0.6448887735188731	1.0	0.5957419193347271	0.5526558538179492	0.5417927882409111	0.5276362692427143	0.28343168112139655	0.36442606764906293	0.44572175533418934	0.3593039479722432	0.35840931530470815	0.3302631517955231	0.36068993329655913
AgaR	-0.7423110262317423	-0.7678636820855602	-0.6487477460355721	-0.7785876855899245	-0.39212259712326925	-0.42192128159606174	-0.5161010703144193	-0.6400841789079919	-0.533210340655724	-0.5979506885890299	-0.4708016001409162	-0.47426656345170604	-0.4362608989899458	-0.5462798577858536	-0.4790294394407851	-0.5870273627804998	-0.4667456230212626	-0.23860038659256202	-0.4010851477070982	-0.3113669338203596	-0.581101000783383	-0.47062313714765147	-0.6023010137625098	-0.5688426790771841	-0.5873680648585506	-0.5119500674451053	-0.39836648418632464	-0.07326948839063463	-0.06127074922009354	-0.11620953873110494	-0.12753846225160037	-0.113537229234556	-0.08007657684801905	-0.32742165011055435	-0.19970472486568921	-0.10302181883920253	0.06546810611363225	0.12133397610913592	0.1398663149941362	0.22629802856334974	0.1669254766352541	0.06792486939753675	-0.040972322012135486	-0.0880332451061739	0.15575647449833357	0.051624476778951565	0.16091799509574423	0.027246895439227557	-0.04888031854485447	-0.01522729695778539	-0.00022481701748937335	-0.05537915274114522	0.0743866203744478	-0.0211258465403674	-0.02559669217683133	-0.05156421654745957	0.5674335167407558	0.6364986951342181	0.7581756910226162	0.8045552099605527	0.6586883665305403	0.7157826181679963	0.7257093324556971	0.7593832133536673	0.781375880147035	0.7697271138593897	0.6694239585409607	0.689432673097515	0.6836870917948742	0.7123199725584176	0.7028544808117517	0.48614478215926316	0.6230374864993904	0.6900399108148574	0.6791559859269183	0.5639569649239099	0.5957419193347271	1.0	0.6623109335236939	0.6225530869462432	0.6391431922162323	0.5800580352383292	0.38695875882464736	0.42348109451122	0.3337767868317488	0.2837492061873352	0.15371921513366182	0.11153473538805271
GulR	-0.6266252879743754	-0.7244369144907316	-0.6497420398551901	-0.6725644436821783	-0.4624161571586837	-0.43052922389457243	-0.5399108148573919	-0.6161863617189927	-0.6069874056116181	-0.5531680657856312	-0.48345393105302437	-0.5036457440052658	-0.5116974380130811	-0.4657582823052783	-0.3942432937315453	-0.48759102771507107	-0.4820679457287084	-0.27042474192397015	-0.34899249528347803	-0.3097260013628083	-0.5107054618946744	-0.3254400155749521	-0.452651681955769	-0.4940643671980383	-0.3854916539579384	-0.4111555594698954	-0.29601216329595653	-0.08521723813452865	-0.22220728592552763	-0.13703640181522359	-0.18249811107351285	-0.08139303113599808	0.006457115574488599	-0.1868113530276131	-0.16142093625858128	-0.06683554982825834	-0.03840894447251438	0.022630034626456096	0.08676546254363073	0.25952227542634115	0.09012381159870395	0.08300151577659215	-0.023202506825630066	-0.06586675072196392	0.09648126602110962	0.17479407224738217	0.25025842368505224	0.05699227278416176	0.11931294065294279	-0.023770343622381576	0.04024224613059783	-0.06369970008946327	3.2447816957229144e-05	0.07316750953734048	0.06596177647162438	0.03168529325873426	0.5822505805841535	0.6203025990701383	0.6839744867450668	0.70799282439705	0.6485808715483635	0.6545211397527476	0.6637432728722344	0.6820925133615475	0.7092374299474808	0.690619336117665	0.6801525974477475	0.6874046845376881	0.6705874445489985	0.6826139961340744	0.6636018930983494	0.4385345638781631	0.534174504359596	0.5452762931613908	0.52679957910546	0.5851546602018254	0.5526558538179492	0.6623109335236939	1.0	0.5132850633427741	0.5377623058345811	0.36911941260180503	0.4075306747755306	0.4456800367123872	0.3167579068376821	0.2103800566446176	0.24108959769342375	0.17102780777913235
AraR	-0.6347882316403298	-0.5889533724870325	-0.5667868781028225	-0.6626215054859987	-0.33517436066212086	-0.38957544349212675	-0.5504980739902935	-0.5855764818222694	-0.5898874060751584	-0.5995545378272015	-0.4524245472370684	-0.49228437266781316	-0.4547770139664675	-0.3771247525853957	-0.43377400559029533	-0.5082463809095586	-0.4739930747087808	-0.4499677839531639	-0.3362729510362442	-0.4428385350274184	-0.4674942405124901	-0.3432121484626688	-0.5059263619971168	-0.4780884527490254	-0.3320987711548178	-0.3109798777180841	-0.3223621083664378	-0.11830010522363499	-0.09806657364959138	-0.07852371703649452	-0.0834673737200495	-0.13969248740329393	-0.1115416884916864	-0.20856066119380154	-0.1913563651028364	-0.12587898818435922	0.04595769731749262	0.030408239891346167	0.016766250562042544	0.06789705698300198	0.07471805164765379	0.16515243520866263	0.1398663149941362	0.07091702166123552	0.1322294895031312	0.1452039808836004	0.2141602273201348	0.11104338273127182	0.0955796802499409	0.03305969007699403	0.031699199466001644	0.02226383783508165	-0.06719711121721032	-0.10942099188341035	-0.050583828935109	0.07135506719015812	0.6123343423059273	0.6100838544298223	0.6982376199989803	0.7326044935591083	0.6371893700951649	0.7037746081926103	0.700386129021791	0.6671549290551659	0.6700845033861614	0.6784189569417469	0.6388557972660397	0.6258581288734582	0.6358705981059746	0.6480153524528232	0.6353560684370814	0.46008686744139693	0.49326244257895246	0.5317455534902262	0.6028062726265581	0.5545355095002573	0.5417927882409111	0.6225530869462432	0.5132850633427741	1.0	0.5621885588997408	0.3396058053779939	0.45707385586679705	0.3837927789701063	0.25974477474261926	0.3406557240266814	0.19697215513764826	0.25668772684500607
PhnF	-0.694156148166003	-0.6844264384812567	-0.5855695287186357	-0.6954818732588269	-0.4498495811913911	-0.33908664030667823	-0.5599751542430156	-0.5185485627934789	-0.553810069021142	-0.4941848876610223	-0.4164236943230227	-0.49443056398941276	-0.4288558436200639	-0.528417334550899	-0.5038659256203327	-0.511264027886581	-0.5355628073851232	-0.22689136007342478	-0.2749187645725464	-0.2725778863492034	-0.4826218763181926	-0.3175018889264872	-0.49201088392488795	-0.48058693465473207	-0.46640260324200045	-0.388050396095137	-0.34824619549346175	-0.09505587977620276	-0.16562292855454247	-0.17831697808845276	-0.16709003342125148	-0.12854434457727448	-0.20798587129341634	-0.2812507242816285	-0.21134885575091203	-0.1591843545897437	-0.034480440919478425	0.19072363267217043	0.022022796909113664	0.3049515368676732	0.16290890043619136	0.14309719048259176	0.17905632477483532	0.10480413107063889	0.21403043605230587	0.02594434735851593	0.10980804798568587	0.1837496697275774	0.0924415128099346	0.024688153302028917	0.0006466386379333521	0.05521691365635908	-0.1867673167045997	-0.13128850281137158	-0.14014675684069514	-0.032955393522488656	0.5863992657522563	0.647229651742216	0.7062777255007393	0.7310840815645411	0.6326443580199415	0.688899601818932	0.6938710709170217	0.6517236743907923	0.6727150942609083	0.6920933940880077	0.6664155823687834	0.6574159485655747	0.6620073146650226	0.690378295191697	0.682148138190617	0.5074328677844167	0.5096949441665778	0.561537284859385	0.5680592960677882	0.5458835308787332	0.5276362692427143	0.6391431922162323	0.5377623058345811	0.5621885588997408	1.0	0.4834886965711928	0.506953103633692	0.4236873699190195	0.21369436937667743	0.2739986371916878	0.18787286018235674	0.25007300758815376
GguR	-0.4694851458529372	-0.45796617083312086	-0.36332747727493964	-0.5282435069600567	-0.2944222202650523	-0.32941950855463514	-0.342199313033361	-0.33828008028517	-0.2984666088786498	-0.2894600219718075	-0.22658774121475356	-0.2586183719539612	-0.21051680101608022	-0.3666348369033658	-0.3587824651997163	-0.4897418544390931	-0.34960436840324294	-0.03725472926932152	-0.21318215740899546	-0.16584311016960937	-0.3519243873156848	-0.3980814069373433	-0.4359248323143174	-0.3917100463076702	-0.5362766593581821	-0.2512341758949803	-0.331296846535732	0.08454742248448299	0.00482777162299345	-0.12844468342519155	-0.1536265070852126	-0.11290449680389003	-0.017985361399149868	-0.2743092091539927	-0.10686688514863418	-0.020887123315610646	-0.047271833904260395	0.18813707812043703	0.10259072641391362	0.2744760836412013	0.21072075872266852	-0.0847977342152959	-0.02950433641896621	-0.04503988763784528	0.1066652451432571	-0.010304499585131483	0.15449100963700163	0.10529780142863103	-0.018089657953655247	-0.0332613300823711	-0.22976299187413957	-0.05743727141671804	-0.02154535045960015	0.0524889793307406	-0.07110707316055644	-0.1964900732857123	0.24569487000013907	0.3787286018235673	0.43799453949594636	0.44524662658588704	0.34150632037120304	0.44840797103800567	0.4136053696501662	0.43486564286078494	0.395837872164872	0.3956339144582837	0.3509254580936444	0.3567266642253547	0.3527471712456717	0.377087669366016	0.3777366257051606	0.21639449128776114	0.4935706968400462	0.556422118286199	0.41316500642003234	0.3550324246399451	0.28343168112139655	0.5800580352383292	0.36911941260180503	0.3396058053779939	0.4834886965711928	1.0	0.2752548312481748	0.274784337902295	0.14128243043419814	0.05085036457440053	0.1513343005873055	0.04532496488682665
HutC	-0.4370071987799621	-0.45562761031098914	-0.4532635550755339	-0.5084711979270481	-0.43027427676133706	-0.37485108769717845	-0.39783804831016406	-0.43910935377854826	-0.48045019028326946	-0.3856005859148662	-0.34334425743170893	-0.46535268459331297	-0.443758662408277	-0.3650356230676166	-0.30351224441549896	-0.3965656303451984	-0.4139391186245834	-0.32885862486151735	-0.2869151860418762	-0.3635916952130199	-0.2751482169924582	-0.31426637803560914	-0.30609879896723236	-0.24909725537822566	-0.21808873087317077	-0.2428394621079029	-0.19625366776216677	-0.15965716563683477	-0.3312087738897052	-0.2979451261061229	-0.2451223978009651	-0.0753461486758973	-0.12377683318577302	-0.0332010698508791	-0.12797419007931174	-0.14621913401411943	-0.052472755422261985	-0.03607270165159388	-0.07381646587648506	0.14066823961322203	0.0950952806967937	0.24286032141880398	0.2364959138927646	0.09438374642494589	0.30819400086218485	0.1395395191233527	0.04233744802555034	0.1819511335876624	0.22617055499673205	0.15398806847416457	0.12067111356272395	-0.03440859218193027	-0.1350779442917337	-0.046092123987743996	-0.15021948630470355	0.010985903741233295	0.5117298858300383	0.4890813095938924	0.4760233809698189	0.49486860951833533	0.4130166735425136	0.5626335575322972	0.5438671308249625	0.4863603283719076	0.49315119292081344	0.5226578470409908	0.5453713189110513	0.5448034821142997	0.5067769583416384	0.5150094330439297	0.5331523981254432	0.3672513454255531	0.43336609017711875	0.4175964511359054	0.3640158345346751	0.45312449300286006	0.36442606764906293	0.38695875882464736	0.4075306747755306	0.45707385586679705	0.506953103633692	0.2752548312481748	1.0	0.4348471012510951	0.08268862611307601	0.2537511994103768	0.3177174351391316	0.4539310530243683
PhrR	-0.3694647500822784	-0.43725287510835253	-0.4734692742350427	-0.4748575772605699	-0.4548465450028044	-0.44962476417390174	-0.4773676476723327	-0.4937839253514794	-0.5444396030241365	-0.48133091674353706	-0.44013841311633467	-0.47054665300768084	-0.5066564378786544	-0.3901965874167366	-0.41995355326772693	-0.46781640098085114	-0.3833547334411837	-0.2963343237643176	-0.3986260667219825	-0.4102887392168951	-0.4455247507312347	-0.26633631698735927	-0.15892940745650833	-0.3689293611024841	-0.32512249050901354	-0.15624319175269202	-0.2576356666403994	-0.27623290115931415	-0.4042372213543719	-0.26471160843828656	-0.26595621398871744	-0.23166118916613745	-0.07401115277822844	-0.13573848913693443	-0.09444168895522664	-0.10477400095489289	-0.16803333781422233	-0.07078259499098415	-0.02620161219296253	0.17069637650592637	0.032603102938381597	0.11977648089518891	-0.03354177192893001	0.022734331180961475	0.26313557161464973	0.16916669370651413	0.2535565125086334	0.05803987373163801	0.13489484589604647	0.2403224385925064	0.17775145899291248	-0.0330341953636705	-0.05103809837251021	0.058649429150191675	-0.05456795731721449	0.02498481905706644	0.5979182407720727	0.5956747059996014	0.5136883433535282	0.5663859157932796	0.5356300207202488	0.5407498226958574	0.5807371216932198	0.6189513792639908	0.5903092276956023	0.6148281888092114	0.6547807222884054	0.6414562580250405	0.6464833519521997	0.6057335292563424	0.5984582651542893	0.4207601132892352	0.3358766241291238	0.515113729598435	0.49221020622905376	0.5010499186486875	0.44572175533418934	0.42348109451122	0.4456800367123872	0.3837927789701063	0.4236873699190195	0.274784337902295	0.4348471012510951	1.0	0.3624954225401078	0.3079877254543853	0.4043809188294682	0.28941135024637166
CcpA	-0.23243761907189972	-0.2698661759320635	-0.343606157668578	-0.3632672170434476	-0.31081300323087546	-0.20939503362984457	-0.3115778446305816	-0.4387756048041311	-0.44715177698151864	-0.43547751598054985	-0.3519475643277971	-0.3818273683429827	-0.32639259077276794	-0.27870588835169724	-0.341656970949933	-0.2442463067431199	-0.23408086923066226	-0.17948278179770177	-0.2379097116316153	-0.21117966356249218	-0.2743300684648938	-0.25599936958527053	-0.03496715817383686	-0.32166911570427986	-0.18289675568184452	-0.16206757489651463	-0.1657318605114703	-0.20600887216023658	-0.3404401778140369	-0.0737214401268246	-0.08389846614533841	-0.04770060862833807	-0.004192721491116251	-0.2544094265543663	-0.07667187376872123	-0.05257936967797859	-0.16666589409959626	-0.04692186102136457	0.014573705216218346	-0.019366711321043336	-0.07870449773097052	0.11091127376223167	-0.17349152416667052	-0.014997844537873556	0.0402097983136406	0.05027093927159286	0.25341281503353713	0.08634364092318675	0.1018560151299535	0.14994831526298955	0.19087428325090042	-0.10185369742874227	0.08247539760164278	0.15853539825059912	0.16765555251679173	0.3340410047698291	0.42729834840611686	0.33245106173892486	0.4012079858712934	0.40561393587384287	0.35388748024159716	0.3400902049311411	0.3990525237448489	0.49445374100152506	0.44813448229508046	0.4655983609217034	0.4395311753989923	0.4308606551677784	0.4358367596682906	0.42476973638466425	0.40110600701799926	0.2311883781190464	0.173586549916331	0.3344466024817945	0.4303716202122087	0.44699880870157743	0.3593039479722432	0.3337767868317488	0.3167579068376821	0.25974477474261926	0.21369436937667743	0.14128243043419814	0.08268862611307601	0.3624954225401078	1.0	0.19877069127756325	0.3189736291956186	0.12204087497856127
Rex	-0.28612948533126903	-0.30702819715293583	-0.33927900950721035	-0.3918166605633868	-0.27558394482016957	-0.2587481632217901	-0.3673649127849034	-0.36655139965976147	-0.4709058966954216	-0.47826459804107896	-0.2720656743815214	-0.33921643157450715	-0.36282917151452504	-0.27971177067737135	-0.32000500623461625	-0.26001131038191083	-0.3539894590948913	-0.38171843638605485	-0.23844046520898712	-0.24391487546991392	-0.13315656998762349	-0.15762454167458548	-0.16712479893941992	-0.1304054586498927	-0.0617968673950429	-0.12268287821407216	-0.1691110688774446	-0.1425502129967413	-0.3531249565431023	-0.24347914764220255	-0.28040012793710684	-0.16771117734586127	-0.06722260593053386	-0.10626196513250298	-0.023577974421849432	-0.12334805846169535	0.014015139224311758	0.015162401323870933	-0.2158081128813198	-0.040096230954290296	-0.017830075417997412	0.17266410483426117	0.10835948472866672	0.1892704340127288	0.22608943545433896	0.2765898271458437	0.19950308486031215	0.09228159142635968	0.11815177234611622	0.21533298413301752	0.2667650917114369	0.24117535263823928	0.03028076632472848	-0.03938701438365372	-0.07475049946461101	-0.005483681065771725	0.48603121479991285	0.4975015180942934	0.36637525436770796	0.4369191261339353	0.4615632431129508	0.4261116853859668	0.4648427903268422	0.4122518321428075	0.4532195187525205	0.46678038853943105	0.4894266470743658	0.5105339520050434	0.4907384659599223	0.45466576430832845	0.43252244693623076	0.4520907982626512	0.24757684338365835	0.32684222480774666	0.3900853377585975	0.39734669565338315	0.35840931530470815	0.2837492061873352	0.2103800566446176	0.3406557240266814	0.2739986371916878	0.05085036457440053	0.2537511994103768	0.3079877254543853	0.19877069127756325	1.0	0.29036392544418743	0.33319736152894114
HexR	-0.0443909312987007	-0.16864057553156478	-0.3493679628796974	-0.31796542916873327	-0.4673574961410275	-0.3470294023575657	-0.39616698573686676	-0.40337271880258285	-0.5113428297277628	-0.41781663275097225	-0.3468671632727795	-0.467563771548827	-0.4880198024391488	-0.28302376570821997	-0.3055054674571573	-0.26348322679633435	-0.328663937959774	-0.3129313821379403	-0.2356708122615665	-0.28355915468801424	-0.17267569334031735	-0.30367911890270755	0.06512972173679257	-0.10273905929143239	-0.01451344498472635	0.0792167096986525	0.0016316616527063798	-0.3093945700896023	-0.5271194218726099	-0.27581571494129264	-0.3242209047378448	-0.19539148291158898	-0.15207364727368808	-0.03883308379416959	0.02393026500595649	-0.003073271806091846	-0.24542601665963631	-0.22204504684074147	-0.2563029884439418	-0.02285485164394547	-0.061597545090877066	0.06485623299386736	0.015394171444993996	0.05312866486504026	0.2958823720281276	0.31958782001659475	0.31996560531402535	0.33113228974973463	0.31487129805174036	0.4454019125670395	0.3546476862388808	0.0877690271680936	0.1176882321038701	0.14908613041241175	0.06399404814328956	0.27010953455924275	0.48649939044458146	0.4858087154836347	0.25383927205640355	0.3030394333684079	0.3256161608670057	0.3940717838419142	0.39003666603316167	0.38757758504804596	0.35173897121878633	0.3591046256680774	0.4945603552572417	0.45946108811436465	0.452018949525103	0.42275333633089357	0.4205237077656897	0.2397847319115009	0.13729598435088142	0.31684829718492014	0.2600483936012905	0.36983558227607527	0.3302631517955231	0.15371921513366182	0.24108959769342375	0.19697215513764826	0.18787286018235674	0.1513343005873055	0.3177174351391316	0.4043809188294682	0.3189736291956186	0.29036392544418743	1.0	0.3870027951476607
TrpR	-0.16661490467294918	-0.18916150205580098	-0.22632120557546204	-0.2990066332608665	-0.3589029856627003	-0.3330281693405213	-0.2978176525395052	-0.31940240391969626	-0.419974412578628	-0.4123005038682433	-0.3752729093176224	-0.5265515850758583	-0.41839837575499117	-0.30289110049088913	-0.2773847986612958	-0.2523837556957507	-0.32124961178504713	-0.3147322359790665	-0.15345036179315907	-0.27375991396693106	-0.033662292391914005	-0.07854689404860683	-0.14871529821861484	-0.0725185531981959	-0.00692297351794596	0.0583944820169563	0.04108820707269702	-0.27398936638684285	-0.4077925750123997	-0.4234741414075863	-0.3601406381094975	-0.08376403947508702	-0.2309913735160918	0.014328028887827898	0.030296990233207095	-0.078076400702727	-0.02364287005576389	-0.06625612452545068	-0.012557305162447678	-0.10150604224705768	-0.1461403321729376	0.18645210933987233	0.2630359104625668	0.19461041760340425	0.13201162558927554	0.09190844153135154	0.24177795495315926	0.27730831452132515	0.32918078532987843	0.4220325312542008	0.25410812539690636	0.12734841075227946	0.01284701781385151	0.0193412166077198	-0.09679415568462577	0.15300304545939156	0.4646944574493235	0.45265631735819145	0.27385262201538024	0.3146256217233499	0.3508188438379278	0.3673950429006494	0.38949895935215617	0.28562422646722074	0.32735443677542864	0.3754884555302669	0.42525645363902265	0.3983247655645225	0.4177911380376487	0.38212635179923143	0.3567034872132424	0.31288039271129325	0.072117590888653	0.1941538304647918	0.1545257751551701	0.33387876568504293	0.36068993329655913	0.11153473538805271	0.17102780777913235	0.25668772684500607	0.25007300758815376	0.04532496488682665	0.4539310530243683	0.28941135024637166	0.12204087497856127	0.33319736152894114	0.3870027951476607	1.0
