	AgaR	Irr	Rex	XylR	AraR	NadQ	CzrA	FUR	SahR_SamR	NrtR	NsrR	ArgR	MntR	KdgR	ThiR	MetR	Phr	BirA	NagC	SiaR	Zur	ModE	PhrR	RbkR	CcpA	NikR	PdhR	FabR	PhsR	GulR	TyrR	NagR	NiaR	IscR	MetJ	HexR	LexA	NagQ	HisR	LldR	NrdR	CadR-PbrR	TrpR	HutC	PhnF	CblR	HcpR	CsoR	RutR	PaaR	PhnR	QorR	FadR	PsrA	PurR	PrpR	GlcC	SoxR	AcnR	HrcA	NnrR	FixJ	RbsR	LiuR	FadP	MerR	ZntR	LiuQ	PdxR	NifA	GntR	CueR	NtrC	FruR	NmlR	FnrN_FixK	SdaR	BioQ	DasR	HypR	TtrR	AmtR	VanR	ExuR_UxuR	GguR	LtbR	NarP	NorR
AcnR	-0.5686053077357425	-0.6070016939582157	-0.3619424054206663	-0.5900621118012422	-0.42970073404856013	-0.37662337662337664	-0.46809712027103334	-0.5358554488989271	-0.6092603049124788	-0.577639751552795	-0.5573122529644269	-0.47939017504234893	-0.5019762845849802	-0.47148503670242803	-0.4771315640880858	-0.5211744776962168	-0.48616600790513836	-0.5753811405985318	-0.6679841897233202	-0.43195934500282324	-0.3958215697346132	-0.49294184076792774	-0.3190287972896669	-0.4601919819311124	-0.16544325239977414	-0.14059853190287974	0.08977978543195934	0.4601919819311124	0.020892151326933936	-0.5358554488989271	-0.2422360248447205	-0.13269339356295878	-0.46922642574816487	-0.3551665725578769	-0.32919254658385094	-0.23997741389045738	-0.02766798418972332	-0.044607566346696784	0.044607566346696784	0.06267645398080181	-0.09994353472614342	0.16544325239977414	-0.3269339356295878	-0.32806324110671936	-0.3404856013551666	-0.11349520045172219	0.2648221343873518	0.1857707509881423	0.23771880293619424	-0.00282326369282891	0.10107284020327499	0.19254658385093168	0.3190287972896669	0.3551665725578769	0.5110107284020328	0.17334839073969507	0.06945228684359118	0.21852060982495766	1.0	0.4376058723884811	0.7233201581027668	0.655561829474873	0.8136645962732919	0.37662337662337664	0.2523997741389046	0.47600225861095424	0.3675889328063241	0.4025974025974026	0.41727837380011296	0.5990965556182948	0.5629587803500847	0.4624505928853755	0.5471485036702428	0.0818746470920384	0.25578769057029926	0.3845285149632976	0.2682100508187465	0.2761151891586674	0.22755505364201017	0.07396950875211744	-0.1417278373800113	-0.08639186900056466	0.07848673066064371	-0.07848673066064371	-0.15979672501411632	-0.18690005646527386	-0.26256352343308864	-0.13608130999435347
HrcA	-0.4500282326369283	-0.6239412761151891	-0.4150197628458498	-0.6487859966120836	-0.5471485036702428	-0.5911914172783738	-0.5098814229249012	-0.5923207227555054	-0.5911914172783738	-0.6070016939582157	-0.5945793337097685	-0.585544889892716	-0.6160361377752682	-0.49520045172219085	-0.5460191981931113	-0.5990965556182948	-0.6770186335403726	-0.5878035008469791	-0.5448898927159797	-0.44438170525127046	-0.5448898927159797	-0.30886504799548276	-0.313382269904009	-0.6329757199322417	-0.005081874647092038	0.028797289666854884	-0.017504234895539244	-0.023150762281197064	-0.017504234895539244	-0.5719932241671372	-0.2941840767927724	-0.08865047995482778	-0.3890457368718238	-0.44438170525127046	-0.3337097684923772	-0.3935629587803501	-0.4150197628458498	-0.34726143421795597	-0.20496894409937888	-0.39695087521174477	-0.20609824957651043	-0.05815923207227555	-0.07171089779785432	-0.19028797289666854	-0.24336533032185206	0.2896668548842462	0.2230378317334839	0.07171089779785432	0.09881422924901186	0.08639186900056466	0.2704686617730096	0.0660643704121965	0.11575381140598531	0.3145115753811406	0.3495200451722191	0.383399209486166	0.04009034443817053	-0.032185206098249576	0.4376058723884811	1.0	0.49632975719932243	0.7391304347826086	0.717673630717109	0.32919254658385094	0.4342179559570864	0.3675889328063241	0.32128740824393	0.2264257481648786	0.32919254658385094	0.6307171089779785	0.5064935064935064	0.5663466967814794	0.6002258610954263	0.3167701863354037	0.019762845849802372	0.5708639186900056	0.5245623941276115	0.20271033314511575	0.515527950310559	-0.09881422924901186	-0.015245623941276116	-0.10784867306606437	-0.07735742518351214	0.22529644268774704	0.026538678712591756	0.17334839073969507	-0.3890457368718238	0.003952569169960474
NnrR	-0.6182947487295314	-0.5324675324675324	-0.4409937888198758	-0.6092603049124788	-0.5539243365330322	-0.5979672501411631	-0.6420101637492942	-0.7651044607566346	-0.7300959909655562	-0.7267080745341615	-0.7142857142857143	-0.6691134952004517	-0.6318464144551101	-0.6081309994353472	-0.6645962732919255	-0.6363636363636364	-0.5652173913043478	-0.5798983625070582	-0.639751552795031	-0.5268210050818747	-0.5505364201016375	-0.5957086391869001	-0.3675889328063241	-0.5347261434217956	-0.17786561264822134	-0.0016939582156973462	-0.01637492941840768	0.26030491247882553	0.06832298136645963	-0.5979672501411631	-0.42970073404856013	-0.49858836815358554	-0.26256352343308864	-0.43195934500282324	-0.27837380011293056	-0.38114059853190285	-0.3608130999435347	-0.14737436476566912	-0.08752117447769622	-0.25578769057029926	-0.17447769621682666	0.14624505928853754	-0.13382269904009034	-0.26143421795595706	-0.34726143421795597	0.13156408808582723	0.6420101637492942	0.2546583850931677	0.13382269904009034	0.1756070016939582	0.16544325239977414	0.25691699604743085	0.3743647656691135	0.3269339356295878	0.5979672501411631	0.12478825522303783	0.02766798418972332	0.1541501976284585	0.7233201581027668	0.49632975719932243	1.0	0.7425183512140033	0.7933370976849238	0.6070016939582157	0.52343308865048	0.5708639186900056	0.47939017504234893	0.49745906267645396	0.32241671372106157	0.5765104460756635	0.5358554488989271	0.5866741953698476	0.6216826651609261	0.1067193675889328	0.21964991530208922	0.3337097684923772	0.26256352343308864	0.3687182382834557	0.3608130999435347	-0.1880293619424054	-0.0502540937323546	-0.33145115753811405	-0.08300395256916997	0.034443817052512704	-0.09203839638622248	-0.015245623941276116	-0.28740824392998304	-0.08639186900056466
FixJ	-0.5471485036702428	-0.6691134952004517	-0.49407114624505927	-0.6770186335403726	-0.515527950310559	-0.5392433653303218	-0.5189158667419537	-0.691699604743083	-0.6510446075663467	-0.717673630717109	-0.6758893280632411	-0.6149068322981367	-0.6149068322981367	-0.603613777526821	-0.577639751552795	-0.5460191981931113	-0.5437605872388481	-0.5708639186900056	-0.5945793337097685	-0.4647092038396386	-0.38114059853190285	-0.6239412761151891	-0.47261434217955955	-0.665725578769057	-0.07171089779785432	0.20609824957651043	0.15189158667419536	0.19028797289666854	-0.07396950875211744	-0.5268210050818747	-0.4342179559570864	-0.25804630152456237	-0.383399209486166	-0.3935629587803501	-0.23094297007340486	-0.2885375494071146	-0.37662337662337664	-0.295313382269904	-0.12365894974590627	-0.36645962732919257	-0.17786561264822134	0.14285714285714285	-0.042348955392433656	-0.21852060982495766	-0.17786561264822134	0.21513269339356295	0.5347261434217956	0.12027103331451157	0.20045172219085264	0.26143421795595706	0.14850367024280067	0.04009034443817053	0.37323546019198195	0.32128740824393	0.4872953133822699	0.3461321287408244	-0.029926595143986448	-0.04799548277809147	0.655561829474873	0.7391304347826086	0.7425183512140033	1.0	0.8667419536984754	0.5143986448334275	0.46357989836250707	0.44551101072840205	0.4522868435911914	0.30660643704121965	0.37662337662337664	0.5798983625070582	0.6047430830039525	0.453416149068323	0.6182947487295314	0.1981931112365895	0.11688311688311688	0.5076228119706381	0.3585544889892716	0.33483907396950874	0.5087521174477696	-0.1259175607001694	-0.3178994918125353	-0.22868435911914173	-0.3111236589497459	0.19254658385093168	-0.010728402032749858	0.025409373235460192	-0.43873517786561267	-0.23997741389045738
RbsR	-0.5957086391869001	-0.7752682100508187	-0.5290796160361377	-0.6352343308865048	-0.5878035008469791	-0.5403726708074534	-0.6182947487295314	-0.6849237718802936	-0.6713721061547149	-0.743647656691135	-0.6826651609260305	-0.6533032185206098	-0.6770186335403726	-0.6171654432523997	-0.6205533596837944	-0.5889328063241107	-0.6702428006775832	-0.7086391869000565	-0.7052512704686618	-0.5889328063241107	-0.5618294748729531	-0.5731225296442688	-0.44889892715979673	-0.6318464144551101	-0.023150762281197064	0.06380575945793338	0.1293054771315641	0.27837380011293056	0.07622811970638058	-0.5708639186900056	-0.42631281761716544	-0.2140033879164314	-0.4748729531338227	-0.3890457368718238	-0.20609824957651043	-0.42405420666290233	-0.3608130999435347	-0.24110671936758893	-0.13495200451722192	-0.2795031055900621	-0.1541501976284585	-0.033314511575381144	-0.1880293619424054	-0.3156408808582722	-0.37888198757763975	0.12140033879164314	0.5539243365330322	0.045736871823828344	0.16883116883116883	0.07171089779785432	0.16205533596837945	0.03557312252964427	0.46696781479390176	0.42631281761716544	0.5945793337097685	0.2885375494071146	0.017504234895539244	0.06380575945793338	0.8136645962732919	0.717673630717109	0.7933370976849238	0.8667419536984754	1.0	0.44551101072840205	0.453416149068323	0.4906832298136646	0.3958215697346132	0.5245623941276115	0.46696781479390176	0.7278373800112931	0.6691134952004517	0.5911914172783738	0.6623376623376623	0.28514963297571994	0.06041784302653868	0.5561829474872954	0.39695087521174477	0.38114059853190285	0.4376058723884811	-0.04121964991530209	-0.2456239412761152	-0.08639186900056466	-0.16092603049124787	0.09316770186335403	-0.09994353472614342	-0.015245623941276116	-0.5064935064935064	-0.18012422360248448
LiuR	-0.49520045172219085	-0.5008469791078487	-0.5979672501411631	-0.7188029361942405	-0.665725578769057	-0.6171654432523997	-0.7526821005081875	-0.8159232072275551	-0.8023715415019763	-0.6521739130434783	-0.7425183512140033	-0.7233201581027668	-0.7165443252399775	-0.7470355731225297	-0.7131564088085828	-0.5640880858272163	-0.4782608695652174	-0.5719932241671372	-0.6747600225861096	-0.655561829474873	-0.4138904573687182	-0.5810276679841897	-0.5189158667419537	-0.5245623941276115	-0.04121964991530209	-0.21626199887069453	-0.44889892715979673	0.189158667419537	-0.16205533596837945	-0.35064935064935066	-0.3370976849237719	-0.6228119706380576	-0.269339356295878	-0.46809712027103334	-0.4748729531338227	-0.018633540372670808	-0.12365894974590627	-0.16431394692264256	-0.034443817052512704	-0.5392433653303218	-0.42405420666290233	0.003952569169960474	-0.1541501976284585	-0.46696781479390176	-0.427442123094297	0.19367588932806323	0.30886504799548276	0.4522868435911914	0.2885375494071146	0.6307171089779785	0.6860530773574252	0.5810276679841897	0.22416713721061546	0.2738565782044043	0.6341050254093732	0.35177865612648224	0.20271033314511575	0.27498588368153587	0.37662337662337664	0.32919254658385094	0.6070016939582157	0.5143986448334275	0.44551101072840205	1.0	0.6386222473178995	0.7526821005081875	0.805759457933371	0.5189158667419537	0.3675889328063241	0.4308300395256917	0.4839073969508752	0.49407114624505927	0.6487859966120836	0.12027103331451157	0.163184641445511	0.14398644833427443	0.2015810276679842	0.5268210050818747	0.2795031055900621	-0.26256352343308864	0.003952569169960474	-0.28063241106719367	-0.06832298136645963	-0.13495200451722192	-0.04009034443817053	0.06380575945793338	-0.033314511575381144	0.04686617730095991
FadP	-0.5053642010163749	-0.46357989836250707	-0.6205533596837944	-0.6363636363636364	-0.753811405985319	-0.8520609824957651	-0.8633540372670807	-0.7944664031620553	-0.8091473743647657	-0.8407679277244494	-0.8520609824957651	-0.8757763975155279	-0.8769057029926595	-0.7684923771880293	-0.8215697346132129	-0.6533032185206098	-0.7492941840767928	-0.7380011293054771	-0.6747600225861096	-0.6329757199322417	-0.7052512704686618	-0.7594579333709769	-0.6894409937888198	-0.691699604743083	-0.19706380575945792	-0.23771880293619424	-0.1857707509881423	-0.15753811405985318	-0.2490118577075099	-0.48842461885940147	-0.37775268210050816	-0.5369847543760587	-0.13495200451722192	-0.25917560700169395	-0.20271033314511575	-0.5223037831733484	-0.5686053077357425	-0.5573122529644269	-0.3167701863354037	-0.6984754376058724	-0.4647092038396386	-0.2862789384528515	-0.409373235460192	-0.49181253529079616	-0.549407114624506	0.30095990965556185	0.3337097684923772	0.30547713156408807	0.277244494635799	0.5878035008469791	0.5663466967814794	0.4906832298136646	0.3709768492377188	0.3935629587803501	0.4782608695652174	0.28740824392998304	0.47261434217955955	0.3359683794466403	0.2523997741389046	0.4342179559570864	0.52343308865048	0.46357989836250707	0.453416149068323	0.6386222473178995	1.0	0.7865612648221344	0.7504234895539243	0.5979672501411631	0.6002258610954263	0.4658385093167702	0.7459062676453981	0.7673630717108978	0.7684923771880293	0.26030491247882553	0.3551665725578769	0.2354601919819311	0.42518351214003386	0.5934500282326369	0.6103896103896104	-0.28176171654432525	0.015245623941276116	0.00282326369282891	-0.10220214568040654	0.13946922642574816	-0.07396950875211744	0.15640880858272163	-0.08413325804630152	-0.00282326369282891
MerR	-0.5335968379446641	-0.45115753811405984	-0.629587803500847	-0.6792772444946358	-0.7989836250705816	-0.7244494635798984	-0.849802371541502	-0.8283455674760023	-0.831733483907397	-0.779785431959345	-0.8068887634105025	-0.831733483907397	-0.8136645962732919	-0.8012422360248447	-0.8430265386787126	-0.6645962732919255	-0.6487859966120836	-0.6905702992659515	-0.6736307171089779	-0.779785431959345	-0.7312252964426877	-0.6849237718802936	-0.5708639186900056	-0.6431394692264257	-0.024280067758328628	-0.189158667419537	-0.2230378317334839	-0.0016939582156973462	-0.29983060417843027	-0.4398644833427442	-0.21964991530208922	-0.47939017504234893	-0.05138339920948617	-0.42631281761716544	-0.47600225861095424	-0.2015810276679842	-0.22529644268774704	-0.1789949181253529	-0.10446075663466968	-0.5482778091473743	-0.4376058723884811	-0.23207227555053642	-0.40372670807453415	-0.55957086391869	-0.6047430830039525	0.20271033314511575	0.14398644833427443	0.2941840767927724	0.269339356295878	0.49407114624505927	0.5561829474872954	0.5358554488989271	0.44664031620553357	0.4522868435911914	0.7323546019198193	0.3156408808582722	0.47600225861095424	0.5640880858272163	0.47600225861095424	0.3675889328063241	0.5708639186900056	0.44551101072840205	0.4906832298136646	0.7526821005081875	0.7865612648221344	1.0	0.7876905702992659	0.5787690570299266	0.5268210050818747	0.3235460191981931	0.6137775268210051	0.6634669678147939	0.6702428006775832	0.1981931112365895	0.4161490683229814	0.29983060417843027	0.3935629587803501	0.6758893280632411	0.3370976849237719	-0.2930547713156409	0.20722755505364202	-0.1383399209486166	-0.13946922642574816	-0.033314511575381144	-0.25917560700169395	-0.2365894974590627	-0.1259175607001694	0.032185206098249576
ZntR	-0.5426312817617166	-0.46809712027103334	-0.6228119706380576	-0.6871823828345568	-0.7775268210050819	-0.6984754376058724	-0.7459062676453981	-0.7944664031620553	-0.8306041784302653	-0.7752682100508187	-0.8215697346132129	-0.7910784867306606	-0.7639751552795031	-0.8204404291360813	-0.753811405985319	-0.743647656691135	-0.5629587803500847	-0.7459062676453981	-0.7571993224167137	-0.6318464144551101	-0.5460191981931113	-0.6883116883116883	-0.6973461321287409	-0.6329757199322417	-0.1067193675889328	-0.14963297571993225	-0.33258046301524563	-0.000564652738565782	-0.5098814229249012	-0.2546583850931677	-0.19367588932806323	-0.5132693393562959	-0.30999435347261434	-0.4771315640880858	-0.5539243365330322	-0.04686617730095991	-0.33032185206098247	-0.42857142857142855	-0.28740824392998304	-0.6826651609260305	-0.5878035008469791	-0.15640880858272163	-0.3709768492377188	-0.577639751552795	-0.5223037831733484	0.19480519480519481	0.189158667419537	0.5121400338791643	0.42970073404856013	0.6736307171089779	0.585544889892716	0.5561829474872954	0.3890457368718238	0.17786561264822134	0.42066629023150764	0.5087521174477696	0.35968379446640314	0.43195934500282324	0.3675889328063241	0.32128740824393	0.47939017504234893	0.4522868435911914	0.3958215697346132	0.805759457933371	0.7504234895539243	0.7876905702992659	1.0	0.5448898927159797	0.5279503105590062	0.42066629023150764	0.6329757199322417	0.6103896103896104	0.6804065499717674	0.33032185206098247	0.41727837380011296	0.19932241671372106	0.2715979672501412	0.5844155844155844	0.383399209486166	-0.16092603049124787	0.18464144551101072	0.10784867306606437	0.08413325804630152	-0.07396950875211744	-0.03896103896103896	0.08639186900056466	0.05928853754940711	-0.0220214568040655
LiuQ	-0.34839073969508755	-0.5211744776962168	-0.5539243365330322	-0.4748729531338227	-0.6928289102202145	-0.4409937888198758	-0.7639751552795031	-0.6024844720496895	-0.5697346132128741	-0.7120271033314511	-0.6307171089779785	-0.717673630717109	-0.7334839073969509	-0.7323546019198193	-0.7086391869000565	-0.6261998870694523	-0.717673630717109	-0.7944664031620553	-0.7459062676453981	-0.7368718238283456	-0.6205533596837944	-0.5923207227555054	-0.43873517786561267	-0.4613212874082439	0.026538678712591756	-0.27837380011293056	-0.23997741389045738	-0.05251270468661773	-0.045736871823828344	-0.24675324675324675	-0.3370976849237719	-0.189158667419537	-0.16883116883116883	-0.20045172219085264	0.07058159232072275	-0.24675324675324675	-0.2795031055900621	-0.22529644268774704	-0.2987012987012987	-0.47939017504234893	-0.44664031620553357	-0.5561829474872954	-0.37662337662337664	-0.7605872388481084	-0.6792772444946358	0.15527950310559005	0.37549407114624506	0.15979672501411632	0.2478825522303783	0.4082439299830604	0.45115753811405984	0.3935629587803501	0.2682100508187465	0.22529644268774704	0.5798983625070582	0.37549407114624506	0.3111236589497459	0.4308300395256917	0.4025974025974026	0.2264257481648786	0.49745906267645396	0.30660643704121965	0.5245623941276115	0.5189158667419537	0.5979672501411631	0.5787690570299266	0.5448898927159797	1.0	0.6070016939582157	0.5019762845849802	0.5087521174477696	0.5708639186900056	0.6476566911349521	0.4059853190287973	0.23094297007340486	0.2365894974590627	0.2670807453416149	0.5076228119706381	0.35629587803500845	-0.19367588932806323	0.018633540372670808	0.22416713721061546	0.21852060982495766	0.045736871823828344	-0.17221908526256352	0.017504234895539244	-0.1767363071710898	0.018633540372670808
PdxR	-0.5223037831733484	-0.5742518351214003	-0.5200451722190853	-0.46357989836250707	-0.6307171089779785	-0.5832862789384529	-0.6600790513833992	-0.5448898927159797	-0.5290796160361377	-0.7233201581027668	-0.5821569734613213	-0.6070016939582157	-0.6713721061547149	-0.6826651609260305	-0.6239412761151891	-0.6702428006775832	-0.6341050254093732	-0.7651044607566346	-0.7549407114624506	-0.577639751552795	-0.5753811405985318	-0.6182947487295314	-0.6318464144551101	-0.7402597402597403	-0.20609824957651043	-0.2546583850931677	-0.22190852625635235	-0.13043478260869565	-0.33483907396950874	-0.3404856013551666	-0.427442123094297	0.07396950875211744	-0.3235460191981931	-0.1281761716544325	-0.16092603049124787	-0.4025974025974026	-0.1756070016939582	-0.5629587803500847	-0.3450028232636928	-0.435347261434218	-0.4059853190287973	-0.3743647656691135	-0.49181253529079616	-0.5765104460756635	-0.6228119706380576	0.08074534161490683	0.023150762281197064	-0.03896103896103896	0.32806324110671936	0.17108977978543197	0.5686053077357425	0.37775268210050816	0.365330321852061	0.11688311688311688	0.26030491247882553	0.49858836815358554	0.47374364765669114	0.42857142857142855	0.41727837380011296	0.32919254658385094	0.32241671372106157	0.37662337662337664	0.46696781479390176	0.3675889328063241	0.6002258610954263	0.5268210050818747	0.5279503105590062	0.6070016939582157	1.0	0.7007340485601355	0.7142857142857143	0.6250705815923208	0.6182947487295314	0.41953698475437606	0.37888198757763975	0.34726143421795597	0.13043478260869565	0.5223037831733484	0.5561829474872954	0.033314511575381144	0.0016939582156973462	0.17108977978543197	0.29757199322416716	0.2106154714850367	-0.1067193675889328	-0.043478260869565216	-0.21174477696216826	-0.32919254658385094
NifA	-0.6103896103896104	-0.709768492377188	-0.42405420666290233	-0.6081309994353472	-0.541501976284585	-0.6307171089779785	-0.5844155844155844	-0.5911914172783738	-0.6250705815923208	-0.6837944664031621	-0.6307171089779785	-0.5889328063241107	-0.6747600225861096	-0.5652173913043478	-0.5787690570299266	-0.6736307171089779	-0.7199322416713722	-0.7515527950310559	-0.8125352907961604	-0.5053642010163749	-0.5369847543760587	-0.44551101072840205	-0.5832862789384529	-0.7210615471485037	-0.24110671936758893	-0.2896668548842462	-0.25578769057029926	0.08752117447769622	-0.0942970073404856	-0.5268210050818747	-0.44212309429700736	-0.09768492377188029	-0.6849237718802936	-0.42292490118577075	-0.29079616036137773	-0.5324675324675324	-0.37210615471485037	-0.5618294748729531	-0.3359683794466403	-0.3269339356295878	-0.3145115753811406	-0.08639186900056466	-0.35403726708074534	-0.3585544889892716	-0.4127611518915867	0.057029926595143984	0.3337097684923772	0.10559006211180125	0.28063241106719367	0.03670242800677583	0.42292490118577075	0.2670807453416149	0.2365894974590627	0.21739130434782608	0.2478825522303783	0.3619424054206663	0.14511575381140598	0.14737436476566912	0.5990965556182948	0.6307171089779785	0.5765104460756635	0.5798983625070582	0.7278373800112931	0.4308300395256917	0.4658385093167702	0.3235460191981931	0.42066629023150764	0.5019762845849802	0.7007340485601355	1.0	0.6815358554488989	0.6442687747035574	0.6589497459062676	0.5211744776962168	0.19480519480519481	0.5087521174477696	0.19254658385093168	0.3845285149632976	0.5584415584415584	0.16205533596837945	-0.06832298136645963	0.1417278373800113	0.3178994918125353	0.14398644833427443	0.11236589497459062	0.20496894409937888	-0.2546583850931677	-0.25578769057029926
GntR	-0.6736307171089779	-0.6679841897233202	-0.6815358554488989	-0.6623376623376623	-0.7278373800112931	-0.7786561264822134	-0.7221908526256352	-0.7289666854884246	-0.8136645962732919	-0.8023715415019763	-0.8215697346132129	-0.7447769621682665	-0.7639751552795031	-0.7402597402597403	-0.6883116883116883	-0.7120271033314511	-0.753811405985319	-0.7854319593450029	-0.8091473743647657	-0.541501976284585	-0.5923207227555054	-0.6973461321287409	-0.7131564088085828	-0.6883116883116883	-0.21626199887069453	-0.10220214568040654	-0.07171089779785432	0.06493506493506493	-0.18125352907961603	-0.5042348955392434	-0.37323546019198195	-0.2987012987012987	-0.34726143421795597	-0.3167701863354037	-0.19141727837380013	-0.4308300395256917	-0.453416149068323	-0.4376058723884811	-0.2490118577075099	-0.35064935064935066	-0.16431394692264256	-0.14737436476566912	-0.47600225861095424	-0.39808018068887635	-0.5335968379446641	0.07961603613777526	0.4048560135516657	0.18351214003387917	0.11123658949745906	0.32580463015245625	0.3675889328063241	0.4184076792772445	0.6070016939582157	0.32919254658385094	0.391304347826087	0.42857142857142855	0.36984754376058726	0.32128740824393	0.5629587803500847	0.5064935064935064	0.5358554488989271	0.6047430830039525	0.6691134952004517	0.4839073969508752	0.7459062676453981	0.6137775268210051	0.6329757199322417	0.5087521174477696	0.7142857142857143	0.6815358554488989	1.0	0.831733483907397	0.8475437605872389	0.233201581027668	0.1756070016939582	0.453416149068323	0.26595143986448333	0.3924336533032185	0.6352343308865048	0.00282326369282891	-0.21626199887069453	0.10107284020327499	-0.08865047995482778	0.07171089779785432	-0.13156408808582723	0.14398644833427443	-0.20383963862224733	-0.024280067758328628
CueR	-0.6984754376058724	-0.6612083568605308	-0.7018633540372671	-0.6510446075663467	-0.691699604743083	-0.7459062676453981	-0.8181818181818182	-0.7707509881422925	-0.8170525127046866	-0.8147939017504235	-0.8102766798418972	-0.7730095990965556	-0.7967250141163185	-0.6973461321287409	-0.691699604743083	-0.7425183512140033	-0.7967250141163185	-0.823828345567476	-0.7651044607566346	-0.6781479390175043	-0.7955957086391869	-0.5268210050818747	-0.6239412761151891	-0.6871823828345568	-0.16205533596837945	-0.189158667419537	-0.23771880293619424	0.018633540372670808	-0.020892151326933936	-0.5810276679841897	-0.40033879164313946	-0.22529644268774704	-0.2795031055900621	-0.4059853190287973	-0.16883116883116883	-0.4658385093167702	-0.39920948616600793	-0.4161490683229814	-0.251270468661773	-0.4116318464144551	-0.16092603049124787	-0.2987012987012987	-0.5550536420101637	-0.4805194805194805	-0.577639751552795	0.09542631281761717	0.3020892151326934	0.12140033879164314	0.10897797854319594	0.251270468661773	0.49407114624505927	0.5008469791078487	0.43873517786561267	0.33032185206098247	0.5031055900621118	0.3145115753811406	0.391304347826087	0.37662337662337664	0.4624505928853755	0.5663466967814794	0.5866741953698476	0.453416149068323	0.5911914172783738	0.49407114624505927	0.7673630717108978	0.6634669678147939	0.6103896103896104	0.5708639186900056	0.6250705815923208	0.6442687747035574	0.831733483907397	1.0	0.8464144551101073	0.16883116883116883	0.1756070016939582	0.37775268210050816	0.269339356295878	0.45454545454545453	0.5550536420101637	-0.21513269339356295	0.11914172783738002	-0.053642010163749296	0.09881422924901186	0.08526256352343309	-0.07171089779785432	0.2704686617730096	-0.1756070016939582	0.2456239412761152
NtrC	-0.7944664031620553	-0.7120271033314511	-0.7346132128740824	-0.7210615471485037	-0.7605872388481084	-0.7571993224167137	-0.8554488989271598	-0.8520609824957651	-0.8881987577639752	-0.8193111236589498	-0.8283455674760023	-0.8272162619988707	-0.841897233201581	-0.7730095990965556	-0.779785431959345	-0.7628458498023716	-0.7628458498023716	-0.8147939017504235	-0.8385093167701864	-0.6408808582721626	-0.6228119706380576	-0.6453980801806889	-0.6487859966120836	-0.6487859966120836	-0.08865047995482778	-0.1665725578769057	-0.044607566346696784	0.20496894409937888	-0.07058159232072275	-0.6883116883116883	-0.3382269904009034	-0.2670807453416149	-0.3687182382834557	-0.3269339356295878	-0.16996047430830039	-0.37549407114624506	-0.32580463015245625	-0.3879164313946923	-0.14059853190287974	-0.3619424054206663	-0.23094297007340486	-0.30886504799548276	-0.41727837380011296	-0.6533032185206098	-0.5878035008469791	0.04009034443817053	0.34839073969508755	0.30660643704121965	0.2365894974590627	0.4127611518915867	0.4850367024280068	0.5053642010163749	0.313382269904009	0.2941840767927724	0.551665725578769	0.4025974025974026	0.4330886504799548	0.3382269904009034	0.5471485036702428	0.6002258610954263	0.6216826651609261	0.6182947487295314	0.6623376623376623	0.6487859966120836	0.7684923771880293	0.6702428006775832	0.6804065499717674	0.6476566911349521	0.6182947487295314	0.6589497459062676	0.8475437605872389	0.8464144551101073	1.0	0.1665725578769057	0.15302089215132694	0.37210615471485037	0.269339356295878	0.3438735177865613	0.5765104460756635	-0.19593450028232637	-0.08752117447769622	-0.0016939582156973462	0.034443817052512704	0.10559006211180125	-0.11123658949745906	0.21964991530208922	-0.14398644833427443	0.13269339356295878
FruR	-0.15979672501411632	-0.16092603049124787	-0.07961603613777526	-0.2648221343873518	-0.47600225861095424	-0.33258046301524563	-0.21964991530208922	-0.269339356295878	-0.22416713721061546	-0.4082439299830604	-0.3190287972896669	-0.365330321852061	-0.4048560135516657	-0.3890457368718238	-0.42066629023150764	-0.46357989836250707	-0.5076228119706381	-0.5110107284020328	-0.4398644833427442	-0.3642010163749294	-0.42179559570863917	-0.25917560700169395	-0.4906832298136646	-0.5189158667419537	-0.05138339920948617	-0.1417278373800113	-0.19932241671372106	-0.4647092038396386	-0.6228119706380576	-0.010728402032749858	-0.08413325804630152	0.000564652738565782	-0.35290796160361376	-0.4522868435911914	-0.29079616036137773	-0.20948616600790515	-0.5584415584415584	-0.5460191981931113	-0.55957086391869	-0.5697346132128741	-0.5200451722190853	-0.3111236589497459	-0.23997741389045738	-0.30999435347261434	-0.2523997741389046	0.25014116318464147	0.19480519480519481	0.1281761716544325	0.33145115753811405	0.15866741953698477	0.14511575381140598	-0.032185206098249576	0.17334839073969507	0.00846979107848673	-0.06041784302653868	0.3450028232636928	0.1225296442687747	0.23771880293619424	0.0818746470920384	0.3167701863354037	0.1067193675889328	0.1981931112365895	0.28514963297571994	0.12027103331451157	0.26030491247882553	0.1981931112365895	0.33032185206098247	0.4059853190287973	0.41953698475437606	0.5211744776962168	0.233201581027668	0.16883116883116883	0.1665725578769057	1.0	0.42518351214003386	0.49520045172219085	0.19932241671372106	0.49858836815358554	0.4116318464144551	0.19480519480519481	0.23771880293619424	0.6205533596837944	0.20609824957651043	0.25352907961603616	0.09768492377188029	-0.12140033879164314	-0.03670242800677583	-0.4556747600225861
