	FadR	LiuR	GntR	NtrC	CueR	NnrR	MerR	AcnR	FadP	FruR	NifA	GlcC	DasR	PdxR	PaaR	RbsR	FixJ	NmlR	BioQ	HrcA	QorR	PurR	LexA	CsoR	ZntR	FnrN_FixK	HcpR	PhnR	RutR	TtrR	PhsR	PrpR	FabR	MetJ	FUR	KdgR	SahR_SamR	ThiR	ArgR	MntR	NagC	NrtR	MetR	Zur	RbkR	BirA	CzrA	NsrR	Phr	HutC	SiaR	HexR	PhrR	AraR	GulR	ModE	AgaR	Irr	NadQ	XylR	IscR	PhnF	HisR	TrpR	CcpA	PsrA	Rex	GguR	HypR	NagQ	NrdR	NikR	TyrR	SdaR	LldR	PdhR	CblR	ExuR_UxuR	AmtR	LtbR	NorR	LiuQ	SoxR	NagR	VanR	NiaR	CadR-PbrR	NarP
NadQ	-0.5102386163454866	-0.5578444456307051	-0.6170234345806865	-0.5793199167244969	-0.5110340041637752	-0.6447712592750761	-0.72889019377569	-0.6268349970640047	-0.5936796028399082	-0.6129557465435328	-0.6270218331287034	-0.46598515987828965	-0.4263972668552821	-0.3626274488869909	-0.6013825868787701	-0.5200555170020819	-0.6141514973576042	-0.48732717664015374	-0.3782896492820157	-0.3696151177067208	-0.3917098169006566	-0.5010889873485294	-0.3364010035765761	-0.44229968504777667	-0.428126834997064	-0.35885869855335506	-0.26634281748785565	-0.37069342870869587	-0.2531521913201302	-0.3196978593925159	-0.2520792184914322	-0.2554049004430684	-0.3559760849837186	-0.1690706240324561	0.7429883094005232	0.7154273207708323	0.6944536379650883	0.703266962045588	0.7125020018149789	0.6820210324027118	0.7320717450488443	0.7358191426893717	0.6696311322265521	0.6517962953077457	0.6631505898681471	0.7338760476165056	0.6762504670901618	0.7088720439865478	0.7210590935781775	0.4024395451876368	0.45395825548497304	0.4869268136443709	0.4084983718571505	0.46624673036886777	0.5210857844445631	0.6156408477019164	0.6043025676613463	0.589734692788128	1.0	0.653702023167672	0.4843911813377462	0.51771739710671	0.3353280307478781	0.46468798377195325	0.44141354828377727	0.3122777985373405	0.3505578391074574	0.24462179042331714	0.2083969465648855	0.2356910265307212	0.3206694069289489	0.1853146853146853	0.18452997384295095	0.07295681417818822	-0.040062990444669835	0.061778679335931244	0.13376394597768643	0.06641755191373512	-0.21935087812950407	0.05876794960764426	-0.08142315699567608	0.13660385416110607	0.24739764052741153	0.05138525596540864	0.14327123258420968	0.17469705866652432	0.059328457801740245	0.07600491111941493
XylR	-0.5956387124326056	-0.588715101692201	-0.6401537393903806	-0.5797362942401111	-0.5707681631345753	-0.6767842844178722	-0.6965462018897134	-0.5346447445684087	-0.6679976512037581	-0.609598035552234	-0.6767148881652698	-0.5275876794960764	-0.4330966743180484	-0.5040143063043826	-0.5522607163828538	-0.4502749159237709	-0.5560881866225378	-0.45607751027598353	-0.3983451662840976	-0.46984465915763624	-0.4223882987241766	-0.3835530881332408	-0.35246890514066087	-0.411994875353654	-0.39245182298617415	-0.3446591576362569	-0.32856990337906367	-0.35514332995249026	-0.3581860887204399	-0.326034271072439	-0.41055356856883574	-0.3130304809694123	-0.33147920781508566	-0.17883948112955747	0.7648641434900977	0.7889019377568995	0.7416591042545241	0.756408477019164	0.7384241712485987	0.7442000747344258	0.761207494795281	0.7620082207868467	0.7385042438477553	0.6891955372871403	0.7112582074414135	0.7144931404473389	0.6897346927881279	0.7019964768056371	0.7138899268670261	0.3804035658997491	0.44367159557999253	0.47156888912614103	0.4622217477179309	0.5200395024822506	0.5211658570437196	0.6292745422516415	0.6472695243687611	0.6591149308706561	0.653702023167672	1.0	0.5668285912560722	0.5499386110073133	0.3881439171515507	0.29858538408156726	0.4611380985426787	0.3741952703784765	0.3854054342603961	0.342523888325415	0.2712379223829606	0.1519404259862275	0.21999679709603373	0.20052847915443336	0.2340788982010356	0.05451876367906902	-0.11760529546789089	0.04246516841936689	-0.0844765921101799	-0.018432712325842097	-0.10281855549031121	-0.12406982330646453	-0.0998825601879037	0.18348903005391556	0.27815085677681095	0.011503763412160358	0.10836491752522287	0.10024021779746971	0.01256605989430417	0.11430630438264026
IscR	-0.5248545347781989	-0.5688037153686009	-0.5344685848502643	-0.6208509048203704	-0.5533603800779373	-0.6666257406715422	-0.5102706453851492	-0.5212886350290931	-0.5520365131052154	-0.5623018203170875	-0.6502749159237708	-0.3085304008968131	-0.39815833021939895	-0.3642289008701222	-0.3963593658250147	-0.4804943148454599	-0.48660118507446753	-0.34885496183206105	-0.39090909090909093	-0.35574120535952597	-0.1879624192601292	-0.3589814765387285	-0.14182458762611436	-0.2282389366358832	-0.2534618053702023	-0.2901937756899589	-0.3302087225751348	-0.23819996797096032	-0.16862755565045642	-0.14047936796028399	-0.22425132119788607	-0.2314845459883628	-0.3768963860566914	-0.342523888325415	0.6737255111300913	0.6279399989323653	0.670186302247371	0.6649495542625313	0.6838947312229755	0.6690439331660706	0.6835157209203011	0.6566326802968024	0.6379597501734906	0.7028292318368654	0.6480168686275557	0.6078577910638979	0.6480916030534352	0.6790156408477019	0.6901617466502963	0.42948273100944856	0.43637431271019056	0.4121870495916297	0.4701115678214915	0.42272994181391127	0.4822078684674104	0.5215555436929483	0.4928895531948967	0.519142689371697	0.4843911813377462	0.5668285912560722	1.0	0.5118187156355095	0.23904873752201997	0.36161853413761813	0.33728180216729836	0.34917525222868734	0.4482570864250254	0.2186782682965889	0.2688250680617093	0.1463033150056051	0.2660865851705546	0.10507660278652645	0.13471414082101105	0.057951209096247264	0.000250894144023915	-0.027838573640100357	0.015181764800085411	0.0886830726525383	-0.07753162867666684	-0.17287140340575455	-0.08398548016868627	0.06034271072439011	0.1530934714140821	0.12191320130251428	0.03342230288795174	0.18852826562750227	0.09856403138845887	0.14848662787594086
PhnF	-0.6122084022847382	-0.6406448513318742	-0.5908717236961512	-0.6457001014252922	-0.565648854961832	-0.6533924091176	-0.523071584903646	-0.5492499866545668	-0.6061068702290077	-0.5596914535845834	-0.4976458655847969	-0.3909731489884162	-0.3813057171835798	-0.4445417178241606	-0.5084663428174878	-0.535328030747878	-0.482848449260663	-0.5144023915016281	-0.26446378049431485	-0.45631238990017614	-0.3239150162814285	-0.39820637377889284	-0.3459082901830993	-0.3756259008167405	-0.29034324454171784	-0.3023274435488176	-0.28010996636950836	-0.2036032669620456	-0.1653605936048684	-0.25358992152885285	-0.2651951102332782	-0.2704692254310575	-0.3310468157796402	-0.20843965195110234	0.6503763412160358	0.6398441253403085	0.7126194416270752	0.6880264773394544	0.6655687823626755	0.6748945710777772	0.6952863929963167	0.7115571451449314	0.6778892862862329	0.6741952703784765	0.6267762771579566	0.6722735279987189	0.6581647360273315	0.6951476004911119	0.6922222815352587	0.5439598569369561	0.45724657022366944	0.4205946725030694	0.4512037580739871	0.48866171995942986	0.5220786846741046	0.5870602679762985	0.5579245182298618	0.5471093791704479	0.51771739710671	0.5499386110073133	0.5118187156355095	1.0	0.2333689211551807	0.36110073132973897	0.2639246249933273	0.19188063844552394	0.3135589601238456	0.42785458815993166	0.1303368387337853	0.2509848929696258	0.2253242940265841	0.2606736774675706	0.12349330059253723	-0.09842523888325415	-0.010777771846474136	-0.21524048470613355	-0.08310468157796402	0.14623391875300273	-0.11203758073987082	-0.07948540009608712	-0.17405647787327178	-0.057929856403138844	0.13680670474563605	0.2463193295254364	0.1212405914695991	0.21954305236747984	0.1591309453904874	0.11700208188757807
HisR	-0.2501681524582288	-0.24741365504724283	-0.24904713607003684	-0.15607751027598357	-0.26855282122457697	-0.33871777077883947	-0.4659477926653499	-0.3073773554689585	-0.4261517108845353	-0.3341963380131319	-0.40832221213900605	-0.24883894731222975	-0.34378369721881175	-0.34020712112315166	-0.33073186355629103	-0.2791704478727379	-0.3978166871296642	-0.3669887364543853	-0.33841349490204453	-0.17937329845726793	-0.20380077937329846	-0.23387604761650563	-0.2930657129130412	-0.3544120002135269	-0.27847114717343724	-0.2729301233118027	-0.25653125500453744	-0.1743127101905728	-0.2549618320610687	-0.19659424544920728	-0.2656541931351092	-0.024261997544440292	0.0740885069129344	-0.01997544440292532	0.376773608071318	0.378508514386377	0.35010943255218063	0.38140180430256765	0.3952169967437143	0.415058986814712	0.4243527464901511	0.4245182298617413	0.34495809533977473	0.3997651203758074	0.3015854374633001	0.41439705332835103	0.41584369828644635	0.3946618267228954	0.4201195750814071	0.20963540276517376	0.09610847168099076	0.4164469118667592	0.3326269150696632	0.2806384455239417	0.13434046869161373	0.3884428548550686	0.3982490791651097	0.37102973362515346	0.3353280307478781	0.3881439171515507	0.23904873752201997	0.2333689211551807	1.0	0.3546041744515027	0.38135909891635084	0.36411146105802594	0.25863449527571664	0.3029253189558533	0.13053435114503817	0.14440292531895585	0.09702663748465275	0.2880798590722255	0.19609245716115944	0.05313617680029894	-0.02647733945443869	0.11299845192974964	-0.11468531468531469	-0.15866118614210217	-0.2720973682805744	-0.0970746810441467	-0.06577163294720546	0.03140981156248332	0.21603587252442213	-0.053285645652057866	-0.08503176213099878	0.1986013986013986	0.1788715101692201	0.036753323012865
TrpR	-0.35129984519297497	-0.37666684460577593	-0.3173010195910959	-0.3484973042224951	-0.37425932845780174	-0.45536753323012863	-0.48920087546041746	-0.5807078417765441	-0.47636790690225805	-0.4655634441893984	-0.4311535792451823	-0.300304275876795	-0.3565045641381519	-0.326797629851065	-0.3857470773501308	-0.41719959429883097	-0.46008114023381197	-0.422767309026851	-0.28894998131639354	-0.1047936796028399	-0.1322051993807719	-0.3394384241712486	-0.2193668926493354	-0.26962579405327497	-0.34193668926493354	-0.40421715688891263	-0.41578497838039824	-0.2284684780867987	-0.23020872257513478	-0.18136977526290504	-0.0803928895531949	-0.07489457107777718	-0.15634441893983878	-0.00439865478033417	0.4476004911119415	0.40577056531255007	0.4933326215768964	0.46750120108898735	0.5102653072118721	0.5121550205519672	0.5085784444563071	0.49631666043879785	0.41519777931991675	0.4420914962899696	0.4479901777611701	0.5239310308012598	0.5374259328457802	0.5401163721774409	0.51653766081247	0.4630064591896653	0.20125447072011957	0.41547002615704903	0.34506485880531684	0.43122831367106174	0.2936902791864624	0.43996690332568195	0.3480115304542786	0.3388885923237068	0.46468798377195325	0.29858538408156726	0.36161853413761813	0.36110073132973897	0.3546041744515027	1.0	0.2302247370949661	0.2457321304649549	0.3684193668926493	0.26283563764479795	0.05536219505685155	0.21723696151177066	0.11731169593765013	0.25197245502589016	0.2816526984465916	0.03715368600864784	0.12526557412053596	0.06950301606790156	-0.028815459349810495	-0.019601772273528	-0.03969999466182672	0.0768963860566914	-0.14311108738589653	-0.15369134682111782	0.08815459349810495	-0.06771472802007153	-0.05861314258260823	0.19925265574120535	0.1999893236534458	0.2249826509368494
CcpA	-0.43112688837879676	-0.3196071104468051	-0.3905140660865852	-0.32300218865104363	-0.3465915763625687	-0.4038434847595153	-0.5075428388405487	-0.44158436982864463	-0.5043025676613463	-0.44887631452516946	-0.48269364223562694	-0.33670527945337103	-0.4396733037954412	-0.26631612662147014	-0.35119308172743285	-0.301275823413228	-0.41103400416377517	-0.33643837078951583	-0.3320610687022901	-0.2888752468905141	-0.180296802434207	-0.08393209843591523	-0.1025676613462873	-0.3229114397053328	-0.25037634121603586	-0.19318315272513745	-0.10194843324614317	-0.2584529973842951	-0.18876848342497196	-0.08499973309133614	-0.33635296001708215	-0.17159557999252656	-0.18971334009501947	-0.151812309827577	0.5344258794640474	0.5528532536166124	0.4619922062670154	0.5060107831100198	0.5291677787860994	0.5271766401537394	0.5195430523674799	0.5253403085464154	0.4898467944269471	0.4661613195964341	0.4675759355148668	0.5147173437249773	0.4102919980782576	0.46468798377195325	0.38827203331020127	0.10742539902845247	0.20317087492660013	0.3991031868894464	0.39643943842417123	0.2923984412534031	0.3560401430630438	0.5487428601932419	0.36651897720600013	0.38791437570063525	0.44141354828377727	0.4611380985426787	0.33728180216729836	0.2639246249933273	0.38135909891635084	0.2302247370949661	1.0	0.29399455506325733	0.32500934180323493	0.10768696951903059	0.07955479634868948	0.2015160412106977	0.07858858698553355	0.07354401323866973	0.2551166390861047	0.09011370309080233	-0.07543372657876475	0.04646346020391822	-0.13808252815886404	-0.04381572625847435	-0.0466769871350024	0.025559173650776704	-0.027988042491859287	0.2784231036139433	0.4188917952276731	-0.05701169059947686	-0.13696684994394917	0.08655847968825069	-0.07814551860353387	0.06001174398120963
PsrA	-0.23499706400469758	-0.2460897880745209	-0.3709496610259969	-0.2261410345379811	-0.3029039662627449	-0.32043986547803344	-0.4134201676186409	-0.35241552340788984	-0.3971227246036406	-0.4095286392996317	-0.420776170394491	-0.18978807452089894	-0.39095179629530774	-0.15382480115304542	-0.257273261090055	-0.19356750120108898	-0.30132920514599904	-0.24697058666524316	-0.3760743073720173	-0.14706667378423102	-0.1771152511610527	-0.015443335290663536	-0.08828270965675546	-0.17281802167298352	-0.20986494421608926	-0.1709283083328885	-0.11083649175252229	-0.33063577643730313	-0.30497517749426145	-0.07184647413655047	-0.23147920781508569	-0.1290343244541718	-0.10777771846474136	-0.2380398227726472	0.45306678054769656	0.4492553248278439	0.4317567928254951	0.4029039662627449	0.4157903165536753	0.4799284684780868	0.442112848983078	0.4690759622057332	0.4002402177974697	0.4191640420648054	0.39768857097101373	0.46411679923130306	0.3234505952063204	0.36375914162173706	0.4130892008754604	0.14300432392035445	0.1601131692734746	0.2435221267282336	0.2397747290877062	0.26201889713340093	0.21654299898574708	0.30838627021833126	0.32654139753376393	0.23585650990231144	0.3122777985373405	0.3741952703784765	0.34917525222868734	0.19188063844552394	0.36411146105802594	0.2457321304649549	0.29399455506325733	1.0	0.36129824374099184	-0.08416163988683073	0.23615010943255219	0.04868414028719372	-0.005920034164308974	0.13086531788821865	0.19977579672236162	-0.043148454598836275	-0.015139059413868575	0.15660065125713982	0.03970533283510383	-0.15709176319863344	-0.14243847755298136	-0.1718678268296589	-0.15045107564191534	0.2536379650883468	0.17524689051406608	-0.14099183259488604	-0.20086478407089095	0.15130518336625207	0.029231836865424653	0.22885282656275022
Rex	-0.25971814445096886	-0.3251961778679336	-0.3064111461058026	-0.29656221640954467	-0.3079325254897774	-0.4533924091176	-0.47423797576469334	-0.3631185608284845	-0.43952383494368225	-0.42282069075962203	-0.4064271606256339	-0.19327923984412534	-0.37051193081727435	-0.17877542305023222	-0.3047723269097315	-0.3473442587946405	-0.23574974643676933	-0.32935995302407517	-0.3568622217477179	-0.15545828217583943	-0.17897293546148507	-0.1239310308012598	-0.09199274008434313	-0.1141194683179416	-0.20193241872631185	-0.25213260022420325	-0.2967383761276891	-0.17173437249773127	-0.16087118987882346	-0.1030320824213954	-0.16186942828164202	-0.11244328190893077	-0.1653605936048684	-0.017989643943842417	0.4360700368333956	0.3965141728500507	0.47308493033683874	0.45292798804249185	0.4825174825174825	0.4761864090108365	0.46703678001387927	0.4677147280200715	0.37367212939732025	0.4207654940479368	0.45802060534884964	0.4681097528425773	0.3962846313991352	0.45888005124646347	0.49875620562643463	0.20953397747290878	0.19960497517749426	0.38048363849890565	0.28896065766294776	0.31965515400629907	0.21789889499813164	0.38738589654620187	0.346757059734159	0.3020605348849624	0.3505578391074574	0.3854054342603961	0.4482570864250254	0.3135589601238456	0.25863449527571664	0.3684193668926493	0.32500934180323493	0.36129824374099184	1.0	0.0670954999199274	0.2227619708535739	0.09622591149308707	0.19221694336198153	0.13503976939091442	0.25383013932632253	-0.009389846794426946	0.16310788448193028	0.037340522073346503	0.05907756365771633	0.06561682592216943	-0.2227512945070197	-0.24057011690599478	-0.10071531521913202	-0.023642769444296163	0.05241552340788982	-0.06608658517055464	-0.04010569583088667	0.18897133400950195	0.035119841990070996	0.3047296215235146
GguR	-0.46520578657983236	-0.36743714300966207	-0.3158116692467838	-0.3687343191159985	-0.3292905567714728	-0.4475204185127849	-0.28663855228740726	-0.28372924785138526	-0.3186729301233118	-0.3454065018950515	-0.306277691773875	-0.4708375593871777	-0.21742379757646932	-0.5146212566059895	-0.38683072652538303	-0.3534297763305397	-0.24974643676933753	-0.33308065979821705	-0.05311482410719052	-0.28368654246516845	-0.40206053488496235	-0.32275129450701967	-0.41667645331767467	-0.31837933059307105	-0.21450915496717024	-0.41102332781722095	-0.32255912026904393	-0.1641861954839054	-0.09832915176426626	-0.12113916617733411	-0.2032616238723109	-0.20484172316233384	-0.02902898628089468	0.000854107724336732	0.3044093311268884	0.34974109859606045	0.32280467623979076	0.3287140340575455	0.3190572785992633	0.32445417178241603	0.3242566593711632	0.3415470026157049	0.3560561575828751	0.3288528265627502	0.2916991405541024	0.32782255912026903	0.3924037794266802	0.3427320770832221	0.40882400042705386	0.372332247904767	0.3886457054395986	0.40476165056317726	0.30602145945657394	0.22890620829552127	0.31396999946618265	0.3053808786633214	0.4753910211925479	0.5266321464794748	0.24462179042331714	0.342523888325415	0.2186782682965889	0.42785458815993166	0.3029253189558533	0.26283563764479795	0.10768696951903059	-0.08416163988683073	0.0670954999199274	1.0	0.12734746169860672	0.23856830192708056	0.19713340095019485	0.20474563604334597	0.20294133347568463	0.0788875246890514	-0.04848662787594085	-0.02771579565472695	-0.17401911066033204	0.08485026423957721	-0.14627128596594247	-0.04646346020391822	0.050109432552180644	0.03793839748038221	-0.04325521806437837	0.23616612395238348	0.1320877595686756	0.012101638819196072	0.0556557945870923	-0.052271392729408
HypR	-0.11336678588586986	-0.2094485667004751	-0.09336998878983611	-0.2472535098489297	-0.35632840442000746	-0.3357230555703838	-0.2920621363369455	-0.2594725884802221	-0.3084022847381626	-0.3056210964607911	-0.35068595526610796	-0.2678001387925052	-0.255538354774996	-0.18930763892595953	-0.23495435861848077	-0.30600544493674264	-0.23564298297122724	-0.24429082368013666	-0.21440772967490523	-0.12751828324347408	-0.20064591896652964	-0.2650242886884108	-0.04370896279293226	-0.12971227246036407	-0.14455239417071478	-0.18208509048203705	-0.1938344098649442	-0.2858271499492874	-0.130934714140821	-0.23683339561202157	0.054593498104948485	0.029050338974003095	-0.04466983398281108	0.04206480542358405	0.28707094432285274	0.23937436609192334	0.2252976031601986	0.24578017402444882	0.31251801633481024	0.26958842684033524	0.25523407889820104	0.2846260609619388	0.19942881545934982	0.24987989110126516	0.3334810227939999	0.3555436929482731	0.32945070196978593	0.31753056104201144	0.30637911706613996	0.11737575401697539	0.24473923023541344	0.24040997170768164	0.14138151924411466	0.26776277157956546	0.2326536059360487	0.14705599743767683	0.23130304809694122	0.159979714941547	0.2083969465648855	0.2712379223829606	0.2688250680617093	0.1303368387337853	0.13053435114503817	0.05536219505685155	0.07955479634868948	0.23615010943255219	0.2227619708535739	0.12734746169860672	1.0	0.14484599370095552	0.209699460844499	0.06644958095339774	0.2362889019377569	0.08817594619121337	0.042758767949607646	0.04011103400416378	0.18198900336304916	-0.10070997704585491	-0.05795654726952437	-0.22831900923503978	0.15318422035979287	0.04875353653979608	0.04113062510009075	-0.08917952276730903	0.33926226445310415	0.09263865905087279	-0.006635349383440987	0.07836438370789515
NagQ	-0.24190999839854802	-0.26831794160038436	-0.2535418779693589	-0.19481129557465435	-0.2444563070517269	-0.23771953237602092	-0.1637164362355202	-0.2856509902311429	-0.28032349330059253	-0.24738696418085732	-0.27188384134949023	-0.16517909571344686	-0.209902311429029	-0.16339614583889392	-0.2254310574921262	-0.2158810654993861	-0.38327016494955424	-0.23229594832648268	-0.3123471947899429	-0.15158810654993862	-0.24021245929642876	-0.2837933059307105	-0.0737361874766455	-0.077948006192281	-0.26229114397053327	-0.07248705492980302	-0.1689531842203598	-0.06326802968024342	-0.13181017455826616	0.0871670314418406	0.056702076549404797	0.013377462232424064	-0.05880531682058399	-0.14689051406608658	0.20620829552127262	0.2141194683179416	0.2152725137457962	0.223685474830513	0.23264292958949448	0.2129557465435328	0.23777825228206909	0.2509101585437463	0.22383494368227191	0.236753323012865	0.23521059093578178	0.26112208402284737	0.3175519137351198	0.3318742326375914	0.2537660812469973	0.25070730795921636	0.2803128169540383	0.2666524315379277	0.11759461912133667	0.20964074093845086	0.21652698446591576	0.3223936368974537	0.14544386910799126	0.2336091389526504	0.2356910265307212	0.1519404259862275	0.1463033150056051	0.2509848929696258	0.14440292531895585	0.21723696151177066	0.2015160412106977	0.04868414028719372	0.09622591149308707	0.23856830192708056	0.14484599370095552	1.0	0.2216783216783217	0.018336625206854213	0.16190679549458176	0.025511130091282763	0.10298403886190145	-0.15149201943095073	-0.07574867880211392	0.11124219292158223	-0.05833021939892169	-0.1588106549938611	-0.013121229915123045	0.015630171355362196	0.09450701969785939	-0.038941974056477875	0.12689371697005286	0.16381786152778519	0.08787700848769552	0.04693321945230342
NrdR	-0.20680617092830833	-0.2790743607537501	-0.2320984359152298	-0.2004964501147707	-0.26601185074467515	-0.32685634975711314	-0.2236747984839588	-0.3331180270111568	-0.22224950621897185	-0.20379010302674425	-0.24723215715582128	-0.21640420648054237	-0.1560187903699354	-0.14092243634228366	-0.27776650830085947	-0.2614957561522447	-0.19132013025142797	-0.2889019377568996	-0.15514866812576736	-0.170698766881973	-0.15709710137191052	-0.2622431004110393	-0.09051940425986227	-0.1367319703197566	-0.15838893930496983	-0.06498158330219399	-0.20509795547963486	-0.13470880264773394	0.1460791117279667	-0.17045854908450328	-0.09571344685848503	-0.1672236160785779	-0.21193615544760583	-0.01487748892329045	0.2610420114236908	0.21797896759728821	0.2727539635936583	0.21298243740991832	0.3152992046121817	0.261410345379811	0.23428708695884268	0.25687823626754924	0.19460310681684728	0.26202423530667807	0.2870762824961298	0.2761970853573907	0.3522447018630225	0.3247424331393797	0.29632733678535206	0.2910478834142956	0.30600544493674264	0.3038648374526237	0.19576682859125608	0.10218865104361288	0.16806170928308334	0.2672396305984092	0.24021779746970587	0.183408957454759	0.3206694069289489	0.21999679709603373	0.2660865851705546	0.2253242940265841	0.09702663748465275	0.11731169593765013	0.07858858698553355	-0.005920034164308974	0.19221694336198153	0.19713340095019485	0.209699460844499	0.2216783216783217	1.0	0.10593604868414029	0.027988042491859287	-0.0005551700208188758	0.13269097314898842	-0.06190679549458175	0.11213900603213581	0.01864623925692628	0.016649762451289168	-0.2158597128062777	0.01839000693962526	0.012806277691773876	-0.080398227726472	0.16624139219559067	0.16233384935675013	0.04110927240698233	0.06310254630865318	0.008952116585704372
NikR	-0.17975230875994236	-0.08171141835263973	-0.16774141888645705	-0.09734158970800193	-0.2156568622217477	-0.2521592910905888	-0.2969785939251588	-0.2983825334970373	-0.333182085090482	-0.27157422729941816	-0.20920834890300538	-0.22245235680350184	-0.1412000213526931	-0.16984465915763625	-0.18802113916617733	-0.1900709977045855	-0.13881919607110446	-0.13857364010035766	-0.32366946031068167	-0.07507606896919874	-0.0967276997811349	-0.09815833021939892	-0.11678855495649389	-0.13250413708428976	-0.15349917258314205	-0.07903699354081034	-0.08072385629637538	-0.26139966903325684	-0.20971547536433033	-0.21384188330753215	-0.12954678908877382	-0.11581166924678375	0.13067314365024288	0.016542998985747077	0.2163454865744942	0.19699994661826722	0.21840068328617948	0.2482037046922543	0.27952276730902686	0.252885282656275	0.18198900336304916	0.2732824427480916	0.26015053648641434	0.32268189825441734	0.2583195430523675	0.24034057545507928	0.3049111194149362	0.2372070677414189	0.3025463086531789	0.17590348582714996	0.08127368814391715	0.3319863342764106	0.038461538461538464	0.18524528906208296	0.09538248011530455	0.14384775529813698	0.17415256499225965	0.07288741792558587	0.1853146853146853	0.20052847915443336	0.10507660278652645	0.2606736774675706	0.2880798590722255	0.25197245502589016	0.07354401323866973	0.13086531788821865	0.13503976939091442	0.20474563604334597	0.06644958095339774	0.018336625206854213	0.10593604868414029	1.0	0.14844926066300113	-0.017311695937650137	0.18942507873805584	0.11450381679389313	-0.03659317781455186	-0.07439812096300646	-0.054262531361768	-0.013836545134255057	-0.04378903539208883	-0.04191533657182512	0.044103987615437996	-0.014252922649869215	0.05653659317781455	0.011594512357871137	0.06657769711204825	0.0478407089094112
TyrR	-0.15781775476431964	-0.12618373992419793	-0.17600491111941494	-0.17196925212192388	-0.15685154540116372	-0.30924571611594515	-0.321133828004057	-0.3800298937703518	-0.3094912720866919	-0.34115731596647625	-0.3591469599103187	-0.29912453958255486	-0.19058880051246463	-0.19429883094005232	-0.2685101158383601	-0.18931831527251375	-0.2515667538568302	-0.27301019591095926	-0.22924251321197886	-0.09437890353920889	-0.1041958041958042	-0.04143490097688571	-0.09178988949981316	-0.17191053221587574	-0.2788074520898948	-0.16784818235199914	-0.2617306357764373	-0.2914856136230182	-0.21968184487268458	0.013409491272086693	-0.13793305930710512	-0.09772060001067635	0.08196765066994074	0.1404900443068382	0.299845192974964	0.29214220893610204	0.2944002562323173	0.28444456307051724	0.29853200234879623	0.30461218171141835	0.2732771045748145	0.300763358778626	0.2436182138472215	0.2613729781668713	0.3019964768056371	0.35172156088186624	0.25555436929482733	0.29748572038648374	0.3020178294987455	0.04125340308546416	0.18238936635883202	0.32374419473656113	0.29960497517749424	0.26095660065125714	0.2892702717130198	0.2192547910105162	0.22851118347301552	0.12990978487161695	0.18452997384295095	0.2340788982010356	0.13471414082101105	0.12349330059253723	0.19609245716115944	0.2816526984465916	0.2551166390861047	0.19977579672236162	0.25383013932632253	0.20294133347568463	0.2362889019377569	0.16190679549458176	0.027988042491859287	0.14844926066300113	1.0	0.1717770778839481	0.09190199113863236	0.1311482410719052	-0.17631986334276412	-0.13485827149949287	-0.03082795067527892	0.13816793893129772	0.07102439545187637	-0.06470399829178455	0.004612181711418353	-0.18504777665083008	0.006912934393850424	0.10098222388298723	-0.18073987081620668	0.11210163881919608
SdaR	0.0652164629263866	0.005861314258260823	-0.06468798377195324	-0.017509208348903006	-0.15604014306304384	-0.09380238082528158	-0.06524315379277211	-0.046970586665243154	-0.06890514066086585	-0.09951956440506059	-0.1354935141194683	-0.0399028452463567	-0.2616078577910639	-0.16238189291624405	-0.19863342764106123	-0.13418032349330059	-0.03155928041424225	0.027651737575401698	0.10770832221213901	0.1306624673036887	-0.0800352319436289	0.011626541397533764	0.004799017776117013	0.0006832861794693856	-0.03289382373351839	-0.0884535312016228	-0.057486788021139164	-0.14297763305396893	-0.20775102759835584	0.07832701649495542	-0.022900763358778626	-0.10942187583408958	0.2003363049164576	0.08619014573213046	0.0655847968825068	0.02633320877595687	0.04144557732343992	0.09714941547002616	0.11288635029093044	0.04245449207281268	0.014359686115411305	0.05341909998398548	0.0330219398921689	0.01885442801473336	0.01725831420487909	0.022318902471574226	0.08545881599316714	0.05922169433619815	0.05284791544333529	-0.06043345967010089	0.05780707841776544	0.14144557732343993	0.06688731116212032	-0.047904766988736455	0.10819943415363263	0.005994768590188437	0.01644157369348209	-0.06403672663214648	0.07295681417818822	0.05451876367906902	0.057951209096247264	-0.09842523888325415	0.05313617680029894	0.03715368600864784	0.09011370309080233	-0.043148454598836275	-0.009389846794426946	0.0788875246890514	0.08817594619121337	0.025511130091282763	-0.0005551700208188758	-0.017311695937650137	0.1717770778839481	1.0	-0.03762878343031015	0.061746650296268614	-0.11840068328617948	0.06712219078631293	-0.16401003576576095	0.03332621576896386	0.1203010729728287	-0.03259488603000053	0.09759782202530294	0.07209736828057439	-0.013041157315966476	0.07415256499225965	0.0077296749052474245	-0.07907969892702717
