	IscR	NsrR	Phr	Zur	SahR_SamR	FUR	NagC	ThiR	MntR	ArgR	NrtR	RbkR	KdgR	MetR	BirA	CzrA	HexR	PhrR	AgaR	GulR	XylR	AraR	ModE	NadQ	SiaR	HutC	Irr	PhnF	HypR	SoxR	NagQ	NarP	PdhR	VanR	NiaR	Rex	TrpR	TyrR	HisR	CcpA	PsrA	GguR	NrdR	LldR	NagR	NifA	CueR	AcnR	FruR	FadP	MerR	LiuR	RbsR	FadR	NnrR	GntR	NtrC	HrcA	PurR	NmlR	ZntR	BioQ	DasR	CsoR	PdxR	GlcC	FixJ	PaaR	AmtR	PrpR	PhsR	RutR	HcpR	TtrR	FabR	LexA	FnrN_FixK	PhnR	LtbR	QorR	CblR	LiuQ	MetJ	NorR	ExuR_UxuR	SdaR	CadR-PbrR	NikR
PurR	-0.5886990871723696	-0.6409224363422836	-0.6022527091229382	-0.5782789729354615	-0.6433299524902578	-0.5868894464314311	-0.6095286392996316	-0.6112955746543532	-0.5825388352105909	-0.5907542838840549	-0.5967063470880265	-0.5913414829445364	-0.5685955266107938	-0.5938344098649442	-0.5707201195750814	-0.6455239417071478	-0.43773554689585226	-0.46634281748785567	-0.5476004911119415	-0.6141728500507126	-0.4535205252762505	-0.5435274649015107	-0.5873058239470453	-0.5791811242192921	-0.548241071905194	-0.6286499759782203	-0.5826776277157957	-0.5998665456680724	-0.07892489190199115	-0.11240057652271393	-0.20090215128383068	-0.012251107670954999	-0.1507713660385416	-0.2736401003576576	-0.35120375807398707	-0.37942134201676186	-0.42317301019591097	-0.17342123525329634	-0.18112955746543533	-0.2226338546949234	-0.2350077403512518	-0.3407249239310308	-0.4523888325415043	-0.25480168686275556	-0.3272834036192815	0.5453424438157263	0.46292104841723164	0.5770458549084503	0.5508674531575295	0.5366732504137084	0.5233545080873325	0.6141514973576042	0.6866865958469012	0.5489296962579405	0.5958308866705814	0.5650242886884108	0.6127528959590028	0.4729141087919714	1.0	0.40777771846474137	0.3625473762878343	0.4053381732771046	0.29340201782949876	0.46933753269631134	0.4055036566486948	0.37903165536753325	0.5412160358725244	0.5171942561255538	0.11511770672076016	0.05656862221747718	0.11366572358938772	0.14209683446324667	0.2897507073079592	0.22759835584263066	0.29200341643089733	0.33352906635349383	0.32958415630171356	0.31125286926813645	0.31970319756579296	0.40940586131425827	0.05874125874125874	0.04482997918112422	0.0509902311429029	0.052607697645865585	0.09287887684834249	0.16770938984679443	-0.102092563924625	-0.029333262157689638
NmlR	-0.5289115464687983	-0.6323279773661453	-0.6051726899055143	-0.572177440879731	-0.6356483211445043	-0.6059574013772487	-0.5957775049378102	-0.5811402338119895	-0.6002615704905782	-0.6368761009982384	-0.629760316019858	-0.608065979821705	-0.6025089414402391	-0.5516841936689265	-0.6400790049645011	-0.5962312496663642	-0.5327977366145306	-0.5636470399829179	-0.5419420274382106	-0.5679069022580473	-0.5743073720172956	-0.4564405060588267	-0.6225324294026584	-0.5969572412320504	-0.4334169647146746	-0.4767362408583783	-0.5752789195537287	-0.5242726738909945	-0.24476592110179896	0.01943095072866065	-0.22585277318101746	-0.20038434847595152	-0.2852933326215769	-0.05720386483745262	-0.24126941760529547	-0.5676560081140234	-0.4487695510596274	-0.38173277104574815	-0.4022206800832755	-0.3769070624032456	-0.338285378743394	-0.2919927400843431	-0.395457214541184	-0.13685474830512998	-0.1841402871937223	0.6387497998185021	0.5607163828537874	0.5855121977259382	0.5232050392355736	0.5937062937062937	0.5930443602199328	0.5290076335877862	0.5885923237068276	0.45769497677894627	0.5301446644958095	0.512966422890087	0.48196765066994074	0.3759461912133668	0.40777771846474137	1.0	0.5179736294240112	0.40595740137724873	0.45945123578711367	0.5240057652271393	0.5232477446217905	0.4196765066994075	0.5645545294400256	0.6176266481609993	0.06830726525383014	0.1060641648427908	0.08554956493887791	0.3166337479314579	0.257529493407356	0.21523514653285647	0.3155607751027598	0.41752522286873434	0.302754497410986	0.3413281375113436	0.2173971067100838	0.2201729568141782	0.07248705492980302	0.0806331073506646	-0.007879143757006352	0.012816954038328084	-0.03187957081086852	-0.045406501895051514	0.03948646773074254	-0.06958308866705813
ZntR	-0.5058559760849837	-0.5422356269684514	-0.5223776223776224	-0.5670634708802648	-0.5427214007366679	-0.5754817701382587	-0.5345219665830353	-0.5465275182832434	-0.5515827683766615	-0.5575028025409705	-0.5455132653605936	-0.5421715688891261	-0.5621576896386057	-0.5284578017402445	-0.539358351572092	-0.520573319809961	-0.46630545027491593	-0.5887844979448033	-0.48337692841509633	-0.48690546095126247	-0.47347461698606735	-0.5480435594939411	-0.5571504831046816	-0.5447765974483532	-0.4240217797469706	-0.48419366892649335	-0.4840281855549031	-0.3900549831847542	-0.19458175412373885	-0.05116639086104735	-0.10952863929963166	-0.13995088880585063	-0.08965462018897133	-0.11595579992526557	-0.23078524528906208	-0.37988042491859286	-0.3920621363369455	-0.43377462232424063	-0.2678108151390594	-0.4004911119414936	-0.378967597288208	-0.331596647627182	-0.33622484385843165	-0.14283350237548711	-0.0807452089894838	0.5204345273047564	0.5082634922329579	0.5796028399081834	0.48375060054449365	0.5199434153632627	0.504083702556985	0.5357977899962633	0.552933326215769	0.4548123632093098	0.47825228206907594	0.49663695083542414	0.4403672663214648	0.34044733892062135	0.3625473762878343	0.5179736294240112	1.0	0.4039342337052261	0.39981316393530136	0.5222708589120802	0.46596914535845835	0.41741312122991514	0.44884428548550687	0.5353493834409865	0.08545347781989003	0.15432658944109326	0.20442534564671969	0.17570597341589708	0.0704745636043346	0.24951689531842203	0.17193722308226125	0.2812897026637485	0.23910211925479102	0.42548443922489726	0.28545881599316714	0.31725297603160196	0.03516254737628784	0.01826189078097475	-0.07938931297709924	0.055063257353333686	0.059114930870656064	-0.054406662040249826	0.07031975657929856	0.040927774515560775
BioQ	-0.6276357230555704	-0.6721080446271286	-0.6701222441680457	-0.6897667218277905	-0.6981796829125073	-0.6938397480382213	-0.6936635883200769	-0.6834516628409758	-0.6987935728393744	-0.6849997330913361	-0.6996583569102653	-0.6702290076335878	-0.6971974590295201	-0.6436876100998239	-0.6747184113596327	-0.6735653659317782	-0.5763518923824267	-0.5638872577803875	-0.5993754337265788	-0.5368387337852987	-0.5669353547216143	-0.6429242513211979	-0.6357977899962632	-0.5670688090535418	-0.45769497677894627	-0.5014092777451556	-0.49683446324667696	-0.4946351358565099	-0.2459616719158704	-0.17116852613035818	-0.3490684887631453	-0.14637804943148455	-0.09695724123205039	-0.03327817220946992	-0.3248652111247531	-0.5734479261196819	-0.39943949180590405	-0.2758394277478247	-0.4139913521592911	-0.4499492873538675	-0.44302567661346287	-0.25968611541130626	-0.37182512144344204	-0.37412053595259703	-0.27718464741365506	0.541296108471681	0.5713927294079966	0.6085197245502589	0.653290983825335	0.7061816046548871	0.6463353440452677	0.5420167618640901	0.5322959483264826	0.5829391982063737	0.6190252495596007	0.5961298243740992	0.603624619655154	0.4670100891474937	0.4053381732771046	0.40595740137724873	0.4039342337052261	1.0	0.4643089734692788	0.43211445043506114	0.40259969038594995	0.5215555436929483	0.5919446965248492	0.5193402017829499	0.22222815352586345	0.01368707628249613	0.24615384615384617	0.2214754710937917	0.16503496503496504	0.11273154326589441	0.26105268777024504	0.1931030801259809	0.27905834623391873	0.39858004590829016	0.3735973949714408	0.40912827630384885	-0.1126141034537981	-0.0001708215448673464	0.2669513692414456	0.18068115091015854	-0.09695190305877328	0.10727593017669354	0.10935781775476432	-0.1128329685581594
DasR	-0.5553355041904661	-0.6519511023327818	-0.6422035979287888	-0.66712752895959	-0.5943095072866065	-0.6439064752041851	-0.6444189398387872	-0.6423317140874393	-0.6597608498371857	-0.6658570437196392	-0.6857630918699621	-0.5789088773821598	-0.5715261837399241	-0.5962579405327497	-0.653904873752202	-0.6516841936689265	-0.5770031495222335	-0.5938290716916671	-0.4508994821971921	-0.5297496396733038	-0.553856830192708	-0.511840068328618	-0.5589014039395719	-0.5354508087332515	-0.44304169113329417	-0.5323279773661453	-0.47344792611968184	-0.4904446698339828	-0.3184540650189505	-0.2421342016761864	-0.12589014039395718	-0.22572465702236694	-0.12957347995515933	0.026690866385522875	-0.3426092990978487	-0.5394224096514173	-0.4660065125713981	-0.36156515240484705	-0.46580366198686807	-0.4970640046975925	-0.43181017455826615	-0.31268349970640047	-0.2375967543906475	-0.13820530614423746	-0.2771632947205466	0.6343991885976619	0.639609245716116	0.5703571237922382	0.6248385202583676	0.5972508407622912	0.5995249025783377	0.5018096407409385	0.6011904126407943	0.4783964127475578	0.5611754657556184	0.5112368547483052	0.4855762558052634	0.3483051299845193	0.29340201782949876	0.45945123578711367	0.39981316393530136	0.4643089734692788	1.0	0.43397747290877065	0.5121336678588587	0.4799177921315326	0.4678855495649389	0.5210644317514547	0.11794693855762559	0.22468371323333156	0.3012384562002883	0.4123365184433887	0.34572145411840066	0.270442534564672	0.12696845139593232	0.28679335931244326	0.39516361501094327	0.449564938877916	0.39874552927988044	0.19774195270378475	0.042518550152137936	-0.012646132493460738	0.03652911973522661	0.12584209683446324	0.14603640634174986	-0.21697005284791546	0.01847007953878183	-0.00521539529173117
CsoR	-0.5451662840975818	-0.6296055089948219	-0.6438103880851972	-0.613425505791918	-0.6168686275556504	-0.6407569529706935	-0.6393476752255378	-0.6401644157369348	-0.619446965248492	-0.6269364223562697	-0.6308172743287247	-0.6053274969305503	-0.6174504884428549	-0.601174398120963	-0.6635936582501468	-0.6875620562643463	-0.5528212245769498	-0.5497944803288315	-0.5464901510703037	-0.5452250040036299	-0.5736401003576576	-0.5801686862755565	-0.6173490631505899	-0.6229594832648268	-0.48757273261090056	-0.5107617573266429	-0.5580686489083435	-0.54701329205146	-0.14965034965034965	-0.15443335290663535	-0.0015800992900229542	-0.01845940319222762	-0.12795067527891954	-0.11896652965355256	-0.208984145625367	-0.3721347354935141	-0.3661453050766028	-0.33297923450595207	-0.30894144023915016	-0.4073399882560188	-0.34879624192601294	-0.3188971334009502	-0.28465809000160147	-0.1376875033363583	-0.2621950568515454	0.5543746330005872	0.6493994555063257	0.569065285859179	0.5107937863663055	0.5538835210590936	0.6216836598515988	0.5312336518443389	0.6273688143917151	0.43329418672930126	0.6001814978914215	0.5249506218971868	0.5595526610793786	0.4851705546362035	0.46933753269631134	0.5240057652271393	0.5222708589120802	0.43211445043506114	0.43397747290877065	1.0	0.6012331180270112	0.5138418833075321	0.511028665990498	0.6211498425238883	0.252068542144878	0.11975657929856404	0.25513265360593607	0.20857844445630705	0.22562323173010196	0.3674745102226018	0.17779319916724498	0.4820530614423744	0.27184113596327336	0.46504030320824213	0.23998291784551326	0.37741418886457057	0.10088613676399937	-0.052362141675118774	-0.06530721187209737	-0.04125340308546416	0.09391448246410078	0.06015053648641435	0.03636363636363636	-0.021139166177334117
PdxR	-0.5847968825068062	-0.715518069716543	-0.6785298670794854	-0.6593978540543426	-0.6925052047189452	-0.6525062723536006	-0.6851225110767095	-0.6804836384989057	-0.67948006192281	-0.6992099503549886	-0.6746970586665243	-0.6389740030961405	-0.6443762344525703	-0.6621950568515454	-0.6513799177921316	-0.6531148241071906	-0.5694870015480703	-0.5795654726952437	-0.6256552607697646	-0.5711311589174185	-0.5976298510649656	-0.523381198953718	-0.6306464527838573	-0.5798377195323761	-0.5609993060374739	-0.5652164629263866	-0.6063844552394171	-0.6007847114717344	-0.22564458442321036	-0.1539155500987562	-0.10857310628302995	-0.07518283243474083	-0.1597448353173544	-0.047872737949073825	-0.2752842577270058	-0.3664175519137351	-0.4657396039075428	-0.33386003309667434	-0.3822986174131212	-0.3581060161212833	-0.3398548016868628	-0.5127902631719425	-0.2535845833555757	-0.14945817541237388	-0.2441200021352693	0.5398868307265254	0.672278866171996	0.6426680190038969	0.6282923183686543	0.6267282335984626	0.5959269737895692	0.6393530133988149	0.6389206213633695	0.6123258420968345	0.62230822612502	0.6844018576843004	0.6432658944109326	0.45384615384615384	0.4055036566486948	0.5232477446217905	0.46596914535845835	0.40259969038594995	0.5121336678588587	0.6012331180270112	1.0	0.5046175198846955	0.5529920461218171	0.5289062082955213	0.20450008007259915	0.17638925959536647	0.21840602145945656	0.3641434900976886	0.3653018736988203	0.26198686809373833	0.2498104948486628	0.4567287674157903	0.36074307372017295	0.5297976832327977	0.3652164629263866	0.3752575668606203	0.09875620562643464	0.034826242459830244	-0.004377302087225751	0.06594779266534992	0.18064912187049592	-0.018827737148347835	-0.02388832541504297	-0.09478994288154594
GlcC	-0.5613676399935942	-0.6595046175198847	-0.7051833662520686	-0.6656381786152779	-0.6561735973949714	-0.6781882239897508	-0.6626060961938824	-0.6590028292318368	-0.6939198206373779	-0.6745315752949341	-0.6929375967543906	-0.6541130625100091	-0.6579085037100304	-0.6857257246570224	-0.6991245395825548	-0.666972721934554	-0.5031281695403833	-0.589894837986441	-0.5620028826135697	-0.5922596487481984	-0.6582821758394277	-0.596578230929376	-0.606533924091176	-0.6273848289115465	-0.5164308973469279	-0.4814872150750013	-0.569577750493781	-0.45015747611167456	-0.315058986814712	-0.18137511343618215	-0.06509902311429029	-0.06878770084876955	-0.08193028345700101	-0.19111194149362087	-0.2842630651790957	-0.4214968237869001	-0.39163508247477713	-0.40061388992686703	-0.40371536860086477	-0.4523995088880585	-0.4759301766935355	-0.27274862542038114	-0.31175465755618426	-0.04875353653979608	-0.24368227192654673	0.6442641328137512	0.6459296428762078	0.5818021672983505	0.6633534404526771	0.6829605508994822	0.6701649495542625	0.5056958308866706	0.5755298136977526	0.5661826722895426	0.6555757219879357	0.5767522553782096	0.5777398174344739	0.45735867186248863	0.37903165536753325	0.4196765066994075	0.41741312122991514	0.5215555436929483	0.4799177921315326	0.5138418833075321	0.5046175198846955	1.0	0.5578978273634763	0.5392942934927668	0.2501040943789035	0.2847541771205893	0.25747611167458495	0.21231516575028025	0.1714034057545508	0.2868414028719372	0.15566113276036941	0.3676720226338547	0.3612341856616666	0.5517215608818662	0.26037473976405273	0.3730422249506219	-0.03992953611274222	-0.053296321998612076	0.0022954145091549673	0.06261143436715956	0.13328351038274702	-0.012256445844232104	0.024021779746970586	-0.13839214220893611
FixJ	-0.6331927614370363	-0.7632306624673036	-0.7196925212192388	-0.6912827630384882	-0.7592323706827524	-0.7388885923237068	-0.7416217370415844	-0.7316767202263386	-0.7306197619174718	-0.7519564405060588	-0.7513852559654086	-0.6982490791651097	-0.7133507713660385	-0.7215822345593338	-0.720423850958202	-0.7216516308119362	-0.48866171995942986	-0.5976138365451342	-0.6821117813484225	-0.6585544226765601	-0.6111674584957028	-0.5844285485506859	-0.6904286553141515	-0.7296802434207015	-0.5252762504670901	-0.4960070463887258	-0.5893236534457909	-0.55558639833449	-0.20644317514546523	-0.16379117066139967	-0.31124753109485936	-0.11979394651150377	-0.20938450862114985	-0.18407622911439706	-0.387546041744515	-0.5544974109859606	-0.4289168846420755	-0.34500080072599154	-0.4119254791010516	-0.40476165056317726	-0.4285965942454492	-0.24502749159237708	-0.34450435061122087	-0.23119628463139913	-0.15742272994181392	0.6402978700688624	0.5816260075802061	0.6838840548764213	0.645689425078738	0.6560721721027064	0.6875727326109006	0.616847274862542	0.616793893129771	0.6118827737148348	0.6262317834836919	0.6804996530187369	0.6199861207494796	0.4605882666951369	0.5412160358725244	0.5645545294400256	0.44884428548550687	0.5919446965248492	0.4678855495649389	0.511028665990498	0.5529920461218171	0.5578978273634763	1.0	0.6343297923450595	0.1112048257086425	0.14904713607003683	0.20949127208669194	0.27107777718464743	0.16933753269631133	0.17027171301980462	0.26318261890780975	0.37472908770618696	0.33574974643676936	0.4371056424491539	0.31022260182565525	0.42305023221053756	0.05677147280200715	-0.01816580366198687	0.18477552981369774	0.005749212619441627	-0.0024555597074681045	-0.06205092617306358	-0.07277531628676667	-0.08742860193241872
PaaR	-0.6026744248118294	-0.7021886510436128	-0.7162013558960124	-0.6982490791651097	-0.722463033150056	-0.708631826189078	-0.7093204505418246	-0.7011210163881919	-0.7029520098222388	-0.7203491165323226	-0.7099556931618001	-0.6926439972241499	-0.7195910959269738	-0.6917098169006566	-0.7427374152564993	-0.7206640687556718	-0.6137404580152672	-0.6350771366038541	-0.5989056744781935	-0.6434740831687397	-0.6523621416751187	-0.6090748945710778	-0.6650990231142903	-0.6984412534030855	-0.5219452303421769	-0.5157049057812416	-0.6690866385522874	-0.6008487695510596	-0.24291357497464366	-0.19825975551166392	-0.13124432819089307	-0.09791811242192922	-0.27255111300912827	-0.23994555063257353	-0.21407142475844765	-0.48719906048150324	-0.46272353600597876	-0.40310681684727484	-0.3657929856403139	-0.4799284684780868	-0.4668125767362409	-0.3730582394704532	-0.4369668499439492	-0.23247210804462712	-0.30846634281748786	0.6952970693428708	0.6704905781241659	0.6734265734265734	0.612816954038328	0.7066033203437784	0.6988949981316394	0.5631132226552074	0.6645918966529654	0.5478407089094112	0.6845139593231196	0.644109325788715	0.6131906261677254	0.5246783750600544	0.5171942561255538	0.6176266481609993	0.5353493834409865	0.5193402017829499	0.5210644317514547	0.6211498425238883	0.5289062082955213	0.5392942934927668	0.6343297923450595	1.0	0.1522767309026851	0.23193829071691668	0.19104254524101852	0.2952490257833769	0.28878449794480326	0.3854054342603961	0.20739336998878985	0.39615651524048473	0.3901617466502963	0.5028025409704799	0.3117599957294614	0.3857684300432392	0.0006245662734212352	-0.013793839748038222	0.029995195644050607	0.023786900122777985	0.07725938183953451	0.012608765280521005	0.08015267175572519	-0.1173864303635296
AmtR	-0.08457801740244489	-0.18333422302887953	-0.2244915389953558	-0.17558319543052367	-0.19387711525116105	-0.20065659531308386	-0.22365878396412747	-0.19899108525062723	-0.20807131799498213	-0.18983611808039288	-0.2222868734319116	-0.12674958629157101	-0.23567501201088986	-0.19214754710937917	-0.23584049538248011	-0.15266107937863663	-0.1569369561735974	-0.1720012811615865	-0.2595313083862702	-0.1747077350130785	-0.1606790156408477	-0.1773608071317995	-0.15665403298991085	-0.23100944856670047	-0.16917738749799818	-0.13609672769978112	-0.12450755351518711	-0.17192654673570704	-0.09493941173330486	-0.02196124486200822	0.011861421021726366	0.02003416430897347	0.0011583836011316928	0.10809800886136764	-0.11693802380825281	-0.1261303581914269	-0.08000320290396626	-0.11137564725350985	-0.1802754497410986	-0.12137938397480383	-0.1172636523781562	-0.21969785939251588	-0.019681844872684567	-0.005839961565152405	-0.11752522286873432	0.06384989056744782	0.2203064111461058	0.13234933005925373	0.17583942774782468	0.2102492926920408	0.17384295094218757	0.18269364223562698	0.1821705012544707	0.08660652324774462	0.1528532536166124	0.2380558372924785	0.17325041370842897	0.18258154059680778	0.11511770672076016	0.06830726525383014	0.08545347781989003	0.22222815352586345	0.11794693855762559	0.252068542144878	0.20450008007259915	0.2501040943789035	0.1112048257086425	0.1522767309026851	1.0	-0.04105589067421128	0.20940052314098115	0.20032029039662627	0.12389900176159718	0.024603640634174986	-0.04958629157102439	0.22926386590508727	0.0022527091229381305	0.18848556024128543	0.04291891314792078	0.18637164362355202	0.1562696845139593	-0.06617199594298831	-0.17731810174558266	0.053718037687503335	-0.06170394491005178	0.005786579832381359	0.08464207548177013	-0.11246463460203918
PrpR	-0.15034965034965034	-0.18780761223509315	-0.2240377942668019	-0.18374526237121658	-0.19268136443708964	-0.21882239897507072	-0.20761223509315113	-0.21043612875673945	-0.2368921155180697	-0.23678535205252763	-0.2582341322799338	-0.18709229701596114	-0.22034377835904553	-0.2690813003790103	-0.18176480008541077	-0.16425025356323067	-0.22166764533176747	-0.13121763732450756	-0.1156301713553622	-0.20352319436288901	-0.21986868093738324	-0.09587893023007527	-0.10924571611594512	-0.229301233118027	-0.2401644157369348	-0.1494741899322052	-0.18650509795547965	-0.19957828431110874	0.06406875567180911	-0.07243901137030909	0.10309080232744355	0.052431537927721136	-0.1594085304008968	-0.12203597928788769	-0.012987775583195431	-0.02255378209576683	-0.18651043612875673	-0.1397960817808146	-0.03582981903592591	-0.12077617039449101	-0.05693161800032029	-0.26410078471147175	-0.18219185394757914	-0.07032509475257567	-0.036246196551540065	0.1259221694336198	0.1467890887738216	0.17171301980462286	0.18646773074253992	0.21674051139699996	0.17908503710030427	0.11737575401697539	0.13987615437997117	0.27732877809213685	0.229760316019858	0.15294400256232318	0.1739764052741152	0.18207441413548284	0.05656862221747718	0.1060641648427908	0.15432658944109326	0.01368707628249613	0.22468371323333156	0.11975657929856404	0.17638925959536647	0.2847541771205893	0.14904713607003683	0.23193829071691668	-0.04105589067421128	1.0	0.07016494955426253	0.2303421769070624	0.11499492873538675	0.1297443015000267	0.1403939571878503	0.13409491272086693	0.3144771259275076	0.37683766615064324	0.13876047616505632	0.08430577056531255	0.09846260609619388	-0.03573373191693802	-0.009950354988522928	0.08514386376981797	0.06625740671542198	-0.12327443548817595	0.016212032242566593	-0.14533710564244914
PhsR	-0.31371910532215874	-0.28620616025196177	-0.3141995409170982	-0.37099770458549086	-0.3041050552500934	-0.3658837345860247	-0.31944162707521484	-0.3421075108098009	-0.33036352960017085	-0.32045587999786473	-0.2950034698126301	-0.29306037473976404	-0.3408690546095126	-0.34196338013131905	-0.25829285218598197	-0.24857737682165162	-0.1598889659958362	-0.26624673036886776	-0.2879410665670208	-0.20682218544813966	-0.36109005498318475	-0.21899322051993808	-0.22265520738803182	-0.19971173864303635	-0.20190038968664922	-0.14334062883681203	-0.2166871296642289	-0.25829285218598197	-0.050403032082421396	-0.30617092830833287	0.10617092830833288	-0.019014573213046497	-0.04395985693695617	0.13988149255324828	-0.1009235039769391	-0.1193615544760583	-0.012678161533123365	-0.13023541344152031	-0.23501841669780602	-0.28060107831100195	-0.20564244915389954	-0.23088667058132706	0.022014626594779266	-0.00614957561522447	-0.10784177654406663	0.1674264666631079	0.2839054075695297	0.25669673837612766	0.28940906421822454	0.31178134842256977	0.26515774302033845	0.2598088933966797	0.20868520792184914	0.24599370095553302	0.3222815352586345	0.30389686649228637	0.20302674424811828	0.2368867773447926	0.11366572358938772	0.08554956493887791	0.20442534564671969	0.24615384615384617	0.3012384562002883	0.25513265360593607	0.21840602145945656	0.25747611167458495	0.20949127208669194	0.19104254524101852	0.20940052314098115	0.07016494955426253	1.0	0.39325788715101695	-0.01571558212779587	0.18042491859285753	0.07672556451182405	0.17534297763305398	0.13216249399455507	0.23703624619655153	0.06950835424117867	0.050541824587626114	0.0817968291250734	-0.10716382853787434	-0.07146212566059894	0.0374526237121657	0.09450168152458228	-0.005023221053755405	-0.005871990604815032	-0.016820583996156515
RutR	-0.256867559920995	-0.3238135909891635	-0.3526877702450222	-0.32188651043612876	-0.343490097688571	-0.30200715315219134	-0.30879730956066836	-0.32568728980942724	-0.33577109912987774	-0.32961618534137616	-0.3299791811242193	-0.2674478193562163	-0.29879357283937436	-0.31240591469599105	-0.30138258687877006	-0.31169593765013615	-0.3492446484812897	-0.28466342817487855	-0.20294133347568463	-0.16239256926279827	-0.3718678268296589	-0.2394437623445257	-0.27171301980462287	-0.29112261784017507	-0.24868947846047082	-0.22716062563390807	-0.23648107617573266	-0.3212512678161533	-0.14027651737575403	-0.08147120055517001	-0.06383921422089361	-0.238285378743394	-0.09910852506272354	0.05522340255164682	-0.2504937810281322	-0.22595953664655954	-0.22074947952810547	-0.1971974590295201	-0.30774568942507874	-0.20435061122084022	-0.2190199113863236	-0.3004804355949394	0.02060534884962366	-0.12866065232477447	-0.031980996103133506	0.2705119308172743	0.35688891261410344	0.2839854801686863	0.2799071157849784	0.29280414242246305	0.340938450862115	0.2859979714941547	0.25257566860620295	0.24392248972401645	0.24078898201035606	0.22911439705332834	0.19176853680670475	0.17486254203811455	0.14209683446324667	0.3166337479314579	0.17570597341589708	0.2214754710937917	0.4123365184433887	0.20857844445630705	0.3641434900976886	0.21231516575028025	0.27107777718464743	0.2952490257833769	0.20032029039662627	0.2303421769070624	0.39325788715101695	1.0	0.29130411573159665	0.16770405167351732	-0.032899161906795496	0.21191480275449742	0.2774568942507874	0.34723749532909837	0.16414349009768858	-0.11675652591683126	0.19441627075214862	-0.027961351625473762	-0.025014679976512036	0.08901403939571878	0.014114130144664496	-0.272791330806598	-0.07367212939732024	-0.2177227352799872
HcpR	-0.21812309827577003	-0.34730689158170075	-0.3361074040463353	-0.2485239950888806	-0.28829338600330967	-0.25058452997384295	-0.2984252388832542	-0.31052687770245024	-0.3126141034537981	-0.30367800138792506	-0.28584850264239575	-0.23777825228206909	-0.23658250146799764	-0.1820263705759889	-0.37892489190199113	-0.3732771045748145	-0.30624566273421233	-0.226851011583836	-0.16645491912667484	-0.17353333689211553	-0.33167138205306146	-0.22626915069663162	-0.3164469118667592	-0.26900122777985375	-0.29414402391501626	-0.33928895531948966	-0.2616986067367747	-0.3267282335984626	-0.07460630972081354	0.0005551700208188758	-0.11304115731596648	-0.21500560508194097	-0.2481823519991459	-0.08230395558639833	-0.27369348209042865	-0.34090108364917526	-0.4427427534297763	-0.20193775689958895	-0.21103400416377516	-0.13576576095660065	-0.24872684567341055	-0.15117706720760155	-0.2795334436555811	-0.15047776650830086	0.03384401857684301	0.3127208669193402	0.27123258420968344	0.2771366038541611	0.28418833075321626	0.26915603480488975	0.3433085997971494	0.18077723802914641	0.3682218544813965	0.18452997384295095	0.27870068862435277	0.1666204024982651	0.2141194683179416	0.09765654193135109	0.2897507073079592	0.257529493407356	0.0704745636043346	0.16503496503496504	0.34572145411840066	0.22562323173010196	0.3653018736988203	0.1714034057545508	0.16933753269631133	0.28878449794480326	0.12389900176159718	0.11499492873538675	-0.01571558212779587	0.29130411573159665	1.0	0.2698766881972989	0.03203971600918166	0.14357017028772753	0.49434687449954623	0.28673997757967223	0.21344152031174932	0.0967437143009662	0.08240004270538621	0.03692948273100945	-0.05581060161212833	0.14123205039235573	0.01193615544760583	-0.05609352479581487	0.004601505364864144	-0.1042064805423584
TtrR	-0.2477232690973149	-0.3461912133667859	-0.3745422516414883	-0.36118614210217265	-0.30346981263011796	-0.2934714140821011	-0.33135642982971225	-0.31024929269204077	-0.31431164255591737	-0.32294880691827255	-0.3130838627021833	-0.2874552927988043	-0.27824160572252177	-0.2977419527037848	-0.3872631185608285	-0.38943041691133296	-0.3894677841242727	-0.31006779480061925	-0.16672716596380718	-0.20352853253616612	-0.36075908824000424	-0.28221320664068755	-0.27909571344685846	-0.3688410825815406	-0.2296428762077617	-0.2526397266855282	-0.32213740458015266	-0.333689211551807	-0.21697539102119254	-0.12654139753376395	0.0630171355362195	-0.07461164789409064	-0.05329098382533497	-0.18955319489670636	-0.03412694176052955	-0.17742486521112474	-0.2054823039555864	-0.20313884588693748	-0.22305023221053755	-0.24292425132119788	-0.233587786259542	-0.0562429936475738	-0.2812096300645919	-0.06819516361501095	-0.13911813377462232	0.41138632360006405	0.414498478620616	0.2698980408904073	0.2748411893450061	0.3199220626701543	0.3765440666204025	0.23854694923397213	0.26725030694496343	0.20636844071958577	0.2494902044520365	0.14254524101852345	0.16353493834409866	0.1320877595686756	0.22759835584263066	0.21523514653285647	0.24951689531842203	0.11273154326589441	0.270442534564672	0.3674745102226018	0.26198686809373833	0.2868414028719372	0.17027171301980462	0.3854054342603961	0.024603640634174986	0.1297443015000267	0.18042491859285753	0.16770405167351732	0.2698766881972989	1.0	-0.17984305770565312	0.15641381519244116	0.18811188811188811	0.3788448193028346	0.17895692094165377	0.1430790583462339	0.0688464207548177	0.03224256659371163	-0.03144184060214594	0.0016601718891795228	0.1012918379330593	0.05161479741632413	-0.015987828964928202	-0.0358244808626488
