	AgaR	NagR	PhnF	BirA	KdgR	MetR	SahR_SamR	Phr	NrtR	NagC	ArgR	MntR	ThiR	Zur	FUR	CzrA	NsrR	GulR	ModE	NadQ	RbkR	IscR	AraR	HutC	Irr	SiaR	XylR	PhrR	Rex	LldR	NrdR	LtbR	TtrR	GguR	RutR	NorR	TyrR	MetJ	PdhR	FabR	PhsR	PsrA	CcpA	SdaR	HexR	HypR	LexA	NiaR	NikR	CadR-PbrR	NagQ	TrpR	HisR	NarP	AmtR	CblR	FadR	ZntR	VanR	QorR	ExuR_UxuR	PrpR	PurR	NnrR	LiuR	NtrC	PdxR	CueR	MerR	AcnR	GntR	BioQ	RbsR	HcpR	PhnR	LiuQ	NifA	FnrN_FixK	HrcA	CsoR	FixJ	FruR	GlcC	PaaR	DasR	FadP	NmlR	SoxR
CcpA	-0.12713718499311238	0.01547686573211247	-0.22810145044972044	0.05064419414958269	0.1517705210274694	-0.0054290576128352645	-0.030386516489749615	-0.047889149987845395	0.052913054047484	0.07722226723928369	0.06782270480512113	-0.01401831294060449	-0.015638927153391134	0.08483915403938093	-0.007697917510736569	-0.013856251519325824	-0.019690462685357752	-0.0007292763957539907	0.131674904788915	0.013856251519325824	-0.014666558625719148	-0.12713718499311238	-0.03719309618345353	0.05615428247305729	0.03460011344299489	-0.07268454744348107	0.051130378413418685	0.10947249007373795	0.012559760149096507	-0.12259946519730978	0.05080625557086136	0.005915241876671258	0.11627906976744186	-0.1499878453934041	-0.3739567296005186	0.09083542662669152	0.14950166112956811	0.2686168057693866	0.03087270075358561	0.2880641763228263	0.21448829106231262	0.15339113524025605	1.0	0.23750101288388298	0.22259136212624583	0.08872862815006888	0.037355157604732195	-0.05307511546876266	0.07333279312859574	-0.3541852362045215	-0.03605866623450288	0.12535450935904707	-0.03897577181751884	-0.051940685519812006	-0.052588931204926664	-0.21853982659427923	-0.044485860140993434	-0.08532533830321692	0.23344947735191637	-0.1279474920995057	-0.05971963374118791	0.11319990276314723	0.3246900575318046	0.1898549550279556	0.2503038651648975	0.17915890122356373	-0.05615428247305729	-0.18191394538530103	-0.08613564540961025	-0.19098938497690623	-0.08273235556275829	0.04886151851551738	0.08467709261810226	-0.09780406774167409	0.1354023174783243	0.157280609350944	0.19504092050887287	0.15112227534235476	-0.15063609107851875	-0.17073170731707318	-0.01612511141722713	-0.21157118547929665	0.019852524106636415	-0.13183696621019367	-0.19828214893444615	-0.28174378089295843	-0.15403938092537073	0.06117818653269589
SdaR	0.001863706344704643	-0.12551657078032574	-0.2251843448667045	0.17689004132566244	0.21481241390486994	-0.0812738027712503	0.003970504821327283	-0.0057531804553925935	0.15533587229560003	0.12016854387812981	0.0707398103881371	0.079491127137185	-0.03200713070253626	-0.004294627663884612	0.08030143424357832	0.08030143424357832	0.055992221051778625	-0.05696458957945061	0.0313588850174216	0.06312292358803986	-0.03719309618345353	-0.14366744996353617	-0.006887610404343246	0.07965318855846366	0.21546065958998462	0.10396240175026335	-0.01337006725548983	0.10153148043108338	0.13961591443156957	0.02147313831942306	0.052102746941090676	-0.2741268940928612	0.10120735758852605	-0.09537314642249413	-0.04837533425168139	-0.18855846365772627	0.0657159063284985	0.0890527509926262	0.20087513167490478	0.06279880074548254	0.0418928774005348	0.13783323879750425	0.23750101288388298	1.0	0.08289441698403695	0.3426788752937363	-0.14188477432947086	-0.1243821408313751	0.04821327283040272	-0.10104529616724739	-0.07835669718823435	-0.12470626367393242	-0.24236285552224293	-0.2707236042460092	0.08257029414147962	-0.06360910785187586	-0.26748237582043594	-0.15582205655943604	0.08435296977554493	-0.1806174540150717	-0.19601328903654486	-0.20832995705372337	0.18596548091726764	0.26002755044161735	0.10363827890770602	0.09310428652459282	-0.08159792561380763	-0.2071955271047727	-0.08192204845636496	0.08354266266915161	-0.06117818653269589	0.06490559922210518	0.09456283931610081	-0.05955757231990925	-0.18045539259379303	-0.02212138400453772	0.33619641844258974	0.14366744996353617	0.04529616724738676	-0.15339113524025605	-0.03784134186856819	0.006725548983064582	-0.0968316992140021	-0.30815979256138076	-0.2721821570375172	-0.30961834535288874	0.06928125759662912	-0.11028279718013127
HexR	-0.2750992626205332	-0.15436350376792804	-0.06717445912000648	0.34429948950652295	0.22793938902844177	0.02844177943440564	-0.0038084434000486183	0.30767360829754475	0.19925451746211814	0.14237095859330687	0.16181832914674663	0.16716635604894256	0.11952029819301516	0.07641196013289037	0.0020257677659833075	0.08451503119682359	0.1404262215379629	-0.0968316992140021	0.08581152256705292	0.12632687788671906	-0.03751721902601086	-0.022931691110931043	0.07446722307754639	-0.022607568268373714	0.23669070577748966	0.16246657483186128	0.3141560651486914	0.44007778948221377	0.2545174621181428	0.019366339842800423	0.29130540474839967	-0.4763795478486346	-0.16343894335953327	-0.11498257839721254	-0.20735758852605138	0.055181913945385304	0.22259136212624583	-0.04643059719633741	-0.1472328012316668	0.39243173162628636	0.3872457661453691	0.2204845636496232	0.22259136212624583	0.08289441698403695	1.0	0.34478567377035896	0.19034113929179158	0.1888825865002836	0.14188477432947086	-0.03719309618345353	0.05971963374118791	0.3592091402641601	0.20751964994733005	0.3052426869783648	-0.3295519001701645	-0.1028279718013127	-0.45255651892067095	-0.15290495097642007	0.036544850498338874	-0.24803500526699618	-0.36763633417065067	-0.20427842152175674	0.3376549712340977	0.041406693136698806	0.24171460983712828	0.19925451746211814	-0.17202819868730249	-0.07381897739243173	-0.33489992707236044	-0.12146503524835912	-0.17413499716392514	-0.19795802609188884	-0.18904464792156228	0.027307349485454987	-0.02114901547686573	0.11644113118872053	-0.18094157685762904	-0.20508872862815006	-0.1755935499554331	-0.022283445425816385	-0.265051454501256	-0.24414553115630824	-0.1765659184831051	-0.1101207357588526	-0.17397293574264647	-0.22307754639008184	-0.1472328012316668	0.18483105096831698
HypR	-0.06830888906895713	-0.013694190098047159	-0.06393323069443319	0.34673041082570294	0.23685276719876833	0.027469410906733653	0.08500121546065958	0.20119925451746212	0.289198606271777	0.10380034032898469	0.22032250222834454	0.17543148853415444	0.13507819463576695	0.08516327688193825	0.12810955352078437	0.16651811036382788	0.17348675147881046	0.058423142370958595	0.01823190989384977	0.10493477027793534	0.016449234259784458	0.0057531804553925935	0.18969289360667693	0.22016044080706587	0.14739486265294546	0.20849201847500204	0.29406044891013694	0.3203143991572806	0.28855036058666234	0.06377116927315453	0.24495583826270156	-0.4535288874483429	-0.2739648326715825	-0.2485211895308322	-0.13507819463576695	-0.05890932663479459	0.12584069362288308	-0.1642492504659266	-0.17948302406612107	0.24706263673932422	-0.13361964184425898	0.12697512357183371	0.08872862815006888	0.3426788752937363	0.34478567377035896	1.0	0.08791832104367556	-0.1650595575723199	0.016773357102341787	0.1033141560651487	-0.08192204845636496	-0.08386678551170894	-0.1830483753342517	-0.04610647435378008	0.10477270885665667	-0.36763633417065067	-0.3010290900251195	-0.2741268940928612	0.2434972854711936	-0.1870999108662183	-0.1514463981849121	-0.1261648164654404	-0.06344704643059719	-0.06604002917105584	0.10363827890770602	0.08030143424357832	-0.10428652459282067	-0.19536504335143018	-0.27720606109715584	0.12908192204845637	-0.15258082813386273	-0.2558139534883721	-0.09051130378413419	-0.04432379871971477	-0.15711854792966534	0.03265537638765092	-0.027469410906733653	-0.035734543391945546	-0.018880155578964428	-0.02876590227696297	-0.041244631715420144	-0.22194311644113118	-0.2571104448586014	-0.34527185803419497	-0.14690867838910948	-0.29584312454420225	-0.09634551495016612	0.22858763471355645
LexA	-0.15339113524025605	0.15517381087432136	-0.07592577586905437	-0.03460011344299489	-0.07981524997974232	-0.0862977068308889	-0.020500769791751073	0.06279880074548254	-0.11952029819301516	-0.03087270075358561	-0.052913054047484	-0.01871809415768576	-0.03784134186856819	-0.10995867433757395	-0.13702293169111093	-0.12276152661858844	0.02925208654079896	-0.11417227129081922	-0.27785430678227047	-0.08078761850741431	-0.060205818005023906	0.05939551089863058	0.032493314966372255	-0.030710639332306944	-0.22907381897739243	-0.06198849363908922	-0.062474677902925206	0.210436755530346	0.24025605704562028	0.22680495907949114	-0.009318531723523215	-0.2305323717689004	0.02665910380034033	-0.09018718094157686	-0.2063852199983794	-0.0002430921319179969	-0.10590713880560733	-0.2682926829268293	-0.07932906571590632	0.2558139534883721	0.047078842881452074	0.02876590227696297	0.037355157604732195	-0.14188477432947086	0.19034113929179158	0.08791832104367556	1.0	0.10817599870350864	-0.009804715987359209	0.16619398752127057	-0.07479134592010372	-0.0684709504902358	0.23442184587958836	0.13896766874645491	-0.16295275909569726	-0.03719309618345353	-0.07657402155416904	-0.20119925451746212	0.1110931042865246	0.007697917510736569	0.04367555303460011	0.13410582610809496	0.11271371849931124	0.011263268778867191	0.13702293169111093	-0.0318450692812576	0.14366744996353617	0.2031439915728061	0.1705696458957945	0.15225670529130542	-0.03476217486427356	-0.06685033627744916	0.10104529616724739	-0.057450773843286604	0.210436755530346	-0.013208005834211166	0.0008913378170326554	-0.15225670529130542	0.12033060529940848	0.04513410582610809	0.03265537638765092	0.062474677902925206	0.0028360748723766306	0.09051130378413419	0.04092050887286282	0.10768981443967264	-0.13912973016773358	0.14237095859330687
NiaR	-0.003484320557491289	0.06976744186046512	-0.04772708856656673	0.0922939794181995	0.029414147962077627	0.1110931042865246	-0.0036463819787699537	0.013045944412932501	0.0002430921319179969	0.05307511546876266	-0.030224455068470952	-0.0158009885746698	-0.0689571347540718	-0.05858520379223726	-0.02876590227696297	-0.004132566242605947	0.00948059314480188	-0.13912973016773358	-0.08483915403938093	-0.04513410582610809	-0.03524835912810955	0.07592577586905437	0.056802528158171946	-0.05955757231990925	0.28093347378656514	0.014828620046997813	0.25921724333522406	0.17267644437241714	0.1715420144234665	0.211895308321854	0.10914836723118061	-0.23280123166680172	0.02033870837047241	-0.2689409286119439	-0.29130540474839967	-0.16068389919779597	-0.11255165707803258	0.05534397536666397	0.21432622964103396	-0.2332874159306377	0.07689814439672636	0.043027307349485455	-0.05307511546876266	-0.1243821408313751	0.1888825865002836	-0.1650595575723199	0.10817599870350864	1.0	0.08727007535856089	-0.1866137266023823	0.07462928449882505	0.05712665100072928	0.13556437889960296	0.18240012964913702	0.0025119520298193016	0.02925208654079896	0.09780406774167409	-0.09213191799692083	-0.37087756259622395	-0.3405720768171137	0.1005591119034114	-0.08727007535856089	0.15112227534235476	-0.05323717689004132	0.027793533749290982	-0.06782270480512113	0.18142776112146503	0.09083542662669152	-0.026172919536504337	-0.07317073170731707	-0.0057531804553925935	-0.034924236285552225	-0.10931042865245928	0.027955595170569645	-0.028279718013126974	-0.014342435783161819	-0.317235232152986	-0.16765254031277854	-0.2209707479134592	-0.04772708856656673	-0.024390243902439025	0.03119682359614294	0.03476217486427356	-0.09537314642249413	0.05129243983469735	0.010939145936309862	0.12584069362288308	0.1806174540150717
NikR	-0.19617535045782353	-0.04562029008994409	0.18353455959808768	0.16570780325743456	0.10477270885665667	0.07997731140102099	0.09585933068633012	0.06182643221781055	0.019852524106636415	0.12000648245685115	0.14982578397212543	0.13507819463576695	0.17429705858520378	0.06976744186046512	0.04108257029414148	0.11935823677173649	0.05907138805607325	-0.10768981443967264	-0.0657159063284985	-0.10931042865245928	-0.037355157604732195	0.08889068957134755	0.05826108094967993	-0.0017016449234259785	-0.049347702779353374	0.11514463981849121	0.2825540879993518	0.09877643626934608	-0.038813710396240174	0.3049185641358075	0.317235232152986	-0.0973178834778381	-0.1279474920995057	-0.1537152580828134	-0.11854792966534317	-0.32874159306377115	-0.10898630580990196	-0.014990681468276477	0.18920670934284092	0.286281500688761	-0.1128757799205899	0.14561218701888015	0.07333279312859574	0.04821327283040272	0.14188477432947086	0.016773357102341787	-0.009804715987359209	0.08727007535856089	1.0	-0.12276152661858844	-0.1000729276395754	0.21027469410906732	0.19698565756421685	0.14804310833806011	-0.1033141560651487	-0.0890527509926262	-0.14658455554655214	-0.29260189611862897	-0.2553277692245361	-0.2520865407989628	-0.1725143829511385	-0.08808038246495421	0.07479134592010372	-0.031520946438700265	-0.025200551008832346	0.04853739567296005	0.002349890608540637	-0.043027307349485455	-0.00105339923831132	-0.03265537638765092	0.03719309618345353	-0.058423142370958595	-0.10995867433757395	-0.12373389514626043	-0.17445912000648245	-0.16214245198930394	0.05907138805607325	-0.10931042865245928	-0.2540312778543068	-0.09067336520541285	0.13588850174216027	0.18045539259379303	0.010452961672473868	-0.22486022202414715	-0.16019771493395998	-0.14285714285714285	0.1986062717770035	0.06117818653269589
CadR-PbrR	0.19439267482375822	0.25322097074791344	0.38935256462199175	-0.04318936877076412	-0.03589660481322421	0.1133619641844259	0.19034113929179158	0.13977797585284824	0.06960538043918645	0.06620209059233449	0.12697512357183371	0.20022688598979013	0.22858763471355645	0.1715420144234665	0.09991086621829673	0.05939551089863058	0.11854792966534317	0.13799530021878292	0.07009156470302244	0.2739648326715825	0.13588850174216027	0.2182157037517219	0.20379223725792076	0.3015152742889555	-0.16765254031277854	0.0064014261405072525	-0.14836723118061745	-0.02665910380034033	0.18272425249169436	0.2332874159306377	0.0890527509926262	0.06312292358803986	-0.11887205250790049	-0.04983388704318937	-0.13767117737622558	-0.060205818005023906	-0.23652864435621102	-0.23280123166680172	-0.26051373470545336	0.0052669961915566	-0.2242119763390325	-0.33344137428085246	-0.3541852362045215	-0.10104529616724739	-0.03719309618345353	0.1033141560651487	0.16619398752127057	-0.1866137266023823	-0.12276152661858844	1.0	0.342840936715015	0.25419333927558546	0.22534640628798314	0.1422088971720282	-0.2287496961348351	0.2588931204926667	0.09261810226075683	0.13135078194635766	0.08419090835426626	0.33068633011911513	-0.05404748399643465	0.046268535775058746	-0.3391135240256057	-0.21659508953893525	-0.317235232152986	-0.2757475083056478	-0.23831131999027633	-0.0008913378170326554	0.012397698727817843	0.006563487561785917	0.046268535775058746	-0.2827161494206304	-0.11546876266104854	0.02066283121302974	-0.041568754557977476	-0.11887205250790049	-0.14545012559760148	-0.21335386111336196	0.16117008346163195	0.15971153067012397	0.06766064338384248	0.0025119520298193016	-0.2812575966291224	-0.07689814439672636	-0.07511546876266105	0.011749453042703185	-0.13410582610809496	-0.024714366744996354
NagQ	0.015963049995948466	-0.028603840855684303	0.13507819463576695	0.19568916619398752	0.13767117737622558	0.05728871242200794	0.10266591038003403	0.12648893930799773	0.18353455959808768	0.18758609513005428	0.14480187991248683	0.18872052507900494	0.18791021797261162	0.17202819868730249	0.12130297382708047	0.018880155578964428	0.06668827485617049	0.11255165707803258	0.21157118547929665	0.2305323717689004	0.2627825946033547	0.06652621343489182	0.24041811846689895	0.19406855198120088	0.08451503119682359	0.057612835264565274	0.003970504821327283	0.20395429867919943	0.18191394538530103	0.2063852199983794	0.13961591443156957	0.14852929260189612	-0.21416416821975529	-0.159225346406288	-0.20395429867919943	0.2507900494287335	-0.1697593387894012	0.007211733246900575	-0.04432379871971477	0.08970099667774087	0.21837776517300056	-0.005104934770277935	-0.03605866623450288	-0.07835669718823435	0.05971963374118791	-0.08192204845636496	-0.07479134592010372	0.07462928449882505	-0.1000729276395754	0.342840936715015	1.0	0.4865894173891905	0.34219269102990035	0.260189611862896	-0.4833481889636172	-0.2992464143910542	-0.15744267077222268	0.21983631796450856	-0.21027469410906732	0.23344947735191637	0.07462928449882505	0.09391459363098614	-0.03832752613240418	0.07787051292439835	-0.057450773843286604	-0.08386678551170894	-0.3822218620857305	-0.05388542257515598	-0.0812738027712503	-0.2136779839559193	-0.055181913945385304	-0.12276152661858844	0.05048213272830403	0.09164573373308484	-0.0762498987116117	-0.030224455068470952	-0.16441131188720526	-0.024714366744996354	-0.07317073170731707	0.048699457094238716	0.1294060448910137	-0.4355400696864111	-0.36099181589822543	-0.2251843448667045	-0.2663479458714853	-0.23247710882424438	-0.10947249007373795	0.07009156470302244
TrpR	-0.20751964994733005	-0.1650595575723199	0.19471679766631553	0.14609837128271616	8.103071063933231e-05	-0.013532128676768495	0.0033222591362126247	0.07754639008184101	0.052588931204926664	0.05971963374118791	0.004294627663884612	0.14545012559760148	0.060205818005023906	0.06506766064338385	-0.017745725630013774	-0.07236042460092375	-0.006725548983064582	-0.01758366420873511	0.1138481484482619	0.0652297220646625	0.04173081597925614	-0.04950976420063204	0.00105339923831132	0.21951219512195122	-0.008670286038408557	0.036544850498338874	0.024390243902439025	0.14755692407422413	0.13734705453366827	-0.1715420144234665	0.0474029657240094	-0.04043432460902682	-0.1948788590875942	-0.14820516975933878	-0.3630986143748481	-0.002349890608540637	0.07722226723928369	0.0657159063284985	-0.17948302406612107	0.32112470626367395	0.2558139534883721	0.06150230937525322	0.12535450935904707	-0.12470626367393242	0.3592091402641601	-0.08386678551170894	-0.0684709504902358	0.05712665100072928	0.21027469410906732	0.25419333927558546	0.4865894173891905	1.0	0.41982011182238066	0.42225103314156065	-0.2796369824163358	-0.07187424033708775	-0.12746130783566972	0.08094967992869298	-0.10363827890770602	0.05615428247305729	0.010939145936309862	0.10979661291629528	0.15744267077222268	0.15355319666153472	0.09569726926505145	0.06231261648164654	-0.18094157685762904	-0.01401831294060449	-0.13896766874645491	-0.12405801798881776	0.027955595170569645	-0.07365691597115306	-0.0008913378170326554	0.27250627988007453	-0.11530670123976987	0.09245604083947816	-0.13037841341868567	0.016287172838505795	-0.12875779920589903	0.3154525565189207	0.15484968803176405	-0.13750911595494691	-0.24819706668827485	-0.07543959160521838	-0.36715014990681466	-0.04432379871971477	-0.28222996515679444	0.07787051292439835
HisR	-0.12632687788671906	0.1276233692569484	0.22064662507090188	0.07025362612430111	0.004294627663884612	0.054533668260270646	0.00737379466817924	0.1366988088485536	0.055181913945385304	0.06555384490721984	0.02844177943440564	0.11028279718013127	0.06944331901790779	0.10169354185236204	0.019852524106636415	-0.042054938821813465	0.01871809415768576	-0.08354266266915161	0.026497042379061666	0.07608783729033304	0.05469572968154931	0.17915890122356373	0.1614942063041893	0.016773357102341787	-0.023417875374767038	-0.12243740377603111	0.183372498176809	0.3196661534721659	0.19228587634713556	0.18742403370877564	-0.10979661291629528	-0.13248521189530832	-0.2875779920589904	-0.12908192204845637	-0.21432622964103396	-0.0895389352564622	-0.210436755530346	0.210436755530346	-0.18580341949598897	0.3762255894984199	0.17705210274694108	-0.0474029657240094	-0.03897577181751884	-0.24236285552224293	0.20751964994733005	-0.1830483753342517	0.23442184587958836	0.13556437889960296	0.19698565756421685	0.22534640628798314	0.34219269102990035	0.41982011182238066	1.0	0.4170650676606434	-0.30961834535288874	0.018069848472571103	-0.11952029819301516	0.016449234259784458	-0.3922696702050077	0.25986548902033874	-0.13102665910380035	-0.031520946438700265	0.05420954541771331	0.0038084434000486183	-0.02276962968965238	0.07657402155416904	-0.29454663317397295	-0.08451503119682359	-0.158252977878616	-0.0927801636820355	0.17316262863625315	-0.079491127137185	-0.07868082003079167	0.06620209059233449	0.042217000243092134	0.14480187991248683	-0.22259136212624583	-0.1517705210274694	-0.15014990681468277	0.06620209059233449	-0.06134024795397456	-0.08419090835426626	0.007535856089457904	0.06749858196256381	-0.18272425249169436	-0.14107446722307754	-0.09261810226075683	0.03119682359614294
NarP	-0.2071955271047727	0.08970099667774087	0.0036463819787699537	0.15387731950409206	0.009318531723523215	-0.08516327688193825	-0.12470626367393242	0.10720363017583664	0.04983388704318937	0.010452961672473868	-0.018393971315128432	0.043999675877157446	0.06620209059233449	-0.022283445425816385	-0.08240823272020095	-0.07187424033708775	-0.05096831699214002	0.09715582205655944	-0.03994814034519083	-0.08872862815006888	-0.007535856089457904	-0.06928125759662912	0.11708937687383518	0.04724090430273074	0.01904221700024309	-0.09942468195446075	0.19001701644923427	0.3451097966129163	0.21740539664532857	-0.023255813953488372	0.04950976420063204	-0.20703346568349404	0.06215055506036788	-0.2511141722712908	-0.21951219512195122	-0.08727007535856089	-0.08727007535856089	-0.13977797585284824	-0.3865975204602544	0.2804472895227291	0.1527428895551414	0.13102665910380035	-0.051940685519812006	-0.2707236042460092	0.3052426869783648	-0.04610647435378008	0.13896766874645491	0.18240012964913702	0.14804310833806011	0.1422088971720282	0.260189611862896	0.42225103314156065	0.4170650676606434	1.0	-0.5342354752451179	-0.02844177943440564	-0.19601328903654486	0.06587796774977717	0.11773762255894984	0.13637468600599628	-0.14366744996353617	0.10655538449072198	0.0862977068308889	-0.0423790616643708	0.15339113524025605	0.08694595251600357	-0.24706263673932422	0.10963455149501661	-0.11044485860140993	-0.00737379466817924	0.1619803905680253	-0.13410582610809496	-0.16651811036382788	0.13686087026983226	0.046268535775058746	-0.11319990276314723	-0.24365934689247223	-0.1715420144234665	-0.17445912000648245	0.17867271695972772	-0.16619398752127057	-0.01191151446398185	0.07835669718823435	-0.026334980957783	-0.2806093509440078	-0.21011263268778868	-0.04027226318774816	0.20330605299408475
AmtR	-0.05890932663479459	-0.29227777327607163	-0.261648164654404	-0.38692164330281176	-0.3120492666720687	-0.14609837128271616	-0.14950166112956811	-0.31869378494449396	-0.2590551819139454	-0.31739729357426466	-0.2713718499311239	-0.25678632201604407	-0.32614861032331255	-0.27655781541204116	-0.11870999108662184	-0.16408718904464792	-0.25192447937768414	-0.27056154282473055	-0.24009399562434164	-0.29908435296977554	-0.24139048699457094	-0.03087270075358561	-0.27023741998217327	-0.18369662101936635	-0.033303622072765576	-0.1550117494530427	-0.21254355400696864	-0.5087918321043675	-0.28093347378656514	-0.26667206871404264	-0.2577586905437161	-0.07819463576695568	-0.031683007859978934	0.06134024795397456	0.09666963779272345	-0.18499311238959565	0.02568673527266834	0.18385868244064502	0.05874726521351592	-0.32971396159144317	-0.29276395753990764	-0.18353455959808768	-0.052588931204926664	0.08257029414147962	-0.3295519001701645	0.10477270885665667	-0.16295275909569726	0.0025119520298193016	-0.1033141560651487	-0.2287496961348351	-0.4833481889636172	-0.2796369824163358	-0.30961834535288874	-0.5342354752451179	1.0	0.1073656915971153	0.42451989303946197	0.11044485860140993	0.09342840936715015	-0.01158739162142452	0.27056154282473055	-0.06036787942630257	-0.029900332225913623	0.15776679361478	0.06474353780082652	0.13135078194635766	0.4096102422818248	0.19406855198120088	0.20055100883234747	0.11676525403127785	0.20784377278988736	0.2007130702536261	0.17624179564054776	0.16165626772546796	0.11271371849931124	0.3400858925532777	0.26294465602463335	0.2909812819058423	0.21675715096021392	0.17413499716392514	0.14950166112956811	0.2731545255651892	0.263592901709748	0.2593793047565027	0.3830321691921238	0.366015719957864	0.20589903573454338	0.008184101774572563
CblR	-0.024390243902439025	0.008994408880965886	-0.025200551008832346	-0.39486265294546635	-0.3524025605704562	-0.13199902763147234	-0.17948302406612107	-0.23539421440726035	-0.3376549712340977	-0.3225832590551819	-0.3525646219917349	-0.2773681225184345	-0.2663479458714853	-0.29341220322502226	-0.30183939713151287	-0.24009399562434164	-0.2546795235394214	-0.2397698727817843	-0.08305647840531562	-0.13313345758042297	-0.2909812819058423	-0.11174134997163924	-0.293088080382465	-0.2844988250546957	-0.131674904788915	-0.2861194392674824	-0.37881857223887855	-0.35710234178753747	-0.261648164654404	-0.17640385706182643	-0.29632930880803826	0.07317073170731707	0.3180455392593793	0.21140912405801798	0.20346811441536342	-0.11935823677173649	0.06198849363908922	-0.14885341544445344	-0.09715582205655944	-0.1898549550279556	-0.14512600275504417	-0.35904707884288145	-0.21853982659427923	-0.06360910785187586	-0.1028279718013127	-0.36763633417065067	-0.03719309618345353	0.02925208654079896	-0.0890527509926262	0.2588931204926667	-0.2992464143910542	-0.07187424033708775	0.018069848472571103	-0.02844177943440564	0.1073656915971153	1.0	0.38335629203468113	0.08970099667774087	0.032493314966372255	0.002349890608540637	0.06409529211571185	-0.22777732760716313	-0.00948059314480188	-0.10979661291629528	-0.04075844745158415	0.04043432460902682	0.1861275423385463	0.2498176809010615	0.290657159063285	0.16019771493395998	0.2054128514707074	0.2545174621181428	-0.011263268778867191	0.24398346973502957	0.22858763471355645	0.018393971315128432	0.0368689733408962	-0.0033222591362126247	0.16343894335953327	0.32517624179564053	-0.1033141560651487	0.519163763066202	0.24576614536909488	0.26618588445020663	0.3538611133619642	0.35661615752370146	0.19147556924074224	-0.03605866623450288
FadR	-0.010777084515031198	0.060692002268859895	-0.11190341139291791	-0.5716716635604894	-0.5433109148367231	-0.3023255813953488	-0.2530589093266348	-0.4258163844096913	-0.44331901790778705	-0.42678875293736324	-0.3972935742646463	-0.36909488696215864	-0.4026416011668422	-0.3473786565108176	-0.3271209788509845	-0.35029576209383356	-0.3830321691921238	-0.2007130702536261	-0.1517705210274694	-0.26488939307997733	-0.21789158090916458	-0.1266510007292764	-0.33927558544688435	-0.15209464387002675	-0.24236285552224293	-0.393566161575237	-0.4045863382221862	-0.6016530264970423	-0.4890203387083705	-0.16246657483186128	-0.32501418037436186	0.19406855198120088	0.15598411798071468	0.022445506847095047	0.0185560327364071	0.07641196013289037	-0.16360100478081194	0.01337006725548983	-0.05404748399643465	-0.5199740701725954	-0.2755854468843692	-0.3891905032007131	-0.044485860140993434	-0.26748237582043594	-0.45255651892067095	-0.3010290900251195	-0.07657402155416904	0.09780406774167409	-0.14658455554655214	0.09261810226075683	-0.15744267077222268	-0.12746130783566972	-0.11952029819301516	-0.19601328903654486	0.42451989303946197	0.38335629203468113	1.0	0.43651243821408314	0.10833806012478729	0.07884288145207033	0.30767360829754475	0.1775382870107771	-0.055992221051778625	0.13054047483996434	0.008022040353293899	0.05890932663479459	0.4047483996434649	0.3203143991572806	0.4366744996353618	0.0707398103881371	0.28595737784620373	0.24900737379466817	0.19471679766631553	0.34656834940442427	0.33165869864678715	0.15290495097642007	0.16360100478081194	0.4418604651162791	0.3890284417794344	0.1888825865002836	0.36893282554087997	0.23507009156470302	0.4814034519082732	0.4113929179158901	0.5661615752370148	0.3536990519406855	0.06474353780082652	0.04578235151122275
ZntR	-0.3185317235232153	-0.26975123571833726	-0.3183696621019366	-0.45320476460578557	-0.5347216595089539	-0.38627339761769713	-0.4010209869540556	-0.3575885260513735	-0.4193339275585447	-0.46390081841017744	-0.39810388137103964	-0.32015233773600194	-0.40750344380520215	-0.31269751235718335	-0.37509115954946926	-0.4523944574993923	-0.45628393161008024	-0.18142776112146503	-0.25176241795640547	-0.23944574993922696	-0.2003889474110688	-0.16635604894254924	-0.49420630418928774	-0.3431650595575723	-0.23831131999027633	-0.4564459930313589	-0.4361883153715258	-0.4627663884612268	-0.38805607325176245	-0.28952272911433435	-0.31934203062960864	0.12259946519730978	0.08062555708613564	-0.13329551900170164	-0.017097479944899116	0.18402074386192366	-0.03378980633660157	-0.12422007941009643	-0.23831131999027633	-0.1710558301596305	0.00040515355319666155	-0.2310185560327364	-0.08532533830321692	-0.15582205655943604	-0.15290495097642007	-0.2741268940928612	-0.20119925451746212	-0.09213191799692083	-0.29260189611862897	0.13135078194635766	0.21983631796450856	0.08094967992869298	0.016449234259784458	0.06587796774977717	0.11044485860140993	0.08970099667774087	0.43651243821408314	1.0	0.19098938497690623	0.15339113524025605	0.05161656267725468	0.1595494692488453	0.17137995300218783	0.32144882910623124	0.2533830321691921	0.3611538773195041	0.28595737784620373	0.38870431893687707	0.3405720768171137	0.19520298193015154	0.339437646868163	0.2731545255651892	0.32874159306377115	0.30815979256138076	0.24576614536909488	0.31140102098695405	0.32501418037436186	0.3415444453447857	0.3712016854387813	0.24641439105420954	0.23636658293493235	0.14075034438052023	0.4355400696864111	0.2973016773357102	0.29162952759095695	0.24495583826270156	0.28028522810145046	0.2516003565351268
