	PhnF	AgaR	GulR	Irr	SiaR	CzrA	MetR	SahR_SamR	KdgR	FUR	NagC	IscR	RbkR	NsrR	Phr	MntR	ArgR	NrtR	ThiR	Zur	BirA	XylR	AraR	ModE	NadQ	LldR	NrdR	GguR	NagR	Rex	HutC	PhrR	CcpA	NiaR	FnrN_FixK	HcpR	GlcC	DasR	FadR	NifA	BioQ	MerR	FadP	FruR	LiuR	GntR	NnrR	NtrC	RbsR	AcnR	CueR	PhnR	PdxR	HrcA	PurR	CsoR	ZntR	FixJ	NmlR	PaaR	CblR	PdhR	HypR	SdaR	HexR	TrpR	TyrR	HisR	PsrA	NagQ	NarP	LiuQ	LexA	SoxR	QorR	FabR	PhsR	NorR	LtbR	MetJ	AmtR	RutR	TtrR	VanR	CadR-PbrR	NikR	ExuR_UxuR	PrpR
FadP	-0.5499095998703226	-0.5155351064227733	-0.5669771443534208	-0.4894499931420591	-0.4043217496477512	-0.718305714535094	-0.7213431588922555	-0.7564558161573087	-0.764884848938266	-0.7485654434593948	-0.7295277995984988	-0.7081459868576915	-0.7593186947468173	-0.7425504058654098	-0.7408546241224953	-0.7673836332123842	-0.822910510106111	-0.7894786718038879	-0.777293981221711	-0.764884848938266	-0.7304205788102096	-0.6551129066447212	-0.6494968765196574	-0.6076908689634534	-0.5718101223207271	-0.3882317734635095	-0.41608748238756094	-0.19099739398246862	-0.37172782703026225	-0.5221037668798862	-0.49552488185638227	-0.5055349817329393	-0.5537251087918802	-0.2621454132844549	0.31220588785396325	0.3185251686430005	0.38488509831793416	0.47110063716505196	0.45727004077357575	0.5665432237309692	0.6519507724535218	0.7007394107158443	1.0	0.6886544720008978	0.48844748687639494	0.600932679958603	0.6598261823713513	0.6124141198768065	0.5204628486639484	0.6450379680544646	0.6488085886357685	0.32831581441165103	0.4651005623511515	0.5105275626878141	0.376146834748563	0.3410192147034252	0.363737702465118	0.44515018890509855	0.48295115899200736	0.5660893527350715	-0.08206835496701954	-0.19214952804897817	-0.1849624060150376	-0.04551428322048903	-0.31149266200326686	-0.18452349779922442	-0.17296724398059826	-0.2830534046559184	-0.3065699073554533	-0.1606578635643836	-0.15452811132308383	0.17208443995561043	0.02435691218094989	-0.046441975585730495	0.15800446389605854	0.2883252908390379	0.2586989862716493	0.15778999738151347	0.19180538410703377	0.197735632613873	0.15633860771331312	0.12959513210887916	0.025658674048304842	-0.0236835870771456	0.06289604608536266	-0.07070162969613088	-0.12806892854025612	0.0646417037618923
FruR	-0.4880285290340279	-0.5060337410690906	-0.5302385316525143	-0.4329555231361987	-0.3701467599346625	-0.6477362560630432	-0.6806194590954999	-0.7033828351974464	-0.6854424618760833	-0.7329044003042432	-0.6976471028317062	-0.6591179441140164	-0.7276973528348234	-0.6894425117520169	-0.6785097071035798	-0.7671442287310316	-0.7550393396426389	-0.7496776767790122	-0.7697228144989339	-0.7558772553273732	-0.6566989613336824	-0.5421838177533386	-0.5580892529832043	-0.601710744522999	-0.5142832204890335	-0.21834436838364568	-0.33495430117582514	-0.148562949662714	-0.2220002743176349	-0.46024763401039914	-0.4807366675394955	-0.5524183593311637	-0.4623972867492113	-0.366760184042195	0.3489844013017619	0.26057930896893977	0.4151996907692116	0.47064676616915424	0.4595194453796182	0.6023441688799113	0.5974413646055438	0.6375914911657252	0.6886544720008978	1.0	0.47976907442736194	0.6158705220763351	0.6729784660656617	0.5616653574234093	0.5019788276661804	0.6659060586790359	0.5951670220326937	0.22958640382049653	0.4206012543797304	0.37094477487250466	0.3539271063230215	0.2630780932430579	0.2825995336600207	0.39757852342298533	0.36827142483073355	0.40984301549894636	-0.18765570643025475	-0.17570044514270752	-0.18516689734285963	-0.07046721280813975	-0.31637551590418833	-0.23931719846880883	-0.2426888115811918	-0.3010735794710657	-0.34211149764959664	-0.23859898502475094	-0.07718051347273656	0.03960897268045736	0.07857703961396027	0.019558847367174153	0.21222957892243047	0.23117744610281923	0.1687327772166735	0.11097145849698874	0.14111148518061323	0.10523572613124851	0.10607364181598274	0.05540468085636978	0.02776842604022494	0.050955747577899974	0.10150500629683662	-0.04538460579308969	0.02332946794847816	-0.017080013466502075
LiuR	-0.7145749947006821	-0.7308744498061073	-0.6160001995037344	-0.6459656604197059	-0.6247185126996596	-0.6606241973091934	-0.7516078754099178	-0.7717228394369007	-0.7000710732054015	-0.7501564857417174	-0.7402611005124752	-0.7066247708824299	-0.6806144715021384	-0.7534782229204853	-0.6444444444444445	-0.6442150151498148	-0.6495766780134415	-0.667432262247659	-0.6873377473534583	-0.7045748700108481	-0.44537961819972816	-0.43538946869661715	-0.6662302522475343	-0.580019700993778	-0.5370316338108954	-0.4466364917268295	-0.38314941582812756	-0.5520792029825808	-0.4931857005698325	-0.1842491801643412	-0.49347996857816184	-0.4371351263731468	-0.25224504046185114	-0.35953316126136237	0.19286275389967455	0.15087220538909463	0.10058230152495667	0.21791044776119403	0.27463434706168405	0.4464918515193456	0.4539632663748925	0.40295016147333507	0.48844748687639494	0.47976907442736194	1.0	0.727772166735246	0.6827890622077581	0.7570842529208593	0.6082644422000274	0.6241848402099777	0.6510480180550879	0.38413695931370717	0.5578897492487438	0.5962942181323957	0.6425142458135388	0.5107470167957207	0.49563959650369704	0.412715869275178	0.4996196960061846	0.43701542413247046	-0.17506702078579534	-0.22296786742976846	-0.06937991745532987	0.15024376862554395	0.02360378558336139	0.05213780720457861	0.1331911869225302	0.08448235015399194	0.07525031484183095	0.0465167894861532	0.22795546079128168	0.20612975224129976	0.45565904811780694	0.3661915983989825	0.26647464432224843	0.6116161049389643	0.4215738350852255	0.2694821631192409	0.034252297410192145	0.14737091484931233	0.07209316824399306	-0.01404755670270203	-0.09589895135849574	-0.16630880684297808	-0.07557450841032931	0.15519146124016509	-0.03197795483734211	0.0684123243431963
GntR	-0.6068180401251886	-0.747702589807853	-0.6396862803775608	-0.632623848177658	-0.6359356101697029	-0.6909138517936633	-0.7861419718450354	-0.7937879524682353	-0.819508971433559	-0.7988353969500867	-0.8165563161635432	-0.6929138767316301	-0.7540468085636978	-0.7763563136697466	-0.7197471290165712	-0.7581017219666081	-0.7560318707215801	-0.7644509283158144	-0.7613486452449532	-0.724330727315802	-0.5967879898751854	-0.5177246599084777	-0.5562238930659983	-0.6171972219104976	-0.5851519345627751	-0.3950996895223132	-0.3508048728787142	-0.45917530143767377	-0.40015710919088765	-0.3260763849923316	-0.41126946720033913	-0.4847167670419831	-0.36971782690557237	-0.3255127869424806	0.31619097494981235	0.1803688325290839	0.20850883427474157	0.2858913452786194	0.3927904337959326	0.5095051060487038	0.5449619072557015	0.5079489769199117	0.600932679958603	0.6158705220763351	0.727772166735246	1.0	0.7327348221299518	0.8035636354568012	0.551585431239791	0.6622651155251312	0.6324592575967282	0.3586403820496515	0.6221898028653724	0.5914163518248358	0.5141535430616342	0.41351887180638164	0.4438833401912742	0.5170463472113118	0.4699634658786269	0.49337522911757004	-0.1791668225289592	-0.3325652439556603	0.012885447449469446	0.11232309629795882	-0.14423371862492051	-0.0152046783625731	-0.0032693674484719263	-0.04731480442399531	-0.08112569982169354	-0.003458895996209429	0.1155151560493273	0.10655743837204952	0.22492799162084315	0.1360839910722079	0.3906806818040125	0.5753563012007631	0.3762914749560468	0.2606391600892779	0.11599396501203257	0.2539857105450193	0.14531602638436888	-0.02374842579084527	-0.1805234479232908	-0.10106609808102346	0.06465666654197683	0.03205775633112632	-0.0124166136734872	0.08528535268519558
NnrR	-0.6716517662314991	-0.7601566104315515	-0.6780608237010437	-0.626937991745533	-0.5990872704148431	-0.7465704061147894	-0.8201324206037481	-0.8357485754186461	-0.7904263145425754	-0.8709809349243756	-0.8283070861232684	-0.7967356201448896	-0.7973141809748251	-0.7839923191062232	-0.778052095412661	-0.7668699110961483	-0.787488622052644	-0.7951894662028205	-0.823444182595793	-0.8237234878240377	-0.6196960061846157	-0.6442249903365379	-0.6578012194665769	-0.5745931994164516	-0.57794984974875	-0.28962206511303135	-0.3712041297273033	-0.44009775682988567	-0.43749922068853725	-0.37835633860771334	-0.4862329954238831	-0.5601740670083168	-0.42656641604010026	-0.3473484706791855	0.39387772914874253	0.23345178867566926	0.3042307260689036	0.3375528373171735	0.3622264616765795	0.6317809448995624	0.5619945385852692	0.5628374418633649	0.6598261823713513	0.6729784660656617	0.6827890622077581	0.7327348221299518	1.0	0.8258681529694883	0.6694123368121797	0.6820708487637003	0.7254279978553348	0.3658674048304842	0.5514806917791992	0.6379954862280078	0.5745782366363671	0.5312011371712865	0.4178730408109827	0.4453447050461976	0.4782877591989925	0.5394605917779524	-0.2841207496352822	-0.14211399144627737	-0.11034800932679958	0.08854225115026372	-0.1787777902467612	-0.04288582151897156	0.007349218818189753	-0.0876694223119989	-0.12216860559358596	0.0864624247185127	0.1612214616142346	0.10950510604870385	0.27368171672963504	0.10211848028030275	0.31566727764685343	0.5331263482088305	0.4671803887829025	0.23517749597875284	0.1030810857990748	0.12710632302148406	0.04517013927854462	0.008695869025798327	-0.04639708724547688	-0.15079739148867194	-0.009434032843302286	0.04821755882242921	0.0507761942168855	0.11777952343545431
NtrC	-0.6904101048641504	-0.7767503335453061	-0.7536178755346077	-0.6688337759822441	-0.6999214454045561	-0.7311587426277135	-0.8280876320153618	-0.8186311550019327	-0.8145862167857455	-0.8194640830933054	-0.8356338607713313	-0.7748949488148231	-0.7501564857417174	-0.7886607064925997	-0.7510891657003205	-0.7554932106385367	-0.7692340303495057	-0.771288918814449	-0.7958328657464557	-0.7796181997281761	-0.5517599970074439	-0.5334156286237983	-0.6453771244030474	-0.5501091036047832	-0.5866931009114826	-0.41307497599720694	-0.33647551715108664	-0.49211835559046874	-0.47539495504931484	-0.28276412424095065	-0.48926545218768314	-0.49474681729198616	-0.32738313445304806	-0.2896420154864774	0.38359829923066374	0.21214977742864624	0.24843451913365502	0.27512811880447385	0.4037631391912617	0.4894749311088667	0.5027070162969614	0.44581353882217983	0.6124141198768065	0.5616653574234093	0.7570842529208593	0.8035636354568012	0.8258681529694883	1.0	0.6051422087557201	0.6310976446090351	0.7363857404705795	0.4133243556652826	0.60411975211661	0.715118642377087	0.6142445666404818	0.5240389531041534	0.4361924712278208	0.4260826194840335	0.45566902330452996	0.5302185812790683	-0.1722340677564558	-0.197551091659497	-0.06160425940473073	0.1346924525243457	-0.14606416538859587	-0.026576391226823277	0.081868851232559	0.053629097619671065	0.022855646579134404	0.06691604633474232	0.20698263070611853	0.10604870384917518	0.2805197072282697	0.1637800970086909	0.4113442811007619	0.5929176174266512	0.3861519470317585	0.24875372510879187	0.11142532949288644	0.14827366924774624	0.08311574957293733	-0.016905447698849115	-0.1379393758026908	-0.1890372697913939	-0.04713525106298083	0.058097981271586926	0.06602825471639297	0.1095998703225726
RbsR	-0.5901295527375653	-0.4561927206074889	-0.5589969949749997	-0.6169727802092295	-0.4774997194478734	-0.7193231835808427	-0.5655008167184129	-0.6181249142757391	-0.5754809910348009	-0.6442150151498148	-0.6435865783862642	-0.689502362872355	-0.6267085624509033	-0.7220663599296749	-0.7060960859861095	-0.6377111934064016	-0.6218955348570431	-0.6719560094265514	-0.6384493572239055	-0.6390877691741792	-0.6118854349804861	-0.4946021770845023	-0.6148231274704173	-0.6289679422436689	-0.5979700495018642	-0.3430441776081996	-0.41289542263619244	-0.297966308806843	-0.41939924437960574	-0.4633249791144528	-0.5774211648524296	-0.46862180326437985	-0.25929749747503084	-0.38188755470766467	0.34177732889437523	0.3542363371114353	0.2331275951071709	0.46556440853377223	0.36846095337847107	0.5365528248481901	0.48168431027818304	0.5552363495804187	0.5204628486639484	0.5019788276661804	0.6082644422000274	0.551585431239791	0.6694123368121797	0.6051422087557201	1.0	0.613012631080188	0.5931819598748114	0.28404593573485953	0.4865472138056584	0.4797191984937468	0.5815708425292085	0.4383221735931869	0.4374194191947531	0.45537974288956223	0.429479170563224	0.4557139116447836	-0.1507126024015262	-0.11066222770857492	-0.08715570019576303	0.024910535044077857	-0.27232010374194193	-0.2205738226162421	-0.13881220464095562	-0.05663661641666355	-0.1306924026484121	-0.07417299467574409	-0.14455791219341887	0.28426040224940463	0.2360303744435716	0.2448035511664734	0.211311861743912	0.3538223668624297	0.27162184067133005	0.0838988017306949	0.13332086434992954	0.19567575655556801	0.05472138056584247	0.007803089814087457	-0.08768937268544495	-0.09886656940859612	-0.09116073766505817	0.03124976620656118	-0.03420740906993853	0.010930310851756256
AcnR	-0.583411264479607	-0.5795359044377112	-0.5351163979600743	-0.443035449319817	-0.5300190775446078	-0.6848688886395092	-0.7576727889375179	-0.7728201099764336	-0.7333532837067794	-0.7543909525056423	-0.761637925659921	-0.7373034576490979	-0.7662763874861283	-0.7991346525517774	-0.728664945946957	-0.7625755932118854	-0.7696629633785957	-0.7774386214291948	-0.7592339056596715	-0.7645107794361525	-0.6385590842778588	-0.5029364455915909	-0.6199254354792454	-0.6862803775608175	-0.6108180900011222	-0.3731891918851856	-0.4024164889836532	-0.3170388658212696	-0.34045062906021273	-0.428935522886819	-0.5236648836020399	-0.5098492499906483	-0.4579383782840185	-0.3476826394344069	0.30086410054988216	0.28276911183431214	0.24120749635282235	0.38416688487387624	0.4444120250875946	0.5775757802466365	0.5232110126061422	0.6256561802516241	0.6450379680544646	0.6659060586790359	0.6241848402099777	0.6622651155251312	0.6820708487637003	0.6310976446090351	0.613012631080188	1.0	0.6907642239928179	0.4360378558336139	0.5149166448459457	0.4670257733886956	0.4729809598623424	0.408197109689647	0.4615144827242235	0.4802179578298981	0.48132021596279256	0.49126048953228846	-0.2037007942742428	-0.24577613187196848	0.012885447449469446	-0.033289691891420094	-0.22343171361238917	-0.30467462187807826	-0.22758139128916818	-0.19033903165874885	-0.2280352622850659	-0.1696654571752765	-0.07035748575418646	0.1334455541839674	0.10413346799835409	0.13908153468247733	0.23204029975436102	0.4295539844636467	0.3104851681442412	0.28390129552737564	0.03856157807453958	0.1473160513223357	0.006561179067070662	0.0855945834736094	-0.025693587201835434	-0.001005000062344917	0.06570406114789461	-0.020820708487637004	-0.08709584907542488	0.07174403670868713
CueR	-0.6548784897567301	-0.6377909949001858	-0.6070724073866258	-0.5569221561366102	-0.547221287048467	-0.7773787703088567	-0.7415478995997457	-0.7714485218020175	-0.7171535804685844	-0.7789049738774798	-0.7710146011795659	-0.7489095874013392	-0.7437823414257035	-0.7941021708500106	-0.7743862142919488	-0.724515268270178	-0.7595082232945548	-0.7582713001408995	-0.7775383732964252	-0.8097083504781856	-0.636753575480991	-0.6046833501664609	-0.6645743712515119	-0.6345440716218407	-0.6162046908315565	-0.32806643474357533	-0.342435691218095	-0.33309891644534223	-0.4022818239628923	-0.3737627651217596	-0.5048965697826656	-0.49168443496801706	-0.4027307073654285	-0.31009613586204315	0.3135475504682103	0.29939276050823577	0.3691841544158905	0.4702327959201486	0.39004725744710034	0.5777702963877355	0.5040337161311238	0.6040648885896333	0.6488085886357685	0.5951670220326937	0.6510480180550879	0.6324592575967282	0.7254279978553348	0.7363857404705795	0.5931819598748114	0.6907642239928179	1.0	0.39920447885883864	0.5775707926532749	0.5603286824025238	0.416107432761007	0.5382336438110201	0.41967356201448897	0.37926906819287026	0.4536889487400092	0.5402985074626866	-0.14205912791930073	-0.15129615082482326	-0.23416501452636568	-0.08361949650245015	-0.2367835010411601	-0.08552475716654821	-0.09059713961520717	-0.07490118330652502	-0.1309218319430417	0.019718450354742578	0.06711555006920286	0.13758026908066184	0.23974114390453746	0.14066758937143856	0.2308981408745745	0.3960024439207471	0.383688075911171	0.2071970972206636	0.12932580206735744	0.11420840658861083	0.11627327024027731	0.12199403982593299	0.11190413845559172	-0.09853240065337474	0.030351999401488798	0.02010748263694061	0.0530006608561204	0.023289567201586054
PhnR	-0.2923403034950561	-0.3966258930909363	-0.3199117195975012	-0.3254379730420579	-0.4236087731767229	-0.4704522500280552	-0.42606266911058743	-0.4530106360428434	-0.4263469619321937	-0.4251998154590456	-0.45592339056596715	-0.3559969575680495	-0.4265165401064851	-0.4582326462923478	-0.3904163393558523	-0.4415441589047245	-0.45388845247446974	-0.431753513136074	-0.4171598149602863	-0.4450155238843377	-0.41081060861107993	-0.31275951071709124	-0.41744410778189256	-0.342999289267946	-0.4742577837628898	-0.34901931445529244	-0.3373932343296051	-0.18746617788251724	-0.256713924113767	-0.22078330153742565	-0.3354380977318919	-0.25484856419656104	-0.141779822691056	-0.18004962655394705	0.2645893340315964	0.26727265926009053	0.23488821556378509	0.22270851257496976	0.1252359755109166	0.2291624583847679	0.32430080175563286	0.41494033591441287	0.32831581441165103	0.22958640382049653	0.38413695931370717	0.3586403820496515	0.3658674048304842	0.4133243556652826	0.28404593573485953	0.4360378558336139	0.39920447885883864	1.0	0.41704011271960995	0.3298519931669971	0.3058018179777803	0.3681068342498036	0.28098355341089043	0.2493223107520044	0.19527674908664697	0.38839137645107796	-0.12562999538647615	-0.30699884038454345	-0.03172857516926645	-0.052237559071808874	-0.03324480355116647	-0.03293058516939114	-0.0689011084926246	0.06146460679060836	-0.040571578199229415	0.0716542600281799	0.11144029227297099	0.24609035025374382	0.13587451215102433	0.19135650070449756	0.16132121348146486	0.26519782042170104	0.24374119378047107	0.16320153617875535	-0.0699185775383733	-0.01841170089402611	0.12605394082220475	0.05527500342897044	0.07716555069265203	-0.10144515517649846	0.020521452885946208	-0.1495754311151012	-0.009124802054888465	0.3536328383146922
PdxR	-0.5293457524408035	-0.555171510866719	-0.4398034888215564	-0.5286574645569146	-0.5130363221486552	-0.5664384842703775	-0.5725233481714236	-0.6059352361002007	-0.5750670207857953	-0.5661442162620481	-0.6175264030723575	-0.5118742128954227	-0.5896557313682216	-0.6405840471826332	-0.5644683848925797	-0.5812117358071797	-0.6069975934862031	-0.5788775421139915	-0.6017356824898066	-0.5859050611603636	-0.47046721280813975	-0.4349455728874425	-0.4558435890721829	-0.517086247958204	-0.4374194191947531	-0.22714747066671653	-0.2343296051072956	-0.4891806631005374	-0.3258718936645095	-0.19624434219878054	-0.388974924874375	-0.395952567987132	-0.26008553722614997	-0.21139665083105774	0.29214079976059554	0.3886307809324306	0.12601902766867418	0.29226050200127185	0.2990984924999065	0.3385254180226686	0.32195164528236014	0.3838227409319318	0.4651005623511515	0.4206012543797304	0.5578897492487438	0.6221898028653724	0.5514806917791992	0.60411975211661	0.4865472138056584	0.5149166448459457	0.5775707926532749	0.41704011271960995	1.0	0.43610269454731354	0.34058030648761206	0.46182870110599883	0.3498422673599421	0.3641566603074851	0.44317510193393933	0.37777777777777777	0.00038155089215576255	-0.23059389767952218	-0.01136921906756942	-0.01693038566565668	-0.14960036908190874	-0.12475217895484982	-0.00509482661878577	-0.041514233344555417	0.013927854462025711	-0.009463958403471365	0.09630793401413983	0.29196124639958104	0.3018616192221848	0.22877841369593138	0.1895260539408222	0.3669995885235477	0.233536577762815	0.10678686766667914	0.07107569919824437	0.0645269891145775	0.14579483534707416	0.11211361737677528	-0.05656180251624085	0.027918053841070337	-0.06087108318058829	-0.01895036097706954	0.12091173206648462	0.10938041621466602
HrcA	-0.5207421538921931	-0.6362049402112245	-0.5943440691280439	-0.5258394743076596	-0.512587438746119	-0.5392910136036609	-0.6797665806306812	-0.6617264554420879	-0.6850185164403546	-0.6255664035711168	-0.6664247683886333	-0.5764286337734884	-0.5370066958440878	-0.5829125051434556	-0.5410466464669136	-0.55665781368845	-0.5664484594571004	-0.5799448870933552	-0.6240102744423247	-0.5615805683362636	-0.3932044040449382	-0.4506714547562937	-0.5308170924824499	-0.46623773363757653	-0.45930996645843464	-0.38314941582812756	-0.23269866207808076	-0.40580306487612067	-0.47676654322373097	-0.21927704834224865	-0.29527799598498733	-0.4855546827267173	-0.2925547700096011	-0.19605481365104302	0.22507263182832704	0.10360478310203369	0.13945061659122931	0.14874749061709	0.26912804399057344	0.26533248544246185	0.41184304043691317	0.38450105362909764	0.5105275626878141	0.37094477487250466	0.5962942181323957	0.5914163518248358	0.6379954862280078	0.715118642377087	0.4797191984937468	0.4670257733886956	0.5603286824025238	0.3298519931669971	0.43610269454731354	1.0	0.5454905921520219	0.4738787266674148	0.3656379755358546	0.3223307023778351	0.39386775396201945	0.49547999351612865	-0.032631329567700346	-0.23908278158081772	0.07207321787054702	0.21712240801007493	-0.06203818002718239	0.08950485666903578	0.05879624434219878	-0.027234753550543025	0.09028790882679336	0.11052756268781407	0.28427037743612765	0.13689198119677304	0.3297023653661517	0.10124565144203793	0.3814785720520206	0.4919238394493697	0.37695981246648963	0.2098754348557962	-0.030332049028042745	0.02872604396563548	0.0933203655905934	0.015917904213269492	-0.07125525255925884	-0.18772054514395442	0.0846918290751755	0.03795807927779648	0.0682626965423509	0.1371513360515717
PurR	-0.5700046135238594	-0.574568261449644	-0.5910422823227223	-0.5571615606179628	-0.5401139665083106	-0.5956059302485068	-0.5624484095811668	-0.6479207970174191	-0.5143430716093716	-0.5847778650606617	-0.554967019538897	-0.5245327248469432	-0.5371613112382947	-0.5671417349343508	-0.4934251050511852	-0.5023628723550169	-0.505220763351164	-0.5031359493260514	-0.5364081846407063	-0.5091210613598673	-0.34423621242160124	-0.3562712752029327	-0.5451215102432698	-0.5161834935597701	-0.4596989987406327	-0.3505006296836619	-0.32899911470217835	-0.49496128380653126	-0.3735183730470455	-0.20697764311275701	-0.5040337161311238	-0.2992680706741979	-0.14747565430990411	-0.27191112108629784	0.17898726916794475	0.25352186436239854	0.05044701305502562	0.07728026533996683	0.12284193069739024	0.3783762889811594	0.36531876956071774	0.36404194566017034	0.376146834748563	0.3539271063230215	0.6425142458135388	0.5141535430616342	0.5745782366363671	0.6142445666404818	0.5815708425292085	0.4729809598623424	0.416107432761007	0.3058018179777803	0.34058030648761206	0.5454905921520219	1.0	0.42622725969151737	0.35366775146822277	0.37086497337872043	0.3867504582351401	0.4241773588199354	0.023224728487886384	-0.17027394356538111	0.08397860322447911	0.18311200887791618	0.03248170176685495	-0.04560405990099627	0.14131098891507377	0.1516901707003828	0.14730108854225116	-0.0009251985685607053	0.22742178830159976	0.2670681679322685	0.3325004052419606	0.2802404020000249	0.2802154640332174	0.4559632913128593	0.3492736817167296	0.19492262995797952	-0.057659073055773766	0.05944961907255701	-0.04447686380129428	-0.09180413720869338	-0.04340951882193045	-0.2717365553186449	-0.1457399718200975	0.039045374630606366	-0.0652851033055275	0.0179179291512363
CsoR	-0.4520629933041559	-0.5243332211124827	-0.43513510143517997	-0.4254092943802292	-0.4045112781954887	-0.5743138941882069	-0.49962468359954615	-0.537455579246624	-0.5173705407798103	-0.5580144390827816	-0.5616553822366862	-0.4761730196137109	-0.4897442611503884	-0.5125974139328421	-0.48420304492574723	-0.46292597164553173	-0.4853651541789798	-0.46250202620980313	-0.5184279105724511	-0.4925223506527513	-0.4171298894001172	-0.4680482300278058	-0.5164727739747378	-0.43801793039813464	-0.456242596541104	-0.2083342685070886	-0.24109278170550755	-0.30545767403583585	-0.34860534420628686	-0.1464182845172633	-0.30842030449257474	-0.32873975984737963	-0.31958253843564133	-0.18197982518485267	0.14891706879138145	0.22227957954587962	0.091285427499096	0.12291175700445142	0.009528797117171037	0.3357722664871133	0.30172196660806244	0.3953540567837504	0.3410192147034252	0.2630780932430579	0.5107470167957207	0.41351887180638164	0.5312011371712865	0.5240389531041534	0.4383221735931869	0.408197109689647	0.5382336438110201	0.3681068342498036	0.46182870110599883	0.4738787266674148	0.42622725969151737	1.0	0.424007780645644	0.28232022843177595	0.44681105749448247	0.45150937044102796	0.0010149752490679436	-0.19226424269629297	0.08212321849399619	0.06961932193668251	-0.06623274604421502	0.09426800832928091	0.045898327909325555	0.06218780782802778	0.007798102220725944	0.18536640107732016	0.20686791605880372	0.11974463521989052	0.3933889449993142	0.2621803264379855	0.24196062295041085	0.39854112894175736	0.32526839486776643	0.04106534994201923	-0.03961894786718039	-0.0022169852491926334	0.0750458235140089	-0.0900784299056098	0.054367261437175025	-0.04812279454856046	0.06862679085774137	0.08561952144041696	0.004780608237010437	0.06973902417735882
ZntR	-0.3251038042868365	-0.44596815421638675	-0.3808351725083854	-0.3714584969887405	-0.3687502337934388	-0.43990822828214815	-0.4754348557962069	-0.5066023267123031	-0.49173431090163217	-0.5101135924388085	-0.48667190363969626	-0.44747939500492523	-0.45512537562812505	-0.49150488160700256	-0.4081372585693088	-0.44223244678861334	-0.46345465654185214	-0.4454594196935124	-0.47332510380428683	-0.4776393720619958	-0.36963303781842666	-0.3401413982717989	-0.5591915111160987	-0.40327934263519494	-0.4352248781156872	-0.2665295078492251	-0.31718350602875345	-0.26474893701916485	-0.2074315141086547	-0.28793127096347837	-0.3594334093941321	-0.46425267147969423	-0.3156124141198768	-0.24903801793039815	0.09456227633761019	0.010960236411925336	0.14402423970373696	0.18721679821444157	0.13339567825035226	0.37094477487250466	0.37588747989376425	0.3367847479395005	0.363737702465118	0.2825995336600207	0.49563959650369704	0.4438833401912742	0.4178730408109827	0.4361924712278208	0.4374194191947531	0.4615144827242235	0.41967356201448897	0.28098355341089043	0.3498422673599421	0.3656379755358546	0.35366775146822277	0.424007780645644	1.0	0.3115076247833514	0.48333520368084393	0.4370553248793626	-0.10175937355827379	-0.11741542912006384	-0.08622800783052158	-0.030421825708549982	-0.08519058841132683	-0.03789822815745832	-0.07337996733126348	-6.234491701891544e-05	-0.11936059053105401	-0.007593610892903902	0.06559932168730283	0.18097233132582702	0.12393920123692316	0.24159652863502037	0.24522749660220203	0.2496614671005873	0.22987069664210277	0.143665132981708	0.12370478434893203	-0.004386588361450891	0.023194802927717303	-0.07212309380416215	0.016521403010012595	-0.053698923926732256	0.03838701230688662	0.044312273220364344	-0.04027731019090013	0.03287073404905298
FixJ	-0.3391638299729423	-0.48108081148143994	-0.4412399157096722	-0.460955872267734	-0.34906420279554606	-0.5527226025262161	-0.5147520542650158	-0.56305190837791	-0.5501789299118443	-0.5564034464270128	-0.5591316599957605	-0.5030960485791593	-0.5563286325265901	-0.611301886557189	-0.566687863938453	-0.5711218344368384	-0.5747378396239354	-0.6038304717016422	-0.537445604059901	-0.47731019090013593	-0.5077195476252822	-0.44984850185164404	-0.41966358682776594	-0.5243781094527363	-0.5713013877978529	-0.2674172994675744	-0.2717515180987294	-0.13453284953677727	-0.11920098754348558	-0.4732353271237796	-0.24956670282671853	-0.4090300377810197	-0.23611017593735584	-0.32472474719136146	0.3038516689734286	0.19331163730221074	0.1994713151036796	0.26340228681155625	0.33971246524270876	0.4483621990299131	0.4983927480392524	0.4960336163792566	0.44515018890509855	0.39757852342298533	0.412715869275178	0.5170463472113118	0.4453447050461976	0.4260826194840335	0.45537974288956223	0.4802179578298981	0.37926906819287026	0.2493223107520044	0.3641566603074851	0.3223307023778351	0.37086497337872043	0.28232022843177595	0.3115076247833514	1.0	0.44722004015012656	0.39984289080911234	-0.017892991184428733	-0.1700345390840285	-0.052546789860222695	-0.11121585057170288	-0.15867778899986285	-0.09056222646167658	-0.16330128804598562	-0.23456900958864824	-0.1792366488360204	-0.1756206436489233	-0.07611316849337274	0.11399892766742728	0.12408384144440704	0.12980461103006272	0.18842379580792779	0.25417025149939526	0.18773052033067744	0.0416937867055699	0.1053753787453709	0.2430379431164977	0.001089789149490642	0.09484158156585494	-0.14071247771169215	-0.02686068404842953	-0.08709584907542488	0.020750882180575816	-0.09083654409655981	0.08684646940734922
